year,absorption,absorption_delta,msa,occ,occupancy_delta,pop,demolished_pct,rent_growth,real_rentpsf,real_rent_growth,starts_pct,inventory,RDI,real_rent_growth_next_year,real_relative_rent_growth,RDI_growth,supply_growth,real_relative_rg_next_year,supply_5yr_fwd,rrg_5yr_fwd,rrrg_5yr_fwd,RDI_growth_5yr,pop_growth,sales_volume_growth,demand,predicted_demand,exog_shock,pct_international_mig_
2015,0.0014,0.003483,Akron - OH,0.947378516197205,-0.002860903739928977,704402.0,0.0,0.0308050010353327,0.646352020749682,0.0298050010353327,0.014060465789093013,35000,2.585126724256836,-0.00022962941974400027,-0.00045845098793499683,-0.0012929109053413565,0.012584984811225228,-0.0133831864222884,0.033518579975330975,0.0284813069626688,-0.0332472315058112,-0.014167850430373809,-0.08701936340406169,0.0010415159843772603,false,-0.009111352765330375,0,0.28
2016,0.00363,0.00223,Akron - OH,0.948217928409576,0.000839412212370938,703921.8125,0.0,0.012770370580256,0.6449926813352551,-0.00022962941974400027,0.012171428571428571,35529,2.5396601270621137,-0.0034675172567368018,-0.0133831864222884,-0.017587763403665614,0.015114285714285714,-0.006257090717554099,0.03763772062963067,0.0592520492821931,-0.0329125449061394,-0.022390986705965246,-0.0681695253562542,0.0006,false,0.042678874975259774,0,0.26
2017,-0.002884,-0.006514,Akron - OH,0.93643981218338,-0.011778116226195956,704079.0,0.0002814602155985251,0.0175324827432632,0.6453119409270822,-0.0034675172567368018,0.0001688761293591151,35711,2.569309738919344,0.0013235455602407,-0.006257090717554099,0.011674637697103592,0.005122575923893158,-0.0078114774078130965,0.0443363089277368,0.029350004956126205,-0.027442805469036106,-0.017996599937032665,0.022330249923885326,0.000985110754594838,true,-0.05223352074556119,0,0.21
2018,-0.001455,0.001429,Akron - OH,0.935973286628723,-0.0004665255546569824,703677.6875,0.0008400772871104142,0.0253235455602407,0.643454546360269,0.0013235455602407,0.011817087172019826,35731,2.55434696930887,0.0136183604300022,-0.0078114774078130965,-0.005823653483198769,0.0005600515247402761,-0.004182834178209305,0.05484300624406944,0.025270073533058202,-0.00282878614962101,-0.001615143495887655,-0.05699822037015245,0.0011201030494805521,false,0.007376280560040308,0,0.14
2019,0.003421,0.004876,Akron - OH,0.93692421913147,0.0009509325027469151,702894.25,0.001231423693711343,0.0316183604300022,0.6516259355926002,0.0136183604300022,0.00568134113235006,35947,2.5002329538615995,0.0172365476489067,-0.004182834178209305,-0.021185068472476153,0.006045170860037502,-0.0016126427799462995,,,,-0.0342147585675783,-0.11133470819337798,0.0010914891830623268,false,0.0586254849036679,0,0.17
2020,0.003177,-0.00024399999999999986,Akron - OH,0.94907408952713,0.012149870395660067,700395.1875,0.0005007371964280747,0.0292365476489067,0.6632161202177651,0.0172365476489067,0.021197874648788494,36187,2.53401685692742,0.0305411128997803,-0.0016126427799462995,0.013512302129144152,0.006676495952374329,-0.013048499822616605,,,,-0.019409545533092796,-0.3555389021890565,0.0008345619940467911,true,-0.06481878434873782,0,0.0
2021,0.002413,-0.0007639999999999999,Akron - OH,0.960844874382019,0.011770784854889027,696923.1875,0.0,0.0775411128997803,0.6826437935865944,0.0305411128997803,0.0040622322933650205,36883,2.5026319148972904,-0.0333695615828037,-0.013048499822616605,-0.012385451163961406,0.019233426368585403,-0.001266054809093399,,,,-0.014207233293388587,-0.49572013942486004,0.00041451349932296127,false,0.017689882010865087,0,0.08
2022,-0.004608,-0.007021,Akron - OH,0.939649224281311,-0.021195650100708008,698776.625,0.0,0.0466304384171963,0.6605495500170582,-0.0333695615828037,0.014342651085866118,37319,2.55494515522907,-0.0027563858628273027,-0.0007873512804508001,0.020903289860717135,0.011821164221999294,0.016802541911602,,,,-0.004978581129775044,0.2659457359495576,0.0007320445733806903,true,-0.08257735307816735,0,0.31
2023,0.000742,0.005350000000000001,Akron - OH,0.927721619606018,-0.01192760467529308,700472.25,0.0,0.0382436141371727,0.6618842587702809,-0.0027563858628273027,0.010530828800342989,37732,2.546316158746576,,0.016802541911602,-0.003377370533701535,0.011066748841072912,,,,,-0.00253229818027781,0.24265622794694686,0.00032155202443795384,false,,0,0.36
2005,0.001478,,Albany - NY,0.934630036354065,,856000.0,,0.0176260396838188,0.9035077618176894,-0.016373960316181203,,40574,2.7254816318519075,-0.002731411129236201,0.0027575641870498484,,,-0.009094450622796998,0.06793979763715094,-0.05472745463624587,0.005368876503780573,,,,,,0,0.1
2006,0.00399,0.0025119999999999995,Albany - NY,0.934299051761627,-0.0003309845924380772,860992.1875,0.0,0.0292685888707638,0.9002700932255389,-0.002731411129236201,0.00995711539409474,41594,2.737271373050936,0.0030079065859317973,-0.009094450622796998,0.00432574597503993,0.02513925173756593,0.003929662518203298,0.0455194399088016,-0.07471099306270473,0.01303215208463381,,0.5831994742990565,0.00007393897569872332,true,-0.02775008943868241,0,0.11
2007,0.0029,-0.0010899999999999998,Albany - NY,0.93960303068161,0.005303978919983021,863865.8125,0.0,0.0320079065859318,0.9070044002325753,0.0030079065859317973,0.019305669086887533,42402,2.6822931103670298,-0.030209466639906167,0.003929662518203298,-0.020085061066717744,0.019425878732509498,-0.0006986623629927635,0.0492793693476235,-0.09110451244935389,0.001069484045729062,,0.33375738383223386,0.0003125450786171082,false,0.05400204712984879,0,0.09
2008,0.000583,-0.0023169999999999996,Albany - NY,0.943133592605591,0.003530561923981046,867088.625,0.0,0.00779053336009383,0.8815327435888757,-0.030209466639906167,0.0015565303523418707,42866,2.6535476152559174,-0.0261161017268896,-0.0006986623629927635,-0.01071676134126109,0.010942880052827697,0.0004505999386310508,0.05497807754462175,-0.06055619932711121,-0.004019778454676274,,0.37306864716331045,0.0007546813829536343,false,0.02653740738255355,0,0.09
2009,0.001478,0.000895,Albany - NY,0.939372658729553,-0.0037609338760380417,869978.0625,0.0,-0.0301161017268896,0.8540178414955993,-0.0261161017268896,0.002822749965007232,43287,2.642777983095786,0.0013216182738543004,0.0004505999386310508,-0.004058578824142541,0.009821303597256567,0.010781727032735985,0.06280721134243455,-0.04186557456851003,-0.013903878862038246,,0.33323439112120656,0.0006765268511174357,false,0.002690817629929421,0,0.08
2010,0.002396,0.0009180000000000002,Albany - NY,0.951493084430695,0.012120425701142024,872583.9375,0.00018481299235336245,0.0173216182738543,0.8558518096591546,0.0013216182738543004,0.00760043431053203,43400,2.594023614642886,-0.02271494955569506,0.010781727032735985,-0.018448151439413918,0.0026104835169912443,-0.0014311750419437608,0.0820127783605335,-0.018087725192308432,-0.02984959026798603,-0.048982806696495365,0.29953341495896346,0.0005775406011042576,false,0.05029611903559753,0,0.05
2011,0.00062,-0.0017760000000000002,Albany - NY,0.95166027545929,0.0001671910285949707,876306.0,0.0,0.00928505044430494,0.8367183562732252,-0.02271494955569506,0.033755760368663595,43518,2.5728179414042036,-0.013385612800717352,-0.0014311750419437608,-0.008174818887144795,0.00271889400921659,-0.007947406731545951,0.11695878779915325,0.02034361345320943,-0.02585558313876387,-0.06148337155868009,0.426556385012522,0.0004838709677419355,false,0.0162425798829077,0,0.21
2012,0.003144,0.002524,Albany - NY,0.948880970478058,-0.0027793049812320225,880506.5,0.00013787398317937404,0.00761438719928265,0.8267609632682489,-0.013385612800717352,0.012040994530998668,44527,2.5482992967331466,0.0003388464823365009,-0.00803300552070145,-0.009529879388852183,0.023185808171331403,-0.005787924863398099,0.13545500067355742,0.022890836574137277,-0.03145054075866922,-0.05092818988081453,0.47934169114440817,0.0005285169355209339,false,0.021940709348574224,0,0.24
2013,-0.000508,-0.003652,Albany - NY,0.94575697183609,-0.0031239986419679955,884477.5,0.0,0.0153388464823365,0.8288330458829564,0.0003388464823365009,0.014261010173602533,45268,2.5777889540919086,-0.00742547696828842,-0.005787924863398099,0.011572289564482061,0.016641588249825947,-0.009433500468730921,0.13775920857954296,0.019909679144620974,-0.03743994981050472,-0.02863913897507138,0.45099042426148817,0.0006288319446627889,true,-0.04929754393492791,0,0.21
2014,0.005057,0.005565,Albany - NY,0.944007515907288,-0.0017494559288019351,887621.5,0.0,0.00857452303171158,0.8228131479797881,-0.00742547696828842,0.025536803039674826,46067,2.602007577448117,0.0250994676500559,-0.009433500468730921,0.009395114878494738,0.017650437395069364,-0.005163984373211798,0.13214441520715614,0.04167730319499979,-0.031465496867894904,-0.015185445272434098,0.355464101687164,0.0010824423433772202,true,-0.03920554401507993,0,0.24
2015,0.010643,0.005586,Albany - NY,0.94814670085907,0.0041391849517820045,890436.8125,0.002105628758113183,0.0260994676500559,0.8430678531517591,0.0250994676500559,0.061757874400329954,47073,2.6050245237505503,0.0157163890898228,-0.005163984373211798,0.0011594686843272996,0.021816050535090194,0.002562832087278399,0.14518637877536308,0.0416678129583598,-0.0200607255101202,0.0044221748513071195,0.3171748881702463,0.000890008031779799,true,-0.013397557986611875,0,0.25
2016,0.006735,-0.003908,Albany - NY,0.947440087795258,-0.0007066130638120338,893670.125,0.0,0.0287163890898228,0.8530548366046922,0.0157163890898228,0.024685063624583094,48846,2.586060318055512,-0.010838389679789501,0.002562832087278399,-0.007279856877406608,0.03766490344783634,-0.013627963140606799,0.12135230094125812,0.025943900898099004,-0.0662206932902335,0.005317136861045307,0.36311532212174313,0.0009772056168079366,false,0.016664198050239012,0,0.26
