County,County Code,Year,Year Code,Births
"Calhoun County, AL",1015,1995,1995,1520
"Calhoun County, AL",1015,1996,1996,1632
"Calhoun County, AL",1015,1997,1997,1588
"Calhoun County, AL",1015,1998,1998,1657
"Calhoun County, AL",1015,1999,1999,1586
"Calhoun County, AL",1015,2000,2000,1528
"Calhoun County, AL",1015,2001,2001,1550
"Calhoun County, AL",1015,2002,2002,1455
"Jefferson County, AL",1073,1995,1995,9372
"Jefferson County, AL",1073,1996,1996,9005
"Jefferson County, AL",1073,1997,1997,9351
"Jefferson County, AL",1073,1998,1998,9371
"Jefferson County, AL",1073,1999,1999,9410
"Jefferson County, AL",1073,2000,2000,9567
"Jefferson County, AL",1073,2001,2001,9141
"Jefferson County, AL",1073,2002,2002,8928
"Madison County, AL",1089,1995,1995,3846
"Madison County, AL",1089,1996,1996,3799
"Madison County, AL",1089,1997,1997,3914
"Madison County, AL",1089,1998,1998,3794
"Madison County, AL",1089,1999,1999,3823
"Madison County, AL",1089,2000,2000,3757
"Madison County, AL",1089,2001,2001,3611
"Madison County, AL",1089,2002,2002,3523
"Mobile County, AL",1097,1995,1995,6093
"Mobile County, AL",1097,1996,1996,6235
"Mobile County, AL",1097,1997,1997,6219
"Mobile County, AL",1097,1998,1998,6402
"Mobile County, AL",1097,1999,1999,6223
"Mobile County, AL",1097,2000,2000,6359
"Mobile County, AL",1097,2001,2001,5887
"Mobile County, AL",1097,2002,2002,5830
"Montgomery County, AL",1101,1995,1995,3514
"Montgomery County, AL",1101,1996,1996,3527
"Montgomery County, AL",1101,1997,1997,3424
"Montgomery County, AL",1101,1998,1998,3507
"Montgomery County, AL",1101,1999,1999,3485
"Montgomery County, AL",1101,2000,2000,3656
"Montgomery County, AL",1101,2001,2001,3417
"Montgomery County, AL",1101,2002,2002,3337
"Morgan County, AL",1103,1995,1995,1438
"Morgan County, AL",1103,1996,1996,1377
"Morgan County, AL",1103,1997,1997,1487
"Morgan County, AL",1103,1998,1998,1541
"Morgan County, AL",1103,1999,1999,1572
"Morgan County, AL",1103,2000,2000,1585
"Morgan County, AL",1103,2001,2001,1454
"Morgan County, AL",1103,2002,2002,1504
"St. Clair County, AL",1115,1995,1995,20
"Tuscaloosa County, AL",1125,1995,1995,2153
"Tuscaloosa County, AL",1125,1996,1996,2160
"Tuscaloosa County, AL",1125,1997,1997,2124
"Tuscaloosa County, AL",1125,1998,1998,2241
"Tuscaloosa County, AL",1125,1999,1999,2294
"Tuscaloosa County, AL",1125,2000,2000,2331
"Tuscaloosa County, AL",1125,2001,2001,2231
"Tuscaloosa County, AL",1125,2002,2002,2146
"Unidentified Counties, AL",1999,1995,1995,32370
"Unidentified Counties, AL",1999,1996,1996,32753
"Unidentified Counties, AL",1999,1997,1997,32807
"Unidentified Counties, AL",1999,1998,1998,33561
"Unidentified Counties, AL",1999,1999,1999,33729
"Unidentified Counties, AL",1999,2000,2000,34516
"Unidentified Counties, AL",1999,2001,2001,33163
"Unidentified Counties, AL",1999,2002,2002,32244
"Anchorage Borough, AK",2020,1995,1995,4453
"Anchorage Borough, AK",2020,1996,1996,4125
"Anchorage Borough, AK",2020,1997,1997,4167
"Anchorage Borough, AK",2020,1998,1998,4190
"Anchorage Borough, AK",2020,1999,1999,4273
"Anchorage Borough, AK",2020,2000,2000,4122
"Anchorage Borough, AK",2020,2001,2001,4185
"Anchorage Borough, AK",2020,2002,2002,4152
"Unidentified Counties, AK",2999,1995,1995,5791
"Unidentified Counties, AK",2999,1996,1996,5912
"Unidentified Counties, AK",2999,1997,1997,5780
"Unidentified Counties, AK",2999,1998,1998,5736
"Unidentified Counties, AK",2999,1999,1999,5677
"Unidentified Counties, AK",2999,2000,2000,5852
"Unidentified Counties, AK",2999,2001,2001,5818
"Unidentified Counties, AK",2999,2002,2002,5786
"Maricopa County, AZ",4013,1995,1995,44053
"Maricopa County, AZ",4013,1996,1996,46549
"Maricopa County, AZ",4013,1997,1997,47135
"Maricopa County, AZ",4013,1998,1998,49357
"Maricopa County, AZ",4013,1999,1999,51569
"Maricopa County, AZ",4013,2000,2000,54506
"Maricopa County, AZ",4013,2001,2001,55675
"Maricopa County, AZ",4013,2002,2002,56697
"Pima County, AZ",4019,1995,1995,11204
"Pima County, AZ",4019,1996,1996,11294
"Pima County, AZ",4019,1997,1997,11377
"Pima County, AZ",4019,1998,1998,11460
"Pima County, AZ",4019,1999,1999,11890
"Pima County, AZ",4019,2000,2000,12516
"Pima County, AZ",4019,2001,2001,12147
"Pima County, AZ",4019,2002,2002,12491
"Pinal County, AZ",4021,1995,1995,2031
"Pinal County, AZ",4021,1996,1996,2111
"Pinal County, AZ",4021,1997,1997,2150
"Pinal County, AZ",4021,1998,1998,2233
"Pinal County, AZ",4021,1999,1999,2409
"Pinal County, AZ",4021,2000,2000,2613
"Pinal County, AZ",4021,2001,2001,2559
"Pinal County, AZ",4021,2002,2002,2711
"Yavapai County, AZ",4025,1995,1995,1533
"Yavapai County, AZ",4025,1996,1996,1580
"Yavapai County, AZ",4025,1997,1997,1544
"Yavapai County, AZ",4025,1998,1998,1698
"Yavapai County, AZ",4025,1999,1999,1625
"Yavapai County, AZ",4025,2000,2000,1755
"Yavapai County, AZ",4025,2001,2001,1746
"Yavapai County, AZ",4025,2002,2002,1920
"Yuma County, AZ",4027,1995,1995,3046
"Yuma County, AZ",4027,1996,1996,2976
"Yuma County, AZ",4027,1997,1997,2874
"Yuma County, AZ",4027,1998,1998,2830
"Yuma County, AZ",4027,1999,1999,2865
"Yuma County, AZ",4027,2000,2000,3030
"Yuma County, AZ",4027,2001,2001,3013
"Yuma County, AZ",4027,2002,2002,3095
"Unidentified Counties, AZ",4999,1995,1995,10596
"Unidentified Counties, AZ",4999,1996,1996,10812
"Unidentified Counties, AZ",4999,1997,1997,10619
"Unidentified Counties, AZ",4999,1998,1998,10665
"Unidentified Counties, AZ",4999,1999,1999,10787
"Unidentified Counties, AZ",4999,2000,2000,10853
"Unidentified Counties, AZ",4999,2001,2001,10457
"Unidentified Counties, AZ",4999,2002,2002,10923
"Pulaski County, AR",5119,1995,1995,5636
"Pulaski County, AR",5119,1996,1996,5681
"Pulaski County, AR",5119,1997,1997,5484
"Pulaski County, AR",5119,1998,1998,5530
"Pulaski County, AR",5119,1999,1999,5526
"Pulaski County, AR",5119,2000,2000,5856
"Pulaski County, AR",5119,2001,2001,5553
"Pulaski County, AR",5119,2002,2002,5705
"Washington County, AR",5143,1995,1995,2138
"Washington County, AR",5143,1996,1996,2232
"Washington County, AR",5143,1997,1997,2355
"Washington County, AR",5143,1998,1998,2386
"Washington County, AR",5143,1999,1999,2503
"Washington County, AR",5143,2000,2000,2595
"Washington County, AR",5143,2001,2001,2552
"Washington County, AR",5143,2002,2002,2889
"Unidentified Counties, AR",5999,1995,1995,27401
"Unidentified Counties, AR",5999,1996,1996,28458
"Unidentified Counties, AR",5999,1997,1997,28639
"Unidentified Counties, AR",5999,1998,1998,28949
"Unidentified Counties, AR",5999,1999,1999,28700
"Unidentified Counties, AR",5999,2000,2000,29332
"Unidentified Counties, AR",5999,2001,2001,28905
"Unidentified Counties, AR",5999,2002,2002,28843
"Alameda County, CA",6001,1995,1995,20960
"Alameda County, CA",6001,1996,1996,20680
"Alameda County, CA",6001,1997,1997,20789
"Alameda County, CA",6001,1998,1998,20949
"Alameda County, CA",6001,1999,1999,20554
"Alameda County, CA",6001,2000,2000,22176
"Alameda County, CA",6001,2001,2001,22038
"Alameda County, CA",6001,2002,2002,21805
"Butte County, CA",6007,1995,1995,2525
"Butte County, CA",6007,1996,1996,2478
"Butte County, CA",6007,1997,1997,2254
"Butte County, CA",6007,1998,1998,2271
"Butte County, CA",6007,1999,1999,2258
"Butte County, CA",6007,2000,2000,2197
"Butte County, CA",6007,2001,2001,2312
"Butte County, CA",6007,2002,2002,2265
"Contra Costa County, CA",6013,1995,1995,12491
"Contra Costa County, CA",6013,1996,1996,12292
"Contra Costa County, CA",6013,1997,1997,12300
"Contra Costa County, CA",6013,1998,1998,12494
"Contra Costa County, CA",6013,1999,1999,12585
"Contra Costa County, CA",6013,2000,2000,13209
"Contra Costa County, CA",6013,2001,2001,13126
"Contra Costa County, CA",6013,2002,2002,13314
"El Dorado County, CA",6017,1995,1995,1731
"El Dorado County, CA",6017,1996,1996,1668
"El Dorado County, CA",6017,1997,1997,1668
"El Dorado County, CA",6017,1998,1998,1675
"El Dorado County, CA",6017,1999,1999,1644
"El Dorado County, CA",6017,2000,2000,1630
"El Dorado County, CA",6017,2001,2001,1702
"El Dorado County, CA",6017,2002,2002,1761
"Fresno County, CA",6019,1995,1995,15087
"Fresno County, CA",6019,1996,1996,14652
"Fresno County, CA",6019,1997,1997,14122
"Fresno County, CA",6019,1998,1998,14349
"Fresno County, CA",6019,1999,1999,14022
"Fresno County, CA",6019,2000,2000,14265
"Fresno County, CA",6019,2001,2001,14292
"Fresno County, CA",6019,2002,2002,14770
"Humboldt County, CA",6023,1995,1995,1579
"Humboldt County, CA",6023,1996,1996,1501
"Humboldt County, CA",6023,1997,1997,1484
"Humboldt County, CA",6023,1998,1998,1447
"Humboldt County, CA",6023,1999,1999,1449
"Humboldt County, CA",6023,2000,2000,1372
"Humboldt County, CA",6023,2001,2001,1503
"Humboldt County, CA",6023,2002,2002,1422
"Imperial County, CA",6025,1995,1995,2708
"Imperial County, CA",6025,1996,1996,2572
"Imperial County, CA",6025,1997,1997,2458
"Imperial County, CA",6025,1998,1998,2563
"Imperial County, CA",6025,1999,1999,2528
"Imperial County, CA",6025,2000,2000,2640
"Imperial County, CA",6025,2001,2001,2628
"Imperial County, CA",6025,2002,2002,2674
"Kern County, CA",6029,1995,1995,11948
"Kern County, CA",6029,1996,1996,11568
"Kern County, CA",6029,1997,1997,11288
"Kern County, CA",6029,1998,1998,11521
"Kern County, CA",6029,1999,1999,11387
"Kern County, CA",6029,2000,2000,11689
"Kern County, CA",6029,2001,2001,11728
"Kern County, CA",6029,2002,2002,12217
"Kings County, CA",6031,1995,1995,2142
"Kings County, CA",6031,1996,1996,2257
"Kings County, CA",6031,1997,1997,2084
"Kings County, CA",6031,1998,1998,2166
"Kings County, CA",6031,1999,1999,2151
"Kings County, CA",6031,2000,2000,2180
"Kings County, CA",6031,2001,2001,2135
"Kings County, CA",6031,2002,2002,2311
"Los Angeles County, CA",6037,1995,1995,175177
"Los Angeles County, CA",6037,1996,1996,169173
"Los Angeles County, CA",6037,1997,1997,162149
"Los Angeles County, CA",6037,1998,1998,158581
"Los Angeles County, CA",6037,1999,1999,156202
"Los Angeles County, CA",6037,2000,2000,157508
"Los Angeles County, CA",6037,2001,2001,153586
"Los Angeles County, CA",6037,2002,2002,151192
"Marin County, CA",6041,1995,1995,2618
"Marin County, CA",6041,1996,1996,2643
"Marin County, CA",6041,1997,1997,2653
"Marin County, CA",6041,1998,1998,2572
"Marin County, CA",6041,1999,1999,2656
"Marin County, CA",6041,2000,2000,2826
"Marin County, CA",6041,2001,2001,2864
"Marin County, CA",6041,2002,2002,2772
"Merced County, CA",6047,1995,1995,4023
"Merced County, CA",6047,1996,1996,3731
"Merced County, CA",6047,1997,1997,3610
"Merced County, CA",6047,1998,1998,3527
"Merced County, CA",6047,1999,1999,3657
"Merced County, CA",6047,2000,2000,3875
"Merced County, CA",6047,2001,2001,3949
"Merced County, CA",6047,2002,2002,4027
"Monterey County, CA",6053,1995,1995,6818
"Monterey County, CA",6053,1996,1996,6655
"Monterey County, CA",6053,1997,1997,6732
"Monterey County, CA",6053,1998,1998,6590
"Monterey County, CA",6053,1999,1999,6534
"Monterey County, CA",6053,2000,2000,6717
"Monterey County, CA",6053,2001,2001,6946
"Monterey County, CA",6053,2002,2002,6900
"Napa County, CA",6055,1995,1995,1463
"Napa County, CA",6055,1996,1996,1510
"Napa County, CA",6055,1997,1997,1500
"Napa County, CA",6055,1998,1998,1475
"Napa County, CA",6055,1999,1999,1493
"Napa County, CA",6055,2000,2000,1496
"Napa County, CA",6055,2001,2001,1565
"Napa County, CA",6055,2002,2002,1565
"Orange County, CA",6059,1995,1995,48132
"Orange County, CA",6059,1996,1996,47368
"Orange County, CA",6059,1997,1997,47513
"Orange County, CA",6059,1998,1998,46215
"Orange County, CA",6059,1999,1999,46537
"Orange County, CA",6059,2000,2000,47022
"Orange County, CA",6059,2001,2001,45512
"Orange County, CA",6059,2002,2002,44814
"Placer County, CA",6061,1995,1995,2895
"Placer County, CA",6061,1996,1996,2776
"Placer County, CA",6061,1997,1997,2631
"Placer County, CA",6061,1998,1998,2710
"Placer County, CA",6061,1999,1999,2995
"Placer County, CA",6061,2000,2000,3072
"Placer County, CA",6061,2001,2001,3144
"Placer County, CA",6061,2002,2002,3534
"Riverside County, CA",6065,1995,1995,24244
"Riverside County, CA",6065,1996,1996,23503
"Riverside County, CA",6065,1997,1997,23338
"Riverside County, CA",6065,1998,1998,23237
"Riverside County, CA",6065,1999,1999,23555
"Riverside County, CA",6065,2000,2000,24855
"Riverside County, CA",6065,2001,2001,25402
"Riverside County, CA",6065,2002,2002,26694
"Sacramento County, CA",6067,1995,1995,18738
"Sacramento County, CA",6067,1996,1996,17861
"Sacramento County, CA",6067,1997,1997,17325
"Sacramento County, CA",6067,1998,1998,17769
"Sacramento County, CA",6067,1999,1999,17733
"Sacramento County, CA",6067,2000,2000,18221
"Sacramento County, CA",6067,2001,2001,18926
"Sacramento County, CA",6067,2002,2002,19235
"San Bernardino County, CA",6071,1995,1995,30145
"San Bernardino County, CA",6071,1996,1996,29414
"San Bernardino County, CA",6071,1997,1997,28392
"San Bernardino County, CA",6071,1998,1998,28251
"San Bernardino County, CA",6071,1999,1999,28452
"San Bernardino County, CA",6071,2000,2000,28713
"San Bernardino County, CA",6071,2001,2001,29232
"San Bernardino County, CA",6071,2002,2002,29699
"San Diego County, CA",6073,1995,1995,45947
"San Diego County, CA",6073,1996,1996,44944
"San Diego County, CA",6073,1997,1997,43308
"San Diego County, CA",6073,1998,1998,43573
"San Diego County, CA",6073,1999,1999,43302
"San Diego County, CA",6073,2000,2000,44337
"San Diego County, CA",6073,2001,2001,43789
"San Diego County, CA",6073,2002,2002,43960
"San Francisco County, CA",6075,1995,1995,8598
"San Francisco County, CA",6075,1996,1996,8379
"San Francisco County, CA",6075,1997,1997,8204
"San Francisco County, CA",6075,1998,1998,8157
"San Francisco County, CA",6075,1999,1999,8124
"San Francisco County, CA",6075,2000,2000,8665
"San Francisco County, CA",6075,2001,2001,8236
"San Francisco County, CA",6075,2002,2002,8359
"San Joaquin County, CA",6077,1995,1995,9057
"San Joaquin County, CA",6077,1996,1996,8785
"San Joaquin County, CA",6077,1997,1997,8723
"San Joaquin County, CA",6077,1998,1998,8648
"San Joaquin County, CA",6077,1999,1999,8857
"San Joaquin County, CA",6077,2000,2000,9606
"San Joaquin County, CA",6077,2001,2001,9813
"San Joaquin County, CA",6077,2002,2002,10167
"San Luis Obispo County, CA",6079,1995,1995,2652
"San Luis Obispo County, CA",6079,1996,1996,2491
"San Luis Obispo County, CA",6079,1997,1997,2493
"San Luis Obispo County, CA",6079,1998,1998,2374
"San Luis Obispo County, CA",6079,1999,1999,2359
"San Luis Obispo County, CA",6079,2000,2000,2436
"San Luis Obispo County, CA",6079,2001,2001,2437
"San Luis Obispo County, CA",6079,2002,2002,2368
"San Mateo County, CA",6081,1995,1995,9973
"San Mateo County, CA",6081,1996,1996,10045
"San Mateo County, CA",6081,1997,1997,10058
"San Mateo County, CA",6081,1998,1998,10129
"San Mateo County, CA",6081,1999,1999,10113
"San Mateo County, CA",6081,2000,2000,10421
"San Mateo County, CA",6081,2001,2001,10236
"San Mateo County, CA",6081,2002,2002,10063
"Santa Barbara County, CA",6083,1995,1995,5818
"Santa Barbara County, CA",6083,1996,1996,5987
"Santa Barbara County, CA",6083,1997,1997,5791
"Santa Barbara County, CA",6083,1998,1998,5770
"Santa Barbara County, CA",6083,1999,1999,5497
"Santa Barbara County, CA",6083,2000,2000,5685
"Santa Barbara County, CA",6083,2001,2001,5615
"Santa Barbara County, CA",6083,2002,2002,5699
"Santa Clara County, CA",6085,1995,1995,25993
"Santa Clara County, CA",6085,1996,1996,26662
"Santa Clara County, CA",6085,1997,1997,26426
"Santa Clara County, CA",6085,1998,1998,26711
"Santa Clara County, CA",6085,1999,1999,26302
"Santa Clara County, CA",6085,2000,2000,27686
"Santa Clara County, CA",6085,2001,2001,27134
"Santa Clara County, CA",6085,2002,2002,27120
"Santa Cruz County, CA",6087,1995,1995,3475
"Santa Cruz County, CA",6087,1996,1996,3425
"Santa Cruz County, CA",6087,1997,1997,3561
"Santa Cruz County, CA",6087,1998,1998,3634
"Santa Cruz County, CA",6087,1999,1999,3614
"Santa Cruz County, CA",6087,2000,2000,3675
"Santa Cruz County, CA",6087,2001,2001,3686
"Santa Cruz County, CA",6087,2002,2002,3529
"Shasta County, CA",6089,1995,1995,2034
"Shasta County, CA",6089,1996,1996,2051
"Shasta County, CA",6089,1997,1997,2001
"Shasta County, CA",6089,1998,1998,1944
"Shasta County, CA",6089,1999,1999,1850
"Shasta County, CA",6089,2000,2000,1831
"Shasta County, CA",6089,2001,2001,1945
"Shasta County, CA",6089,2002,2002,1963
"Solano County, CA",6095,1995,1995,5699
"Solano County, CA",6095,1996,1996,5811
"Solano County, CA",6095,1997,1997,5480
"Solano County, CA",6095,1998,1998,5500
"Solano County, CA",6095,1999,1999,5545
"Solano County, CA",6095,2000,2000,5902
"Solano County, CA",6095,2001,2001,5770
"Solano County, CA",6095,2002,2002,5864
"Sonoma County, CA",6097,1995,1995,5447
"Sonoma County, CA",6097,1996,1996,5503
"Sonoma County, CA",6097,1997,1997,5414
"Sonoma County, CA",6097,1998,1998,5469
"Sonoma County, CA",6097,1999,1999,5421
"Sonoma County, CA",6097,2000,2000,5652
"Sonoma County, CA",6097,2001,2001,5709
"Sonoma County, CA",6097,2002,2002,5678
"Stanislaus County, CA",6099,1995,1995,7287
"Stanislaus County, CA",6099,1996,1996,7174
"Stanislaus County, CA",6099,1997,1997,6794
"Stanislaus County, CA",6099,1998,1998,6942
"Stanislaus County, CA",6099,1999,1999,7125
"Stanislaus County, CA",6099,2000,2000,7249
"Stanislaus County, CA",6099,2001,2001,7592
"Stanislaus County, CA",6099,2002,2002,7932
"Tulare County, CA",6107,1995,1995,7154
"Tulare County, CA",6107,1996,1996,7204
"Tulare County, CA",6107,1997,1997,6938
"Tulare County, CA",6107,1998,1998,6892
"Tulare County, CA",6107,1999,1999,6768
"Tulare County, CA",6107,2000,2000,7261
"Tulare County, CA",6107,2001,2001,7320
"Tulare County, CA",6107,2002,2002,7416
"Ventura County, CA",6111,1995,1995,12082
"Ventura County, CA",6111,1996,1996,11688
"Ventura County, CA",6111,1997,1997,11291
"Ventura County, CA",6111,1998,1998,11548
"Ventura County, CA",6111,1999,1999,11428
"Ventura County, CA",6111,2000,2000,11768
"Ventura County, CA",6111,2001,2001,11348
"Ventura County, CA",6111,2002,2002,11603
"Yolo County, CA",6113,1995,1995,2188
"Yolo County, CA",6113,1996,1996,2154
"Yolo County, CA",6113,1997,1997,2107
"Yolo County, CA",6113,1998,1998,2150
"Yolo County, CA",6113,1999,1999,2143
"Yolo County, CA",6113,2000,2000,2246
"Yolo County, CA",6113,2001,2001,2319
"Yolo County, CA",6113,2002,2002,2383
"Unidentified Counties, CA",6999,1995,1995,13217
"Unidentified Counties, CA",6999,1996,1996,12828
"Unidentified Counties, CA",6999,1997,1997,11961
"Unidentified Counties, CA",6999,1998,1998,11858
"Unidentified Counties, CA",6999,1999,1999,11668
"Unidentified Counties, CA",6999,2000,2000,11876
"Unidentified Counties, CA",6999,2001,2001,12220
"Unidentified Counties, CA",6999,2002,2002,12282
"Adams County, CO",8001,1995,1995,4861
"Adams County, CO",8001,1996,1996,4857
"Adams County, CO",8001,1997,1997,4995
"Adams County, CO",8001,1998,1998,5428
"Adams County, CO",8001,1999,1999,5718
"Adams County, CO",8001,2000,2000,6143
"Adams County, CO",8001,2001,2001,6394
"Adams County, CO",8001,2002,2002,7098
"Arapahoe County, CO",8005,1995,1995,6137
"Arapahoe County, CO",8005,1996,1996,6113
"Arapahoe County, CO",8005,1997,1997,6181
"Arapahoe County, CO",8005,1998,1998,6598
"Arapahoe County, CO",8005,1999,1999,6784
"Arapahoe County, CO",8005,2000,2000,7167
"Arapahoe County, CO",8005,2001,2001,7331
"Arapahoe County, CO",8005,2002,2002,7753
"Boulder County, CO",8013,1995,1995,3138
"Boulder County, CO",8013,1996,1996,3260
"Boulder County, CO",8013,1997,1997,3257
"Boulder County, CO",8013,1998,1998,3461
"Boulder County, CO",8013,1999,1999,3623
"Boulder County, CO",8013,2000,2000,3878
"Boulder County, CO",8013,2001,2001,3937
"Boulder County, CO",8013,2002,2002,3700
"Denver County, CO",8031,1995,1995,8675
"Denver County, CO",8031,1996,1996,9175
"Denver County, CO",8031,1997,1997,9310
"Denver County, CO",8031,1998,1998,9841
"Denver County, CO",8031,1999,1999,10163
"Denver County, CO",8031,2000,2000,10992
"Denver County, CO",8031,2001,2001,11394
"Denver County, CO",8031,2002,2002,11445
"El Paso County, CO",8041,1995,1995,7646
"El Paso County, CO",8041,1996,1996,7699
"El Paso County, CO",8041,1997,1997,7700
"El Paso County, CO",8041,1998,1998,7844
"El Paso County, CO",8041,1999,1999,8202
"El Paso County, CO",8041,2000,2000,8301
"El Paso County, CO",8041,2001,2001,8513
"El Paso County, CO",8041,2002,2002,8554
"Jefferson County, CO",8059,1995,1995,6259
"Jefferson County, CO",8059,1996,1996,6333
"Jefferson County, CO",8059,1997,1997,6387
"Jefferson County, CO",8059,1998,1998,6387
"Jefferson County, CO",8059,1999,1999,6597
"Jefferson County, CO",8059,2000,2000,6700
"Jefferson County, CO",8059,2001,2001,6645
"Jefferson County, CO",8059,2002,2002,6515
"Larimer County, CO",8069,1995,1995,2832
"Larimer County, CO",8069,1996,1996,2761
"Larimer County, CO",8069,1997,1997,2807
"Larimer County, CO",8069,1998,1998,2906
"Larimer County, CO",8069,1999,1999,3131
"Larimer County, CO",8069,2000,2000,3254
"Larimer County, CO",8069,2001,2001,3280
"Larimer County, CO",8069,2002,2002,3269
"Pueblo County, CO",8101,1995,1995,1757
"Pueblo County, CO",8101,1996,1996,1700
"Pueblo County, CO",8101,1997,1997,1775
"Pueblo County, CO",8101,1998,1998,1910
"Pueblo County, CO",8101,1999,1999,1934
"Pueblo County, CO",8101,2000,2000,1945
"Pueblo County, CO",8101,2001,2001,2008
"Pueblo County, CO",8101,2002,2002,2061
"Weld County, CO",8123,1995,1995,2261
"Weld County, CO",8123,1996,1996,2417
"Weld County, CO",8123,1997,1997,2531
"Weld County, CO",8123,1998,1998,2639
"Weld County, CO",8123,1999,1999,2870
"Weld County, CO",8123,2000,2000,3171
"Weld County, CO",8123,2001,2001,3155
"Weld County, CO",8123,2002,2002,3532
"Unidentified Counties, CO",8999,1995,1995,10766
"Unidentified Counties, CO",8999,1996,1996,11492
"Unidentified Counties, CO",8999,1997,1997,11590
"Unidentified Counties, CO",8999,1998,1998,12563
"Unidentified Counties, CO",8999,1999,1999,13145
"Unidentified Counties, CO",8999,2000,2000,13887
"Unidentified Counties, CO",8999,2001,2001,14350
"Unidentified Counties, CO",8999,2002,2002,14491
"Fairfield County, CT",9001,1995,1995,12203
"Fairfield County, CT",9001,1996,1996,12511
"Fairfield County, CT",9001,1997,1997,12400
"Fairfield County, CT",9001,1998,1998,12497
"Fairfield County, CT",9001,1999,1999,12542
"Fairfield County, CT",9001,2000,2000,12430
"Fairfield County, CT",9001,2001,2001,12188
"Fairfield County, CT",9001,2002,2002,11943
"Hartford County, CT",9003,1995,1995,11828
"Hartford County, CT",9003,1996,1996,11683
"Hartford County, CT",9003,1997,1997,11342
"Hartford County, CT",9003,1998,1998,11680
"Hartford County, CT",9003,1999,1999,11196
"Hartford County, CT",9003,2000,2000,11262
"Hartford County, CT",9003,2001,2001,10653
"Hartford County, CT",9003,2002,2002,9901
"Litchfield County, CT",9005,1995,1995,1991
"Litchfield County, CT",9005,1996,1996,2035
"Litchfield County, CT",9005,1997,1997,1929
"Litchfield County, CT",9005,1998,1998,1971
"Litchfield County, CT",9005,1999,1999,2044
"Litchfield County, CT",9005,2000,2000,2035
"Litchfield County, CT",9005,2001,2001,1962
"Litchfield County, CT",9005,2002,2002,1865
"Middlesex County, CT",9007,1995,1995,1893
"Middlesex County, CT",9007,1996,1996,1874
"Middlesex County, CT",9007,1997,1997,1927
"Middlesex County, CT",9007,1998,1998,1830
"Middlesex County, CT",9007,1999,1999,1829
"Middlesex County, CT",9007,2000,2000,1847
"Middlesex County, CT",9007,2001,2001,1779
"Middlesex County, CT",9007,2002,2002,1886
"New Haven County, CT",9009,1995,1995,10691
"New Haven County, CT",9009,1996,1996,10722
"New Haven County, CT",9009,1997,1997,10363
"New Haven County, CT",9009,1998,1998,10561
"New Haven County, CT",9009,1999,1999,10390
"New Haven County, CT",9009,2000,2000,10139
"New Haven County, CT",9009,2001,2001,10256
"New Haven County, CT",9009,2002,2002,10168
"New London County, CT",9011,1995,1995,2763
"New London County, CT",9011,1996,1996,2783
"New London County, CT",9011,1997,1997,2491
"New London County, CT",9011,1998,1998,2510
"New London County, CT",9011,1999,1999,2534
"New London County, CT",9011,2000,2000,2455
"New London County, CT",9011,2001,2001,3024
"New London County, CT",9011,2002,2002,3577
"Tolland County, CT",9013,1995,1995,1525
"Tolland County, CT",9013,1996,1996,1592
"Tolland County, CT",9013,1997,1997,1402
"Tolland County, CT",9013,1998,1998,1470
"Tolland County, CT",9013,1999,1999,1485
"Tolland County, CT",9013,2000,2000,1537
"Tolland County, CT",9013,2001,2001,1466
"Tolland County, CT",9013,2002,2002,1404
"Windham County, CT",9015,1995,1995,1440
"Windham County, CT",9015,1996,1996,1269
"Windham County, CT",9015,1997,1997,1255
"Windham County, CT",9015,1998,1998,1301
"Windham County, CT",9015,1999,1999,1290
"Windham County, CT",9015,2000,2000,1321
"Windham County, CT",9015,2001,2001,1320
"Windham County, CT",9015,2002,2002,1257
"Kent County, DE",10001,1995,1995,1738
"Kent County, DE",10001,1996,1996,1866
"Kent County, DE",10001,1997,1997,1715
"Kent County, DE",10001,1998,1998,1881
"Kent County, DE",10001,1999,1999,1905
"Kent County, DE",10001,2000,2000,1942
"Kent County, DE",10001,2001,2001,1883
"Kent County, DE",10001,2002,2002,1886
"New Castle County, DE",10003,1995,1995,6855
"New Castle County, DE",10003,1996,1996,6584
"New Castle County, DE",10003,1997,1997,6705
"New Castle County, DE",10003,1998,1998,6822
"New Castle County, DE",10003,1999,1999,6917
"New Castle County, DE",10003,2000,2000,7115
"New Castle County, DE",10003,2001,2001,6809
"New Castle County, DE",10003,2002,2002,7150
"Sussex County, DE",10005,1995,1995,1673
"Sussex County, DE",10005,1996,1996,1705
"Sussex County, DE",10005,1997,1997,1833
"Sussex County, DE",10005,1998,1998,1875
"Sussex County, DE",10005,1999,1999,1854
"Sussex County, DE",10005,2000,2000,1994
"Sussex County, DE",10005,2001,2001,2057
"Sussex County, DE",10005,2002,2002,2054
"District of Columbia, DC",11001,1995,1995,9014
"District of Columbia, DC",11001,1996,1996,8390
"District of Columbia, DC",11001,1997,1997,7927
"District of Columbia, DC",11001,1998,1998,7686
"District of Columbia, DC",11001,1999,1999,7522
"District of Columbia, DC",11001,2000,2000,7666
"District of Columbia, DC",11001,2001,2001,7625
"District of Columbia, DC",11001,2002,2002,7498
"Alachua County, FL",12001,1995,1995,2444
"Alachua County, FL",12001,1996,1996,2480
"Alachua County, FL",12001,1997,1997,2504
"Alachua County, FL",12001,1998,1998,2429
"Alachua County, FL",12001,1999,1999,2389
"Alachua County, FL",12001,2000,2000,2602
