County,County Code,Year,Year Code,Births
"Sumter County, SC",45085,1998,1998,1701
"Sumter County, SC",45085,1999,1999,1675
"Sumter County, SC",45085,2000,2000,1742
"Sumter County, SC",45085,2001,2001,1607
"Sumter County, SC",45085,2002,2002,1575
"York County, SC",45091,1995,1995,1975
"York County, SC",45091,1996,1996,1951
"York County, SC",45091,1997,1997,2100
"York County, SC",45091,1998,1998,2133
"York County, SC",45091,1999,1999,2263
"York County, SC",45091,2000,2000,2310
"York County, SC",45091,2001,2001,2340
"York County, SC",45091,2002,2002,2384
"Unidentified Counties, SC",45999,1995,1995,18837
"Unidentified Counties, SC",45999,1996,1996,18547
"Unidentified Counties, SC",45999,1997,1997,19317
"Unidentified Counties, SC",45999,1998,1998,19680
"Unidentified Counties, SC",45999,1999,1999,20103
"Unidentified Counties, SC",45999,2000,2000,20560
"Unidentified Counties, SC",45999,2001,2001,20262
"Unidentified Counties, SC",45999,2002,2002,19385
"Minnehaha County, SD",46099,1995,1995,2073
"Minnehaha County, SD",46099,1996,1996,2111
"Minnehaha County, SD",46099,1997,1997,2125
"Minnehaha County, SD",46099,1998,1998,2068
"Minnehaha County, SD",46099,1999,1999,2339
"Minnehaha County, SD",46099,2000,2000,2310
"Minnehaha County, SD",46099,2001,2001,2302
"Minnehaha County, SD",46099,2002,2002,2480
"Unidentified Counties, SD",46999,1995,1995,8402
"Unidentified Counties, SD",46999,1996,1996,8362
"Unidentified Counties, SD",46999,1997,1997,8048
"Unidentified Counties, SD",46999,1998,1998,8220
"Unidentified Counties, SD",46999,1999,1999,8185
"Unidentified Counties, SD",46999,2000,2000,8035
"Unidentified Counties, SD",46999,2001,2001,8181
"Unidentified Counties, SD",46999,2002,2002,8218
"Davidson County, TN",47037,1995,1995,8218
"Davidson County, TN",47037,1996,1996,8245
"Davidson County, TN",47037,1997,1997,8360
"Davidson County, TN",47037,1998,1998,8504
"Davidson County, TN",47037,1999,1999,8524
"Davidson County, TN",47037,2000,2000,8983
"Davidson County, TN",47037,2001,2001,8772
"Davidson County, TN",47037,2002,2002,8777
"Hamilton County, TN",47065,1995,1995,3861
"Hamilton County, TN",47065,1996,1996,3819
"Hamilton County, TN",47065,1997,1997,3774
"Hamilton County, TN",47065,1998,1998,3855
"Hamilton County, TN",47065,1999,1999,3799
"Hamilton County, TN",47065,2000,2000,4034
"Hamilton County, TN",47065,2001,2001,4045
"Hamilton County, TN",47065,2002,2002,3882
"Knox County, TN",47093,1995,1995,4655
"Knox County, TN",47093,1996,1996,4712
"Knox County, TN",47093,1997,1997,4683
"Knox County, TN",47093,1998,1998,4753
"Knox County, TN",47093,1999,1999,4740
"Knox County, TN",47093,2000,2000,4797
"Knox County, TN",47093,2001,2001,4816
"Knox County, TN",47093,2002,2002,4692
"Montgomery County, TN",47125,1995,1995,2330
"Montgomery County, TN",47125,1996,1996,2351
"Montgomery County, TN",47125,1997,1997,2400
"Montgomery County, TN",47125,1998,1998,2399
"Montgomery County, TN",47125,1999,1999,2394
"Montgomery County, TN",47125,2000,2000,2517
"Montgomery County, TN",47125,2001,2001,2351
"Montgomery County, TN",47125,2002,2002,2364
"Rutherford County, TN",47149,1995,1995,2266
"Rutherford County, TN",47149,1996,1996,2441
"Rutherford County, TN",47149,1997,1997,2490
"Rutherford County, TN",47149,1998,1998,2675
"Rutherford County, TN",47149,1999,1999,2714
"Rutherford County, TN",47149,2000,2000,2794
"Rutherford County, TN",47149,2001,2001,3040
"Rutherford County, TN",47149,2002,2002,2980
"Shelby County, TN",47157,1995,1995,14701
"Shelby County, TN",47157,1996,1996,14691
"Shelby County, TN",47157,1997,1997,14747
"Shelby County, TN",47157,1998,1998,15205
"Shelby County, TN",47157,1999,1999,14749
"Shelby County, TN",47157,2000,2000,14752
"Shelby County, TN",47157,2001,2001,14400
"Shelby County, TN",47157,2002,2002,14208
"Sullivan County, TN",47163,1995,1995,1787
"Sullivan County, TN",47163,1996,1996,1702
"Sullivan County, TN",47163,1997,1997,1667
"Sullivan County, TN",47163,1998,1998,1785
"Sullivan County, TN",47163,1999,1999,1659
"Sullivan County, TN",47163,2000,2000,1814
"Sullivan County, TN",47163,2001,2001,1681
"Sullivan County, TN",47163,2002,2002,1573
"Sumner County, TN",47165,1995,1995,1485
"Sumner County, TN",47165,1996,1996,1559
"Sumner County, TN",47165,1997,1997,1623
"Sumner County, TN",47165,1998,1998,1639
"Sumner County, TN",47165,1999,1999,1831
"Sumner County, TN",47165,2000,2000,1782
"Sumner County, TN",47165,2001,2001,1803
"Sumner County, TN",47165,2002,2002,1795
"Unidentified Counties, TN",47999,1995,1995,33870
"Unidentified Counties, TN",47999,1996,1996,34234
"Unidentified Counties, TN",47999,1997,1997,34734
"Unidentified Counties, TN",47999,1998,1998,36581
"Unidentified Counties, TN",47999,1999,1999,37393
"Unidentified Counties, TN",47999,2000,2000,38138
"Unidentified Counties, TN",47999,2001,2001,37432
"Unidentified Counties, TN",47999,2002,2002,37211
"Bell County, TX",48027,1995,1995,4960
"Bell County, TX",48027,1996,1996,5119
"Bell County, TX",48027,1997,1997,5101
"Bell County, TX",48027,1998,1998,5202
"Bell County, TX",48027,1999,1999,5003
"Bell County, TX",48027,2000,2000,5389
"Bell County, TX",48027,2001,2001,5333
"Bell County, TX",48027,2002,2002,5592
"Bexar County, TX",48029,1995,1995,22561
"Bexar County, TX",48029,1996,1996,22878
"Bexar County, TX",48029,1997,1997,22958
"Bexar County, TX",48029,1998,1998,23370
"Bexar County, TX",48029,1999,1999,23599
"Bexar County, TX",48029,2000,2000,24038
"Bexar County, TX",48029,2001,2001,23747
"Bexar County, TX",48029,2002,2002,25028
"Brazoria County, TX",48039,1995,1995,3373
"Brazoria County, TX",48039,1996,1996,3395
"Brazoria County, TX",48039,1997,1997,3546
"Brazoria County, TX",48039,1998,1998,3600
"Brazoria County, TX",48039,1999,1999,3855
"Brazoria County, TX",48039,2000,2000,3992
"Brazoria County, TX",48039,2001,2001,4155
"Brazoria County, TX",48039,2002,2002,4262
"Brazos County, TX",48041,1995,1995,1919
"Brazos County, TX",48041,1996,1996,1964
"Brazos County, TX",48041,1997,1997,1994
"Brazos County, TX",48041,1998,1998,2064
"Brazos County, TX",48041,1999,1999,2116
"Brazos County, TX",48041,2000,2000,2227
"Brazos County, TX",48041,2001,2001,2210
"Brazos County, TX",48041,2002,2002,2289
"Cameron County, TX",48061,1995,1995,7717
"Cameron County, TX",48061,1996,1996,7738
"Cameron County, TX",48061,1997,1997,7641
"Cameron County, TX",48061,1998,1998,7886
"Cameron County, TX",48061,1999,1999,8028
"Cameron County, TX",48061,2000,2000,8318
"Cameron County, TX",48061,2001,2001,8391
"Cameron County, TX",48061,2002,2002,8639
"Collin County, TX",48085,1995,1995,5832
"Collin County, TX",48085,1996,1996,6431
"Collin County, TX",48085,1997,1997,6817
"Collin County, TX",48085,1998,1998,7303
"Collin County, TX",48085,1999,1999,8035
"Collin County, TX",48085,2000,2000,8678
"Collin County, TX",48085,2001,2001,9466
"Collin County, TX",48085,2002,2002,9487
"Dallas County, TX",48113,1995,1995,36832
"Dallas County, TX",48113,1996,1996,38108
"Dallas County, TX",48113,1997,1997,38695
"Dallas County, TX",48113,1998,1998,39833
"Dallas County, TX",48113,1999,1999,40690
"Dallas County, TX",48113,2000,2000,42451
"Dallas County, TX",48113,2001,2001,42931
"Dallas County, TX",48113,2002,2002,42864
"Denton County, TX",48121,1995,1995,5634
"Denton County, TX",48121,1996,1996,5859
"Denton County, TX",48121,1997,1997,5914
"Denton County, TX",48121,1998,1998,6386
"Denton County, TX",48121,1999,1999,6793
"Denton County, TX",48121,2000,2000,7434
"Denton County, TX",48121,2001,2001,7906
"Denton County, TX",48121,2002,2002,8360
"Ector County, TX",48135,1995,1995,2068
"Ector County, TX",48135,1996,1996,2091
"Ector County, TX",48135,1997,1997,2263
"Ector County, TX",48135,1998,1998,2205
"Ector County, TX",48135,1999,1999,2256
"Ector County, TX",48135,2000,2000,2147
"Ector County, TX",48135,2001,2001,2186
"Ector County, TX",48135,2002,2002,2279
"El Paso County, TX",48141,1995,1995,15402
"El Paso County, TX",48141,1996,1996,14915
"El Paso County, TX",48141,1997,1997,14482
"El Paso County, TX",48141,1998,1998,14518
"El Paso County, TX",48141,1999,1999,13964
"El Paso County, TX",48141,2000,2000,14293
"El Paso County, TX",48141,2001,2001,14206
"El Paso County, TX",48141,2002,2002,14061
"Fort Bend County, TX",48157,1995,1995,4129
"Fort Bend County, TX",48157,1996,1996,4209
"Fort Bend County, TX",48157,1997,1997,4451
"Fort Bend County, TX",48157,1998,1998,4587
"Fort Bend County, TX",48157,1999,1999,4874
"Fort Bend County, TX",48157,2000,2000,5246
"Fort Bend County, TX",48157,2001,2001,5300
"Fort Bend County, TX",48157,2002,2002,5612
"Galveston County, TX",48167,1995,1995,3526
"Galveston County, TX",48167,1996,1996,3614
"Galveston County, TX",48167,1997,1997,3567
"Galveston County, TX",48167,1998,1998,3656
"Galveston County, TX",48167,1999,1999,3708
"Galveston County, TX",48167,2000,2000,3806
"Galveston County, TX",48167,2001,2001,3720
"Galveston County, TX",48167,2002,2002,3872
"Gregg County, TX",48183,1995,1995,1678
"Gregg County, TX",48183,1996,1996,1780
"Gregg County, TX",48183,1997,1997,1751
"Gregg County, TX",48183,1998,1998,1762
"Gregg County, TX",48183,1999,1999,1766
"Gregg County, TX",48183,2000,2000,1782
"Gregg County, TX",48183,2001,2001,1767
"Gregg County, TX",48183,2002,2002,1946
"Harris County, TX",48201,1995,1995,57074
"Harris County, TX",48201,1996,1996,58598
"Harris County, TX",48201,1997,1997,59190
"Harris County, TX",48201,1998,1998,60077
"Harris County, TX",48201,1999,1999,61079
"Harris County, TX",48201,2000,2000,63327
"Harris County, TX",48201,2001,2001,63467
"Harris County, TX",48201,2002,2002,65405
"Hidalgo County, TX",48215,1995,1995,12885
"Hidalgo County, TX",48215,1996,1996,13052
"Hidalgo County, TX",48215,1997,1997,13084
"Hidalgo County, TX",48215,1998,1998,13660
"Hidalgo County, TX",48215,1999,1999,14094
"Hidalgo County, TX",48215,2000,2000,15361
"Hidalgo County, TX",48215,2001,2001,15084
"Hidalgo County, TX",48215,2002,2002,15675
"Jefferson County, TX",48245,1995,1995,3552
"Jefferson County, TX",48245,1996,1996,3425
"Jefferson County, TX",48245,1997,1997,3411
"Jefferson County, TX",48245,1998,1998,3485
"Jefferson County, TX",48245,1999,1999,3502
"Jefferson County, TX",48245,2000,2000,3555
"Jefferson County, TX",48245,2001,2001,3318
"Jefferson County, TX",48245,2002,2002,3389
"Lubbock County, TX",48303,1995,1995,3639
"Lubbock County, TX",48303,1996,1996,3793
"Lubbock County, TX",48303,1997,1997,3654
"Lubbock County, TX",48303,1998,1998,3722
"Lubbock County, TX",48303,1999,1999,3784
"Lubbock County, TX",48303,2000,2000,3855
"Lubbock County, TX",48303,2001,2001,3826
"Lubbock County, TX",48303,2002,2002,3948
"McLennan County, TX",48309,1995,1995,3104
"McLennan County, TX",48309,1996,1996,3077
"McLennan County, TX",48309,1997,1997,3089
"McLennan County, TX",48309,1998,1998,3320
"McLennan County, TX",48309,1999,1999,3168
"McLennan County, TX",48309,2000,2000,3288
"McLennan County, TX",48309,2001,2001,3225
"McLennan County, TX",48309,2002,2002,3289
"Midland County, TX",48329,1995,1995,1840
"Midland County, TX",48329,1996,1996,1891
"Midland County, TX",48329,1997,1997,1922
"Midland County, TX",48329,1998,1998,1903
"Midland County, TX",48329,1999,1999,1858
"Midland County, TX",48329,2000,2000,1844
"Midland County, TX",48329,2001,2001,1791
"Midland County, TX",48329,2002,2002,1851
"Montgomery County, TX",48339,1995,1995,3454
"Montgomery County, TX",48339,1996,1996,3624
"Montgomery County, TX",48339,1997,1997,3859
"Montgomery County, TX",48339,1998,1998,4098
"Montgomery County, TX",48339,1999,1999,4393
"Montgomery County, TX",48339,2000,2000,4662
"Montgomery County, TX",48339,2001,2001,4806
"Montgomery County, TX",48339,2002,2002,4988
"Nueces County, TX",48355,1995,1995,5339
"Nueces County, TX",48355,1996,1996,5136
"Nueces County, TX",48355,1997,1997,5397
"Nueces County, TX",48355,1998,1998,5277
"Nueces County, TX",48355,1999,1999,5261
"Nueces County, TX",48355,2000,2000,5250
"Nueces County, TX",48355,2001,2001,5187
"Nueces County, TX",48355,2002,2002,5004
"Smith County, TX",48423,1995,1995,2465
"Smith County, TX",48423,1996,1996,2529
"Smith County, TX",48423,1997,1997,2496
"Smith County, TX",48423,1998,1998,2529
"Smith County, TX",48423,1999,1999,2587
"Smith County, TX",48423,2000,2000,2653
"Smith County, TX",48423,2001,2001,2678
"Smith County, TX",48423,2002,2002,2748
"Tarrant County, TX",48439,1995,1995,21687
"Tarrant County, TX",48439,1996,1996,22332
"Tarrant County, TX",48439,1997,1997,22607
"Tarrant County, TX",48439,1998,1998,23357
"Tarrant County, TX",48439,1999,1999,24431
"Tarrant County, TX",48439,2000,2000,25432
"Tarrant County, TX",48439,2001,2001,26375
"Tarrant County, TX",48439,2002,2002,26819
"Taylor County, TX",48441,1995,1995,1964
"Taylor County, TX",48441,1996,1996,1944
"Taylor County, TX",48441,1997,1997,2028
"Taylor County, TX",48441,1998,1998,2025
"Taylor County, TX",48441,1999,1999,2078
"Taylor County, TX",48441,2000,2000,2049
"Taylor County, TX",48441,2001,2001,2025
"Taylor County, TX",48441,2002,2002,1965
"Travis County, TX",48453,1995,1995,11281
"Travis County, TX",48453,1996,1996,11577
"Travis County, TX",48453,1997,1997,11939
"Travis County, TX",48453,1998,1998,12617
"Travis County, TX",48453,1999,1999,13269
"Travis County, TX",48453,2000,2000,14476
"Travis County, TX",48453,2001,2001,14604
"Travis County, TX",48453,2002,2002,14435
"Webb County, TX",48479,1995,1995,4968
"Webb County, TX",48479,1996,1996,5077
"Webb County, TX",48479,1997,1997,5145
"Webb County, TX",48479,1998,1998,5341
"Webb County, TX",48479,1999,1999,5447
"Webb County, TX",48479,2000,2000,5777
"Webb County, TX",48479,2001,2001,5940
"Webb County, TX",48479,2002,2002,5941
"Wichita County, TX",48485,1995,1995,1855
"Wichita County, TX",48485,1996,1996,2040
"Wichita County, TX",48485,1997,1997,1878
"Wichita County, TX",48485,1998,1998,1906
"Wichita County, TX",48485,1999,1999,1892
"Wichita County, TX",48485,2000,2000,1896
"Wichita County, TX",48485,2001,2001,1899
"Wichita County, TX",48485,2002,2002,1895
"Williamson County, TX",48491,1995,1995,2887
"Williamson County, TX",48491,1996,1996,3212
"Williamson County, TX",48491,1997,1997,3414
"Williamson County, TX",48491,1998,1998,3710
"Williamson County, TX",48491,1999,1999,3929
"Williamson County, TX",48491,2000,2000,4450
"Williamson County, TX",48491,2001,2001,4784
"Williamson County, TX",48491,2002,2002,4984
"Unidentified Counties, TX",48999,1995,1995,69128
"Unidentified Counties, TX",48999,1996,1996,70998
"Unidentified Counties, TX",48999,1997,1997,71681
"Unidentified Counties, TX",48999,1998,1998,72884
"Unidentified Counties, TX",48999,1999,1999,73786
"Unidentified Counties, TX",48999,2000,2000,75738
"Unidentified Counties, TX",48999,2001,2001,75083
"Unidentified Counties, TX",48999,2002,2002,75823
"Davis County, UT",49011,1995,1995,4130
"Davis County, UT",49011,1996,1996,4318
"Davis County, UT",49011,1997,1997,4517
"Davis County, UT",49011,1998,1998,4679
"Davis County, UT",49011,1999,1999,4783
"Davis County, UT",49011,2000,2000,4836
"Davis County, UT",49011,2001,2001,5045
"Davis County, UT",49011,2002,2002,5102
"Salt Lake County, UT",49035,1995,1995,15702
"Salt Lake County, UT",49035,1996,1996,16666
"Salt Lake County, UT",49035,1997,1997,16730
"Salt Lake County, UT",49035,1998,1998,17376
"Salt Lake County, UT",49035,1999,1999,17627
"Salt Lake County, UT",49035,2000,2000,18337
"Salt Lake County, UT",49035,2001,2001,18109
"Salt Lake County, UT",49035,2002,2002,18567
"Utah County, UT",49049,1995,1995,7933
"Utah County, UT",49049,1996,1996,8377
"Utah County, UT",49049,1997,1997,8715
"Utah County, UT",49049,1998,1998,9236
"Utah County, UT",49049,1999,1999,9823
"Utah County, UT",49049,2000,2000,9873
"Utah County, UT",49049,2001,2001,10252
"Utah County, UT",49049,2002,2002,10601
"Weber County, UT",49057,1995,1995,3447
"Weber County, UT",49057,1996,1996,3697
"Weber County, UT",49057,1997,1997,3570
"Weber County, UT",49057,1998,1998,3846
"Weber County, UT",49057,1999,1999,3801
"Weber County, UT",49057,2000,2000,3943
"Weber County, UT",49057,2001,2001,3963
"Weber County, UT",49057,2002,2002,4048
"Unidentified Counties, UT",49999,1995,1995,8365
"Unidentified Counties, UT",49999,1996,1996,9029
"Unidentified Counties, UT",49999,1997,1997,9527
"Unidentified Counties, UT",49999,1998,1998,10028
"Unidentified Counties, UT",49999,1999,1999,10256
"Unidentified Counties, UT",49999,2000,2000,10364
"Unidentified Counties, UT",49999,2001,2001,10590
"Unidentified Counties, UT",49999,2002,2002,10864
"Chittenden County, VT",50007,1995,1995,1748
"Chittenden County, VT",50007,1996,1996,1685
"Chittenden County, VT",50007,1997,1997,1738
"Chittenden County, VT",50007,1998,1998,1648
"Chittenden County, VT",50007,1999,1999,1695
"Chittenden County, VT",50007,2000,2000,1677
"Chittenden County, VT",50007,2001,2001,1631
"Chittenden County, VT",50007,2002,2002,1600
"Unidentified Counties, VT",50999,1995,1995,5035
"Unidentified Counties, VT",50999,1996,1996,5082
"Unidentified Counties, VT",50999,1997,1997,4869
"Unidentified Counties, VT",50999,1998,1998,4934
"Unidentified Counties, VT",50999,1999,1999,4872
"Unidentified Counties, VT",50999,2000,2000,4823
"Unidentified Counties, VT",50999,2001,2001,4735
"Unidentified Counties, VT",50999,2002,2002,4787
"Arlington County, VA",51013,1995,1995,2555
"Arlington County, VA",51013,1996,1996,2732
"Arlington County, VA",51013,1997,1997,2676
"Arlington County, VA",51013,1998,1998,2709
"Arlington County, VA",51013,1999,1999,2656
"Arlington County, VA",51013,2000,2000,2710
"Arlington County, VA",51013,2001,2001,2885
"Arlington County, VA",51013,2002,2002,2813
"Chesterfield County, VA",51041,1995,1995,3226
"Chesterfield County, VA",51041,1996,1996,3289
"Chesterfield County, VA",51041,1997,1997,3123
"Chesterfield County, VA",51041,1998,1998,3373
"Chesterfield County, VA",51041,1999,1999,3226
"Chesterfield County, VA",51041,2000,2000,3404
"Chesterfield County, VA",51041,2001,2001,3337
"Chesterfield County, VA",51041,2002,2002,3337
"Fairfax County, VA",51059,1995,1995,12592
"Fairfax County, VA",51059,1996,1996,13285
"Fairfax County, VA",51059,1997,1997,12850
"Fairfax County, VA",51059,1998,1998,13471
"Fairfax County, VA",51059,1999,1999,13582
"Fairfax County, VA",51059,2000,2000,14315
"Fairfax County, VA",51059,2001,2001,14598
"Fairfax County, VA",51059,2002,2002,14412
"Henrico County, VA",51087,1995,1995,3415
"Henrico County, VA",51087,1996,1996,3376
"Henrico County, VA",51087,1997,1997,3223
"Henrico County, VA",51087,1998,1998,3542
"Henrico County, VA",51087,1999,1999,3634
"Henrico County, VA",51087,2000,2000,3693
"Henrico County, VA",51087,2001,2001,3577
"Henrico County, VA",51087,2002,2002,3702
"Prince William County, VA",51153,1995,1995,3927
"Prince William County, VA",51153,1996,1996,4282
"Prince William County, VA",51153,1997,1997,4445
"Prince William County, VA",51153,1998,1998,4631
"Prince William County, VA",51153,1999,1999,4697
"Prince William County, VA",51153,2000,2000,5029
"Prince William County, VA",51153,2001,2001,5444
"Prince William County, VA",51153,2002,2002,5633
"Alexandria city, VA",51510,1995,1995,1678
"Alexandria city, VA",51510,1996,1996,1783
"Alexandria city, VA",51510,1997,1997,2270
"Alexandria city, VA",51510,1998,1998,2243
"Alexandria city, VA",51510,1999,1999,2491
"Alexandria city, VA",51510,2000,2000,2569
"Alexandria city, VA",51510,2001,2001,2619
"Alexandria city, VA",51510,2002,2002,2569
"Chesapeake city, VA",51550,1995,1995,2751
"Chesapeake city, VA",51550,1996,1996,2706
"Chesapeake city, VA",51550,1997,1997,2718
"Chesapeake city, VA",51550,1998,1998,2822
"Chesapeake city, VA",51550,1999,1999,2803
"Chesapeake city, VA",51550,2000,2000,2830
"Chesapeake city, VA",51550,2001,2001,2742
"Chesapeake city, VA",51550,2002,2002,2742
"Hampton city, VA",51650,1995,1995,2192
"Hampton city, VA",51650,1996,1996,2092
"Hampton city, VA",51650,1997,1997,2044
"Hampton city, VA",51650,1998,1998,2038
"Hampton city, VA",51650,1999,1999,2031
"Hampton city, VA",51650,2000,2000,2014
"Hampton city, VA",51650,2001,2001,1928
"Hampton city, VA",51650,2002,2002,1868
"Newport News city, VA",51700,1995,1995,4281
"Newport News city, VA",51700,1996,1996,3208
"Newport News city, VA",51700,1997,1997,3052
"Newport News city, VA",51700,1998,1998,3127
"Newport News city, VA",51700,1999,1999,3185
"Newport News city, VA",51700,2000,2000,3145
"Newport News city, VA",51700,2001,2001,3197
"Newport News city, VA",51700,2002,2002,3173
"Norfolk city, VA",51710,1995,1995,4372
"Norfolk city, VA",51710,1996,1996,4093
"Norfolk city, VA",51710,1997,1997,3927
"Norfolk city, VA",51710,1998,1998,4033
"Norfolk city, VA",51710,1999,1999,3861
"Norfolk city, VA",51710,2000,2000,4001
"Norfolk city, VA",51710,2001,2001,4033
"Norfolk city, VA",51710,2002,2002,4148
"Portsmouth city, VA",51740,1995,1995,1768
"Portsmouth city, VA",51740,1996,1996,1651
"Portsmouth city, VA",51740,1997,1997,1674
"Portsmouth city, VA",51740,1998,1998,1649
"Portsmouth city, VA",51740,1999,1999,1606
"Portsmouth city, VA",51740,2000,2000,1547
"Portsmouth city, VA",51740,2001,2001,1588
"Portsmouth city, VA",51740,2002,2002,1538
"Richmond city, VA",51760,1995,1995,2884
"Richmond city, VA",51760,1996,1996,2938
"Richmond city, VA",51760,1997,1997,3280
"Richmond city, VA",51760,1998,1998,2852
"Richmond city, VA",51760,1999,1999,2929
"Richmond city, VA",51760,2000,2000,3054
"Richmond city, VA",51760,2001,2001,3131
"Richmond city, VA",51760,2002,2002,3083
"Virginia Beach city, VA",51810,1995,1995,6690
"Virginia Beach city, VA",51810,1996,1996,6466
"Virginia Beach city, VA",51810,1997,1997,6414
"Virginia Beach city, VA",51810,1998,1998,6369
"Virginia Beach city, VA",51810,1999,1999,6206
"Virginia Beach city, VA",51810,2000,2000,6459
"Virginia Beach city, VA",51810,2001,2001,6176
"Virginia Beach city, VA",51810,2002,2002,6235
"Unidentified Counties, VA",51999,1995,1995,40247
"Unidentified Counties, VA",51999,1996,1996,40453
"Unidentified Counties, VA",51999,1997,1997,40166
"Unidentified Counties, VA",51999,1998,1998,41492
"Unidentified Counties, VA",51999,1999,1999,42562
"Unidentified Counties, VA",51999,2000,2000,44168
"Unidentified Counties, VA",51999,2001,2001,43629
"Unidentified Counties, VA",51999,2002,2002,44419
"Benton County, WA",53005,1995,1995,1989
"Benton County, WA",53005,1996,1996,2006
"Benton County, WA",53005,1997,1997,2024
"Benton County, WA",53005,1998,1998,2053
"Benton County, WA",53005,1999,1999,2120
"Benton County, WA",53005,2000,2000,2080
"Benton County, WA",53005,2001,2001,2215
"Benton County, WA",53005,2002,2002,2166
"Clark County, WA",53011,1995,1995,4565
"Clark County, WA",53011,1996,1996,4731
"Clark County, WA",53011,1997,1997,4951
"Clark County, WA",53011,1998,1998,5145
"Clark County, WA",53011,1999,1999,5197
"Clark County, WA",53011,2000,2000,5420
"Clark County, WA",53011,2001,2001,5336
"Clark County, WA",53011,2002,2002,5250
"King County, WA",53033,1995,1995,21792
"King County, WA",53033,1996,1996,21588
"King County, WA",53033,1997,1997,21660
"King County, WA",53033,1998,1998,22215
"King County, WA",53033,1999,1999,22015
"King County, WA",53033,2000,2000,22499
"King County, WA",53033,2001,2001,21800
"King County, WA",53033,2002,2002,21888
"Kitsap County, WA",53035,1995,1995,3306
"Kitsap County, WA",53035,1996,1996,3273
"Kitsap County, WA",53035,1997,1997,3257
"Kitsap County, WA",53035,1998,1998,3006
"Kitsap County, WA",53035,1999,1999,2893
"Kitsap County, WA",53035,2000,2000,3109
"Kitsap County, WA",53035,2001,2001,2957
"Kitsap County, WA",53035,2002,2002,2945
"Pierce County, WA",53053,1995,1995,9416
"Pierce County, WA",53053,1996,1996,9622
"Pierce County, WA",53053,1997,1997,9739
"Pierce County, WA",53053,1998,1998,9786
"Pierce County, WA",53053,1999,1999,9939
"Pierce County, WA",53053,2000,2000,10177
"Pierce County, WA",53053,2001,2001,10038
"Pierce County, WA",53053,2002,2002,10023
"Snohomish County, WA",53061,1995,1995,7625
"Snohomish County, WA",53061,1996,1996,7921
"Snohomish County, WA",53061,1997,1997,8110
"Snohomish County, WA",53061,1998,1998,8351
"Snohomish County, WA",53061,1999,1999,8493
"Snohomish County, WA",53061,2000,2000,8550
"Snohomish County, WA",53061,2001,2001,8698
"Snohomish County, WA",53061,2002,2002,8343
"Spokane County, WA",53063,1995,1995,5518
"Spokane County, WA",53063,1996,1996,5629
"Spokane County, WA",53063,1997,1997,5503
"Spokane County, WA",53063,1998,1998,5494
"Spokane County, WA",53063,1999,1999,5498
"Spokane County, WA",53063,2000,2000,5667
"Spokane County, WA",53063,2001,2001,5439
"Spokane County, WA",53063,2002,2002,5562
"Thurston County, WA",53067,1995,1995,2429
"Thurston County, WA",53067,1996,1996,2440
"Thurston County, WA",53067,1997,1997,2420
"Thurston County, WA",53067,1998,1998,2510
"Thurston County, WA",53067,1999,1999,2472
"Thurston County, WA",53067,2000,2000,2549
"Thurston County, WA",53067,2001,2001,2601
"Thurston County, WA",53067,2002,2002,2440
"Whatcom County, WA",53073,1995,1995,1829
"Whatcom County, WA",53073,1996,1996,1920
"Whatcom County, WA",53073,1997,1997,1948
"Whatcom County, WA",53073,1998,1998,2057
"Whatcom County, WA",53073,1999,1999,2000
"Whatcom County, WA",53073,2000,2000,2077
"Whatcom County, WA",53073,2001,2001,1957
"Whatcom County, WA",53073,2002,2002,1957
"Yakima County, WA",53077,1995,1995,4218
"Yakima County, WA",53077,1996,1996,4191
"Yakima County, WA",53077,1997,1997,4188
"Yakima County, WA",53077,1998,1998,4295
"Yakima County, WA",53077,1999,1999,4237
"Yakima County, WA",53077,2000,2000,4253
"Yakima County, WA",53077,2001,2001,4187
"Yakima County, WA",53077,2002,2002,4042
"Unidentified Counties, WA",53999,1995,1995,14541
"Unidentified Counties, WA",53999,1996,1996,14624
"Unidentified Counties, WA",53999,1997,1997,14390
"Unidentified Counties, WA",53999,1998,1998,14751
"Unidentified Counties, WA",53999,1999,1999,14722
"Unidentified Counties, WA",53999,2000,2000,14655
"Unidentified Counties, WA",53999,2001,2001,14342
"Unidentified Counties, WA",53999,2002,2002,14412
"Kanawha County, WV",54039,1995,1995,3107
"Kanawha County, WV",54039,1996,1996,2442
"Kanawha County, WV",54039,1997,1997,2497
"Kanawha County, WV",54039,1998,1998,2466
"Kanawha County, WV",54039,1999,1999,2501
"Kanawha County, WV",54039,2000,2000,2420
"Kanawha County, WV",54039,2001,2001,2308
"Kanawha County, WV",54039,2002,2002,2436
"Unidentified Counties, WV",54999,1995,1995,18055
"Unidentified Counties, WV",54999,1996,1996,18308
"Unidentified Counties, WV",54999,1997,1997,18233
"Unidentified Counties, WV",54999,1998,1998,18281
"Unidentified Counties, WV",54999,1999,1999,18227
"Unidentified Counties, WV",54999,2000,2000,18445
"Unidentified Counties, WV",54999,2001,2001,18120
"Unidentified Counties, WV",54999,2002,2002,18276
"Brown County, WI",55009,1995,1995,2962
"Brown County, WI",55009,1996,1996,3050
"Brown County, WI",55009,1997,1997,3050
"Brown County, WI",55009,1998,1998,3130
"Brown County, WI",55009,1999,1999,3099
"Brown County, WI",55009,2000,2000,3212
"Brown County, WI",55009,2001,2001,3233
"Brown County, WI",55009,2002,2002,3283
