rr_rent_growth_m2,rr_rent_growth_m1,rr_rent_growth_0,rr_rent_growth_p1,rr_rent_growth_p2,event,event_year,msa
-0.0007079206407069501,-0.0041156709194183,0.009160609915852554,0.01086697913706305,0.0012635886669158485,decrease,2015,Detroit - MI
-0.000645749270915999,-0.006713502109050749,0.0008693067356943997,0.004725119099020951,0.01131988503038885,decrease,2014,Dover - DE
0.0008693067356943997,0.004725119099020951,0.01131988503038885,-0.01276573166251185,0.0141991078853607,decrease,2016,Dover - DE
0.01131988503038885,-0.01276573166251185,0.0141991078853607,-0.019884925335645648,0.03297832794487475,decrease,2018,Dover - DE
-0.010519666597247049,-0.01258888700976967,-0.03664624178782101,-0.01830568257719277,-0.008785532787442249,decrease,2015,El Paso - TX
-0.01258888700976967,-0.03664624178782101,-0.01830568257719277,-0.008785532787442249,-0.005182471126317999,decrease,2016,El Paso - TX
-0.01203730981796976,-0.0026301620528102008,0.01154578290879725,0.0042819418013096515,0.01820826902985575,decrease,2015,Elkhart - IN
-0.0006687911227344998,0.027852663770318052,0.03667790256440645,0.01788729801774025,0.010793153196573198,decrease,2016,Eugene - OR
-0.0003392989747226273,-0.00999003730248663,-0.000268344767391699,-0.01696087862364944,-0.02267093071714043,decrease,2012,Fayetteville - NC
0.010139332618564385,0.006665613502264051,0.0001510018482804333,-0.0007499693892896002,-0.009648611769080209,decrease,2010,Flagstaff - AZ
0.006665613502264051,0.0001510018482804333,-0.0007499693892896002,-0.009648611769080209,0.006534600630402652,decrease,2011,Flagstaff - AZ
0.0001510018482804333,-0.0007499693892896002,-0.009648611769080209,0.006534600630402652,0.0327793350443244,decrease,2012,Flagstaff - AZ
-0.009648611769080209,0.006534600630402652,0.0327793350443244,0.04691403917968275,0.03342658840119846,decrease,2014,Flagstaff - AZ
0.006534600630402652,0.0327793350443244,0.04691403917968275,0.03342658840119846,-0.03091543912887575,decrease,2015,Flagstaff - AZ
0.0327793350443244,0.04691403917968275,0.03342658840119846,-0.03091543912887575,-0.0452724397182465,decrease,2016,Flagstaff - AZ
0.03342658840119846,-0.03091543912887575,-0.0452724397182465,0.03230237960815424,0.013328688219189647,decrease,2018,Flagstaff - AZ
-0.009230399504303946,-0.024653002736158648,0.015635740011930452,-0.0083896089345217,-0.015390567481517847,decrease,2017,Fort Collins - CO
0.0377586921676993,0.02006411366164685,0.013639850541949255,0.009192496538162252,-0.012434717267751697,decrease,2016,Fort Myers - FL
0.02006411366164685,0.013639850541949255,0.009192496538162252,-0.012434717267751697,0.0032646991312503537,decrease,2017,Fort Myers - FL
0.013639850541949255,0.009192496538162252,-0.012434717267751697,0.0032646991312503537,-0.034516427665948854,decrease,2018,Fort Myers - FL
0.013584727421402952,0.003887142986059248,-0.0026631504297256504,0.003366574645042402,0.0021190345287322512,decrease,2017,Fort Wayne - IN
-0.0031983032822608497,-0.0044917901977897,0.009431948885321652,0.028879800811409954,0.019056197255849852,decrease,2015,Fresno - CA
-0.007378712296485901,0.011651216074824354,0.02085228450596335,0.016964565962553052,0.0082221329212188,decrease,2016,Gainesville - FL
0.011651216074824354,0.02085228450596335,0.016964565962553052,0.0082221329212188,0.017570242285728458,decrease,2017,Gainesville - FL
0.02085228450596335,0.016964565962553052,0.0082221329212188,0.017570242285728458,-0.012644708156585648,decrease,2018,Gainesville - FL
,-0.00040780333802109894,0.0207600630819798,-0.007965980097651499,-0.018425683956593317,decrease,2006,Gainesville - GA
-0.011425320990383578,0.0170338479802013,0.02487536706030375,0.00827246718108655,0.02232905477285385,decrease,2015,Gainesville - GA
0.0170338479802013,0.02487536706030375,0.00827246718108655,0.02232905477285385,-0.0006495974957942997,decrease,2016,Gainesville - GA
0.02487536706030375,0.00827246718108655,0.02232905477285385,-0.0006495974957942997,-0.003327947109937647,decrease,2017,Gainesville - GA
0.00827246718108655,0.02232905477285385,-0.0006495974957942997,-0.003327947109937647,0.018094109371304557,decrease,2018,Gainesville - GA
-0.0005323956720531021,-0.003203758038580499,-0.00610013306140895,0.003298277966678099,0.028931351378560052,decrease,2013,Glens Falls - NY
-0.00610013306140895,0.003298277966678099,0.028931351378560052,-0.01115642767399545,0.0011750590056180503,decrease,2015,Glens Falls - NY
0.028931351378560052,-0.01115642767399545,0.0011750590056180503,-0.0141844525933266,-0.021255784668028348,decrease,2017,Glens Falls - NY
0.002700509503483852,0.0090433834120631,0.02392382733523845,0.005893861874938049,0.007792182266712147,decrease,2015,Grand Rapids - MI
0.0090433834120631,0.02392382733523845,0.005893861874938049,0.007792182266712147,0.0026826038956641977,decrease,2016,Grand Rapids - MI
0.0012940466403961494,0.000986250583082434,-0.002283395733684329,-0.0009673945605754991,0.005166374146938352,decrease,2011,Greenville - NC
-0.016915860353037708,-0.004507409408688545,0.007209403440356251,-0.0025978870689869517,-0.003053972497582498,decrease,2016,Greenville - NC
-0.004507409408688545,0.007209403440356251,-0.0025978870689869517,-0.003053972497582498,0.005904249846935251,decrease,2017,Greenville - NC
0.007209403440356251,-0.0025978870689869517,-0.003053972497582498,0.005904249846935251,0.008541746065020547,decrease,2018,Greenville - NC
-0.011962108314037349,-0.01972132269293072,0.008243542164564101,-0.0002659745514392506,-0.0029455758631229505,decrease,2018,Greenville - SC
-0.006144109182059749,-0.02071031788364052,-0.023019965738058056,-0.01254077069461345,-0.01491434965282685,decrease,2015,Gulfport-Biloxi-Pascagoula - MS
-0.02071031788364052,-0.023019965738058056,-0.01254077069461345,-0.01491434965282685,0.0182004123926162,decrease,2016,Gulfport-Biloxi-Pascagoula - MS
0.0189950838685036,0.014345370233058898,-0.00494337035343051,-0.018609507009387044,-0.0020667659118771553,decrease,2008,Hanford-Corcoran - CA
-0.00494337035343051,-0.018609507009387044,-0.0020667659118771553,0.0009155622683464995,0.002152133733034101,decrease,2010,Hanford-Corcoran - CA
-0.018609507009387044,-0.0020667659118771553,0.0009155622683464995,0.002152133733034101,-0.005947845056652948,decrease,2011,Hanford-Corcoran - CA
0.002152133733034101,-0.005947845056652948,0.07996316161006689,-0.07544997520744795,0.01373312808573245,decrease,2014,Hanford-Corcoran - CA
-0.07544997520744795,0.01373312808573245,0.01042232662439345,0.016425918787717802,0.023448452353477454,decrease,2017,Hanford-Corcoran - CA
0.01373312808573245,0.01042232662439345,0.016425918787717802,0.023448452353477454,0.06143680401146415,decrease,2018,Hanford-Corcoran - CA
-0.0032838406041264014,-0.007043108344078047,0.006817625835537949,-0.007407359778881052,0.008318342268466904,decrease,2016,Harrisburg - PA
-0.005497597157955151,-0.008328245952725452,-0.002096733078360599,-0.006284268572926549,-0.002970324829220751,decrease,2018,Hartford - CT
0.024610580876469654,0.013376953080296555,0.004960265010595349,0.006591398268937999,-0.014636620879173248,decrease,2017,Hickory - NC
0.015560006722807954,0.024591862224042402,-0.015822711400687646,-0.01652187760919331,0.0023045670241117477,decrease,2015,Honolulu - HI
-0.0005514081567525482,-0.04224668070673945,0.007206227630376746,-0.020895274356007597,-0.002292886376380948,decrease,2017,Houston - TX
-0.04224668070673945,0.007206227630376746,-0.020895274356007597,-0.002292886376380948,-0.03345287777483462,decrease,2018,Houston - TX
0.0015731761232018436,0.0048662410117685,-0.00018274597823620016,-0.01848591701127585,-0.02252262458205223,decrease,2012,Huntsville - AL
-0.01848591701127585,-0.02252262458205223,-0.010976390913128846,-0.0027683582156896504,0.01383804529905315,decrease,2015,Huntsville - AL
-0.02252262458205223,-0.010976390913128846,-0.0027683582156896504,0.01383804529905315,0.0180920176208019,decrease,2016,Huntsville - AL
-0.005317626520991249,-0.00869630649685859,-0.003942351788282346,0.0018626358360052508,0.004428949207067448,decrease,2015,Indianapolis - IN
0.0121857402846217,0.028694352135062252,0.032215299084782656,0.021744944155216148,0.0126875042915344,decrease,2016,Inland Empire - CA
0.028694352135062252,0.032215299084782656,0.021744944155216148,0.0126875042915344,0.016183011233806655,decrease,2017,Inland Empire - CA
0.032215299084782656,0.021744944155216148,0.0126875042915344,0.016183011233806655,0.03903635032474995,decrease,2018,Inland Empire - CA
0.00801782123744485,-0.006045028974767774,-0.004835162777453689,-0.0013346048071980997,-0.00511192623525855,decrease,2011,Iowa City - IA
-0.00511192623525855,-0.008659509010612961,-0.014234682545065845,-0.004154250025749149,-0.02096245577558877,decrease,2015,Iowa City - IA
0.007962875068187651,-0.008251484367065135,-0.0032280921004712894,-0.0030477466061712005,-0.00549567956477395,decrease,2011,Jackson - MI
-0.008251484367065135,-0.0032280921004712894,-0.0030477466061712005,-0.00549567956477395,0.003507078625261799,decrease,2012,Jackson - MI
-0.00549567956477395,0.003507078625261799,0.009084498509764755,0.005149638280272453,0.002574566751718549,decrease,2015,Jackson - MI
-0.003445171751081999,-0.003720676526427248,0.008556121028959798,0.0037640277296305535,-0.01185469888150695,decrease,2014,Jackson - MS
0.0037640277296305535,-0.01185469888150695,-0.01926338393241169,-0.0021508987993001973,0.007855847477912854,decrease,2017,Jackson - MS
-0.01185469888150695,-0.01926338393241169,-0.0021508987993001973,0.007855847477912854,0.006064752116799348,decrease,2018,Jackson - MS
0.0028076749294996504,0.00028959987685084343,-0.0016995747573674003,0.0030067209154367013,-0.012885545380413489,decrease,2011,Jackson - TN
-0.0016995747573674003,0.0030067209154367013,-0.012885545380413489,-0.01586232753470539,0.002414459362626152,decrease,2013,Jackson - TN
0.002414459362626152,-0.01609929464757445,0.005465537309646551,0.0013225376605987028,-0.0035692453384399483,decrease,2017,Jackson - TN
0.006472035311162498,0.009863944724202156,0.00923387147486215,0.01400580257177355,0.0086508467793464,decrease,2016,Jacksonville - FL
0.009863944724202156,0.00923387147486215,0.01400580257177355,0.0086508467793464,0.0010615922510623516,decrease,2017,Jacksonville - FL
0.005976599175482981,0.008593045175075552,-0.006055345991626382,-0.0020609251223504925,-0.0049337232485414,decrease,2010,Janesville-Beloit - WI
0.008593045175075552,-0.006055345991626382,-0.0020609251223504925,-0.0049337232485414,-0.0032689534127711486,decrease,2011,Janesville-Beloit - WI
-0.0049337232485414,-0.0032689534127711486,-0.01228741137310862,-0.008762130513787245,-0.00445155240595335,decrease,2014,Janesville-Beloit - WI
0.007776391692459599,0.015344982966780656,0.015774780884385154,0.0034763496369123494,0.010348491370677903,decrease,2016,Kalamazoo - MI
0.015774780884385154,0.0034763496369123494,0.010348491370677903,-0.0008552372455597479,0.013016255572438244,decrease,2018,Kalamazoo - MI
0.010663641616702052,-0.010205894242972136,0.0022816513665020015,-0.0037068743258715006,-0.0037319641560315496,decrease,2011,La Crosse-Onalaska - WI
-0.006005706265568747,-0.006038853898644449,-0.01917127287015321,-0.0169531777501107,-0.02840923005715013,decrease,2017,La Crosse-Onalaska - WI
-0.050901675596833146,-0.03447070252150296,-0.02464148239232602,-0.0199137553572655,-0.01119579188525675,decrease,2017,Lafayette - LA
-0.03447070252150296,-0.02464148239232602,-0.0199137553572655,-0.01119579188525675,0.01261930353939535,decrease,2018,Lafayette - LA
0.014184659346938154,0.010604357346892353,0.012150678783655153,0.0011857785284519022,0.005260389298200552,decrease,2017,Lakeland - FL
0.010604357346892353,0.012150678783655153,0.0011857785284519022,0.005260389298200552,-0.02081207279115915,decrease,2018,Lakeland - FL
-0.001964934170246048,-0.004740007221698801,-0.0018282532691955462,0.004086781293153752,0.002843277528882051,decrease,2015,Lancaster - PA
-0.006872834637761048,-0.0068994918838143,0.003094131126999855,0.005793465301394452,-0.005963144823908851,decrease,2015,Lansing - MI
-0.0068994918838143,0.003094131126999855,0.005793465301394452,-0.005963144823908851,-0.002010356634855298,decrease,2016,Lansing - MI
0.003094131126999855,0.005793465301394452,-0.005963144823908851,-0.002010356634855298,-0.0016790032386779508,decrease,2017,Lansing - MI
0.005793465301394452,-0.005963144823908851,-0.002010356634855298,-0.0016790032386779508,-0.002257984131574648,decrease,2018,Lansing - MI
-0.0028948700055480003,0.005123946815729152,0.0020062858238816,-0.029198868200182877,-0.01593514811247585,decrease,2014,Laredo - TX
0.0020062858238816,-0.029198868200182877,-0.01593514811247585,0.006648097187280648,0.015488989651203103,decrease,2016,Laredo - TX
-0.029198868200182877,-0.01593514811247585,0.006648097187280648,0.015488989651203103,0.023437436670064957,decrease,2017,Laredo - TX
-0.01593514811247585,0.006648097187280648,0.015488989651203103,0.023437436670064957,-0.10600862465798855,decrease,2018,Laredo - TX
0.0016368930228054003,0.005879363045096399,-0.009510312229394849,-0.025484099984169,-0.006203170865774148,decrease,2013,Las Cruces - NM
0.005879363045096399,-0.009510312229394849,-0.025484099984169,-0.006203170865774148,-0.006171729415655148,decrease,2014,Las Cruces - NM
-0.009510312229394849,-0.025484099984169,-0.006203170865774148,-0.006171729415655148,-0.0024852436035871506,decrease,2015,Las Cruces - NM
-0.025484099984169,-0.006203170865774148,-0.006171729415655148,-0.0024852436035871506,-0.02299927826970819,decrease,2016,Las Cruces - NM
-0.006203170865774148,-0.006171729415655148,-0.0024852436035871506,-0.02299927826970819,0.003968074917793253,decrease,2017,Las Cruces - NM
0.002169051673263301,-0.008099846541881502,0.0032715685665607,-0.0017996965907514026,0.0009773131459951505,decrease,2007,Lewiston-Auburn - ME
-0.00046328222379090137,-0.0032974183559418,-0.003636939451098449,-0.0352262193337083,-0.03469645511358972,decrease,2013,Lewiston-Auburn - ME
-0.003636939451098449,-0.0352262193337083,-0.03469645511358972,-0.01180205494165415,-0.0034420210868120506,decrease,2015,Lewiston-Auburn - ME
-0.005653485190123337,-0.019801406189799302,-0.007831541821360598,0.008369989227503583,0.007384579628705951,decrease,2007,Lincoln - NE
-0.0030711647123097506,-0.0015833759680389994,-0.0036605708301067456,-0.0009899996221065504,-0.00628185644745825,decrease,2015,Lincoln - NE
-0.0036605708301067456,-0.0009899996221065504,-0.00628185644745825,-0.007047688588500099,0.0023035593330860485,decrease,2017,Lincoln - NE
-0.014382147230207878,-0.00920022372156381,-0.012365380302071547,-0.006532520055770848,-0.014627572149038351,decrease,2015,Little Rock - AR
-0.012365380302071547,-0.006532520055770848,-0.014627572149038351,-0.008982455357909199,-0.004519645124673847,decrease,2017,Little Rock - AR
-0.006532520055770848,-0.014627572149038351,-0.008982455357909199,-0.004519645124673847,0.005910111591219951,decrease,2018,Little Rock - AR
0.020409470424056053,0.01066138409078125,0.005230311304330847,-0.0003186725080014004,-0.01091959327459335,decrease,2017,Los Angeles - CA
0.01066138409078125,0.005230311304330847,-0.0003186725080014004,-0.01091959327459335,-0.04177712835371493,decrease,2018,Los Angeles - CA
0.0024632234126329526,-0.006732072681188601,-0.004342917352914748,0.00236848182976245,-0.00856126099824905,decrease,2015,Louisville - KY
-0.004342917352914748,0.00236848182976245,-0.00856126099824905,-0.002483157441019998,-0.0028903931379318515,decrease,2017,Louisville - KY
0.00236848182976245,-0.00856126099824905,-0.002483157441019998,-0.0028903931379318515,-0.01054035127162935,decrease,2018,Louisville - KY
-0.003429442644119301,-0.013677285984158447,-0.01811529882252215,-0.02444292220752688,-0.015025513246655499,decrease,2016,Lubbock - TX
-0.005506471614353357,-0.0034489477984607497,-0.003873066976666499,-0.004226423799991549,0.0009040599688887995,decrease,2012,Mansfield - OH
-0.004226423799991549,0.0009040599688887995,-0.0047720056027173476,0.010434674099087753,0.00931164994835855,decrease,2015,Mansfield - OH
-0.01158978091552853,-0.021987209096550907,-0.02011327072978018,-0.03731969837099315,-0.007609903812408499,decrease,2016,McAllen - TX
-0.021987209096550907,-0.02011327072978018,-0.03731969837099315,-0.007609903812408499,-0.01456840708851815,decrease,2017,McAllen - TX
-0.02011327072978018,-0.03731969837099315,-0.007609903812408499,-0.01456840708851815,-0.01176555827260015,decrease,2018,McAllen - TX
0.0003446531482040986,0.0016908254474401006,0.0010444335639477505,0.011078192852437498,-0.009984659031033447,decrease,2013,Medford - OR
0.0016908254474401006,0.0010444335639477505,0.011078192852437498,-0.009984659031033447,0.008374320343136853,decrease,2014,Medford - OR
0.0010444335639477505,0.011078192852437498,-0.009984659031033447,0.008374320343136853,0.008733317255973747,decrease,2015,Medford - OR
0.011078192852437498,-0.009984659031033447,0.008374320343136853,0.008733317255973747,0.0016213878989219006,decrease,2016,Medford - OR
-0.008499507792293949,-0.005768218077719201,-0.0030440930277108452,0.003612928092479751,-0.002447385340929052,decrease,2015,Memphis - TN
0.03981281630694865,0.035395268350839545,0.0224374495446682,0.015013851225376146,0.012977706268429746,decrease,2018,Merced - CA
0.0055554965510963995,0.00044852308928965134,-0.009895203635096548,-0.004807958379387852,-0.008816054090857499,decrease,2016,Miami - FL
0.00044852308928965134,-0.009895203635096548,-0.004807958379387852,-0.008816054090857499,-0.006380924955010449,decrease,2017,Miami - FL
-0.009895203635096548,-0.004807958379387852,-0.008816054090857499,-0.006380924955010449,-0.029957381775602678,decrease,2018,Miami - FL
0.0173839731141925,-0.14635303802788274,-0.04355109669268124,0.20469874888658476,0.0821176432073113,decrease,2016,Midland - TX
-0.14635303802788274,-0.04355109669268124,0.20469874888658476,0.0821176432073113,-0.08943848311901095,decrease,2017,Midland - TX
-0.04355109669268124,0.20469874888658476,0.0821176432073113,-0.08943848311901095,-0.26212893985211866,decrease,2018,Midland - TX
-0.004702569916844351,-0.003632481209933801,-0.009529205039143548,-0.01065498497337105,-0.017961735837161562,decrease,2015,Milwaukee - WI
-5.906261503694707e-05,0.004383176565170347,0.006772406399250051,-0.004144214093685199,-0.0035479478538036485,decrease,2017,Minneapolis - MN
0.004383176565170347,0.006772406399250051,-0.004144214093685199,-0.0035479478538036485,-0.03528939932584761,decrease,2018,Minneapolis - MN
-0.004651177674531999,-0.008127329871058448,0.0056574670597911,0.009726079180836754,-0.00990682654082775,decrease,2014,Mobile - AL
-0.00990682654082775,-0.008878745138645151,0.0063079372048378025,0.0016564168035983484,0.021238410845398948,decrease,2018,Mobile - AL
0.00010367576032879917,-0.014390544965863148,-0.00951158627867695,-0.02513551735319199,-0.02886891737580303,decrease,2016,Monroe - LA
-0.00951158627867695,-0.02513551735319199,-0.02886891737580303,-0.00978311337530615,0.000925997272133848,decrease,2018,Monroe - LA
0.009281346574425652,-0.006596067811187822,-0.0031367065384984294,-0.00705294311046605,0.0030559021979570493,decrease,2011,Monroe - MI
-0.0031367065384984294,-0.00705294311046605,0.0030559021979570493,-0.002437180839478999,0.005762850865721751,decrease,2013,Monroe - MI
-0.002437180839478999,0.005762850865721751,-0.01266565639525655,0.012759346514940248,0.0004523545503616021,decrease,2016,Monroe - MI
0.00547622703015805,-0.01312506897374987,-0.014924945309758148,-0.0022221934050321492,-0.013618811033666151,decrease,2015,Montgomery - AL
-0.0194307621568441,-0.006980944424867599,0.005680002737790384,0.00914789922535415,-0.005128521355800327,decrease,2008,Muskegon - MI
-0.007677834481000848,0.003779335878789399,0.009155629202723552,-0.005904972553253151,0.01970875263214105,decrease,2015,Muskegon - MI
0.013475412502884854,0.027839493006467753,-0.0084632188081742,0.0012382306158542494,-0.01152430474758145,decrease,2018,Napa - CA
-0.0028003416955471074,-0.002535462845116892,0.0081917010247707,0.012568717822432553,0.014751124195754499,decrease,2012,Naples - FL
0.0081917010247707,0.012568717822432553,0.014751124195754499,0.03416821919381625,0.005113022401928954,decrease,2014,Naples - FL
0.014751124195754499,0.03416821919381625,0.005113022401928954,0.0008144751191139499,-0.0186859434470535,decrease,2016,Naples - FL
0.03416821919381625,0.005113022401928954,0.0008144751191139499,-0.0186859434470535,-0.03643043350894005,decrease,2017,Naples - FL
0.005113022401928954,0.0008144751191139499,-0.0186859434470535,-0.03643043350894005,0.0014543626457452496,decrease,2018,Naples - FL
-0.005312377586960749,-0.01897280663251879,0.0012351386249065018,0.01536725088953975,-0.034256647806614623,decrease,2018,Nashville - TN
0.011049160733818952,-0.004651801893487576,-0.0029365080408752277,-0.004980163648724599,0.006515843793749851,decrease,2011,Niles-Benton Harbor - MI
-0.0029365080408752277,-0.004980163648724599,0.006515843793749851,0.013432848267257198,-0.012974783778190547,decrease,2013,Niles-Benton Harbor - MI
-0.011423198506236038,-0.015400832053273911,-0.011573223397135748,-0.005504310131072951,-0.00742386467754845,decrease,2015,Norfolk - VA
-0.015400832053273911,-0.011573223397135748,-0.005504310131072951,-0.00742386467754845,-0.00016420707106589924,decrease,2016,Norfolk - VA
0.001607049722224401,0.004109021276235499,-0.007238932885229549,0.0007772659882902978,-0.005639856681227646,decrease,2013,Northwest Arkansas - AR
-0.015792262740433178,0.0015616090968251003,-0.017936136573553047,0.004690518602728847,-0.01180486194789415,decrease,2015,Norwich - CT
0.0009500645101070508,0.006176146678626501,0.02770215086638935,0.01182773150503635,0.01731091737747195,decrease,2015,Ocala - FL
-0.11860682256519794,-0.07735818810760975,0.25745748728513673,0.0926731340587143,-0.06097365543246275,decrease,2017,Odessa - TX
-0.07735818810760975,0.25745748728513673,0.0926731340587143,-0.06097365543246275,-0.29440352879464665,decrease,2018,Odessa - TX
-0.003786403685808199,-0.00951505545526735,-0.0024394793435931015,0.005881598219275551,-0.00331521965563295,decrease,2014,Ogden - UT
0.005881598219275551,-0.00331521965563295,0.016593530774116447,0.021608278155326798,0.008810158818960148,decrease,2017,Ogden - UT
0.00968451797962195,-0.0006272429600357992,-0.020096526481211147,-0.03011456923559307,-0.01366023067384965,decrease,2015,Oklahoma City - OK
-0.03011456923559307,-0.01366023067384965,-0.0002575814723968957,0.0011256560683250497,-0.0006222520023584505,decrease,2018,Oklahoma City - OK
0.02777225337922575,0.028434077277779555,0.020402878522872953,0.012866094708442698,0.01022654026746745,decrease,2017,Olympia - WA
0.028434077277779555,0.020402878522872953,0.012866094708442698,0.01022654026746745,0.019912807270884545,decrease,2018,Olympia - WA
-0.0037883128970861504,-0.0077575445175171,0.0032819863408804564,-0.006853854283690451,-0.00939070247113705,decrease,2015,Omaha - NE
0.02458633296191695,0.007912958040833449,0.026040684431791254,0.0073339380323887045,-0.0028655342757701457,decrease,2017,Orlando - FL
0.007912958040833449,0.026040684431791254,0.0073339380323887045,-0.0028655342757701457,-0.0355454897508025,decrease,2018,Orlando - FL
0.019573243334889454,-0.008565222844481449,0.0026716981083154505,0.0254593379795551,0.011673554778099053,decrease,2017,Pensacola - FL
-0.00700044538825745,-0.005371150560677001,-0.000737577676773047,-0.005508452653884851,-0.005250342190265652,decrease,2015,Philadelphia - PA
-0.005508452653884851,-0.005250342190265652,0.001879546791314999,0.0011331960558891505,-0.01345944777131075,decrease,2018,Philadelphia - PA
0.0030285920947790493,0.0097278701141477,0.021988352760672653,0.01436619646847245,0.014192063361406347,decrease,2015,Phoenix - AZ
0.0097278701141477,0.021988352760672653,0.01436619646847245,0.014192063361406347,0.0355059914290905,decrease,2016,Phoenix - AZ
0.021988352760672653,0.01436619646847245,0.014192063361406347,0.0355059914290905,0.03552293777465815,decrease,2017,Phoenix - AZ
0.01436619646847245,0.014192063361406347,0.0355059914290905,0.03552293777465815,0.02314050309360025,decrease,2018,Phoenix - AZ
-0.0097628608345986,-0.022753390949219417,-0.0021807793527841464,0.0020907502621412243,0.0007790499366819997,decrease,2009,Port St. Lucie - FL
0.005668855272233498,0.026168705895543154,0.016869818791747152,0.013122521340846946,0.0096337422728538,decrease,2016,Port St. Lucie - FL
0.026168705895543154,0.016869818791747152,0.013122521340846946,0.0096337422728538,0.00034965202212335067,decrease,2017,Port St. Lucie - FL
-0.0053551290184260004,0.0038008540868759502,0.0025938740000129006,0.004000028595328352,-0.009027408435940751,decrease,2014,Portland - ME
0.0038008540868759502,0.0025938740000129006,0.004000028595328352,-0.009027408435940751,-0.01462136395275595,decrease,2015,Portland - ME
0.004000028595328352,-0.009027408435940751,-0.01462136395275595,-0.0025602951645850996,0.00428869202733035,decrease,2017,Portland - ME
-0.00046844221651554975,-0.007711349055171051,-0.003564383834600497,-0.0036886371672153473,-0.01767547335475685,decrease,2018,Portland - OR
0.012870017439127,0.002627936657518183,-0.008122352883219747,-0.005291578825563196,0.0005506002344191005,decrease,2009,Provo - UT
0.0005506002344191005,0.0084896069020032,0.0007147770375013525,-0.01804014248773455,-0.004956163465976646,decrease,2013,Provo - UT
0.0084896069020032,0.0007147770375013525,-0.01804014248773455,-0.004956163465976646,-0.0006923303008079511,decrease,2014,Provo - UT
0.0007147770375013525,-0.01804014248773455,-0.004956163465976646,-0.0006923303008079511,-0.00241350196301935,decrease,2015,Provo - UT
-0.01804014248773455,-0.004956163465976646,-0.0006923303008079511,-0.00241350196301935,-0.0163777582347393,decrease,2016,Provo - UT
-0.004956163465976646,-0.0006923303008079511,-0.00241350196301935,-0.0163777582347393,-0.006143044680356948,decrease,2017,Provo - UT
0.0011673928238450995,-0.00414836127311,-0.006741940975189148,-0.0017213141545653014,0.02482471428811555,decrease,2013,Pueblo - CO
-0.0017213141545653014,0.02482471428811555,0.017184564843773852,0.027188614010810856,0.0016321465373039003,decrease,2016,Pueblo - CO
0.02482471428811555,0.017184564843773852,0.027188614010810856,0.0016321465373039003,-0.002087887376546846,decrease,2017,Pueblo - CO
-0.0063220672309398495,-0.00907385628670453,-0.004679175093769947,-0.0010530073195695513,0.00202017650008195,decrease,2015,Racine - WI
0.002677503973245652,0.002707942388951801,0.02136970497667795,-0.00041740760207174994,-0.008497584611177451,decrease,2015,Raleigh - NC
0.02136970497667795,-0.00041740760207174994,-0.008497584611177451,0.009252749383449502,0.016820825636386847,decrease,2017,Raleigh - NC
-0.00041740760207174994,-0.008497584611177451,0.009252749383449502,0.016820825636386847,-0.00846929661929605,decrease,2018,Raleigh - NC
0.017732245847582855,0.013912733644247048,0.005872935056686398,0.00749851763248445,0.012191960588097548,decrease,2018,Redding - CA
0.0023137643001973004,-0.0008301800116896994,0.010019091889262251,0.0099210729822516,0.020819505676627152,decrease,2013,Reno - NV
-0.0008301800116896994,0.010019091889262251,0.0099210729822516,0.020819505676627152,0.04363781772553925,decrease,2014,Reno - NV
0.010019091889262251,0.0099210729822516,0.020819505676627152,0.04363781772553925,0.03708561509847634,decrease,2015,Reno - NV
0.004086067900061656,-8.353032171725013e-05,0.01635946333408355,0.004324022680521001,0.004003204405307749,decrease,2017,Richmond - VA
-8.353032171725013e-05,0.01635946333408355,0.004324022680521001,0.004003204405307749,0.008020831272006049,decrease,2018,Richmond - VA
-0.0070282351225615,0.005199922714382382,0.010728308930993052,-0.005424457020126287,-0.0022288770414889206,decrease,2009,Saginaw - MI
0.010728308930993052,-0.005424457020126287,-0.0022288770414889206,0.0030825994908808985,-0.005860572680830949,decrease,2011,Saginaw - MI
0.0026403944939375514,0.013004097156226599,0.05027599446475505,0.032887248322367654,0.04000106453895565,decrease,2015,Salinas - CA
0.013004097156226599,0.05027599446475505,0.032887248322367654,0.04000106453895565,0.015187118202447902,decrease,2016,Salinas - CA
0.0003433604724705219,0.0008700452744960507,0.009700589813292054,0.0006287903524935003,0.0004769936203955997,decrease,2010,Salisbury - MD
-0.022688810247927897,-0.005163678899407345,-0.006676647812128051,-0.01139250211417675,0.015144724398851398,decrease,2016,Salisbury - MD
-0.006676647812128051,-0.01139250211417675,0.015144724398851398,-0.009306604042649248,-0.001965725794434551,decrease,2018,Salisbury - MD
0.0074912961572408,0.00455541349947455,-0.0010514864698052007,0.005974648520350456,0.011316126212477653,decrease,2014,Salt Lake City - UT
0.00455541349947455,-0.0010514864698052007,0.005974648520350456,0.011316126212477653,0.0007401574403047492,decrease,2015,Salt Lake City - UT
-0.0010514864698052007,0.005974648520350456,0.011316126212477653,0.0007401574403047492,0.0007784850895404018,decrease,2016,Salt Lake City - UT
0.005974648520350456,0.011316126212477653,0.0007401574403047492,0.0007784850895404018,-0.006570806726813348,decrease,2017,Salt Lake City - UT
0.011316126212477653,0.0007401574403047492,0.0007784850895404018,-0.006570806726813348,-0.007728034630417848,decrease,2018,Salt Lake City - UT
-0.06321092508733264,-0.02278663334436713,0.02421386167407035,0.022456146776676098,0.01997672766447065,decrease,2017,San Angelo - TX
