cbsatitle,series_name,value,year,costar_msa
"Minneapolis-St. Paul-Bloomington, MN-WI",pct_international_mig_,0.48,2023,Minneapolis - MN USA
"San Francisco-Oakland-Fremont, CA",pct_births_,1.15,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.63,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.52,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,1.44,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-1.14,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,-0.83,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,-0.92,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_domestic_mig_,0.15,2015,San Francisco - CA USA
"Houston-Pasadena-The Woodlands, TX",pct_international_mig_,0.48,2008,Houston - TX USA
"San Francisco-Oakland-Fremont, CA",pct_births_,1.15,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.64,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.50,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,1.37,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-1.22,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,-0.65,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,-0.87,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_domestic_mig_,-0.26,2016,San Francisco - CA USA
"Boston-Cambridge-Newton, MA-NH",pct_international_mig_,0.48,2006,Boston - MA USA
"San Francisco-Oakland-Fremont, CA",pct_births_,1.13,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.64,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.49,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,0.86,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-1.12,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,-0.22,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,-0.37,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_domestic_mig_,-0.51,2017,San Francisco - CA USA
"Atlanta-Sandy Springs-Roswell, GA",pct_international_mig_,0.48,2016,Atlanta - GA USA
"San Francisco-Oakland-Fremont, CA",pct_births_,1.10,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.65,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.45,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,0.50,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-1.01,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,0.06,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,-0.05,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_domestic_mig_,-0.51,2018,San Francisco - CA USA
"Seattle-Tacoma-Bellevue, WA",pct_international_mig_,0.48,2019,Seattle - WA USA
"San Francisco-Oakland-Fremont, CA",pct_births_,1.06,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.65,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.40,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,0.30,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-0.81,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,0.11,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,0.10,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_domestic_mig_,-0.68,2019,San Francisco - CA USA
"Lakeland-Winter Haven, FL",pct_international_mig_,0.48,2016,Lakeland - FL USA
"San Francisco-Oakland-Fremont, CA",pct_births_,1.05,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.67,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.38,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,-0.03,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-0.64,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,0.30,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,0.41,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_domestic_mig_,-0.25,2020,San Francisco - CA USA
"Seattle-Tacoma-Bellevue, WA",pct_international_mig_,0.48,2002,Seattle - WA USA
"San Francisco-Oakland-Fremont, CA",pct_births_,0.25,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.18,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.07,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,0.46,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-0.71,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,-0.45,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,-0.39,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_domestic_mig_,-2.88,2021,San Francisco - CA USA
"Milwaukee-Waukesha, WI",pct_international_mig_,0.48,2022,Milwaukee - WI USA
"San Francisco-Oakland-Fremont, CA",pct_births_,0.96,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.75,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.22,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,-2.61,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-0.26,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,2.82,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,2.83,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_domestic_mig_,-1.76,2022,San Francisco - CA USA
"Austin-Round Rock-San Marcos, TX",pct_international_mig_,0.48,2015,Austin - TX USA
"San Francisco-Oakland-Fremont, CA",pct_births_,1.00,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.73,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.27,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,-0.48,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-1.29,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,1.47,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,0.74,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_domestic_mig_,-1.24,2023,San Francisco - CA USA
"Raleigh-Cary, NC",pct_international_mig_,0.48,2003,Raleigh - NC USA
"San Francisco-Oakland-Fremont, CA",pct_births_,0.96,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.72,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.24,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,0.21,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-1.45,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,0.99,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,0.03,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_domestic_mig_,-0.87,2024,San Francisco - CA USA
"Worcester, MA",pct_international_mig_,0.48,2016,Worcester - MA USA
"San Francisco-Oakland-Fremont, CA",pct_births_,0.94,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_deaths_,0.70,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_natural_inc_,0.24,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",pct_pop_increase_,0.85,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_domestic_mig_,-1.71,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_international_mig_,0.62,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",contrib_natural_chg_,-0.60,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.22,2000,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,-0.12,2001,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.00,2002,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.10,2003,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.12,2004,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.09,2005,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.14,2006,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.14,2007,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,-0.12,2008,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,-0.12,2009,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.21,2010,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.26,2011,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.17,2012,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.20,2013,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.21,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.18,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.06,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.02,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.10,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.07,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,-0.02,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,0.04,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,-0.09,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,-0.13,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,-0.08,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Office_trt,-0.01,2025,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.17,2000,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.09,2001,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.09,2002,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.22,2003,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.18,2004,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.14,2005,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.11,2006,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,-0.02,2007,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,-0.07,2008,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,-0.07,2009,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.09,2010,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.12,2011,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.15,2012,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.09,2013,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.17,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.12,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.05,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.04,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.06,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.05,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.04,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.05,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.01,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.01,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,-0.03,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Retail_trt,0.06,2025,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.22,2000,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.16,2001,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.08,2002,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.13,2003,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.12,2004,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.12,2005,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.09,2006,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.02,2007,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,-0.19,2008,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,-0.05,2009,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.34,2010,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.13,2011,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.08,2012,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.06,2013,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.13,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.10,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.06,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.06,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.06,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.04,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,-0.01,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.08,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,-0.02,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,-0.11,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,-0.03,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Multi-Family_trt,0.09,2025,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.13,2000,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.07,2001,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.08,2002,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.14,2003,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.13,2004,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.11,2005,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.11,2006,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.10,2007,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,-0.08,2008,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,-0.05,2009,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.07,2010,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.09,2011,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.10,2012,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.12,2013,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.16,2014,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.17,2015,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.12,2016,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.06,2017,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.13,2018,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.11,2019,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.15,2020,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.19,2021,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.04,2022,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,-0.02,2023,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.03,2024,San Francisco - CA USA
"San Francisco-Oakland-Fremont, CA",Industrial_trt,0.03,2025,San Francisco - CA USA
"San Diego-Chula Vista-Carlsbad, CA",ESTIMATESBASE,3298647.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3301182.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3274244.00,2021,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3283755.00,2022,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3285890.00,2023,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3298799.00,2024,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG,2535.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG,-26938.00,2021,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG,9511.00,2022,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG,2135.00,2023,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG,12909.00,2024,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,9170.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,36651.00,2021,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,38140.00,2022,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,36553.00,2023,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,35738.00,2024,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,5944.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,26912.00,2021,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,25594.00,2022,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,24403.00,2023,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,23071.00,2024,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NATURALCHG,3226.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NATURALCHG,9739.00,2021,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NATURALCHG,12546.00,2022,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NATURALCHG,12150.00,2023,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NATURALCHG,12667.00,2024,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",INTERNATIONALMIG,152.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",INTERNATIONALMIG,2717.00,2021,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",INTERNATIONALMIG,16641.00,2022,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",INTERNATIONALMIG,19815.00,2023,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",INTERNATIONALMIG,24226.00,2024,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DOMESTICMIG,-2287.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DOMESTICMIG,-39315.00,2021,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DOMESTICMIG,-17273.00,2022,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DOMESTICMIG,-29523.00,2023,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DOMESTICMIG,-23934.00,2024,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NETMIG,-2135.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NETMIG,-36598.00,2021,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NETMIG,-632.00,2022,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NETMIG,-9708.00,2023,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NETMIG,292.00,2024,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",GQESTIMATESBASE,115144.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",GQESTIMATES,116989.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",GQESTIMATES,97653.00,2021,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",GQESTIMATES,110776.00,2022,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",GQESTIMATES,112391.00,2023,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",GQESTIMATES,112385.00,2024,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",ESTIMATESBASE,3095352.00,2010,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3103260.00,2010,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3137236.00,2011,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3175148.00,2012,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3210788.00,2013,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3249307.00,2014,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3280825.00,2015,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3305462.00,2016,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3319019.00,2017,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3332483.00,2018,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",POPESTIMATE,3330459.00,2019,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,7908.00,2010,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,33976.00,2011,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,37912.00,2012,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,35640.00,2013,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,38519.00,2014,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,31518.00,2015,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,24637.00,2016,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,13557.00,2017,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,13464.00,2018,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,-2024.00,2019,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NPOPCHG_,1968.00,2020,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,10719.00,2010,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,44686.00,2011,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,43831.00,2012,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,43743.00,2013,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,44247.00,2014,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,44442.00,2015,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,43311.00,2016,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,42315.00,2017,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,40513.00,2018,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",BIRTHS,39369.00,2019,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,4679.00,2010,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,19667.00,2011,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,19877.00,2012,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,20732.00,2013,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,19878.00,2014,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,20555.00,2015,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,21046.00,2016,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,21531.00,2017,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,21906.00,2018,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",DEATHS,22814.00,2019,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NATURALCHG,6040.00,2010,San Diego - CA USA
"San Diego-Chula Vista-Carlsbad, CA",NATURALCHG,25019.00,2011,San Diego - CA USA
