cbsatitle,series_name,value,year,costar_msa
"Worcester, MA",ESTIMATESBASE,862104.00,2020,Worcester - MA USA
"Worcester, MA",POPESTIMATE,857092.00,2020,Worcester - MA USA
"Worcester, MA",POPESTIMATE,862052.00,2021,Worcester - MA USA
"Worcester, MA",POPESTIMATE,865735.00,2022,Worcester - MA USA
"Worcester, MA",POPESTIMATE,872813.00,2023,Worcester - MA USA
"Worcester, MA",POPESTIMATE,881248.00,2024,Worcester - MA USA
"Worcester, MA",NPOPCHG,-5012.00,2020,Worcester - MA USA
"Worcester, MA",NPOPCHG,4960.00,2021,Worcester - MA USA
"Worcester, MA",NPOPCHG,3683.00,2022,Worcester - MA USA
"Worcester, MA",NPOPCHG,7078.00,2023,Worcester - MA USA
"Worcester, MA",NPOPCHG,8435.00,2024,Worcester - MA USA
"Worcester, MA",BIRTHS,2116.00,2020,Worcester - MA USA
"Worcester, MA",BIRTHS,8262.00,2021,Worcester - MA USA
"Worcester, MA",BIRTHS,8621.00,2022,Worcester - MA USA
"Worcester, MA",BIRTHS,8429.00,2023,Worcester - MA USA
"Worcester, MA",BIRTHS,8460.00,2024,Worcester - MA USA
"Worcester, MA",DEATHS,2662.00,2020,Worcester - MA USA
"Worcester, MA",DEATHS,7459.00,2021,Worcester - MA USA
"Worcester, MA",DEATHS,8051.00,2022,Worcester - MA USA
"Worcester, MA",DEATHS,7778.00,2023,Worcester - MA USA
"Worcester, MA",DEATHS,7722.00,2024,Worcester - MA USA
"Worcester, MA",NATURALCHG,-546.00,2020,Worcester - MA USA
"Worcester, MA",NATURALCHG,803.00,2021,Worcester - MA USA
"Worcester, MA",NATURALCHG,570.00,2022,Worcester - MA USA
"Worcester, MA",NATURALCHG,651.00,2023,Worcester - MA USA
"Worcester, MA",NATURALCHG,738.00,2024,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,98.00,2020,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,1542.00,2021,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,7024.00,2022,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,7868.00,2023,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,9470.00,2024,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-3857.00,2020,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,2109.00,2021,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-3569.00,2022,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-1283.00,2023,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-1804.00,2024,Worcester - MA USA
"Worcester, MA",NETMIG,-3759.00,2020,Worcester - MA USA
"Worcester, MA",NETMIG,3651.00,2021,Worcester - MA USA
"Worcester, MA",NETMIG,3455.00,2022,Worcester - MA USA
"Worcester, MA",NETMIG,6585.00,2023,Worcester - MA USA
"Worcester, MA",NETMIG,7666.00,2024,Worcester - MA USA
"Worcester, MA",GQESTIMATESBASE,28169.00,2020,Worcester - MA USA
"Worcester, MA",GQESTIMATES,23928.00,2020,Worcester - MA USA
"Worcester, MA",GQESTIMATES,25863.00,2021,Worcester - MA USA
"Worcester, MA",GQESTIMATES,26743.00,2022,Worcester - MA USA
"Worcester, MA",GQESTIMATES,27971.00,2023,Worcester - MA USA
"Worcester, MA",GQESTIMATES,28209.00,2024,Worcester - MA USA
"Worcester, MA",ESTIMATESBASE,798385.00,2010,Worcester - MA USA
"Worcester, MA",POPESTIMATE,800404.00,2010,Worcester - MA USA
"Worcester, MA",POPESTIMATE,804107.00,2011,Worcester - MA USA
"Worcester, MA",POPESTIMATE,807047.00,2012,Worcester - MA USA
"Worcester, MA",POPESTIMATE,810994.00,2013,Worcester - MA USA
"Worcester, MA",POPESTIMATE,815707.00,2014,Worcester - MA USA
"Worcester, MA",POPESTIMATE,818446.00,2015,Worcester - MA USA
"Worcester, MA",POPESTIMATE,820447.00,2016,Worcester - MA USA
"Worcester, MA",POPESTIMATE,825646.00,2017,Worcester - MA USA
"Worcester, MA",POPESTIMATE,828644.00,2018,Worcester - MA USA
"Worcester, MA",POPESTIMATE,829327.00,2019,Worcester - MA USA
"Worcester, MA",NPOPCHG_,2019.00,2010,Worcester - MA USA
"Worcester, MA",NPOPCHG_,3703.00,2011,Worcester - MA USA
"Worcester, MA",NPOPCHG_,2940.00,2012,Worcester - MA USA
"Worcester, MA",NPOPCHG_,3947.00,2013,Worcester - MA USA
"Worcester, MA",NPOPCHG_,4713.00,2014,Worcester - MA USA
"Worcester, MA",NPOPCHG_,2739.00,2015,Worcester - MA USA
"Worcester, MA",NPOPCHG_,2001.00,2016,Worcester - MA USA
"Worcester, MA",NPOPCHG_,5199.00,2017,Worcester - MA USA
"Worcester, MA",NPOPCHG_,2998.00,2018,Worcester - MA USA
"Worcester, MA",NPOPCHG_,683.00,2019,Worcester - MA USA
"Worcester, MA",NPOPCHG_,-115.00,2020,Worcester - MA USA
"Worcester, MA",BIRTHS,2263.00,2010,Worcester - MA USA
"Worcester, MA",BIRTHS,8805.00,2011,Worcester - MA USA
"Worcester, MA",BIRTHS,8714.00,2012,Worcester - MA USA
"Worcester, MA",BIRTHS,8582.00,2013,Worcester - MA USA
"Worcester, MA",BIRTHS,8713.00,2014,Worcester - MA USA
"Worcester, MA",BIRTHS,8450.00,2015,Worcester - MA USA
"Worcester, MA",BIRTHS,8687.00,2016,Worcester - MA USA
"Worcester, MA",BIRTHS,8585.00,2017,Worcester - MA USA
"Worcester, MA",BIRTHS,8560.00,2018,Worcester - MA USA
"Worcester, MA",BIRTHS,8257.00,2019,Worcester - MA USA
"Worcester, MA",DEATHS,1484.00,2010,Worcester - MA USA
"Worcester, MA",DEATHS,6599.00,2011,Worcester - MA USA
"Worcester, MA",DEATHS,6492.00,2012,Worcester - MA USA
"Worcester, MA",DEATHS,6780.00,2013,Worcester - MA USA
"Worcester, MA",DEATHS,6725.00,2014,Worcester - MA USA
"Worcester, MA",DEATHS,7213.00,2015,Worcester - MA USA
"Worcester, MA",DEATHS,7022.00,2016,Worcester - MA USA
"Worcester, MA",DEATHS,7256.00,2017,Worcester - MA USA
"Worcester, MA",DEATHS,7532.00,2018,Worcester - MA USA
"Worcester, MA",DEATHS,7441.00,2019,Worcester - MA USA
"Worcester, MA",NATURALCHG,779.00,2010,Worcester - MA USA
"Worcester, MA",NATURALCHG,2206.00,2011,Worcester - MA USA
"Worcester, MA",NATURALCHG,2222.00,2012,Worcester - MA USA
"Worcester, MA",NATURALCHG,1802.00,2013,Worcester - MA USA
"Worcester, MA",NATURALCHG,1988.00,2014,Worcester - MA USA
"Worcester, MA",NATURALCHG,1237.00,2015,Worcester - MA USA
"Worcester, MA",NATURALCHG,1665.00,2016,Worcester - MA USA
"Worcester, MA",NATURALCHG,1329.00,2017,Worcester - MA USA
"Worcester, MA",NATURALCHG,1028.00,2018,Worcester - MA USA
"Worcester, MA",NATURALCHG,816.00,2019,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,788.00,2010,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,3151.00,2011,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,3581.00,2012,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,3384.00,2013,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,4153.00,2014,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,3728.00,2015,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,3898.00,2016,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,4414.00,2017,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,3899.00,2018,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,2142.00,2019,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,487.00,2010,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-1636.00,2011,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-2805.00,2012,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-1149.00,2013,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-1288.00,2014,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-2174.00,2015,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-3557.00,2016,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-510.00,2017,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-1922.00,2018,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-2300.00,2019,Worcester - MA USA
"Worcester, MA",NETMIG,1275.00,2010,Worcester - MA USA
"Worcester, MA",NETMIG,1515.00,2011,Worcester - MA USA
"Worcester, MA",NETMIG,776.00,2012,Worcester - MA USA
"Worcester, MA",NETMIG,2235.00,2013,Worcester - MA USA
"Worcester, MA",NETMIG,2865.00,2014,Worcester - MA USA
"Worcester, MA",NETMIG,1554.00,2015,Worcester - MA USA
"Worcester, MA",NETMIG,341.00,2016,Worcester - MA USA
"Worcester, MA",NETMIG,3904.00,2017,Worcester - MA USA
"Worcester, MA",NETMIG,1977.00,2018,Worcester - MA USA
"Worcester, MA",NETMIG,-158.00,2019,Worcester - MA USA
"Worcester, MA",GQESTIMATESBASE,27045.00,2010,Worcester - MA USA
"Worcester, MA",GQESTIMATES,27892.00,2010,Worcester - MA USA
"Worcester, MA",GQESTIMATES,28395.00,2011,Worcester - MA USA
"Worcester, MA",GQESTIMATES,28048.00,2012,Worcester - MA USA
"Worcester, MA",GQESTIMATES,28113.00,2013,Worcester - MA USA
"Worcester, MA",GQESTIMATES,28810.00,2014,Worcester - MA USA
"Worcester, MA",GQESTIMATES,28815.00,2015,Worcester - MA USA
"Worcester, MA",GQESTIMATES,28511.00,2016,Worcester - MA USA
"Worcester, MA",GQESTIMATES,28353.00,2017,Worcester - MA USA
"Worcester, MA",GQESTIMATES,28151.00,2018,Worcester - MA USA
"Worcester, MA",GQESTIMATES,27804.00,2019,Worcester - MA USA
"Worcester, MA",ESTIMATESBASE,750011.00,2000,Worcester - MA USA
"Worcester, MA",POPESTIMATE,752618.00,2000,Worcester - MA USA
"Worcester, MA",POPESTIMATE,762879.00,2001,Worcester - MA USA
"Worcester, MA",POPESTIMATE,771400.00,2002,Worcester - MA USA
"Worcester, MA",POPESTIMATE,778564.00,2003,Worcester - MA USA
"Worcester, MA",POPESTIMATE,783124.00,2004,Worcester - MA USA
"Worcester, MA",POPESTIMATE,787618.00,2005,Worcester - MA USA
"Worcester, MA",POPESTIMATE,792631.00,2006,Worcester - MA USA
"Worcester, MA",POPESTIMATE,796549.00,2007,Worcester - MA USA
"Worcester, MA",POPESTIMATE,800130.00,2008,Worcester - MA USA
"Worcester, MA",POPESTIMATE,804280.00,2009,Worcester - MA USA
"Worcester, MA",NPOPCHG_,2607.00,2000,Worcester - MA USA
"Worcester, MA",NPOPCHG_,10261.00,2001,Worcester - MA USA
"Worcester, MA",NPOPCHG_,8521.00,2002,Worcester - MA USA
"Worcester, MA",NPOPCHG_,7164.00,2003,Worcester - MA USA
"Worcester, MA",NPOPCHG_,4560.00,2004,Worcester - MA USA
"Worcester, MA",NPOPCHG_,4494.00,2005,Worcester - MA USA
"Worcester, MA",NPOPCHG_,5013.00,2006,Worcester - MA USA
"Worcester, MA",NPOPCHG_,3918.00,2007,Worcester - MA USA
"Worcester, MA",NPOPCHG_,3581.00,2008,Worcester - MA USA
"Worcester, MA",NPOPCHG_,4150.00,2009,Worcester - MA USA
"Worcester, MA",BIRTHS,2517.00,2000,Worcester - MA USA
"Worcester, MA",BIRTHS,10182.00,2001,Worcester - MA USA
"Worcester, MA",BIRTHS,10070.00,2002,Worcester - MA USA
"Worcester, MA",BIRTHS,10053.00,2003,Worcester - MA USA
"Worcester, MA",BIRTHS,10070.00,2004,Worcester - MA USA
"Worcester, MA",BIRTHS,9821.00,2005,Worcester - MA USA
"Worcester, MA",BIRTHS,9858.00,2006,Worcester - MA USA
"Worcester, MA",BIRTHS,10022.00,2007,Worcester - MA USA
"Worcester, MA",BIRTHS,9730.00,2008,Worcester - MA USA
"Worcester, MA",BIRTHS,9350.00,2009,Worcester - MA USA
"Worcester, MA",DEATHS,1583.00,2000,Worcester - MA USA
"Worcester, MA",DEATHS,6842.00,2001,Worcester - MA USA
"Worcester, MA",DEATHS,6874.00,2002,Worcester - MA USA
"Worcester, MA",DEATHS,6815.00,2003,Worcester - MA USA
"Worcester, MA",DEATHS,6713.00,2004,Worcester - MA USA
"Worcester, MA",DEATHS,6843.00,2005,Worcester - MA USA
"Worcester, MA",DEATHS,6619.00,2006,Worcester - MA USA
"Worcester, MA",DEATHS,6475.00,2007,Worcester - MA USA
"Worcester, MA",DEATHS,6671.00,2008,Worcester - MA USA
"Worcester, MA",DEATHS,6883.00,2009,Worcester - MA USA
"Worcester, MA",NATURALCHG,934.00,2000,Worcester - MA USA
"Worcester, MA",NATURALCHG,3340.00,2001,Worcester - MA USA
"Worcester, MA",NATURALCHG,3196.00,2002,Worcester - MA USA
"Worcester, MA",NATURALCHG,3238.00,2003,Worcester - MA USA
"Worcester, MA",NATURALCHG,3357.00,2004,Worcester - MA USA
"Worcester, MA",NATURALCHG,2978.00,2005,Worcester - MA USA
"Worcester, MA",NATURALCHG,3239.00,2006,Worcester - MA USA
"Worcester, MA",NATURALCHG,3547.00,2007,Worcester - MA USA
"Worcester, MA",NATURALCHG,3059.00,2008,Worcester - MA USA
"Worcester, MA",NATURALCHG,2467.00,2009,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,682.00,2000,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,2651.00,2001,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,2529.00,2002,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,2232.00,2003,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,2155.00,2004,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,2265.00,2005,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,2614.00,2006,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,2328.00,2007,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,2329.00,2008,Worcester - MA USA
"Worcester, MA",INTERNATIONALMIG,2029.00,2009,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,979.00,2000,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,2953.00,2001,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,1682.00,2002,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,595.00,2003,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-2139.00,2004,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-1879.00,2005,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-1875.00,2006,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-3076.00,2007,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-2965.00,2008,Worcester - MA USA
"Worcester, MA",DOMESTICMIG,-297.00,2009,Worcester - MA USA
"Worcester, MA",NETMIG,1661.00,2000,Worcester - MA USA
"Worcester, MA",NETMIG,5604.00,2001,Worcester - MA USA
"Worcester, MA",NETMIG,4211.00,2002,Worcester - MA USA
"Worcester, MA",NETMIG,2827.00,2003,Worcester - MA USA
"Worcester, MA",NETMIG,16.00,2004,Worcester - MA USA
"Worcester, MA",NETMIG,386.00,2005,Worcester - MA USA
"Worcester, MA",NETMIG,739.00,2006,Worcester - MA USA
"Worcester, MA",NETMIG,-748.00,2007,Worcester - MA USA
"Worcester, MA",NETMIG,-636.00,2008,Worcester - MA USA
"Worcester, MA",NETMIG,1732.00,2009,Worcester - MA USA
"Worcester, MA",GQESTIMATESBASE,24188.00,2000,Worcester - MA USA
"Worcester, MA",GQESTIMATES,24194.00,2000,Worcester - MA USA
"Worcester, MA",GQESTIMATES,23813.00,2001,Worcester - MA USA
"Worcester, MA",GQESTIMATES,24189.00,2002,Worcester - MA USA
"Worcester, MA",GQESTIMATES,24816.00,2003,Worcester - MA USA
"Worcester, MA",GQESTIMATES,25518.00,2004,Worcester - MA USA
"Worcester, MA",GQESTIMATES,25775.00,2005,Worcester - MA USA
"Worcester, MA",GQESTIMATES,26338.00,2006,Worcester - MA USA
"Worcester, MA",GQESTIMATES,26524.00,2007,Worcester - MA USA
"Worcester, MA",GQESTIMATES,26611.00,2008,Worcester - MA USA
"Worcester, MA",GQESTIMATES,27329.00,2009,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,0.39,2001,Worcester - MA USA
"Miami-Fort Lauderdale-West Palm Beach, FL",pct_international_mig_,3.37,2024,Miami - FL USA
"Worcester, MA",pct_births_,1.35,2001,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.91,2001,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.44,2001,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,1.36,2001,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.97,2001,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-1.01,2001,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.92,2001,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,0.22,2002,Worcester - MA USA
"Miami-Fort Lauderdale-West Palm Beach, FL",pct_international_mig_,2.86,2023,Miami - FL USA
"Worcester, MA",pct_births_,1.32,2002,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.90,2002,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.42,2002,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,1.12,2002,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.90,2002,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.79,2002,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.70,2002,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,0.08,2003,Worcester - MA USA
"Orlando-Kissimmee-Sanford, FL",pct_international_mig_,2.33,2024,Orlando - FL USA
"Worcester, MA",pct_births_,1.30,2003,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.88,2003,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.42,2003,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.93,2003,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.85,2003,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.64,2003,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.51,2003,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.27,2004,Worcester - MA USA
"San Jose-Sunnyvale-Santa Clara, CA",pct_international_mig_,2.28,2024,San Jose - CA USA
"Worcester, MA",pct_births_,1.29,2004,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.86,2004,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.43,2004,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.59,2004,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.86,2004,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.31,2004,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.15,2004,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.24,2005,Worcester - MA USA
"Miami-Fort Lauderdale-West Palm Beach, FL",pct_international_mig_,2.22,2022,Miami - FL USA
"Worcester, MA",pct_births_,1.25,2005,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.87,2005,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.38,2005,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.57,2005,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.81,2005,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.28,2005,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.19,2005,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.24,2006,Worcester - MA USA
"Orlando-Kissimmee-Sanford, FL",pct_international_mig_,2.01,2023,Orlando - FL USA
"Worcester, MA",pct_births_,1.25,2006,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.84,2006,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.41,2006,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.64,2006,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.87,2006,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.30,2006,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.23,2006,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.39,2007,Worcester - MA USA
"San Jose-Sunnyvale-Santa Clara, CA",pct_international_mig_,1.88,2023,San Jose - CA USA
"Worcester, MA",pct_births_,1.26,2007,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.82,2007,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.45,2007,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.49,2007,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.88,2007,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.20,2007,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.05,2007,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.37,2008,Worcester - MA USA
"Houston-Pasadena-The Woodlands, TX",pct_international_mig_,1.69,2024,Houston - TX USA
"Worcester, MA",pct_births_,1.22,2008,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.84,2008,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.38,2008,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.45,2008,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.82,2008,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.16,2008,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.07,2008,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.04,2009,Worcester - MA USA
"Seattle-Tacoma-Bellevue, WA",pct_international_mig_,1.57,2024,Seattle - WA USA
"Worcester, MA",pct_births_,1.17,2009,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.86,2009,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.31,2009,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.52,2009,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.56,2009,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.27,2009,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.21,2009,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,0.06,2010,Worcester - MA USA
"San Jose-Sunnyvale-Santa Clara, CA",pct_international_mig_,1.56,2022,San Jose - CA USA
"Worcester, MA",pct_births_,0.28,2010,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.18,2010,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.10,2010,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,-0.48,2010,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,0.54,2010,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,0.58,2010,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,0.58,2010,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.20,2011,Worcester - MA USA
"Cape Coral-Fort Myers, FL",pct_international_mig_,1.55,2024,Fort Myers - FL USA
"Worcester, MA",pct_births_,1.10,2011,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.82,2011,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.28,2011,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.46,2011,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.67,2011,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.07,2011,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.19,2011,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.35,2012,Worcester - MA USA
"Orlando-Kissimmee-Sanford, FL",pct_international_mig_,1.53,2022,Orlando - FL USA
"Worcester, MA",pct_births_,1.08,2012,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.81,2012,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.28,2012,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.37,2012,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.71,2012,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,0.08,2012,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.09,2012,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.14,2013,Worcester - MA USA
"Salt Lake City-Murray, UT",pct_international_mig_,1.49,2024,Salt Lake City - UT USA
"Worcester, MA",pct_births_,1.06,2013,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.84,2013,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.22,2013,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.49,2013,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.63,2013,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.07,2013,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.27,2013,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.16,2014,Worcester - MA USA
"San Francisco-Oakland-Fremont, CA",pct_international_mig_,1.47,2024,San Francisco - CA USA
"Worcester, MA",pct_births_,1.07,2014,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.83,2014,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.25,2014,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.58,2014,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.74,2014,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.07,2014,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.34,2014,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.27,2015,Worcester - MA USA
"New York-Newark-Jersey City, NY-NJ",pct_international_mig_,1.46,2024,New York - NY USA
"Worcester, MA",pct_births_,1.04,2015,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.88,2015,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.15,2015,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.34,2015,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.60,2015,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,0.12,2015,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.18,2015,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.43,2016,Worcester - MA USA
"Miami-Fort Lauderdale-West Palm Beach, FL",pct_international_mig_,1.43,2017,Miami - FL USA
"Worcester, MA",pct_births_,1.06,2016,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.86,2016,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.20,2016,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.24,2016,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.68,2016,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,0.23,2016,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.04,2016,Worcester - MA USA
"Worcester, MA",pct_domestic_mig_,-0.06,2017,Worcester - MA USA
"Houston-Pasadena-The Woodlands, TX",pct_international_mig_,1.43,2023,Houston - TX USA
"Worcester, MA",pct_births_,1.05,2017,Worcester - MA USA
"Worcester, MA",pct_deaths_,0.88,2017,Worcester - MA USA
"Worcester, MA",pct_natural_inc_,0.16,2017,Worcester - MA USA
"Worcester, MA",pct_pop_increase_,0.63,2017,Worcester - MA USA
"Worcester, MA",contrib_domestic_mig_,-0.70,2017,Worcester - MA USA
"Worcester, MA",contrib_international_mig_,-0.10,2017,Worcester - MA USA
"Worcester, MA",contrib_natural_chg_,-0.47,2017,Worcester - MA USA
