msa,rdi_positive_count,rent_growth_sum
Binghamton - NY,3,0.0018340997863560999
Binghamton - NY,2,0.00209961202926934
Binghamton - NY,2,-0.0009763270150869998
Binghamton - NY,2,-0.00271022371016442
Binghamton - NY,2,-0.00410830355249344
Binghamton - NY,2,-0.00806256774812934
Binghamton - NY,2,-0.009225972741842258
Binghamton - NY,1,-0.009064571186900119
Binghamton - NY,0,-0.01103621926158664
Binghamton - NY,0,-0.01240142639726398
Binghamton - NY,0,-0.0126222504302859
Binghamton - NY,0,-0.01842600852251048
Binghamton - NY,1,-0.01967258937656874
Binghamton - NY,1,-0.0090762516483664
Birmingham - AL,1,-0.0006441579665987997
Birmingham - AL,2,-0.006639459403231659
Birmingham - AL,2,-0.006815609568729919
Birmingham - AL,2,-0.0012287863064556997
Birmingham - AL,2,-0.00292796273715792
Birmingham - AL,2,-0.00413187043741344
Birmingham - AL,1,-0.00410560332238674
Birmingham - AL,2,-0.00418233666568994
Birmingham - AL,1,-0.0002962652593850999
Birmingham - AL,2,0.0028543923050165197
Birmingham - AL,2,0.00454067401587962
Birmingham - AL,2,0.007012941129505621
Birmingham - AL,1,0.004801671020686621
Birmingham - AL,1,-0.0030249575152993
Bloomington - IL,3,-0.00283219275297594
Bloomington - IL,3,3.485576016830014e-05
Bloomington - IL,2,0.0016092483769171
Bloomington - IL,2,-0.00190519291209056
Bloomington - IL,3,-0.00537898234324528
Bloomington - IL,3,-0.009415154997259359
Bloomington - IL,2,-0.0104071358218789
Bloomington - IL,3,-0.01807033754885194
Bloomington - IL,4,-0.016585971042513817
Bloomington - IL,3,-0.01590440440922972
Bloomington - IL,2,-0.01026794221252202
Bloomington - IL,2,-2.9843300581021416e-05
Bloomington - IL,1,0.009686660580336999
Bloomington - IL,1,0.02377681415528054
Bloomington - IN,1,-0.00201662252657112
Bloomington - IN,1,0.0008891194593161801
Bloomington - IN,2,0.0020783863496035603
Bloomington - IN,2,-0.0012000790331512402
Bloomington - IN,3,-0.006810722721274901
Bloomington - IN,3,-0.007831712148617921
Bloomington - IN,2,-0.005642171006184081
Bloomington - IN,1,-0.006522428046446279
Bloomington - IN,1,-0.00774629487423224
Bloomington - IN,1,-0.0043616812676191
Bloomington - IN,1,-0.00290451832115646
Bloomington - IN,1,-0.013819022662937561
Bloomington - IN,1,-0.0108733551576733
Bloomington - IN,1,-0.004868365637958
Boise - ID,5,0.0018280626740306595
Boise - ID,4,-0.00228186449967322
Boise - ID,4,-0.00483246087096628
Boise - ID,4,-0.0036424098070710815
Boise - ID,4,0.0037750384304672396
Boise - ID,3,0.0016418580897152404
Boise - ID,4,0.00484948512166736
Boise - ID,3,0.00689471494406458
Boise - ID,2,0.00795456431806086
Boise - ID,1,0.00797988846898076
Boise - ID,1,0.01582867652177808
Boise - ID,0,0.015842087008059058
Boise - ID,0,0.007124821655452321
Boise - ID,0,-0.0050609601661562205
Boston - MA,1,-0.0014018574263900605
Boston - MA,1,0.00457805744372306
Boston - MA,0,0.00386972851119934
Boston - MA,0,0.0026713272091001
Boston - MA,0,0.0058944968041032
Boston - MA,0,0.0065228511579334195
Boston - MA,1,0.0035202777013182197
Boston - MA,1,0.0035326903685927004
Boston - MA,1,0.0036684151738881803
Boston - MA,1,0.0031914900988340004
Boston - MA,1,-0.01439457908272746
Boston - MA,0,-0.007687483914196519
Boston - MA,0,-0.00838446076959372
Boston - MA,0,-0.00833676028996706
Boulder - CO,1,-0.0007729463744908201
Boulder - CO,1,0.00439749066717924
Boulder - CO,1,0.0058378320652991405
Boulder - CO,2,0.00923364204354582
Boulder - CO,3,0.01081009139306838
Boulder - CO,3,0.01516004623845212
Boulder - CO,4,0.009130022674798921
Boulder - CO,4,0.010264282673597299
Boulder - CO,3,0.00862558726221318
Boulder - CO,2,0.0037195252254605196
Boulder - CO,3,-0.0051843313500285
Boulder - CO,3,0.00324851889163262
Boulder - CO,2,-0.0035978620871900597
Boulder - CO,2,-0.01132407775148738
Bremerton - WA,4,0.006501277023926361
Bremerton - WA,4,0.0017991667147725994
Bremerton - WA,4,-0.0016352219972759405
Bremerton - WA,4,-0.00236219135113058
Bremerton - WA,4,0.00555728222243488
Bremerton - WA,5,0.012949502002447839
Bremerton - WA,5,0.018473538942635037
Bremerton - WA,4,0.024497325159609302
Bremerton - WA,3,0.031034326553344697
Bremerton - WA,2,0.02969785071909426
Bremerton - WA,2,0.01974429376423362
Bremerton - WA,2,0.02324349191039812
Bremerton - WA,2,0.0032629484310747582
Bremerton - WA,2,-0.005880821496248101
Brownsville-Harlingen - TX,4,0.0010087308473885
Brownsville-Harlingen - TX,4,0.00036354623734952
Brownsville-Harlingen - TX,4,-0.0034804321825503996
Brownsville-Harlingen - TX,4,-0.0053731687366962
Brownsville-Harlingen - TX,4,-0.0072963063139468
Brownsville-Harlingen - TX,3,-0.00951762734912332
Brownsville-Harlingen - TX,3,-0.01262507294304666
Brownsville-Harlingen - TX,2,-0.013674719305708979
Brownsville-Harlingen - TX,1,-0.0157524474430829
Brownsville-Harlingen - TX,0,-0.01377481892704962
Brownsville-Harlingen - TX,0,-0.0127666791900992
Brownsville-Harlingen - TX,0,-0.01039117965847248
Brownsville-Harlingen - TX,0,-0.0022526791319250603
Brownsville-Harlingen - TX,0,0.0044998129829764795
Buffalo - NY,0,0.0016419865656644398
Buffalo - NY,0,0.0028819798957556804
Buffalo - NY,0,0.0012301325332373801
Buffalo - NY,0,0.0007435556035489202
Buffalo - NY,1,-0.0012857696507125801
Buffalo - NY,1,-0.00484276255592698
Buffalo - NY,1,-0.007115045934915501
Buffalo - NY,1,-0.006755183264613119
Buffalo - NY,1,-0.00787949133664366
Buffalo - NY,0,-0.00858735144138332
Buffalo - NY,0,-0.006641269102692579
Buffalo - NY,0,-0.01244040559977288
Buffalo - NY,0,-0.012954477034509118
Buffalo - NY,0,-0.008445778675377321
Canton - OH,3,-0.0025468930834904
Canton - OH,3,2.6543391868801695e-06
Canton - OH,2,-0.0008314439328387001
Canton - OH,1,-0.00299892325419928
Canton - OH,1,-0.004289804887957839
Canton - OH,1,-0.0038062551058828603
Canton - OH,1,-0.0068896082229912
Canton - OH,1,-0.00579323163256046
Canton - OH,1,-0.006095236632972919
Canton - OH,0,-0.00744468802586192
Canton - OH,0,-0.00735934907570474
Canton - OH,0,-0.01203969512134782
Canton - OH,0,-0.00880532842129462
Canton - OH,0,-0.004304338805377439
Cedar Rapids - IA,1,-0.0028629327720409202
Cedar Rapids - IA,0,-0.0004624055294698004
Cedar Rapids - IA,1,-0.0011040901361411201
Cedar Rapids - IA,1,-0.00304794549629146
Cedar Rapids - IA,2,-0.0070118570296471795
Cedar Rapids - IA,2,-0.00702411597594616
Cedar Rapids - IA,3,-0.00792636554688214
Cedar Rapids - IA,2,-0.0079311231151223
Cedar Rapids - IA,2,-0.007503533735871299
Cedar Rapids - IA,2,-0.0071110337972640995
Cedar Rapids - IA,2,-0.0071692582219838805
Cedar Rapids - IA,1,-0.0163079874590039
Cedar Rapids - IA,2,-0.01911311876028774
Cedar Rapids - IA,2,-0.02075003143399952
Champaign-Urbana - IL,2,-0.0031252792570739796
Champaign-Urbana - IL,2,-0.0002374037634580998
Champaign-Urbana - IL,1,-0.0002954385709016998
Champaign-Urbana - IL,1,-0.00205343640409404
Champaign-Urbana - IL,1,-0.0034286012407391798
Champaign-Urbana - IL,2,-0.00482810931280252
Champaign-Urbana - IL,2,-0.00819955030456184
Champaign-Urbana - IL,2,-0.010162298846989859
Champaign-Urbana - IL,2,-0.00984798511490224
Champaign-Urbana - IL,2,-0.012569223623722762
Champaign-Urbana - IL,1,-0.01292564691975708
Champaign-Urbana - IL,2,-0.01654967404901976
Champaign-Urbana - IL,2,-0.013198693096637681
Champaign-Urbana - IL,2,-0.007543579116463662
Charleston - SC,0,8.483463898319338e-06
Charleston - SC,1,-0.0035919771064072807
Charleston - SC,2,-0.002890074299648421
Charleston - SC,2,0.0035065855365246203
Charleston - SC,2,0.0074351269286125395
Charleston - SC,2,0.008495197165757359
Charleston - SC,2,0.006795724667608699
Charleston - SC,1,0.00318779721856116
Charleston - SC,1,0.0012631291523575797
Charleston - SC,1,-0.0014706501737237001
Charleston - SC,1,-0.004923685826361141
Charleston - SC,0,0.00554328039288518
Charleston - SC,0,0.01341093126684422
Charleston - SC,0,0.013160369545221262
Charlotte - NC,2,-0.01798856887035068
Charlotte - NC,3,-0.014597500720992682
Charlotte - NC,3,-0.011865685367956742
Charlotte - NC,3,-0.0061739860568195805
Charlotte - NC,3,0.0015293722506612
Charlotte - NC,3,0.008459404576569721
Charlotte - NC,3,0.0076342480257152595
Charlotte - NC,2,0.0038163093850015796
Charlotte - NC,1,0.00529875345528118
Charlotte - NC,1,0.0067866235971450195
Charlotte - NC,1,0.0029253158718347202
Charlotte - NC,0,0.01432404648512596
Charlotte - NC,0,0.014960754849016622
Charlotte - NC,0,0.004814681783318479
Chattanooga - TN,1,0.00044490261934700023
Chattanooga - TN,1,-0.00501727587543426
Chattanooga - TN,2,-0.0036236105021089197
Chattanooga - TN,3,0.00066245743073524
Chattanooga - TN,3,0.00143193402327594
Chattanooga - TN,3,0.00053905481472608
Chattanooga - TN,2,9.290669113395998e-05
Chattanooga - TN,2,-0.00134605634957552
Chattanooga - TN,1,7.890313863752e-05
Chattanooga - TN,1,-0.0012745209038257598
Chattanooga - TN,1,0.00219929330050946
Chattanooga - TN,1,0.007330292277038119
Chattanooga - TN,0,0.0101567240431905
Chattanooga - TN,0,0.0035410206764936794
Chicago - IL,4,0.013210295932367439
Chicago - IL,3,0.01215808331035078
Chicago - IL,2,0.007114894455298761
Chicago - IL,1,0.0038175971712916994
Chicago - IL,1,0.0029936452861874996
Chicago - IL,1,0.0029522628523409
Chicago - IL,1,0.00022998508065936
Chicago - IL,1,-0.0021445771679282203
Chicago - IL,1,-0.0021890439093113
Chicago - IL,0,-0.00427429676055908
Chicago - IL,0,-0.01433923337608572
Chicago - IL,0,-0.01375165395438668
Chicago - IL,0,-0.01207341551780696
Chicago - IL,0,-0.00974557325243946
Chico - CA,3,0.0020266533363610785
Chico - CA,3,-0.0020837229210883003
Chico - CA,3,-0.00516997058875856
Chico - CA,3,-0.0044451104942709
Chico - CA,4,0.0012028412427753
Chico - CA,4,0.00121768182143566
Chico - CA,3,0.00385128390043972
Chico - CA,2,0.00473089199513194
Chico - CA,1,0.00676108524203298
Chico - CA,1,0.00669947080314158
Chico - CA,1,0.00621524788439274
Chico - CA,1,-0.007483195699751359
Chico - CA,1,-0.008552076853811699
Chico - CA,1,-0.008751792646944478
Cincinnati - OH,1,-0.0030916584189980604
Cincinnati - OH,1,0.0015473216306418802
Cincinnati - OH,2,0.00393655593506994
Cincinnati - OH,2,0.00353377941064536
Cincinnati - OH,3,0.0006191351916641
Cincinnati - OH,3,0.00072966376319524
Cincinnati - OH,3,0.0006970912218093399
Cincinnati - OH,2,0.00016948916018008
Cincinnati - OH,2,9.493846446275998e-05
Cincinnati - OH,1,0.00085321702063082
Cincinnati - OH,1,0.00013331361114982
Cincinnati - OH,1,-0.0013546666130423198
Cincinnati - OH,1,0.0021853206679225004
Cincinnati - OH,0,0.00404824297875164
Clarksville - TN,1,1.6578892245899814e-05
Clarksville - TN,2,-0.005840152921155059
Clarksville - TN,3,-0.006231631012633419
Clarksville - TN,2,-0.00263480232097204
Clarksville - TN,2,-0.005336786666885
Clarksville - TN,2,-0.011362823285162398
Clarksville - TN,1,-0.01493160687386986
Clarksville - TN,1,-0.009577296301722498
Clarksville - TN,1,-0.00720958057790994
Clarksville - TN,1,-0.0011891113594174585
Clarksville - TN,1,0.00585108632221812
Clarksville - TN,1,0.0107776822522282
Clarksville - TN,0,0.001895798556506599
Clarksville - TN,1,-0.0006660675629973801
Cleveland - OH,2,-0.0054445248330011594
Cleveland - OH,1,-0.0021000840933993203
Cleveland - OH,0,0.00017881195526573977
Cleveland - OH,0,-0.0006140277953818002
Cleveland - OH,1,-0.00400920652318742
Cleveland - OH,1,-0.00254228571429846
Cleveland - OH,1,-0.003981535695493201
Cleveland - OH,1,-0.0056229796260595
Cleveland - OH,1,-0.005196581222116901
Cleveland - OH,0,-0.004385770112276041
Cleveland - OH,0,-0.006540407240390742
Cleveland - OH,0,-0.00888646673411128
Cleveland - OH,0,-0.006975323520600779
Cleveland - OH,0,-0.0061603436246514594
College Station-Bryan - TX,4,0.0017486536875366797
College Station-Bryan - TX,3,0.00042231613770126006
College Station-Bryan - TX,2,-0.00184018807485698
College Station-Bryan - TX,2,-0.00300787026062604
College Station-Bryan - TX,2,0.0006435344927013198
College Station-Bryan - TX,3,0.00335427941754462
College Station-Bryan - TX,4,0.0024950228631496403
College Station-Bryan - TX,4,-0.00482909958809614
College Station-Bryan - TX,3,-0.0071130745112896005
College Station-Bryan - TX,3,-0.01345380395650864
College Station-Bryan - TX,3,-0.019126874580979322
College Station-Bryan - TX,2,-0.023278964497148964
College Station-Bryan - TX,3,-0.015220375545322882
College Station-Bryan - TX,3,-0.005834996141493322
Colorado Springs - CO,4,-0.0018763909582048398
Colorado Springs - CO,4,0.00321153611876072
Colorado Springs - CO,4,0.0042283902410417806
Colorado Springs - CO,5,0.00782338357530532
Colorado Springs - CO,5,0.0119256602134555
Colorado Springs - CO,5,0.015530865732580359
Colorado Springs - CO,5,0.020327144674956738
Colorado Springs - CO,4,0.021564505808055343
Colorado Springs - CO,3,0.02144268974661822
Colorado Springs - CO,3,0.022919118031859344
Colorado Springs - CO,2,0.020117156952619498
Colorado Springs - CO,2,0.014844506420195042
Colorado Springs - CO,3,0.010243647731840581
Colorado Springs - CO,4,0.00018402356654404205
Columbia - MO,3,-0.0018168730195611198
Columbia - MO,2,0.0008089279290289201
Columbia - MO,1,0.0026639995630830604
Columbia - MO,1,0.0004962013568729201
Columbia - MO,0,-0.00233854283578692
Columbia - MO,1,-0.004499212186783541
Columbia - MO,2,-0.008735166909173139
Columbia - MO,2,-0.010630998248234378
Columbia - MO,3,-0.015856629703193882
Columbia - MO,3,-0.0140442601405084
Columbia - MO,3,-0.01393225593492386
Columbia - MO,2,-0.0109010976273566
Columbia - MO,2,-0.0019135905895381806
Columbia - MO,2,0.012666671536862878
Columbia - SC,0,-0.0009597362484782598
Columbia - SC,1,-0.00487809949554502
Columbia - SC,1,-0.0030961113516241603
Columbia - SC,2,0.0037739941384642996
Columbia - SC,2,0.004304422950372059
Columbia - SC,2,0.004935071896761599
Columbia - SC,1,0.0051384085789322395
Columbia - SC,1,0.0017865832895040395
Columbia - SC,0,-5.664322525262022e-05
Columbia - SC,1,0.00337713602930308
Columbia - SC,1,0.005976757220923919
Columbia - SC,1,0.00895796231925488
Columbia - SC,2,0.010559706576168539
Columbia - SC,2,0.012483513168990597
Columbus - GA,0,0.0003376096021383803
Columbus - GA,0,-0.00510716340504586
Columbus - GA,0,-0.00462920940481126
Columbus - GA,0,-0.0025388037320226197
Columbus - GA,0,-0.00408555096946656
Columbus - GA,0,-0.007440742384642341
Columbus - GA,0,-0.0136847523972392
Columbus - GA,0,-0.01375239472836256
Columbus - GA,1,-0.010196896828711059
Columbus - GA,1,-0.00619313139468434
Columbus - GA,1,-0.0018442714586854203
Columbus - GA,1,0.0008492397144436593
Columbus - GA,1,0.0026964040473103396
Columbus - GA,0,0.00576325524598358
Columbus - OH,2,0.00495509249158202
Columbus - OH,1,0.008740503666922401
Columbus - OH,1,0.00934287454001602
Columbus - OH,2,0.006106693251058441
Columbus - OH,3,0.00010330579243598001
Columbus - OH,3,0.0001627977006137201
Columbus - OH,3,0.0013708261772990202
Columbus - OH,3,0.00236388463526962
Columbus - OH,2,0.00210360810160634
Columbus - OH,1,0.00284747369587418
Columbus - OH,1,0.0029387414455413602
Columbus - OH,1,-0.0013851648196578001
Columbus - OH,0,-0.00161957573145626
Columbus - OH,0,-0.0003827238455414798
Corpus Christi - TX,1,0.0021402341546490804
Corpus Christi - TX,1,0.0019398633623495798
Corpus Christi - TX,0,0.0028420552844181796
Corpus Christi - TX,1,0.007943519228138041
Corpus Christi - TX,2,0.01108806955162434
Corpus Christi - TX,2,0.01129475822672246
Corpus Christi - TX,3,0.0038876911625266007
Corpus Christi - TX,4,-0.002624916099011879
Corpus Christi - TX,4,-0.01095444895327088
Corpus Christi - TX,3,-0.01190441362559794
Corpus Christi - TX,3,-0.01162183731794356
Corpus Christi - TX,3,-0.007761806435883039
Corpus Christi - TX,2,-0.009935146756470201
Corpus Christi - TX,1,-0.01077676191926002
Dallas-Fort Worth - TX,3,-0.0008399840444325995
Dallas-Fort Worth - TX,3,0.0038253993727266995
Dallas-Fort Worth - TX,3,0.00660285810008644
Dallas-Fort Worth - TX,4,0.006516132596880181
Dallas-Fort Worth - TX,4,0.0072745678015053005
Dallas-Fort Worth - TX,5,0.01321006054058666
Dallas-Fort Worth - TX,5,0.012822588719427541
Dallas-Fort Worth - TX,4,0.010281320475041841
Dallas-Fort Worth - TX,3,0.00742217265069484
Dallas-Fort Worth - TX,3,0.00582777746021746
Dallas-Fort Worth - TX,2,-0.00210210122168062
Dallas-Fort Worth - TX,1,0.0068161239847542
Dallas-Fort Worth - TX,1,0.0062505086883903795
Dallas-Fort Worth - TX,1,0.0009537767618895812
Davenport - IA,1,-0.0013866526773199397
