Period,Geography Name,Market Effective Rent/SF,Occupancy Rate,Inventory Units,Net Delivered Units 12 Mo,Population,Market Effective Rent Growth 12 Mo,Demand Units,Absorption %
2011,Staunton-Waynesboro - VA,0.79,0.94817549,2594,0,118986.1953,0.008383038,2459.567139,0.000385
2012,Staunton-Waynesboro - VA,0.8,0.942970932,2622,28,119080.5,0.010638488,2472.469727,0.00572
2013,Staunton-Waynesboro - VA,0.81,0.953908086,2622,0,119784.6953,0.010197611,2501.146973,0.001144
2014,Staunton-Waynesboro - VA,0.82,0.949592829,2639,17,120338.3984,0.013817103,2505.975586,0.001894
2015,Staunton-Waynesboro - VA,0.83,0.913660884,3350,711,121045.7031,0.018495422,3060.763916,0.010746
2016,Staunton-Waynesboro - VA,0.86,0.968965948,3350,0,122003.1953,0.033149462,3246.035889,0.010149
2017,Staunton-Waynesboro - VA,0.89,0.973583877,3350,0,123130,0.030601937,3261.505859,0.000597
2018,Staunton-Waynesboro - VA,0.92,0.975720048,3420,70,124075.7969,0.03173741,3336.962402,-0.001754
2019,Staunton-Waynesboro - VA,0.96,0.967063129,3564,144,124859.8047,0.041598264,3446.612793,0.00028
2020,Staunton-Waynesboro - VA,0.99,0.970780969,3564,0,125752.5,0.034146063,3459.863281,-0.008698
2021,Staunton-Waynesboro - VA,1.02,0.987211108,3564,0,126176,0.028482188,3518.42041,0.003367
2022,Staunton-Waynesboro - VA,1.09,0.981162965,3583,19,126827.6016,0.067755111,3515.506836,-0.003907
2023,Staunton-Waynesboro - VA,1.15,0.98373723,3583,0,127427.1016,0.052125033,3524.730469,0.001953
2024,Staunton-Waynesboro - VA,1.21,0.98595947,3583,0,127857.1016,0.042319555,3532.692871,-0.000558
2000,Stockton - CA,1.04,0.96347183,23931,0,574262.0625,,23056.8457,0.001086
2001,Stockton - CA,1.1,0.953383863,24147,216,596118.3125,0.056937277,23021.36133,-0.004638
2002,Stockton - CA,1.09,0.938873768,24504,357,614082.5,-0.008367813,23006.16406,0.005672
2003,Stockton - CA,1.08,0.94592905,24504,0,631453.5,-0.00982275,23179.04492,-0.000408
2004,Stockton - CA,1.08,0.936088562,24823,319,646969.9375,-0.00216216,23236.52734,0.008177
2005,Stockton - CA,1.12,0.945980668,24835,12,658969.1875,0.040165175,23493.42969,0.002979
2006,Stockton - CA,1.17,0.950555921,25190,355,664707,0.042662703,23944.50391,0.000198
2007,Stockton - CA,1.2,0.9501791,25395,205,669620.1875,0.029396592,24129.79688,0.001693
2008,Stockton - CA,1.21,0.945444107,25441,46,673808.875,0.009144132,24053.04297,-0.002594
2009,Stockton - CA,1.15,0.939843476,25441,0,680710.3125,-0.053189579,23910.55664,0.001297
2010,Stockton - CA,1.16,0.945215166,25441,0,689804.625,0.012727771,24047.21875,0.000746
2011,Stockton - CA,1.18,0.934881985,25457,16,697850.5,0.011690773,23799.29102,-0.004399
2012,Stockton - CA,1.19,0.936974525,25419,-38,703795.75,0.009356069,23816.95508,0.002006
2013,Stockton - CA,1.22,0.945507348,25394,-25,709180.75,0.028151073,24010.21289,0.002205
2014,Stockton - CA,1.26,0.954048932,25383,-11,720308.5,0.032593865,24216.625,0.000275
2015,Stockton - CA,1.36,0.961184323,25383,0,732087.6875,0.080866031,24397.74219,0.00193
2016,Stockton - CA,1.46,0.96369046,25383,0,743996.1875,0.069178604,24461.35547,-0.000433
2017,Stockton - CA,1.53,0.955150068,25932,549,755442.6875,0.050672524,24768.95117,0.000231
2018,Stockton - CA,1.6,0.959531724,26314,382,765777.3125,0.041380942,25249.11914,-0.001558
2019,Stockton - CA,1.69,0.956759155,26678,364,775355.6875,0.059385426,25524.42188,0.005697
2020,Stockton - CA,1.77,0.972874701,27305,627,782482.8125,0.045237944,26564.34375,0.004577
2021,Stockton - CA,1.92,0.964275002,27913,608,789602.4375,0.085523792,26915.80859,0.000394
2022,Stockton - CA,1.94,0.940479219,28516,603,795854.9375,0.012713704,26818.70508,-0.002244
2023,Stockton - CA,1.96,0.952418268,29049,533,802133.4375,0.009899005,27666.79883,0.003408
2024,Stockton - CA,2.02,0.956190825,29089,40,808618.75,0.025247075,27814.63477,-0.000618
2000,Sumter - SC,0.65,0.912861705,1220,0,104858.5938,,1113.691284,0
2001,Sumter - SC,0.66,0.866178572,1364,144,104896.3984,0.019239381,1181.467651,0.049853
2002,Sumter - SC,0.64,0.855858505,1540,176,105417.1953,-0.029927548,1318.022095,0.05909
2003,Sumter - SC,0.64,0.892655194,1604,64,105466.6016,-0.000483344,1431.818848,0.018079
2004,Sumter - SC,0.64,0.904268503,1913,309,106185,-0.007943574,1729.865601,0.014113
2005,Sumter - SC,0.65,0.939481616,1913,0,106134.6953,0.02258046,1797.228271,0.001568
2006,Sumter - SC,0.69,0.933910668,1913,0,106060.5,0.05999776,1786.571045,-0.003136
2007,Sumter - SC,0.7,0.921741009,2165,252,106227.3047,0.019930925,1995.569336,-0.004618
2008,Sumter - SC,0.7,0.914326608,2165,0,106694.1953,-0.009948693,1979.51709,0.000461
2009,Sumter - SC,0.68,0.919489026,2165,0,107254.7031,-0.023492768,1990.693726,0.002309
2010,Sumter - SC,0.68,0.929510176,2165,0,107608.8047,0.006141081,2012.389526,0.000923
2011,Sumter - SC,0.69,0.927775502,2165,0,107484.2969,0.012090168,2008.634033,0
2012,Sumter - SC,0.71,0.926625371,2165,0,107876.8984,0.023405619,2006.143921,-0.003233
2013,Sumter - SC,0.71,0.931340337,2165,0,107693.7031,0.001117657,2016.351807,0.000923
2014,Sumter - SC,0.72,0.916915357,2441,276,107463.0938,0.020803783,2238.19043,0.004506
2015,Sumter - SC,0.75,0.930433989,2441,0,106990.7031,0.041230917,2271.189209,0
2016,Sumter - SC,0.77,0.935275972,2441,0,106644.6953,0.027920267,2283.008789,-0.001638
2017,Sumter - SC,0.8,0.95030123,2441,0,106009.5,0.031066351,2319.685303,-0.001229
2018,Sumter - SC,0.83,0.834202111,2921,480,105840.6953,0.037092,2436.704346,0.042108
2019,Sumter - SC,0.85,0.895643175,2921,0,105742.3047,0.031447783,2616.173828,0.007189
2020,Sumter - SC,0.89,0.973184705,2921,0,105311.3047,0.046647597,2842.672607,-0.002054
2021,Sumter - SC,0.96,0.972823799,2921,0,104593.2031,0.072578698,2841.618408,0.000342
2022,Sumter - SC,1.03,0.966332614,2921,0,103979.3984,0.076481022,2822.657715,-0.005477
2023,Sumter - SC,1.06,0.97523284,2921,0,104289.2031,0.031721573,2848.655029,0.003765
2024,Sumter - SC,1.1,0.974613607,2921,0,104573.0938,0.033344325,2846.846436,-0.000684
2000,Syracuse - NY,0.87,0.933246613,30154,207,650764.5,,28141.11914,0.003084
2001,Syracuse - NY,0.9,0.934166729,30274,120,651577.875,0.033907384,28280.96484,0.002213
2002,Syracuse - NY,0.91,0.936397433,30394,120,653599.8125,0.007911919,28460.86328,0.000197
2003,Syracuse - NY,0.91,0.936798036,30394,0,656026.125,0.003686635,28473.03906,0
2004,Syracuse - NY,0.92,0.936910927,30546,152,656425.1875,0.007403249,28618.88086,-0.000032
2005,Syracuse - NY,0.93,0.936998427,30546,0,655620.8125,0.017172946,28621.55273,0.000851
2006,Syracuse - NY,0.96,0.940086603,30546,0,656113.5625,0.03051435,28715.88477,0.000261
2007,Syracuse - NY,0.99,0.935433328,30546,0,657510.625,0.031439632,28573.74609,-0.001047
2008,Syracuse - NY,1,0.938183248,30706,160,659992.5,0.006830532,28807.85547,0.004526
2009,Syracuse - NY,0.97,0.945714116,30738,32,662038,-0.027454307,29069.35938,0.000845
2010,Syracuse - NY,0.99,0.947265923,30738,0,663975.875,0.016238373,29117.05859,0.000455
2011,Syracuse - NY,1,0.950597644,30738,0,664953.4375,0.010993998,29219.4707,0.000585
2012,Syracuse - NY,1.01,0.95202893,31154,416,665884.1875,0.011919078,29659.50977,0.000513
2013,Syracuse - NY,1.03,0.948026896,31296,142,667780.25,0.016478134,29669.45117,0.000639
2014,Syracuse - NY,1.04,0.947160184,31526,230,667587.8125,0.012299067,29860.17188,-0.001078
2015,Syracuse - NY,1.07,0.955208659,31443,-83,666258.9375,0.0288112,30034.625,0.000636
2016,Syracuse - NY,1.1,0.952239335,31714,271,664301.875,0.023626253,30199.31836,-0.002837
2017,Syracuse - NY,1.11,0.935439467,32503,789,663059.6875,0.009381767,30404.58789,-0.000984
2018,Syracuse - NY,1.13,0.943108439,32708,205,663363.375,0.02398715,30847.18945,0.003118
2019,Syracuse - NY,1.17,0.951197147,32736,28,662645,0.028494176,31138.39063,0.00226
2020,Syracuse - NY,1.21,0.9523229,33378,642,658922.75,0.033296283,31786.63281,0.004793
2021,Syracuse - NY,1.28,0.959367633,33601,223,656498.5,0.055681597,32235.71094,0.000416
2022,Syracuse - NY,1.36,0.948324084,33908,307,654417.5,0.065195337,32155.77344,-0.000914
2023,Syracuse - NY,1.43,0.950047553,34162,254,652359.9375,0.050985035,32455.52344,-0.000585
2024,Syracuse - NY,1.49,0.940195858,34473,311,649743.125,0.032714613,32411.37109,0.000087
2000,Tallahassee - FL,0.74,0.899880111,16009,813,322405.4063,,14406.18066,0.001686
2001,Tallahassee - FL,0.76,0.899039865,16447,438,325521.6875,0.026223114,14786.50879,0.003708
2002,Tallahassee - FL,0.75,0.897680223,16830,383,329853.4063,-0.013090096,15107.95801,0.006476
2003,Tallahassee - FL,0.74,0.894824982,17208,378,335854.8125,-0.020222278,15398.14844,0.009937
2004,Tallahassee - FL,0.74,0.901001751,17582,374,340738.3125,-0.001115727,15841.41309,0.003469
2005,Tallahassee - FL,0.75,0.910418749,17628,46,346114.8125,0.016483961,16048.8623,-0.000056
2006,Tallahassee - FL,0.79,0.899313748,18596,968,352580.9063,0.053706672,16723.63867,-0.00613
2007,Tallahassee - FL,0.81,0.877108634,18812,216,358668.5,0.02601568,16500.16797,-0.005049
2008,Tallahassee - FL,0.8,0.861279607,19558,746,362426.9063,-0.013037914,16844.90625,-0.003834
2009,Tallahassee - FL,0.78,0.867654979,19574,16,366193.9063,-0.026183615,16983.47852,0.003371
2010,Tallahassee - FL,0.79,0.874956846,19879,305,370047.7813,0.011015574,17393.26758,0.000905
2011,Tallahassee - FL,0.8,0.879992187,19894,15,372158,0.016315786,17506.56445,0.002613
2012,Tallahassee - FL,0.81,0.899028301,19864,-30,374353.5,0.01313804,17858.29883,0.006192
2013,Tallahassee - FL,0.82,0.918074727,20392,528,372900.7813,0.01185428,18721.38086,0.010886
2014,Tallahassee - FL,0.83,0.915058851,20368,-24,374687.2813,0.013486777,18637.91797,-0.006186
2015,Tallahassee - FL,0.85,0.920215666,20368,0,376085.5938,0.01732506,18742.95313,0.00432
2016,Tallahassee - FL,0.89,0.924665332,20368,0,377450.9063,0.052836787,18833.58398,-0.005744
2017,Tallahassee - FL,0.92,0.905287623,20922,554,380468.0938,0.028468264,18940.42773,0.010563
2018,Tallahassee - FL,0.97,0.921386182,21616,694,381414,0.057207596,19916.68359,0.015358
2019,Tallahassee - FL,1.01,0.908580303,21794,178,383500.5,0.040081926,19801.59961,-0.012985
2020,Tallahassee - FL,1.03,0.902009308,22103,309,386302.1875,0.021650057,19937.11133,0.0019
2021,Tallahassee - FL,1.17,0.928663194,22536,433,388889.3125,0.131282419,20928.35352,-0.002884
2022,Tallahassee - FL,1.25,0.927656412,22536,0,391496.875,0.067481279,20905.66602,-0.002041
2023,Tallahassee - FL,1.27,0.90886271,22952,416,393539.0938,0.019115064,20860.2168,-0.001829
2024,Tallahassee - FL,1.31,0.882100105,24431,1479,396178.3125,0.013149953,21550.58789,0.004256
2000,Tampa - FL,0.96,0.914511681,139368,2221,2416314,,127453.6641,-0.004118
2001,Tampa - FL,0.99,0.89876157,144692,5324,2456739,0.022161674,130043.6016,0.005618
2002,Tampa - FL,0.99,0.907702923,148013,3321,2500469,0.001942156,134351.8281,0.005945
2003,Tampa - FL,0.99,0.915395856,149422,1409,2546785,-8.30476E-05,136780.2813,0.002047
2004,Tampa - FL,1,0.92268914,151815,2393,2605939,0.012445207,140078.0469,0.007153
2005,Tampa - FL,1.04,0.938517153,154097,2282,2665802,0.043663125,144622.6719,0.006002
2006,Tampa - FL,1.11,0.935373783,155582,1485,2709002,0.05978315,145527.3125,-0.000925
2007,Tampa - FL,1.13,0.912356257,157951,2369,2734432,0.021347582,144107.5781,-0.001506
2008,Tampa - FL,1.12,0.900535405,160259,2308,2753696,-0.01228279,144318.9063,-0.003232
2009,Tampa - FL,1.08,0.904092073,162460,2201,2772625,-0.028660839,146878.7969,0.005983
2010,Tampa - FL,1.09,0.911209583,163209,749,2795921,0.004607106,148717.6094,0.00136
2011,Tampa - FL,1.1,0.911810875,163893,684,2818100,0.011906828,149439.4219,0.002886
2012,Tampa - FL,1.12,0.927926779,165386,1493,2846134,0.01911168,153466.0938,0.006143
2013,Tampa - FL,1.15,0.933836758,167235,1849,2880407,0.024744106,156170.1875,-0.000131
2014,Tampa - FL,1.18,0.930978835,172436,5201,2924686,0.024776584,160534.2656,0.007266
2015,Tampa - FL,1.25,0.941749692,174966,2530,2977115,0.059516519,164774.1719,0.003823
2016,Tampa - FL,1.29,0.932173371,178330,3364,3034466,0.032359976,166234.4688,0.002097
2017,Tampa - FL,1.34,0.934239507,182128,3798,3083197,0.034762897,170151.1719,0.006649
2018,Tampa - FL,1.39,0.926121891,189680,7552,3122149,0.04059425,175666.7969,0.007059
2019,Tampa - FL,1.45,0.934540927,193567,3887,3156849,0.040954858,180896.2813,0.003569
2020,Tampa - FL,1.51,0.939241171,200184,6617,3198110,0.042079136,188021.0469,0.010825
2021,Tampa - FL,1.83,0.954637945,206437,6253,3244419,0.21496129,197072.5938,0.002388
2022,Tampa - FL,1.89,0.924358845,214670,8233,3305521,0.030029742,198432.125,0.001765
2023,Tampa - FL,1.87,0.913520992,221829,7159,3353727,-0.0094695,202645.4531,0.002601
2024,Tampa - FL,1.85,0.892603636,233152,11323,3389029,-0.014539295,208112.3125,0.003534
2000,Terre Haute - IN,0.7,0.875410497,2157,0,170928.2031,,1888.260376,-0.000463
2001,Terre Haute - IN,0.71,0.86556679,2266,109,170516,0.023285063,1961.37439,0.007502
2002,Terre Haute - IN,0.72,0.869659305,2266,0,170319.2031,0.008103522,1970.647949,0
2003,Terre Haute - IN,0.72,0.86639291,2304,38,170503.0938,-0.00224139,1996.169189,-0.001302
2004,Terre Haute - IN,0.71,0.773447633,3058,754,170304.0938,-0.012900563,2365.202881,0.110202
2005,Terre Haute - IN,0.72,0.864865959,3087,29,171044.9063,0.017153533,2669.841309,0.012309
2006,Terre Haute - IN,0.74,0.901004732,3535,448,171943.7969,0.020977445,3185.051758,0.002828
2007,Terre Haute - IN,0.75,0.908361971,3647,112,172145.7969,0.022281634,3312.796143,0.001919
2008,Terre Haute - IN,0.76,0.918642938,3717,70,172177.5938,0.013612051,3414.595947,0.001614
2009,Terre Haute - IN,0.75,0.916446805,3717,0,172366.3906,-0.019495694,3406.432617,-0.001076
2010,Terre Haute - IN,0.75,0.916131318,3717,0,172465.8125,0.001797379,3405.26001,0.000807
2011,Terre Haute - IN,0.76,0.924987197,3717,0,172678.7031,0.008647363,3438.17749,0.002421
2012,Terre Haute - IN,0.77,0.921973348,3967,250,172591.5938,0.016744982,3657.468262,-0.002772
2013,Terre Haute - IN,0.79,0.92878747,3977,10,171950.5,0.024783693,3693.787598,0.00528
2014,Terre Haute - IN,0.79,0.939170241,3993,16,171194.2031,0.006254788,3750.106689,-0.0005
2015,Terre Haute - IN,0.82,0.939930737,3993,0,170665.8906,0.032680191,3753.143311,-0.001502
2016,Terre Haute - IN,0.82,0.929595292,3993,0,170442.0938,0.002546283,3711.874023,-0.002253
2017,Terre Haute - IN,0.84,0.941255927,3993,0,170070.4063,0.026133234,3758.434814,-0.000751
2018,Terre Haute - IN,0.83,0.922692835,4161,168,169736.2031,-0.017712405,3839.324951,0.004566
2019,Terre Haute - IN,0.85,0.937725127,4161,0,169180.5,0.030840235,3901.874268,-0.002403
2020,Terre Haute - IN,0.88,0.956579447,4161,0,168749.2969,0.029015332,3980.326904,0.00024
2021,Terre Haute - IN,0.95,0.965853155,4161,0,168640,0.077019617,4018.915039,0.003604
2022,Terre Haute - IN,0.97,0.952597141,4201,40,168621.3125,0.01904634,4001.860596,0.002856
2023,Terre Haute - IN,1.02,0.952675581,4201,0,168635.4063,0.0585998,4002.190186,-0.00476
2024,Terre Haute - IN,1.12,0.952066779,4200,-1,167954.1875,0.067120992,3999.632568,-0.001428
2000,Texarkana - TX,0.62,0.897946477,5150,385,143260.6094,,4624.424316,0.008349
2001,Texarkana - TX,0.64,0.900940895,5150,0,143057.4063,0.031860612,4639.845703,-0.00233
2002,Texarkana - TX,0.64,0.887519717,5150,0,143399,0.001156953,4570.726563,-0.003106
2003,Texarkana - TX,0.63,0.880197585,5158,8,143832.5,-0.010981728,4540.059082,-0.000969
2004,Texarkana - TX,0.63,0.879644394,5302,144,144253.2031,-0.003817783,4663.874512,0.003772
2005,Texarkana - TX,0.64,0.893200815,5619,317,145029.2969,0.016978314,5018.895508,0.002669
2006,Texarkana - TX,0.67,0.903555274,5837,218,146233.7031,0.038935602,5274.052246,0.001713
2007,Texarkana - TX,0.69,0.902398705,5837,0,146718.0938,0.04244956,5267.30127,-0.000685
2008,Texarkana - TX,0.7,0.896255195,5837,0,147940,0.009964604,5231.441406,-0.002569
2009,Texarkana - TX,0.68,0.883042872,5948,111,149031.5938,-0.03550433,5252.338867,-0.000168
2010,Texarkana - TX,0.67,0.869453549,6307,359,149494.4063,-0.003339251,5483.643555,0.01744
2011,Texarkana - TX,0.68,0.881587565,6307,0,149578.7969,0.013595244,5560.172852,0.001426
2012,Texarkana - TX,0.69,0.878665388,6475,168,149558.8125,0.017028036,5689.358398,0.002934
2013,Texarkana - TX,0.71,0.88032341,6562,87,149295.7031,0.017394055,5776.682129,-0.000457
2014,Texarkana - TX,0.71,0.884649634,6654,92,148995.8906,0.010308491,5886.458496,0.007514
2015,Texarkana - TX,0.73,0.899914622,6654,0,148941,0.022050334,5988.031738,0.0003
2016,Texarkana - TX,0.75,0.895576179,6654,0,149040.7969,0.022610877,5959.164063,0.001653
2017,Texarkana - TX,0.75,0.87120229,6766,112,148846.0938,0.012069664,5894.554688,-0.003251
2018,Texarkana - TX,0.77,0.856206954,6766,0,148432.2969,0.027106235,5793.096191,-0.011528
2019,Texarkana - TX,0.8,0.870688975,6860,94,147799.8125,0.034733526,5972.92627,0.009329
2020,Texarkana - TX,0.83,0.90559119,6866,6,147288.0938,0.029960874,6217.789063,0.000436
2021,Texarkana - TX,0.86,0.942869306,6941,75,146564.1094,0.032943983,6544.455566,0.00461
2022,Texarkana - TX,0.91,0.934284806,6963,22,146133,0.058213443,6505.425293,-0.007468
2023,Texarkana - TX,0.93,0.931062341,6963,0,145812.8125,0.031143202,6482.986816,-0.003303
2024,Texarkana - TX,0.98,0.920011163,7054,91,145619.0938,0.026057776,6489.758789,-0.00085
2000,The Villages - FL,1.22,0.960289061,128,0,54303.44141,,122.9169998,0
2001,The Villages - FL,1.25,0.96005702,128,0,56772.62109,0.021836378,122.8872986,0
2002,The Villages - FL,1.23,0.953396857,128,0,60197.26953,-0.010673461,122.0347977,0
2003,The Villages - FL,1.21,0.949657798,128,0,62628.51953,-0.019029872,121.5561981,0
2004,The Villages - FL,1.21,0.950903893,128,0,65713.125,-0.001427691,121.7156982,0
2005,The Villages - FL,1.23,0.949810922,128,0,71053.125,0.015036512,121.575798,0
2006,The Villages - FL,1.3,0.956489086,128,0,77744.34375,0.064302608,122.430603,0
2007,The Villages - FL,1.34,0.945060909,128,0,83263.22656,0.025873402,120.9677963,0
2008,The Villages - FL,1.32,0.941544533,128,0,87564.24219,-0.013745077,120.5177002,0
2009,The Villages - FL,1.27,0.9394539,128,0,91638.5,-0.037642717,120.2500992,0
2010,The Villages - FL,1.27,0.947854221,428,300,95160.96875,0.000218759,405.6816101,0.002336
2011,The Villages - FL,1.3,0.956044853,428,0,98324.72656,0.020984823,409.1871948,0.002336
2012,The Villages - FL,1.27,0.968597412,428,0,101826.8984,-0.017077474,414.5596924,0.002336
2013,The Villages - FL,1.32,0.973485053,428,0,106406.4063,0.035489686,416.6516113,0
2014,The Villages - FL,1.36,0.974145114,428,0,110901.5,0.030996457,416.9341125,0
2015,The Villages - FL,1.38,0.973950028,428,0,114960.1016,0.012519347,416.8505859,-0.002336
2016,The Villages - FL,1.39,0.974225223,428,0,118592.6016,0.011584359,416.9684143,0
2017,The Villages - FL,1.41,0.974933863,428,0,120981.7969,0.010788945,417.271698,0
2018,The Villages - FL,1.44,0.984261453,428,0,124124.1016,0.019200861,421.2638855,0.002336
2019,The Villages - FL,1.46,0.99266845,428,0,127689.1016,0.015594112,424.8620911,0.002336
2020,The Villages - FL,1.43,0.791241944,710,282,131423.5,-0.01636304,561.7817993,0.118309
2021,The Villages - FL,1.51,0.883662522,1324,614,137303.0938,0.056032114,1169.969238,0.193353
2022,The Villages - FL,1.58,0.818092763,1667,343,146523,0.041904304,1363.76062,0.042591
2023,The Villages - FL,1.58,0.701611638,2367,700,151903.5,0.002279834,1660.714722,0.03929
2024,The Villages - FL,1.51,0.757465363,2796,429,153019.2969,-0.043093041,2117.873047,0.023962
2000,Toledo - OH,0.71,0.893884003,33252,222,619003.8125,,29723.43164,-0.000601
2001,Toledo - OH,0.73,0.887733936,33304,52,619428.5,0.02489417,29565.0918,-0.001981
2002,Toledo - OH,0.74,0.883570135,33642,338,619404.75,0.005154917,29725.06641,-0.000089
2003,Toledo - OH,0.73,0.880444348,34631,989,619433,-0.003488445,30490.66797,0.00872
2004,Toledo - OH,0.73,0.897463202,34639,8,618366.25,0.001769979,31087.22656,0.00254
2005,Toledo - OH,0.74,0.906305194,34746,107,616753.1875,0.009073535,31490.48047,0.00259
2006,Toledo - OH,0.76,0.915533304,35225,479,614862.1875,0.01931168,32249.66016,0.003009
2007,Toledo - OH,0.77,0.920585215,35225,0,613750.1875,0.022017123,32427.61523,0.000993
2008,Toledo - OH,0.78,0.917455435,35559,334,612207,0.012312122,32623.79688,-0.00239
2009,Toledo - OH,0.77,0.90577668,35991,432,611124,-0.020591907,32599.80859,0.002278
2010,Toledo - OH,0.77,0.913898587,35991,0,610415,0.002693203,32892.125,0.002583
2011,Toledo - OH,0.77,0.918051958,36446,455,609914.6875,0.005635369,33459.32031,0.003649
2012,Toledo - OH,0.78,0.925966144,36612,166,609633.1875,0.010397645,33901.47266,0.006445
2013,Toledo - OH,0.79,0.927941442,36612,0,609789.4375,0.018032676,33973.79297,-0.001584
2014,Toledo - OH,0.8,0.930498838,36612,0,609330.375,0.006579109,34067.42188,-0.001447
2015,Toledo - OH,0.83,0.932121694,36827,215,608808.3125,0.037833069,34327.24609,0.000868
2016,Toledo - OH,0.85,0.928011596,36827,0,608732.8125,0.019289963,34175.88281,-0.003122
2017,Toledo - OH,0.87,0.932109535,37724,897,607811.5625,0.028322235,35162.90234,0.018078
2018,Toledo - OH,0.9,0.937446296,38142,418,606882.0625,0.032120626,35756.07813,0.00388
2019,Toledo - OH,0.92,0.941509366,38304,162,606454.875,0.025197878,36063.57422,-0.001331
2020,Toledo - OH,0.96,0.950895905,38935,631,604840.5625,0.04289671,37023.13281,0.002439
2021,Toledo - OH,1.04,0.954975724,39521,586,601667.9375,0.076814294,37741.59375,-0.000354
2022,Toledo - OH,1.08,0.942074358,39924,403,600344.5,0.039960649,37611.375,-0.002254
2023,Toledo - OH,1.11,0.939110816,40400,469,600255.6875,0.027689623,37940.07813,-0.002128
2024,Toledo - OH,1.14,0.932245851,40849,449,600969.125,0.026692612,38081.30859,0.000342
2000,Topeka - KS,0.64,0.887478828,9003,0,225131.1094,,7989.97168,-0.000444
2001,Topeka - KS,0.66,0.885129988,9003,0,225327.3906,0.024450468,7968.825684,-0.000555
2002,Topeka - KS,0.66,0.880726933,9321,318,225777.6875,0.004539065,8209.255859,-0.000858
2003,Topeka - KS,0.66,0.875388622,9321,0,226635.1875,-0.001820553,8159.49707,-0.001287
2004,Topeka - KS,0.66,0.872386515,9332,11,227611.7969,-0.001411388,8141.111328,-0.00075
2005,Topeka - KS,0.66,0.876545429,9348,16,228545.2031,0.008412506,8193.947266,0.002353
2006,Topeka - KS,0.68,0.886137068,9348,0,229324.4063,0.019716548,8283.609375,0.002353
2007,Topeka - KS,0.69,0.892806768,9348,0,230556.1094,0.022920018,8345.958008,0.001925
2008,Topeka - KS,0.7,0.900346458,9811,463,231799.3906,0.011607069,8833.298828,0.003261
2009,Topeka - KS,0.69,0.899900854,9799,-12,233193.4063,-0.017337438,8818.12793,-0.001428
2010,Topeka - KS,0.69,0.899665773,9799,0,234638.3125,0.001584221,8815.825195,0.00051
2011,Topeka - KS,0.7,0.906625092,9799,0,235181.2031,0.009732516,8884.018555,0.001734
2012,Topeka - KS,0.71,0.901109576,9799,0,235134.2031,0.017664457,8829.972656,-0.004082
2013,Topeka - KS,0.72,0.89594996,9769,-30,234907.8906,0.010774417,8752.535156,-0.000921
2014,Topeka - KS,0.72,0.901316404,9769,0,235020.2031,0.0050045,8804.959961,-0.000921
2015,Topeka - KS,0.75,0.909341991,9769,0,234927.9063,0.034630451,8883.361328,0
2016,Topeka - KS,0.75,0.91192627,9769,0,234745.5,0.009900186,8908.608398,-0.000307
2017,Topeka - KS,0.77,0.903041899,9757,-12,234523.4063,0.025689052,8810.979492,-0.003997
2018,Topeka - KS,0.8,0.888798952,9757,0,233919.7969,0.033178389,8672.011719,0.003689
2019,Topeka - KS,0.83,0.890630841,9665,-92,233554.2031,0.032479882,8607.947266,0.000931
2020,Topeka - KS,0.85,0.878004551,9681,16,232861.0938,0.03221181,8499.961914,0.003615
2021,Topeka - KS,0.91,0.913736999,9681,0,232517.3906,0.063413076,8845.887695,0.008263
2022,Topeka - KS,0.95,0.902553618,9854,173,231972.3125,0.047515191,8893.763672,-0.000304
2023,Topeka - KS,0.96,0.918207645,9854,0,232279.5,0.012840256,9048.017578,0.003551
2024,Topeka - KS,1.03,0.914930284,9853,-1,232375.5938,0.068713665,9015.722656,-0.001623
2000,Trenton - NJ,1.23,0.952338576,15288,240,352388.2188,,14559.35156,0.000065
2001,Trenton - NJ,1.27,0.952391505,15288,0,354615.125,0.035829525,14560.16113,0.00013
2002,Trenton - NJ,1.28,0.950211346,15288,0,356985.1875,0.006488808,14526.83105,-0.001439
2003,Trenton - NJ,1.28,0.93924576,15424,136,359722.6875,0.003301769,14486.92676,0.003241
2004,Trenton - NJ,1.29,0.941204727,15424,0,361747.3125,0.007326956,14517.1416,0.000842
2005,Trenton - NJ,1.3,0.927628756,16060,636,362511.4063,0.004642476,14897.71777,0.021419
2006,Trenton - NJ,1.34,0.951205254,16060,0,363217.9063,0.034452908,15276.35547,0.003673
2007,Trenton - NJ,1.39,0.954516292,16060,0,363691.8125,0.037657991,15329.53125,-0.000498
2008,Trenton - NJ,1.4,0.955576956,16060,0,364764.3125,0.004287311,15346.56641,0.000684
2009,Trenton - NJ,1.36,0.955493331,16051,-9,366309,-0.027872635,15336.62305,-0.000311
2010,Trenton - NJ,1.38,0.955979347,16051,0,368471.1875,0.015533116,15344.4248,0.000498
2011,Trenton - NJ,1.4,0.957826376,16051,0,370676.5,0.015012969,15374.07129,0.000124
2012,Trenton - NJ,1.42,0.958017051,16135,84,374002,0.011891774,15457.60547,0.000991
2013,Trenton - NJ,1.45,0.959824741,16204,69,376609.9063,0.021754572,15553,0.002715
2014,Trenton - NJ,1.48,0.952937782,16669,465,378118.1875,0.016069496,15884.51953,0.029095
2015,Trenton - NJ,1.52,0.945357919,17095,426,379378.6875,0.032163877,16160.89355,0.006668
2016,Trenton - NJ,1.55,0.942274988,17737,642,381217.4063,0.020081483,16713.13086,-0.005299
