Period,Geography Name,Market Effective Rent/SF,Occupancy Rate,Inventory Units,Net Delivered Units 12 Mo,Population,Market Effective Rent Growth 12 Mo,Demand Units,Absorption %
2000,Abilene - TX,0.69,0.954172492,6668,0,160097.7031,,6362.421875,0
2001,Abilene - TX,0.71,0.946050048,6668,0,159061.5938,0.029787434,6308.261719,-0.003149
2002,Abilene - TX,0.71,0.927676678,6668,0,159118.8125,0.000276231,6185.748047,-0.003599
2003,Abilene - TX,0.7,0.919726133,6668,0,159309.4063,-0.010683109,6132.733887,-0.001499
2004,Abilene - TX,0.7,0.920132458,6668,0,160443.6875,-0.002821817,6135.443359,0.001649
2005,Abilene - TX,0.71,0.926153898,6668,0,161046.9063,0.018701201,6175.594238,0.002999
2006,Abilene - TX,0.74,0.939947665,6812,144,161688.0938,0.040714279,6402.923828,0.001027
2007,Abilene - TX,0.77,0.936945558,6880,68,162298.7031,0.041591372,6446.185059,-0.001453
2008,Abilene - TX,0.79,0.929254651,7136,256,162999.6094,0.015539444,6631.161621,-0.004484
2009,Abilene - TX,0.77,0.909077883,7345,209,164465.6094,-0.025869951,6677.176758,-0.000272
2010,Abilene - TX,0.77,0.916275561,7345,0,166092,0.00610204,6730.043945,0.001225
2011,Abilene - TX,0.78,0.918162584,7345,0,167507.2031,0.012193455,6743.904297,0.000272
2012,Abilene - TX,0.8,0.920193493,7345,0,168567.7969,0.026106296,6758.821289,-0.000408
2013,Abilene - TX,0.81,0.907413125,7345,0,169183.5938,0.016117068,6664.949707,-0.007215
2014,Abilene - TX,0.84,0.9013623,7429,84,170591,0.031900939,6696.220215,0.002961
2015,Abilene - TX,0.87,0.916164875,7429,0,172026.2031,0.034876321,6806.188477,0.002961
2016,Abilene - TX,0.85,0.885771751,7436,7,172681,-0.019073555,6586.598633,-0.011565
2017,Abilene - TX,0.87,0.894978881,7436,0,173429.0938,0.02671583,6655.062988,0
2018,Abilene - TX,0.91,0.91497606,7436,0,174495.7031,0.040108178,6803.762207,0.009548
2019,Abilene - TX,0.96,0.92158699,7436,0,175765.3906,0.052167099,6852.920898,-0.003765
2020,Abilene - TX,0.98,0.910964072,7436,0,177104.5,0.028736116,6773.929199,-0.008203
2021,Abilene - TX,1.03,0.935067713,7613,177,178236.0938,0.049627472,7118.67041,0.011033
2022,Abilene - TX,1.1,0.93396467,7882,269,180195.0938,0.061644975,7361.509766,-0.006597
2023,Abilene - TX,1.13,0.879536092,8403,521,181963,0.031214593,7390.742188,0.012733
2024,Abilene - TX,1.15,0.899592161,8467,64,183054.7031,0.019288924,7616.84668,0.001771
2000,Akron - OH,0.77,0.924363792,30378,88,697150.0625,,28080.32422,-0.000757
2001,Akron - OH,0.79,0.907771766,30989,611,698995.1875,0.022872245,28130.93945,0.004872
2002,Akron - OH,0.8,0.902674854,32030,1041,700627.3125,0.004639593,28912.67578,0.005931
2003,Akron - OH,0.79,0.909883857,32036,6,702024.75,-0.001313344,29149.03906,0.002965
2004,Akron - OH,0.79,0.920280695,32584,548,702580.1875,-0.00077558,29986.42578,0.003498
2005,Akron - OH,0.8,0.931375206,32638,54,703044.5,0.010059354,30398.22461,0.00337
2006,Akron - OH,0.82,0.942289174,32722,84,703292.125,0.019433787,30833.58594,0.003269
2007,Akron - OH,0.83,0.945741177,33622,900,704062.1875,0.020812081,31797.71094,0.001159
2008,Akron - OH,0.85,0.941994965,33622,0,703948.1875,0.013986194,31671.75586,-0.002319
2009,Akron - OH,0.83,0.935800314,34125,503,703935.8125,-0.022002192,31934.18555,0.000761
2010,Akron - OH,0.83,0.937359869,34335,210,703735.5,0.001968797,32184.25195,0.003291
2011,Akron - OH,0.84,0.943780243,34189,-146,703853.1875,0.010627881,32266.90234,0.001316
2012,Akron - OH,0.85,0.947341859,34308,119,703743.75,0.009024122,32501.4043,-0.000612
2013,Akron - OH,0.86,0.947984695,34633,325,705268.9375,0.013005156,32831.55469,-0.001703
2014,Akron - OH,0.88,0.950177372,34666,33,706241.375,0.025094012,32938.84766,-0.002076
2015,Akron - OH,0.91,0.947309375,35101,435,705495.5,0.030710524,33251.50781,0.001452
2016,Akron - OH,0.92,0.948220074,35577,476,704826.75,0.012496002,33734.82422,0.002445
2017,Akron - OH,0.93,0.936082602,35759,182,704800.125,0.015504171,33473.37891,-0.003243
2018,Akron - OH,0.95,0.935616672,35779,20,704159.4375,0.024930913,33475.42969,-0.001509
2019,Akron - OH,0.99,0.93654424,35995,216,703130.625,0.032673832,33710.91016,0.003528
2020,Akron - OH,1.01,0.949649036,36235,240,700322.3125,0.028178915,34410.53516,0.003422
2021,Akron - OH,1.09,0.961238086,36931,696,696553.25,0.073430456,35499.48438,0.002436
2022,Akron - OH,1.14,0.940464556,37320,389,697639.75,0.047141992,35098.13672,-0.004608
2023,Akron - OH,1.18,0.927949607,37733,413,698213.375,0.036731914,35014.32422,0.000689
2024,Akron - OH,1.24,0.929896951,38029,296,697928.875,0.049069256,35363.98047,0.00113
2000,Albany - GA,0.52,0.895186365,5119,120,157791.5,,4582.458984,0.00039
2001,Albany - GA,0.53,0.895541608,5119,0,157657.7031,0.023481287,4584.277344,-0.000195
2002,Albany - GA,0.53,0.894516528,5267,148,157094.0938,-0.013429577,4711.418457,-0.000949
2003,Albany - GA,0.52,0.891138911,5329,62,157073.8125,-0.019438846,4748.879395,0.000187
2004,Albany - GA,0.51,0.881882191,5657,328,157038.2969,-0.005327404,4988.807617,0.014672
2005,Albany - GA,0.52,0.892307281,5827,170,157143.2969,0.016868571,5199.474609,0.008752
2006,Albany - GA,0.56,0.88974452,5886,59,157537.7969,0.060816932,5237.036133,0.000679
2007,Albany - GA,0.57,0.871603131,5894,8,157562.8906,0.024407085,5137.229004,-0.004071
2008,Albany - GA,0.56,0.868379176,5894,0,157797.3906,-0.013735622,5118.226563,0.000339
2009,Albany - GA,0.54,0.87348932,5894,0,158019.3906,-0.030272001,5148.346191,0.002035
2010,Albany - GA,0.55,0.883030772,6018,124,157886.5938,0.012164078,5314.079102,0.002492
2011,Albany - GA,0.56,0.881575286,6056,38,158378.2969,0.009524213,5338.820313,-0.000165
2012,Albany - GA,0.57,0.886570752,6056,0,158079.0938,0.017950794,5369.072754,0.001651
2013,Albany - GA,0.57,0.892849088,6056,0,157236.2031,0.011800794,5407.09375,0.002311
2014,Albany - GA,0.58,0.887647331,6056,0,156597.7031,0.009158409,5375.592285,-0.000495
2015,Albany - GA,0.58,0.911095738,6056,0,155321.5938,0.005137893,5517.595703,0.00743
2016,Albany - GA,0.6,0.893069506,6056,0,154390.7031,0.031115392,5408.428711,-0.010898
2017,Albany - GA,0.63,0.878882289,6056,0,153825.7031,0.048873514,5322.51123,-0.010402
2018,Albany - GA,0.64,0.896368027,6424,368,153505.5,0.012897532,5758.268066,0.024128
2019,Albany - GA,0.68,0.87720561,6252,-172,152417.0938,0.065177761,5484.289551,-0.000479
2020,Albany - GA,0.7,0.901658356,6252,0,150251.9063,0.030889364,5637.167969,0.011356
2021,Albany - GA,0.75,0.874142706,6252,0,147920.5,0.078622259,5465.140137,-0.008797
2022,Albany - GA,0.8,0.83672756,6252,0,148484,0.065347113,5231.220703,-0.010716
2023,Albany - GA,0.84,0.851496994,6252,0,148411.4063,0.048760965,5323.559082,0.007357
2024,Albany - GA,0.88,0.85642612,6252,0,148724.9063,0.043828689,5354.375977,-0.001439
2000,Albany - NY,0.99,0.935961843,39570,729,829097,,37036.01172,0.000101
2001,Albany - NY,1.03,0.934614897,40093,523,833096.5,0.036488023,37471.51563,0.000823
2002,Albany - NY,1.03,0.933739245,40346,253,839549.625,0.006333157,37672.64453,0.002057
2003,Albany - NY,1.04,0.935344696,40358,12,846926,0.003069649,37748.64063,0.000198
2004,Albany - NY,1.04,0.934521735,40358,0,852163.5625,0.007794821,37715.42578,-0.000396
2005,Albany - NY,1.06,0.936455071,40370,12,856730,0.017613159,37804.69141,0.001461
2006,Albany - NY,1.09,0.936126888,41390,1020,861790.25,0.029287187,38746.29297,0.004034
2007,Albany - NY,1.13,0.941383541,42198,808,864694.25,0.0319345,39724.50391,0.002914
2008,Albany - NY,1.14,0.944925606,42662,464,867832.1875,0.007792589,40312.41406,0.000562
2009,Albany - NY,1.1,0.941269636,43028,366,870601.1875,-0.030060349,40500.94922,0.001394
2010,Albany - NY,1.12,0.953190804,43141,113,872590.25,0.017301915,41121.60547,0.00241
2011,Albany - NY,1.13,0.953434527,43259,118,875828.625,0.009215887,41244.625,0.000693
2012,Albany - NY,1.14,0.950698674,44253,994,878960.0625,0.007604709,42071.26953,0.003118
2013,Albany - NY,1.16,0.946829617,44994,741,881961.9375,0.015408907,42601.65234,-0.000555
2014,Albany - NY,1.17,0.944891155,45772,778,884885.625,0.008448145,43249.55859,0.004959
2015,Albany - NY,1.2,0.949773729,46778,1005,887639.375,0.024777357,44428.51563,0.010795
2016,Albany - NY,1.23,0.949033499,48564,1786,890349.9375,0.029391494,46088.86328,0.006877
2017,Albany - NY,1.24,0.935505629,50600,2036,893043.375,0.008605793,47336.58594,0.006877
2018,Albany - NY,1.27,0.932070613,51564,964,895643.125,0.020032676,48061.28906,0.002501
2019,Albany - NY,1.31,0.949006796,52436,872,898089.125,0.029809339,49762.12109,0.001907
2020,Albany - NY,1.34,0.955547035,54263,1827,900920.25,0.02589545,51850.84766,0.010762
2021,Albany - NY,1.42,0.97266382,54767,503,904246,0.059620753,53269.87891,0.002592
2022,Albany - NY,1.5,0.953094244,55828,1061,903746.25,0.051445227,53209.34766,0.000985
2023,Albany - NY,1.56,0.954526603,56786,958,904227.4375,0.040096879,54203.74609,0.001021
2024,Albany - NY,1.63,0.955636859,57797,1011,900002.8125,0.030367807,55232.94531,0.000397
2000,Albany - OR,0.83,0.955876589,3857,69,103249.2969,,3686.816162,0.001296
2001,Albany - OR,0.87,0.951411724,3967,110,103877.1016,0.056952804,3774.250488,-0.004033
2002,Albany - OR,0.86,0.944424093,4018,51,105033.3984,-0.021506026,3794.695801,0.000995
2003,Albany - OR,0.84,0.943395317,4167,149,106334.7031,-0.019115502,3931.128174,0.000239
2004,Albany - OR,0.84,0.946184218,4167,0,107223.3984,0.004634603,3942.749512,0.000959
2005,Albany - OR,0.88,0.952538371,4167,0,108877.1953,0.040782187,3969.227295,0.001919
2006,Albany - OR,0.93,0.956012189,4167,0,111402.8984,0.059860062,3983.702881,-0.000479
2007,Albany - OR,0.98,0.956306636,4252,85,113548.7969,0.051031161,4066.21582,0.00094
2008,Albany - OR,0.98,0.949426889,4264,12,115329.2031,0.005154825,4048.356201,-0.001641
2009,Albany - OR,0.92,0.940600276,4422,158,116330.1016,-0.062502064,4159.334473,0.000678
2010,Albany - OR,0.93,0.94528991,4422,0,117264.8047,0.010968553,4180.071777,0.000678
2011,Albany - OR,0.94,0.936585128,4422,0,118100.6016,0.011716465,4141.57959,-0.008367
2012,Albany - OR,0.96,0.934009433,4599,177,118074.6016,0.016054606,4295.509277,0.005435
2013,Albany - OR,0.97,0.928351283,4799,200,118153.3984,0.014936447,4455.157715,0.018545
2014,Albany - OR,1.01,0.938212216,4880,81,118761.8984,0.037032574,4578.475586,0.006967
2015,Albany - OR,1.07,0.94721669,5027,147,120068.1953,0.058456622,4761.658203,0.008354
2016,Albany - OR,1.12,0.956981122,5027,0,122300.6016,0.04948746,4810.744141,-0.001392
2017,Albany - OR,1.17,0.959897935,5027,0,124291.1953,0.045794137,4825.407227,-0.000795
2018,Albany - OR,1.22,0.96359396,5027,0,126307.1016,0.039156724,4843.986816,0.000795
2019,Albany - OR,1.25,0.942342997,5311,284,128006.1953,0.030089557,5004.783691,0.026172
2020,Albany - OR,1.31,0.954447448,5503,192,129254.5,0.046989921,5252.324219,0.010539
2021,Albany - OR,1.41,0.950315237,5778,275,130206.5,0.073411092,5490.921387,0.014018
2022,Albany - OR,1.49,0.937968552,6232,454,130823.1016,0.056144282,5845.419922,0.026957
2023,Albany - OR,1.53,0.948782146,6334,102,131483.4063,0.026005041,6009.585938,0.006473
2024,Albany - OR,1.56,0.94942373,6334,0,131576.7031,0.020693321,6013.649902,-0.000947
2000,Albuquerque - NM,0.83,0.943684161,45264,162,735348,,42714.92188,0.002562
2001,Albuquerque - NM,0.86,0.934292018,45521,257,746444.875,0.024766084,42529.90625,-0.000395
2002,Albuquerque - NM,0.86,0.931187868,45584,63,762072.5,0.001676175,42447.26953,0.000965
2003,Albuquerque - NM,0.85,0.933801591,46709,1125,777199.8125,-0.0070288,43616.9375,0.011432
2004,Albuquerque - NM,0.86,0.937298179,46771,62,794991.5,0.004889385,43838.37109,0.000577
2005,Albuquerque - NM,0.87,0.941312432,47255,484,815629.0625,0.017985994,44481.71875,0.003999
2006,Albuquerque - NM,0.9,0.946638584,47508,253,836576.75,0.03668239,44972.90625,0.000757
2007,Albuquerque - NM,0.94,0.936750054,47778,270,853889,0.037241917,44756.04688,-0.00002
2008,Albuquerque - NM,0.95,0.930660188,48521,743,867429.3125,0.015978992,45156.5625,-0.000267
2009,Albuquerque - NM,0.93,0.926386893,49061,540,880545.5625,-0.026850207,45449.46875,0.001243
2010,Albuquerque - NM,0.93,0.934998572,49133,72,892356.875,0.006860001,45939.28516,0.001261
2011,Albuquerque - NM,0.95,0.928502083,49351,218,899415.3125,0.014902674,45822.50781,-0.000871
2012,Albuquerque - NM,0.96,0.931782424,49418,67,902882.375,0.012349427,46046.82422,0.00178
2013,Albuquerque - NM,0.96,0.925894141,50390,972,904473.5,0.003740538,46655.80469,-0.001289
2014,Albuquerque - NM,0.98,0.93080467,50704,314,904061.5,0.017860403,47195.51953,-0.002149
2015,Albuquerque - NM,0.99,0.93242985,51968,1264,905164.4375,0.016494034,48456.51172,0.011391
2016,Albuquerque - NM,1.02,0.932547092,52290,322,907553.5625,0.025132231,48762.88672,-0.001529
2017,Albuquerque - NM,1.04,0.928298593,52259,-31,909567.375,0.023591448,48511.95703,-0.004477
2018,Albuquerque - NM,1.08,0.93783164,52813,554,911481.1875,0.03248392,49529.70313,0.005301
2019,Albuquerque - NM,1.14,0.942249954,53065,252,914507.0625,0.057980675,50000.49219,-0.000791
2020,Albuquerque - NM,1.21,0.948059976,53467,402,917952,0.061856292,50689.92188,-0.002169
2021,Albuquerque - NM,1.38,0.951864064,53721,254,919303.3125,0.14032492,51135.08984,0.000241
2022,Albuquerque - NM,1.48,0.937305033,53747,26,920554.8125,0.072525851,50377.33203,-0.004781
2023,Albuquerque - NM,1.5,0.915953934,55089,1342,922763.9375,0.012526908,50458.98828,0.001379
2024,Albuquerque - NM,1.54,0.911812186,56503,1414,925540.25,0.021507269,51520.125,0.002707
2000,Alexandria - LA,0.71,0.950918138,2632,0,145298.0938,,2502.816406,0
2001,Alexandria - LA,0.73,0.950682044,2632,0,145290.7969,0.02314751,2502.195313,-0.000379
2002,Alexandria - LA,0.72,0.947753251,2632,0,145710.2969,-0.013489789,2494.486572,-0.001139
2003,Alexandria - LA,0.71,0.94503665,2632,0,146405.7031,-0.020008473,2487.336426,-0.000379
2004,Alexandria - LA,0.71,0.945602238,2632,0,147337.5,0.001619008,2488.825195,0.000759
2005,Alexandria - LA,0.72,0.93870765,2732,100,148852.0938,0.010616108,2564.549316,0.019033
2006,Alexandria - LA,0.76,0.93279469,3036,304,151364.5938,0.057827439,2831.9646,-0.002964
2007,Alexandria - LA,0.78,0.916013002,3172,136,151884.5,0.029936355,2905.593262,-0.005044
2008,Alexandria - LA,0.77,0.908385932,3172,0,152759.9063,-0.01589009,2881.400146,0.000315
2009,Alexandria - LA,0.74,0.914624631,3172,0,153537,-0.032044183,2901.189453,0.002522
2010,Alexandria - LA,0.75,0.924508154,3172,0,154332.9063,0.007786509,2932.539795,0.00063
2011,Alexandria - LA,0.75,0.916769922,3210,38,154731.2031,0.003853194,2942.831543,0.005607
2012,Alexandria - LA,0.76,0.936241865,3210,0,154957.9063,0.008899638,3005.336182,0.009657
2013,Alexandria - LA,0.75,0.941361845,3210,0,155226.7031,-0.00900388,3021.771484,-0.000623
2014,Alexandria - LA,0.75,0.941280544,3246,36,155200.6094,0.000425312,3055.396729,0.004929
2015,Alexandria - LA,0.74,0.942729056,3246,0,154921.7031,-0.01197778,3060.098633,-0.00154
2016,Alexandria - LA,0.76,0.927010775,3246,0,154861.8906,0.022263732,3009.076904,-0.005545
2017,Alexandria - LA,0.78,0.924598455,3246,0,154302.5,0.024894783,3001.246582,-0.004621
2018,Alexandria - LA,0.77,0.929758191,3246,0,153596.2969,-0.010609427,3017.995117,0
2019,Alexandria - LA,0.8,0.922953188,3246,0,152815.3125,0.041698664,2995.906006,-0.007701
2020,Alexandria - LA,0.9,0.953674018,3246,0,151557.2969,0.118048653,3095.625732,-0.000924
2021,Alexandria - LA,0.91,0.958517373,3246,0,150383.5,0.018614119,3111.347412,-0.00308
2022,Alexandria - LA,0.93,0.937076509,3270,24,148823.8906,0.020911356,3064.23999,-0.003669
2023,Alexandria - LA,0.95,0.931138396,3285,15,148122.7969,0.019113218,3058.789795,0.001217
2024,Alexandria - LA,0.99,0.935847998,3285,0,148181.5938,0.042426746,3074.260742,-0.001217
2000,Altoona - PA,0.63,0.958503306,1298,0,128976.3047,,1244.137329,0
2001,Altoona - PA,0.65,0.958613098,1298,0,128358.5078,0.035652682,1244.279785,0
2002,Altoona - PA,0.66,0.956713736,1298,0,127687.7969,0.0065138,1241.814453,-0.00154
2003,Altoona - PA,0.66,0.949428022,1298,0,127443.5,0.002393395,1232.357544,-0.00154
2004,Altoona - PA,0.66,0.950361252,1298,0,127186.0938,0.007722819,1233.568848,0.00154
2005,Altoona - PA,0.67,0.954038084,1298,0,126899.5938,0.017237965,1238.341431,0.00077
2006,Altoona - PA,0.69,0.958930194,1298,0,127124,0.028168911,1244.691406,0.00077
2007,Altoona - PA,0.71,0.957500279,1298,0,127185,0.027055427,1242.835449,-0.00077
2008,Altoona - PA,0.72,0.954543829,1298,0,127238.7031,0.007424095,1238.997925,0
2009,Altoona - PA,0.7,0.953793705,1298,0,127250.7031,-0.021875581,1238.02417,0
2010,Altoona - PA,0.71,0.955647171,1298,0,127188.5,0.014703999,1240.430054,0.00077
2011,Altoona - PA,0.72,0.959386766,1298,0,127242,0.00994024,1245.284058,0
2012,Altoona - PA,0.73,0.952177405,1315,17,126963.2031,0.011296317,1252.113281,0.006083
2013,Altoona - PA,0.73,0.954065144,1315,0,126462.3047,0.009870935,1254.595703,0.00076
2014,Altoona - PA,0.73,0.958435416,1315,0,126051.3984,-0.009955933,1260.342651,0
2015,Altoona - PA,0.75,0.960982561,1315,0,125457,0.035251848,1263.692139,-0.00076
2016,Altoona - PA,0.76,0.950975597,1315,0,124790.2031,0.011082927,1250.532959,-0.002281
2017,Altoona - PA,0.79,0.952413321,1315,0,124301.2969,0.037398621,1252.423462,-0.007604
2018,Altoona - PA,0.81,0.952794194,1315,0,123797.6016,0.022114156,1252.924438,-0.002281
2019,Altoona - PA,0.8,0.946479023,1315,0,123219.2969,-0.007334239,1244.619873,0.002281
2020,Altoona - PA,0.84,0.97167033,1315,0,122526.2969,0.051259298,1277.74646,-0.00076
2021,Altoona - PA,0.88,0.967429936,1315,0,121759.6016,0.039935708,1272.17041,0
2022,Altoona - PA,0.93,0.966824472,1315,0,120602.7031,0.057477444,1271.374146,-0.006083
2023,Altoona - PA,0.92,0.959624946,1315,0,120160.6953,-0.006660647,1261.90686,-0.003041
2024,Altoona - PA,0.97,0.955966294,1367,52,119931.3984,0.0509069,1306.805908,-0.001463
2000,Amarillo - TX,0.73,0.923469245,11926,160,229717.7031,,11013.29395,0.00654
2001,Amarillo - TX,0.75,0.92144382,12150,224,231020.2031,0.030217949,11195.54297,-0.002469
2002,Amarillo - TX,0.75,0.905860007,12150,0,233259.5938,0.001140816,11006.19922,-0.003292
2003,Amarillo - TX,0.74,0.897898316,12150,0,235986.2031,-0.011865667,10909.46484,-0.001234
2004,Amarillo - TX,0.74,0.898648679,12150,0,238472.3125,-0.003192887,10918.58105,0.001728
2005,Amarillo - TX,0.75,0.907529235,12406,256,241142,0.018682553,11258.80762,0.002982
2006,Amarillo - TX,0.78,0.907787561,12729,323,243355.6094,0.037095737,11555.22754,0.012726
2007,Amarillo - TX,0.81,0.915462911,12755,26,245303.8906,0.039505754,11676.72949,0.000548
2008,Amarillo - TX,0.82,0.907325208,13641,886,247409.1875,0.008302488,12376.82324,-0.000953
2009,Amarillo - TX,0.8,0.901079297,13649,8,250427.9063,-0.029419394,12298.83105,-0.001098
2010,Amarillo - TX,0.8,0.90470624,13649,0,253801.5,0.002815195,12348.33594,0.000146
2011,Amarillo - TX,0.81,0.904608846,13649,0,257155.2969,0.012147092,12347.00684,0.000366
2012,Amarillo - TX,0.82,0.905068696,13718,69,259234.5,0.017114401,12415.73242,0.001239
2013,Amarillo - TX,0.83,0.901120305,13992,274,260868.0156,0.014530919,12608.47559,0.002215
2014,Amarillo - TX,0.85,0.896607757,14223,231,262873.0938,0.014253257,12752.45215,0.008647
2015,Amarillo - TX,0.85,0.869281352,15142,919,264042.2188,0.005463462,13162.6582,0.033681
2016,Amarillo - TX,0.86,0.857294142,15366,224,265563.1875,0.009164281,13173.18164,-0.001561
2017,Amarillo - TX,0.86,0.851293623,15335,-31,266709,-0.002339372,13054.58789,-0.005216
2018,Amarillo - TX,0.88,0.861895621,15335,0,266959.2813,0.023721322,13217.16992,-0.003912
2019,Amarillo - TX,0.91,0.844873726,15335,0,267858,0.033775415,12956.13867,-0.013889
2020,Amarillo - TX,0.92,0.885543466,15335,0,269199.1875,0.013577882,13579.80957,0.004369
2021,Amarillo - TX,1.01,0.906954348,15349,14,269919.4063,0.101985171,13920.8418,0.001759
2022,Amarillo - TX,1.08,0.884123206,15349,0,271113.5938,0.066305287,13570.40723,-0.012574
2023,Amarillo - TX,1.1,0.878190041,15605,256,272855.1875,0.022327844,13704.15527,-0.003844
2024,Amarillo - TX,1.12,0.877126038,15688,83,273939.9063,0.017724955,13760.35352,-0.001338
2000,Ames - IA,0.9,0.900337577,4892,42,80255.39844,,4404.451172,0.002452
2001,Ames - IA,0.92,0.89262867,5003,111,80727.5625,0.024429642,4465.821289,0.009394
2002,Ames - IA,0.93,0.894913018,5292,289,82011.84375,0.006038364,4735.879883,0.007558
2003,Ames - IA,0.93,0.897090971,5689,397,82323.64844,-0.003649325,5103.550293,0.001582
2004,Ames - IA,0.93,0.900872171,5829,140,82856.95313,0.000136805,5251.183594,-0.000514
2005,Ames - IA,0.93,0.907652497,6081,252,83414.52344,0.008505233,5519.43457,0.001315
2006,Ames - IA,0.95,0.909985363,6292,211,85263.39844,0.018836917,5725.62793,0.003814
2007,Ames - IA,0.97,0.91665107,6347,55,86945.47656,0.023549775,5817.984375,0.004726
2008,Ames - IA,0.99,0.925214529,6380,33,88273.88281,0.014366399,5902.868652,0.004545
2009,Ames - IA,0.97,0.925003648,6392,12,89461.74219,-0.022190638,5912.623535,-0.000938
2010,Ames - IA,0.97,0.924279392,6402,10,90127.80469,0.00083101,5917.236328,0.000468
2011,Ames - IA,0.97,0.930292487,6464,62,91549.07813,0.007941423,6013.410645,0.002629
2012,Ames - IA,0.99,0.933184326,6604,140,92766.46875,0.012836459,6162.749512,0.004239
2013,Ames - IA,1.01,0.938119054,6604,0,94728.20313,0.022586105,6195.338379,0.000454
2014,Ames - IA,1.02,0.936739445,6604,0,96473.28125,0.013771042,6186.227539,-0.000151
2015,Ames - IA,1.05,0.937705815,6624,20,97202.13281,0.026967283,6211.363281,0.002264
2016,Ames - IA,1.07,0.936866939,6642,18,97511.625,0.022391453,6222.67041,-0.003011
2017,Ames - IA,1.06,0.91919893,6973,331,97625.46094,-0.005986854,6409.574219,0.00803
2018,Ames - IA,1.06,0.926663518,7060,87,97368.40625,-0.00403717,6542.244629,0.002549
2019,Ames - IA,1.06,0.912208021,7540,480,98115.82813,-0.001613557,6878.04834,0.010344
2020,Ames - IA,1.07,0.940940797,7616,76,98897.85938,0.013391178,7166.205078,0.004201
2021,Ames - IA,1.09,0.955132723,7616,0,99293.78125,0.014918316,7274.290527,0.004464
2022,Ames - IA,1.13,0.955349565,7627,11,98321.13281,0.037725419,7286.451172,-0.000393
2023,Ames - IA,1.18,0.954514086,7673,46,98692.9375,0.042818792,7323.986328,-0.00026
2024,Ames - IA,1.22,0.953689814,7672,-1,99265.46094,0.01554111,7317.662109,-0.00013
2000,Anchorage - AK,1.18,0.956532955,11572,135,322290.5938,,11069,0.003543
2001,Anchorage - AK,1.25,0.950210035,11572,0,327955.4063,0.056478564,10995.83105,-0.003197
2002,Anchorage - AK,1.22,0.941046298,11813,241,334199.5,-0.022994036,11116.58008,0.001523
2003,Anchorage - AK,1.2,0.931216061,12273,460,339956.3125,-0.020744679,11428.81445,0.011325
2004,Anchorage - AK,1.2,0.93844974,12335,62,346954.5,0.005669617,11575.77832,0.002513
2005,Anchorage - AK,1.25,0.948311627,12381,46,353139.4063,0.042980757,11741.0459,0.00323
2006,Anchorage - AK,1.33,0.952852905,12666,285,359399.5,0.060481351,12068.83496,0.001263
2007,Anchorage - AK,1.39,0.953198195,12788,122,361898.0938,0.048454605,12189.49805,0
2008,Anchorage - AK,1.41,0.945924342,12796,8,368196.4063,0.008731439,12104.04785,-0.002813
2009,Anchorage - AK,1.32,0.939205885,12764,-32,377143,-0.063653417,11988.02441,0.00047
2010,Anchorage - AK,1.33,0.943852127,12773,9,385090.6875,0.007672808,12055.82324,0.001252
2011,Anchorage - AK,1.34,0.942380905,12773,0,390030.6875,0.011112699,12037.03125,-0.00133
2012,Anchorage - AK,1.37,0.941423178,12800,27,394649.8125,0.022662785,12050.2168,0.000937
2013,Anchorage - AK,1.4,0.945693791,12772,-28,398944.625,0.019628879,12078.40137,0.000548
2014,Anchorage - AK,1.42,0.944446683,12836,64,400077.0938,0.012697021,12122.91797,-0.000077
2015,Anchorage - AK,1.42,0.946322501,12896,60,401272.875,0.00579402,12203.77441,0.001705
2016,Anchorage - AK,1.34,0.918866456,12948,52,403209.2813,-0.060278978,11897.48242,-0.005946
2017,Anchorage - AK,1.35,0.915541589,12981,33,401873.2813,0.007032427,11884.64551,-0.004159
2018,Anchorage - AK,1.36,0.914078593,13072,91,399340.9063,0.010090569,11948.83496,0.000382
2019,Anchorage - AK,1.39,0.929492891,13122,50,398324.5,0.02109959,12196.80566,0.009373
2020,Anchorage - AK,1.44,0.953657269,13122,0,398804.5938,0.038597763,12513.89063,0.005944
2021,Anchorage - AK,1.59,0.972971559,13122,0,400119.1875,0.102626972,12767.33301,0.000381
2022,Anchorage - AK,1.72,0.947882235,13101,-21,400616.4063,0.076511808,12418.20508,-0.007556
2023,Anchorage - AK,1.82,0.924980879,13112,11,401334.4063,0.055931047,12128.34961,-0.011134
2024,Anchorage - AK,1.9,0.930624068,13184,72,402828,0.042889353,12269.34766,-0.00091
2000,Ann Arbor - MI,1,0.931749642,27864,132,325776.4063,,25962.27148,-0.000789
2001,Ann Arbor - MI,1.02,0.920102239,27864,0,330003.125,0.023290886,25637.72852,-0.003983
2002,Ann Arbor - MI,1.02,0.912107289,27864,0,333940.875,0.005548533,25414.95703,-0.000825
2003,Ann Arbor - MI,1.02,0.911027849,28044,180,337315.7813,-0.003331723,25548.86523,0.002959
2004,Ann Arbor - MI,1.02,0.92394346,28044,0,340414.5,0.001927497,25911.07031,0.002175
2005,Ann Arbor - MI,1.03,0.933303356,28060,16,342954.5,0.008204558,26188.49219,0.00367
2006,Ann Arbor - MI,1.05,0.945143402,28070,10,344640.6875,0.018026387,26530.17578,0.003562
2007,Ann Arbor - MI,1.07,0.948828816,28093,23,344709.2813,0.023268338,26655.44727,0.000783
2008,Ann Arbor - MI,1.09,0.945170581,28087,-6,342384.0938,0.012095686,26547.00586,-0.002456
