year,msa,RDI,RDI_trailing,real_relative_rent_growth,rrg_5yr_fwd,rrrg_5yr_fwd,RDI_move
2007,Lincoln - NE,2.5,2.0,-0.007145973853766899,-0.08535296938219104,0.006821027112891903,-0.5
2006,Lincoln - NE,2.0,2.0,-0.018969757482409498,-0.08618381490954194,0.001559330237796603,0.0
2018,Lehigh Valley - PA,2.5,2.5,-0.00043996796011919886,0.0691343721449375,0.04103551246225828,0.0
2017,Lehigh Valley - PA,2.5,2.5,0.010615497827529904,0.09543484994769101,0.03864203952252869,0.0
2016,Lehigh Valley - PA,2.5,2.5,0.0020819213241339007,0.1342585286796093,0.04209393449127679,0.0
2015,Lehigh Valley - PA,2.5,2.5,0.00007295981049540434,0.09582655270397661,0.0340980142354966,0.0
2014,Lehigh Valley - PA,2.5,2.5,0.0017293039709329987,0.08604313577711581,0.012900335714221108,0.0
2013,Lehigh Valley - PA,2.5,2.5,-0.0127745708450675,0.07140934392809871,0.014059714972973009,0.0
2012,Lehigh Valley - PA,2.5,2.5,-0.0002477858215571005,0.056066489420831214,0.0017251120880247082,0.0
2011,Lehigh Valley - PA,2.5,2.5,-0.00046110944822430264,0.03706102503091101,-0.009138171561062296,0.0
2010,Lehigh Valley - PA,2.5,2.5,0.007696510525420284,0.00008066274225710518,-0.0116812023334205,0.0
2009,Lehigh Valley - PA,2.5,2.5,0.00295936129987235,-0.0320193473249674,-0.00405765161849562,0.0
2008,Lehigh Valley - PA,2.5,2.5,-0.0025093313306570053,-0.0593640151619912,-0.002827594289556269,0.0
2007,Lehigh Valley - PA,2.5,2.5,0.004091198556125197,-0.08473635127022872,0.007437645224854225,0.0
2006,Lehigh Valley - PA,2.5,2.5,-0.0064223222434521,-0.07596651554480202,0.011776629602536523,0.0
2018,Las Vegas - NV,2.5,2.5,0.036305610090494204,0.09585767458006739,0.06775881489738816,0.0
2017,Las Vegas - NV,2.5,2.5,0.026130050420761098,0.19174469388648868,0.1349518834613264,0.0
2016,Las Vegas - NV,2.5,2.5,0.0273957699537277,0.30712762612104416,0.21496303193271163,0.0
2015,Las Vegas - NV,2.5,2.5,0.024507518857717604,0.1953857089281082,0.13365717045962822,0.0
2014,Las Vegas - NV,2.5,3.0,0.0080449730157852,0.2118055145740509,0.1386627145111562,0.5
2013,Las Vegas - NV,3.0,3.0,0.0019570272415876007,0.17973355129361152,0.12238392233848581,0.0
2012,Las Vegas - NV,3.0,3.0,-0.00926302280277018,0.1423767168223857,0.0880353394895792,0.0
2011,Las Vegas - NV,3.0,3.0,-0.006208498962223499,0.09884146285802123,0.05264226626604793,0.0
2010,Las Vegas - NV,3.0,3.0,-0.027910477248951817,0.03079986242577433,0.01903799735009673,0.0
2009,Las Vegas - NV,3.0,3.0,-0.048831803724169745,-0.06134169446304447,-0.03337999875657269,0.0
2008,Las Vegas - NV,3.0,3.0,-0.022323057521134594,-0.14679319636896257,-0.09025677549652764,0.0
2007,Las Vegas - NV,3.0,2.5,-0.002036894671618902,-0.20671085675433276,-0.11453686025924983,-0.5
2006,Las Vegas - NV,2.5,2.5,0.008695427328348201,-0.1950538772754371,-0.10731073212809855,0.0
2018,Lansing - MI,2.5,2.0,-0.0026145316660403962,0.0336079679876566,0.005509108304977386,-0.5
2017,Lansing - MI,2.0,2.5,-0.0033652577549218993,0.049969389900565195,-0.0068234205245971125,0.5
2016,Lansing - MI,2.5,2.0,0.005876995623111702,0.07109759512543679,-0.021066999062895712,-0.5
2015,Lansing - MI,2.0,2.5,0.0030350685119629045,0.0582277732789516,-0.0035007651895283976,0.5
2014,Lansing - MI,2.5,2.5,-0.006272248923778501,0.0737364939898252,0.0005936939269305056,0.0
2013,Lansing - MI,2.5,2.5,-0.007294496521353699,0.0540096547454595,-0.0033399742096661897,0.0
2012,Lansing - MI,2.5,2.0,-0.006412810645997569,0.046321438267827,-0.008019939064979493,-0.5
2011,Lansing - MI,2.0,2.5,-0.001960243564099042,0.03513170463591813,-0.011067491956055163,0.5
2010,Lansing - MI,2.5,2.5,-0.005660012364387516,-0.007142866067588315,-0.018904731143265907,0.0
2009,Lansing - MI,2.5,2.0,0.010651180520653749,-0.055561507726088116,-0.027599812019616327,-0.5
2008,Lansing - MI,2.0,2.0,0.006605309899896404,-0.06721280344761901,-0.010676382575184077,0.0
2007,Lansing - MI,2.0,2.5,-0.0082897050306201,-0.08895057264901692,0.003223423846066026,0.5
2006,Lansing - MI,2.5,2.5,-0.0178359225392342,-0.08639661568589505,0.0013465294614434953,0.0
2018,Lancaster - PA,2.5,2.5,0.004039082676172305,0.046174528867006286,0.018075669184327084,0.0
2017,Lancaster - PA,2.5,2.5,0.005441164597869003,0.06009410867094999,0.00330129824578769,0.0
2016,Lancaster - PA,2.5,2.5,0.0041703116148710025,0.0887321787625552,-0.0034324154257773035,0.0
2015,Lancaster - PA,2.5,2.5,-0.0018873158842324968,0.0848568598628045,0.023128321394324504,0.0
2014,Lancaster - PA,2.5,2.5,-0.004112764261663002,0.077857249930501,0.0047144498676063105,0.0
2013,Lancaster - PA,2.5,2.5,-0.0023865960538386986,0.0650001076981425,0.007650478743016812,0.0
2012,Lancaster - PA,2.5,2.5,0.002029934898018799,0.055566177345812304,0.001224800013005808,0.0
2011,Lancaster - PA,2.5,2.5,0.0003343741409480988,0.0440127669051289,-0.0021864296868443957,0.0
2010,Lancaster - PA,2.5,2.5,0.009361456381157086,0.005739497914910293,-0.0060223671607672995,0.0
2009,Lancaster - PA,2.5,2.5,0.001676831394433951,-0.022735290601849506,0.005226405104622283,0.0
2008,Lancaster - PA,2.5,2.5,-0.0022715958766639233,-0.045520420111715705,0.011016000760719236,0.0
2007,Lancaster - PA,2.5,2.5,0.003133614547550701,-0.08104299555718893,0.011131000937894011,0.0
2006,Lancaster - PA,2.5,2.5,-0.007346538826823196,-0.07550846455991263,0.012234680587425913,0.0
2018,Lakeland - FL,3.0,3.0,0.0005816034972668041,0.02157176178693762,-0.006527097895741584,0.0
2017,Lakeland - FL,3.0,2.5,0.014748565852642104,0.0787590656951069,0.021966255269944602,-0.5
2016,Lakeland - FL,2.5,3.0,0.010687887668609604,0.1310654789879917,0.03890088479965921,0.5
2015,Lakeland - FL,3.0,3.0,0.014125596731901204,0.07273392797261471,0.01100538950413471,0.0
2014,Lakeland - FL,3.0,3.0,0.0086190961301327,0.1178872655630111,0.04474446550011641,0.0
2013,Lakeland - FL,3.0,3.0,0.006266592070460299,0.1061123788356781,0.04876274988055242,0.0
2012,Lakeland - FL,3.0,3.0,0.0023342296481131987,0.1087891157865524,0.05444773845374591,0.0
2011,Lakeland - FL,3.0,3.0,0.0018580383621157014,0.08823259884119031,0.042033402249217006,0.0
2010,Lakeland - FL,3.0,3.0,0.005442552501335785,0.0449654180184007,0.033203552942723105,0.0
2009,Lakeland - FL,3.0,3.0,-0.0022739265114069505,-0.003441186994314102,0.024520508712157683,0.0
2008,Lakeland - FL,3.0,3.0,-0.023179499898105894,-0.0429089348018169,0.013627486070618033,0.0
2007,Lakeland - FL,3.0,3.0,-0.0028409054502845,-0.1079926023930311,-0.01581860589794816,0.0
2006,Lakeland - FL,3.0,3.0,0.022297147661447504,-0.1087368861436844,-0.02099374099634586,0.0
2018,Lafayette - LA,2.5,2.5,-0.020517930388450595,0.015259603828191805,-0.012839255854487405,0.0
2017,Lafayette - LA,2.5,2.5,-0.02204359532333907,0.018118247255683007,-0.0386745631694793,0.0
2016,Lafayette - LA,2.5,2.5,-0.03438717219978571,0.058947117274627134,-0.03321747691370537,0.0
2015,Lafayette - LA,2.5,2.5,-0.050960738211870096,-0.013257631810381983,-0.07498617027886198,0.0
2014,Lafayette - LA,2.5,2.5,-0.001274293288588503,-0.06662200549431138,-0.13976480555720608,0.0
2013,Lafayette - LA,2.5,2.5,0.0008883625268936018,-0.07183410045690829,-0.12918372941203396,0.0
2012,Lafayette - LA,2.5,2.5,0.0093284603208303,-0.05343605916388328,-0.10777743649668978,0.0
2011,Lafayette - LA,2.5,2.5,-0.0029375459998845707,-0.030206184260547112,-0.07640538085252041,0.0
2010,Lafayette - LA,2.5,2.5,0.0028025724459439447,-0.03319388957694167,-0.044955754652619265,0.0
2009,Lafayette - LA,2.5,2.5,0.00585857219994065,-0.019154139701277013,0.008807556005194773,0.0
2008,Lafayette - LA,2.5,2.5,-0.0349392225034535,-0.040595999378711015,0.015940421493723926,0.0
2007,Lafayette - LA,2.5,2.5,0.00005271751433610049,-0.11206116003170612,-0.019887163536623176,0.0
2006,Lafayette - LA,2.5,2.5,0.026115439832210506,-0.11690605149045592,-0.029162906343117374,0.0
2018,Knoxville - TN,2.5,2.5,-0.014761716127395599,0.1425371233820913,0.1144382636994121,0.0
2017,Knoxville - TN,2.5,2.5,0.011574391275644299,0.1414394172430036,0.0846466068178413,0.0
2016,Knoxville - TN,2.5,2.5,0.007904507219791404,0.1458740993142125,0.05370950512588,0.0
2015,Knoxville - TN,2.5,2.5,-0.0008685477077960968,0.0969142611026763,0.03518572263419631,0.0
2014,Knoxville - TN,2.5,2.5,-0.0114191360771656,0.0912590804994105,0.018116280436515808,0.0
2013,Knoxville - TN,2.5,2.5,0.0009108036756515017,0.04977912753820409,-0.007570501416921593,0.0
2012,Knoxville - TN,2.5,2.5,-0.0012011462822556999,0.062443395718931996,0.008102018386125507,0.0
2011,Knoxville - TN,2.5,2.5,-0.007004942977800931,0.0415256774201988,-0.0046735191717744914,0.0
2010,Knoxville - TN,2.5,2.5,0.001277157338336105,-0.007821104293689235,-0.019582969369366827,0.0
2009,Knoxville - TN,2.5,2.0,-0.002843061462044747,-0.04539896002970641,-0.017437264323234624,-0.5
2008,Knoxville - TN,2.0,2.0,-0.0238931071944535,-0.06539761058054872,-0.008861189708113771,0.0
2007,Knoxville - TN,2.0,2.5,-0.000057646073401000295,-0.1258390970733017,-0.03366510057821877,0.5
2006,Knoxville - TN,2.5,2.5,0.025307640433311497,-0.12026474551670262,-0.03252160036936407,0.0
2006,Killeen - TX,2.5,3.0,0.000787641853094101,-0.08091569688543673,0.006827448261901809,0.5
2006,Kennewick-Richland - WA,3.0,3.0,0.012821909040212603,-0.0723470272161066,0.015396117931231948,0.0
2018,Kansas City - MO,2.5,2.5,-0.008734464645385697,0.018446248814463603,-0.00965261086821561,0.0
2017,Kansas City - MO,2.5,2.5,-0.007180262356996498,0.031912734597921405,-0.024880075827240906,0.0
2016,Kansas City - MO,2.5,2.5,0.003479827195406,0.0489987819194794,-0.043165812268853104,0.0
2015,Kansas City - MO,2.5,2.5,0.00025736540555960224,0.040557194024324505,-0.0211713444441555,0.0
2014,Kansas City - MO,2.5,2.5,-0.00036887638270850093,0.0612858604192735,-0.011856939643621195,0.0
2013,Kansas City - MO,2.5,2.5,0.00015009567141530122,0.0448032181710006,-0.012546410784125092,0.0
2012,Kansas City - MO,2.5,2.5,-0.00009727943688639905,0.050679526865482404,-0.003661850467324094,0.0
2011,Kansas City - MO,2.5,2.5,-0.00022913748398420072,0.0496203290447593,0.003421132452786005,0.0
2010,Kansas City - MO,2.5,2.5,-0.0020307160448282957,0.0114740328490734,-0.0002878322266041955,0.0
2009,Kansas City - MO,2.5,2.5,0.012968067079782451,-0.03053760938346388,-0.0025759136769920934,0.0
2008,Kansas City - MO,2.5,2.5,0.008631465490907403,-0.04577539108693608,0.010761029785498859,0.0
2007,Kansas City - MO,2.5,2.5,0.0026123998686670997,-0.07293159689009199,0.01924239960499096,0.0
2006,Kansas City - MO,2.5,2.5,-0.024408677592873598,-0.06579106623679408,0.02195207891054446,0.0
2018,Kalamazoo - MI,2.0,2.0,0.009744316339492805,0.061283121675253405,0.03318426199257418,0.0
2017,Kalamazoo - MI,2.0,2.5,0.006074236705899301,0.0968484001755719,0.04005558975040959,0.5
2016,Kalamazoo - MI,2.5,2.5,0.015858311206102406,0.136714916184545,0.04455032199621249,0.0
2015,Kalamazoo - MI,2.5,2.5,0.015285920351743705,0.1061054370254278,0.0443768985569478,0.0
2014,Kalamazoo - MI,2.5,2.0,0.008403634652495398,0.11859076987206932,0.045447969809174614,-0.5
2013,Kalamazoo - MI,2.0,2.0,0.0020295418798923007,0.11271604821085932,0.055366419255733615,0.0
2012,Kalamazoo - MI,2.0,2.5,-0.0037601608783006998,0.10199302212893961,0.04765164479613311,0.5
2011,Kalamazoo - MI,2.5,2.5,0.00011461647227409971,0.08401644380390641,0.03781724721193311,0.0
2010,Kalamazoo - MI,2.5,2.0,-0.005444594193249946,0.0338354175537824,0.022073552478104802,-0.5
2009,Kalamazoo - MI,2.0,2.0,0.01117382198572155,-0.026618657773360633,0.0013430379331111526,0.0
2008,Kalamazoo - MI,2.0,2.5,0.006340144667774404,-0.052423195606097636,0.0041132252663373045,0.5
2007,Kalamazoo - MI,2.5,2.0,-0.0081941438838839,-0.08375016844086354,0.008423828054219408,-0.5
2006,Kalamazoo - MI,2.0,2.5,-0.019199036061763798,-0.08375330009870233,0.0039898450486362085,0.5
2018,Jacksonville - FL,2.5,2.5,0.008046671748161302,0.03609075103700149,0.007991891354322295,0.0
2017,Jacksonville - FL,2.5,2.5,0.0166036896407605,0.1240779737532137,0.0672851633280514,0.0
2016,Jacksonville - FL,2.5,2.5,0.0093174017965794,0.2003106302320956,0.1081460360437631,0.0
2015,Jacksonville - FL,2.5,2.5,0.009804882109165206,0.10481254708766939,0.0430840086191894,0.0
2014,Jacksonville - FL,2.5,2.5,0.007099278271198297,0.11731746006011959,0.044174659997224905,0.0
2013,Jacksonville - FL,2.5,2.5,-0.0051963683217764005,0.10822155252099039,0.05087192356586471,0.0
2012,Jacksonville - FL,2.5,2.5,0.001004036515951101,0.0919702608287335,0.03762888349592701,0.0
2011,Jacksonville - FL,2.5,2.5,0.002750767860561599,0.0682284269630909,0.022029230371117606,0.0
2010,Jacksonville - FL,2.5,2.5,-0.004652349743992095,0.02722446151077739,0.015462596435099804,0.0
2009,Jacksonville - FL,2.5,2.5,-0.005639230832457542,-0.02695633112452929,0.0010053645819425028,0.0
2008,Jacksonville - FL,2.5,2.5,-0.0319820181466639,-0.06826956539414827,-0.011733144521713337,0.0
2007,Jacksonville - FL,2.5,2.5,-0.016115722246467998,-0.13069279084168378,-0.03851879434660083,0.0
2006,Jacksonville - FL,2.5,2.5,0.007108476012945203,-0.1433816982563585,-0.05563855310901993,0.0
2018,Jackson - MS,2.5,2.5,-0.0027550738304852954,0.045801513686776096,0.01770265400409688,0.0
2017,Jackson - MS,2.5,2.5,-0.01666549686342474,0.07098632664978499,0.014193516224622685,0.0
2016,Jackson - MS,2.5,3.0,-0.0117711685597897,0.08314299813657997,-0.00902159605175255,0.5
2015,Jackson - MS,3.0,2.5,0.003704965114593603,0.04499641478806726,-0.016732123680412738,-0.5
2014,Jackson - MS,2.5,3.0,0.009183363988995597,0.05285229585319756,-0.020290504209697132,0.5
2013,Jackson - MS,3.0,2.5,-0.004142338410019899,0.03904621880501516,-0.018303410150110534,-0.5
2012,Jackson - MS,2.5,2.5,-0.003262425772845799,0.03465070260316136,-0.019690674729645134,0.0
2011,Jackson - MS,2.5,3.0,-0.001991014461964341,0.0399115929529071,-0.006287603639066195,0.5
2010,Jackson - MS,3.0,2.5,-0.00006923149339855411,0.015254415534436759,0.003492550458759163,-0.5
2009,Jackson - MS,2.5,2.5,-0.0009307730942964519,-0.02824334185570478,-0.000281646149232994,0.0
2008,Jackson - MS,2.5,2.5,-0.02293637627735729,-0.06693220410495998,-0.010395783232525043,0.0
2007,Jackson - MS,2.5,2.5,-0.003076347522437602,-0.12136381759494537,-0.029189821099862436,0.0
2006,Jackson - MS,2.5,2.5,0.023498866707086605,-0.11674688799679278,-0.02900374284945424,0.0
2018,Inland Empire - CA,3.0,3.0,0.012083329260349301,0.10128641486912923,0.07318755518645004,0.0
2017,Inland Empire - CA,3.0,3.0,0.0243428312242031,0.1604282202720638,0.10363540984690149,0.0
2016,Inland Empire - CA,3.0,3.0,0.032298829406499904,0.2323358035385604,0.1401712093502279,0.0
2015,Inland Empire - CA,3.0,3.0,0.028635289520025302,0.1862119058966637,0.12448336742818371,0.0
2014,Inland Empire - CA,3.0,3.0,0.012812983244657499,0.1860265131592751,0.11288371309638041,0.0
2013,Inland Empire - CA,3.0,3.5,0.0067697241902351,0.1675228916108608,0.11017326265573511,0.5
2012,Inland Empire - CA,3.5,3.5,0.0037761349231003986,0.1592010349184274,0.10485965758562091,0.0
2011,Inland Empire - CA,3.5,3.5,0.005107613746076899,0.1304921578764915,0.08429296128451821,0.0
2010,Inland Empire - CA,3.5,3.5,-0.012474874733015895,0.0688636106997728,0.0571017456240952,0.0
2009,Inland Empire - CA,3.5,3.0,-0.014475459232926355,-0.01197011433541778,0.015991581371054005,-0.5
2008,Inland Empire - CA,3.0,3.0,-0.03558866726234559,-0.0678332819789648,-0.01129686110652985,0.0
2007,Inland Empire - CA,3.0,3.0,-0.0099475486204028,-0.14582924905419348,-0.053655252559110536,0.0
2006,Inland Empire - CA,3.0,3.0,0.008023243397474303,-0.15512208124995228,-0.06737893610261374,0.0
2018,Indianapolis - IN,2.5,2.5,0.0,0.09180089910328441,0.0637020394206052,0.0
2017,Indianapolis - IN,2.5,2.5,0.0070268362760544,0.11647997224330951,0.059687161818147205,0.0
2016,Indianapolis - IN,2.5,2.5,0.001946166157722501,0.1274274564087395,0.035262862220407,0.0
2015,Indianapolis - IN,2.5,2.5,-0.004001414403319296,0.0883143949210644,0.0265858564525844,0.0
2014,Indianapolis - IN,2.5,2.5,-0.00806906353682279,0.08621859695017339,0.013075796887278703,0.0
2013,Indianapolis - IN,2.5,2.5,-0.0057392884045839,0.054252153448760505,-0.003097475506365183,0.0
2012,Indianapolis - IN,2.5,2.5,-0.0023459168151021004,0.04550461342185741,-0.008836763910949083,0.0
2011,Indianapolis - IN,2.5,2.5,0.0032185963355004996,0.027989679589867714,-0.01820951700210558,0.0
2010,Indianapolis - IN,2.5,2.5,-0.012303954688832167,-0.00517522174864999,-0.016937086824327582,0.0
2009,Indianapolis - IN,2.5,2.5,0.01799648627638815,-0.05320132281631224,-0.025239627109840457,0.0
2008,Indianapolis - IN,2.5,2.5,0.011085340287536403,-0.055710498169064454,0.0008259227033704849,0.0
2007,Indianapolis - IN,2.5,2.5,-0.010748759843409,-0.07452344509959216,0.017650551395490786,0.0
2006,Indianapolis - IN,2.5,2.5,-0.024763041175901897,-0.07849543678015465,0.009247708367183888,0.0
2018,Huntsville - AL,2.5,2.5,0.017487842589616803,-0.03097575265169139,-0.05907461233437061,0.0
2017,Huntsville - AL,2.5,2.5,0.016435932368040102,0.0646281166523695,0.007835306227207187,0.0
2016,Huntsville - AL,2.5,2.5,-0.0026848278939724003,0.1359178661108017,0.043753271922469195,0.0
2015,Huntsville - AL,2.5,2.5,-0.011035453528165796,0.12270977672934531,0.06098123826086531,0.0
2014,Huntsville - AL,2.5,2.5,-0.02189538162201643,0.11494068387150762,0.04179788380861291,0.0
2013,Huntsville - AL,2.5,2.5,-0.0189075788948685,0.05565774086862798,-0.0016918880864977212,0.0
2012,Huntsville - AL,2.5,2.5,0.0,0.016254067761823476,-0.038087309570983024,0.0
2011,Huntsville - AL,2.5,2.5,0.005051073152571899,-0.008324045347049823,-0.05452324193902312,0.0
2010,Huntsville - AL,2.5,2.5,0.0016949058044701745,-0.035025475816801224,-0.046787340892478824,0.0
2009,Huntsville - AL,2.5,2.5,-0.004315709695220053,-0.06201867726631463,-0.03405698155984285,0.0
2008,Huntsville - AL,2.5,2.5,-0.0238425177522004,-0.0730137305054814,-0.01647730963304648,0.0
2007,Huntsville - AL,2.5,2.5,-0.00019431021064520056,-0.11358624498546131,-0.02141224849037838,0.0
2006,Huntsville - AL,2.5,2.0,0.023182064294815105,-0.10934970384836212,-0.021606558701023577,-0.5
2018,Houston - TX,3.0,3.0,-0.0214994493871927,-0.037772491948679085,-0.0658713516313583,0.0
2017,Houston - TX,3.0,3.0,0.009804114699363698,-0.012698646768927568,-0.06949145719408988,0.0
2016,Houston - TX,3.0,3.0,-0.0421631503850222,0.04648681308329103,-0.04567778110504147,0.0
2015,Houston - TX,3.0,2.5,-0.0006104707717894987,-0.027336694777011974,-0.08906523324549197,-0.5
2014,Houston - TX,2.5,2.5,0.008749114349484399,0.015721380293369197,-0.05742141976952549,0.0
2013,Houston - TX,2.5,2.5,0.0131491217762232,0.011629787459969393,-0.04571984149515629,0.0
2012,Houston - TX,2.5,3.0,0.011614479124545999,0.043270107001066094,-0.011071270331740393,0.5
2011,Houston - TX,3.0,3.0,0.004402139689773401,0.036938290685415195,-0.009260905906558092,0.0
2010,Houston - TX,3.0,3.0,-0.0042927260510623455,0.049066249243915096,0.0373043841682375,0.0
2009,Houston - TX,3.0,2.5,0.011971250176429752,0.0056604331824928675,0.03362212888896465,-0.5
2008,Houston - TX,2.5,2.5,0.018041055183857704,-0.01969215615652493,0.03684426471591001,0.0
2007,Houston - TX,2.5,2.5,0.009525372646748997,-0.05043779837153843,0.04173619812354451,0.0
2006,Houston - TX,2.5,3.0,-0.013240089640021296,-0.04809605350159103,0.039647091645747506,0.5
2018,Honolulu - HI,3.0,2.5,-0.010578688234090798,-0.03223161995597168,-0.0603304796386509,-0.5
2017,Honolulu - HI,2.5,3.0,0.004902454093098699,-0.02487115878052998,-0.0816639692056923,0.5
2016,Honolulu - HI,3.0,3.0,-0.01643834728747606,0.0651825605630876,-0.026982033625244914,0.0
2015,Honolulu - HI,3.0,3.0,-0.015881774015724597,0.025856437616050335,-0.03587210085242967,0.0
2014,Honolulu - HI,3.0,3.0,0.0252191051840782,0.034863449215889034,-0.038279350847005664,0.0
2013,Honolulu - HI,3.0,3.0,0.015138344839215303,0.044572378695011135,-0.012777250260114562,0.0
2012,Honolulu - HI,3.0,3.0,0.011185752227902402,0.06728116014599804,0.012939782813191539,0.0
2011,Honolulu - HI,3.0,2.5,0.001643755007535299,0.06542227753996854,0.01922308094799524,-0.5
2010,Honolulu - HI,2.5,3.0,0.030863524647429582,0.0490670483186842,0.0373051832430066,0.5
2009,Honolulu - HI,3.0,3.0,-0.023185940459370655,0.056088786199688996,0.08405048190616078,0.0
2008,Honolulu - HI,3.0,2.5,-0.009331625944469124,-0.02089098460972301,0.035645436262711924,-0.5
2007,Honolulu - HI,2.5,2.5,0.0320332525298,-0.08099853101605545,0.011175465479027497,0.0
2006,Honolulu - HI,2.5,2.5,0.0440821051597595,-0.05572017936641344,0.0320229657809251,0.0
2018,Hartford - CT,2.5,2.0,-0.0027009081095456973,0.019038666829466803,-0.009060192853212405,-0.5
2017,Hartford - CT,2.0,2.0,-0.0057303588837385,0.025475146114826205,-0.0313176643103361,0.0
2016,Hartford - CT,2.0,2.0,-0.0054140668362379005,0.0491507868021726,-0.043013807386159904,0.0
2015,Hartford - CT,2.0,2.5,-0.007423743605613698,0.039167627215385394,-0.022560911253094604,0.5
2014,Hartford - CT,2.5,2.5,0.004359517246484798,0.044929876506328494,-0.0282129235565662,0.0
2013,Hartford - CT,2.5,2.5,-0.007253188639879199,0.04044006876647469,-0.016909560188650998,0.0
2012,Hartford - CT,2.5,2.5,-0.005542214028537299,0.032879536613821994,-0.0214618407189845,0.0
2011,Hartford - CT,2.5,2.5,-0.0021557132713496407,0.024925500728189998,-0.021273695863783297,0.0
2010,Hartford - CT,2.5,2.5,-0.007507239934057001,-0.006253477223217445,-0.018015342298895037,0.0
2009,Hartford - CT,2.5,2.0,-0.003585116937756549,-0.04606053433381013,-0.01809883862733834,-0.5
2008,Hartford - CT,2.0,2.5,-0.0009536473080515862,-0.08257989368401462,-0.02604347281157969,0.5
2007,Hartford - CT,2.5,2.5,-0.021438450552523122,-0.11191792797483502,-0.019743931479752078,0.0
2006,Hartford - CT,2.5,2.5,-0.0235659554600716,-0.12338331315107644,-0.0356401680037379,0.0
2018,Harrisburg - PA,2.5,2.5,0.007714167237281806,0.0025338631570338,-0.025564996525645416,0.0
2017,Harrisburg - PA,2.5,2.5,-0.0048094727098941005,0.034017264708876505,-0.02277554571628581,0.0
2016,Harrisburg - PA,2.5,2.5,0.006901156157255199,0.08431430670619,-0.007850287482142507,0.0
2015,Harrisburg - PA,2.5,2.0,-0.007102170959114997,0.07076614302396769,0.009037604555487697,-0.5
2014,Harrisburg - PA,2.0,2.0,-0.002656597644090602,0.071105526342988,-0.0020372737199066977,0.0
2013,Harrisburg - PA,2.0,2.5,-0.0018987022340298011,0.057396711036563,0.00004708208143730519,0.5
2012,Harrisburg - PA,2.5,2.5,-0.0041551385074854,0.044775589942932195,-0.009565787389874302,0.0
2011,Harrisburg - PA,2.5,2.0,0.003657655324786898,0.037287743404507696,-0.008911453187465602,-0.5
2010,Harrisburg - PA,2.0,2.0,0.008981839055195485,-0.00039308894425630486,-0.012154954019933903,0.0
2009,Harrisburg - PA,2.0,2.0,0.00475634820759295,-0.024032639712095204,0.00392905599437658,0.0
2008,Harrisburg - PA,2.0,2.0,-0.0030228584073483944,-0.045194419026374805,0.011342001846060133,0.0
2007,Harrisburg - PA,2.0,2.0,0.0037438375875354004,-0.0819561508223414,0.01021784567274154,0.0
2006,Harrisburg - PA,2.0,2.5,-0.007601005956530599,-0.0696263233795762,0.018116821767762338,0.5
2018,Gulfport-Biloxi-Pascagoula - MS,2.5,2.5,0.0175962373614311,0.07895624995976697,0.05085739027708776,0.0
2017,Gulfport-Biloxi-Pascagoula - MS,2.5,2.5,-0.012316462583839899,0.10751385135203606,0.05072104092687377,0.0
2016,Gulfport-Biloxi-Pascagoula - MS,2.5,3.0,-0.0124572403728962,0.10038987311720846,0.008225278928875963,0.5
2015,Gulfport-Biloxi-Pascagoula - MS,3.0,2.5,-0.023079028353095006,0.04838401776552197,-0.01334452070295803,-0.5
2014,Gulfport-Biloxi-Pascagoula - MS,2.5,2.5,-0.020083074923604723,0.0635802899971604,-0.009562510065734296,0.0
2013,Gulfport-Biloxi-Pascagoula - MS,2.5,2.5,-0.0065657710656524,0.00701006008312097,-0.05033956887200472,0.0
2012,Gulfport-Biloxi-Pascagoula - MS,2.5,2.5,-0.01129097444936638,-0.020160199966281725,-0.07450157729908823,0.0
2011,Gulfport-Biloxi-Pascagoula - MS,2.5,2.5,-0.011904362821951477,-0.027276892572641407,-0.0734760891646147,0.0
2010,Gulfport-Biloxi-Pascagoula - MS,2.5,3.0,0.0013878953177481855,-0.061161346537992385,-0.07292321161366998,0.5
2009,Gulfport-Biloxi-Pascagoula - MS,3.0,3.0,-0.0000405795872211491,-0.07641798364929858,-0.04845628794282679,0.0
2008,Gulfport-Biloxi-Pascagoula - MS,3.0,2.5,-0.028580764774233096,-0.08495021347887816,-0.028413792606443215,-0.5
2007,Gulfport-Biloxi-Pascagoula - MS,2.5,3.0,-0.0010503074154258,-0.14260278281010685,-0.05042878631502391,0.5
2006,Gulfport-Biloxi-Pascagoula - MS,3.0,2.5,0.0240969881415367,-0.12793126442842187,-0.04018811928108333,-0.5
2018,Greenville - SC,2.5,2.5,0.007639367133379003,0.04537684758938887,0.01727798790670966,0.0
2017,Greenville - SC,2.5,2.5,-0.01712343562394377,0.1060016675442461,0.04920885711908379,0.0
2016,Greenville - SC,2.5,2.5,-0.011878577992320099,0.10480865693837443,0.012644062750041929,0.0
2015,Greenville - SC,2.5,2.5,0.003363892436027603,0.03769335754960773,-0.02403518091887227,0.0
2014,Greenville - SC,2.5,2.5,0.022453859448432898,0.05421849391609433,-0.018924306146800365,0.0
2013,Greenville - SC,2.5,2.5,0.0075523462146521,0.06180473435670133,0.004455105401575638,0.0
2012,Greenville - SC,2.5,2.5,0.010894838720560001,0.05870946181565523,0.0043680844828487345,0.0
2011,Greenville - SC,2.5,2.5,0.0036014211364090998,0.0785855554193258,0.03238635882735251,0.0
2010,Greenville - SC,2.5,2.5,0.0030873531941324455,0.0596282230317593,0.047866357956081705,0.0
