year,msa,RDI,RDI_trailing,real_relative_rent_growth,rrg_5yr_fwd,rrrg_5yr_fwd,RDI_move
2010,Reading - PA,2.5,2.5,0.010647480608895386,0.0012928759306668966,-0.010468989145010698,0.0
2009,Reading - PA,2.5,2.5,0.0008112937211990495,-0.0248697627335787,0.003091932972893086,0.0
2008,Reading - PA,2.5,2.5,-0.001387609168887135,-0.05437096759676931,0.0021654532756656356,0.0
2007,Reading - PA,2.5,2.5,0.004397003911435602,-0.08704037533327934,0.0051336211618036014,0.0
2006,Reading - PA,2.5,2.5,-0.006210766732692698,-0.07316086531057954,0.014582279836759004,0.0
2018,Raleigh - NC,2.5,2.5,0.008648574352264404,0.0541792594343421,0.02608039975166289,0.0
2017,Raleigh - NC,2.5,2.5,-0.0058996975421905,0.14024138623476,0.08344857580959769,0.0
2016,Raleigh - NC,2.5,2.5,-0.0003338772803544998,0.17339220035076108,0.08122760616242859,0.0
2015,Raleigh - NC,2.5,2.5,0.021310642361641,0.07303408299386499,0.011305544525384997,0.0
2014,Raleigh - NC,2.5,2.5,0.0033351853489876,0.11302969004213809,0.039886889979243396,0.0
2013,Raleigh - NC,2.5,2.5,0.0022558420896530013,0.08441045619547369,0.027060827240348004,0.0
2012,Raleigh - NC,2.5,2.5,0.013718327507376601,0.0750094723105431,0.0206680949777366,0.0
2011,Raleigh - NC,2.5,2.5,0.017507305834442398,0.086485316619277,0.0402861200273037,0.0
2010,Raleigh - NC,2.5,2.5,0.022781201871111986,0.0698891682177782,0.0581273031421006,0.0
2009,Raleigh - NC,2.5,2.5,-0.003969727084040652,0.0316361669450998,0.05959786265157159,0.0
2008,Raleigh - NC,2.5,2.5,-0.005065186414867633,-0.004243470653891603,0.052292950218543334,0.0
2007,Raleigh - NC,2.5,2.5,0.0006776703521609983,-0.04720207478106024,0.0449719217140227,0.0
2006,Raleigh - NC,2.5,2.5,-0.003750216215848895,-0.05581188058853144,0.0319312645588071,0.0
2018,Racine - WI,2.5,2.5,-0.0024321842938660986,-0.05221307291835542,-0.08031193260103463,0.0
2017,Racine - WI,2.5,2.5,0.004618063569068902,-0.04564775074273342,-0.10244056116789572,0.0
2016,Racine - WI,2.5,2.5,-0.0009694769978523012,0.008124635063111781,-0.08403995912522072,0.0
2015,Racine - WI,2.5,2.5,-0.004738237708806898,0.02881219097226858,-0.03291634749621142,0.0
2014,Racine - WI,2.5,2.5,-0.00844661332666873,0.06169900815188889,-0.0114437919110058,0.0
2013,Racine - WI,2.5,2.5,-0.0067437291145325,0.04538118019700056,-0.011968448758125126,0.0
2012,Racine - WI,2.5,2.5,-0.0009202640503644995,0.038061383754014966,-0.016279993578791528,0.0
2011,Racine - WI,2.5,2.5,-0.002035244833677983,0.024380875393748364,-0.02181832119822493,0.0
2010,Racine - WI,2.5,2.5,-0.004074218217283496,-0.01112222395837302,-0.022884089034050613,0.0
2009,Racine - WI,2.5,2.5,0.00890072062611575,-0.050181765248999,-0.02222006954252721,0.0
2008,Racine - WI,2.5,2.0,0.005867615807801506,-0.06140915646217767,-0.004872735589742728,-0.5
2007,Racine - WI,2.0,2.5,-0.0055007981136441005,-0.08443538716249166,0.007738609332591278,0.5
2006,Racine - WI,2.5,2.5,-0.0186599101871252,-0.08458506987802686,0.003158075269311677,0.0
2018,Providence - RI,2.0,2.0,0.0019258968532086043,0.05003751334548,0.02193865366280079,0.0
2017,Providence - RI,2.0,2.0,0.010711941868066798,0.051957039028406204,-0.004835771396756108,0.0
2016,Providence - RI,2.0,2.0,0.002548260614275903,0.0918946689665318,-0.00026992522180070873,0.0
2015,Providence - RI,2.0,2.5,0.0168426372110844,0.07117125530540941,0.009442716836929401,0.5
2014,Providence - RI,2.5,2.5,-0.004018472507596002,0.1016089297384023,0.0284661296755076,0.0
2013,Providence - RI,2.5,2.5,0.001475460827350599,0.0853598929941654,0.028010264039039702,0.0
2012,Providence - RI,2.5,2.5,-0.00939311319962148,0.08190120534598819,0.0275598280131817,0.0
2011,Providence - RI,2.5,2.0,-0.00458299322053787,0.05365396953746671,0.00745477294549342,-0.5
2010,Providence - RI,2.0,2.0,0.009703551651909986,0.01208538418635724,0.0003235191106796473,0.0
2009,Providence - RI,2.0,2.0,0.001737337559461552,-0.03477726215496656,-0.006815566448494768,0.0
2008,Providence - RI,2.0,2.0,-0.0026883380487561226,-0.05759617725387215,-0.0010597563814372137,0.0
2007,Providence - RI,2.0,2.5,0.0020980304107069987,-0.09739755175262688,-0.005223555257543935,0.5
2006,Providence - RI,2.5,2.5,-0.009971059858798998,-0.081475556794554,0.006267588352784544,0.0
2018,Portland - OR,2.5,2.5,-0.004168558865785595,-0.036307967409491604,-0.0644068270921708,0.0
2017,Portland - OR,2.5,2.5,-0.005113461986184099,0.025155373714864204,-0.0316374367102981,0.0
2016,Portland - OR,2.5,2.5,-0.0003849118947982996,0.054934991963207704,-0.037229602225124794,0.0
2015,Portland - OR,2.5,2.5,0.0453915558755398,0.0312365111783146,-0.030492027290165393,0.0
2014,Portland - OR,2.5,2.5,0.0196967869997025,0.1045192084759473,0.0313764084130526,0.0
2013,Portland - OR,2.5,2.5,0.014095222577452698,0.11277103908359999,0.055421410128474305,0.0
2012,Portland - OR,2.5,2.5,0.010485824197530701,0.12802656890451908,0.0736851915717126,0.0
2011,Portland - OR,2.5,2.5,0.006507214624434699,0.1354836743474007,0.0892844777554274,0.0
2010,Portland - OR,2.5,2.5,0.011626913445070386,0.10793846935033799,0.0961766042746604,0.0
2009,Portland - OR,2.5,2.5,-0.013777745887637152,0.03445026613771919,0.06241196184419098,0.0
2008,Portland - OR,2.5,2.5,0.009167203214019506,-0.02759899191558361,0.028937428956851332,0.0
2007,Portland - OR,2.5,2.5,0.022912747226655504,-0.0681645869016648,0.02400940959341814,0.0
2006,Portland - OR,2.5,2.5,-0.0015480220317840993,-0.0513068125247956,0.03643633262254294,0.0
2018,Portland - ME,2.0,2.0,-0.0031644701957701978,0.000738876730203588,-0.027359982952475617,0.0
2017,Portland - ME,2.0,2.0,-0.012023476883768999,0.02626835727691649,-0.03052445314824581,0.0
2016,Portland - ME,2.0,2.0,-0.008943878114223501,0.04296209241449829,-0.04920250177383421,0.0
2015,Portland - ME,2.0,2.5,0.003940965980291401,0.04829862479865549,-0.013429913669824505,0.5
2014,Portland - ME,2.5,2.0,0.0032211169600487,0.05658105532824989,-0.0165617447346448,-0.5
2013,Portland - ME,2.0,2.0,0.0033791922032832995,0.040379886701703095,-0.0169697422534226,0.0
2012,Portland - ME,2.0,2.0,-0.0051723830401898,0.04391529747843739,-0.0104260798543691,0.0
2011,Portland - ME,2.0,2.0,0.004835115280002401,0.042624210581183396,-0.0035749860107899007,0.0
2010,Portland - ME,2.0,2.0,0.009972560452297285,0.021965872459113595,0.010204007383436001,0.0
2009,Portland - ME,2.0,2.0,-0.0020616780966520483,-0.011726093851029903,0.016235601855441886,0.0
2008,Portland - ME,2.0,2.0,0.0009865849278867245,-0.0455836140736938,0.010952806798741136,0.0
2007,Portland - ME,2.0,2.0,0.0018308265134692001,-0.08361379697173837,0.008560199523344561,0.0
2006,Portland - ME,2.0,2.0,-0.008988248184323297,-0.07217973607033498,0.015563409077003562,0.0
2018,Pittsburgh - PA,2.0,2.0,0.003403618931770304,-0.04307746086455888,-0.07117632054723809,0.0
2017,Pittsburgh - PA,2.0,2.0,-0.012882687151432,0.002329113526269695,-0.05446369689889261,0.0
2016,Pittsburgh - PA,2.0,2.0,-0.0103212352842092,0.019956035746261393,-0.07220855844207111,0.0
2015,Pittsburgh - PA,2.0,2.0,-0.010842170566320398,0.010156886873766794,-0.051571651594713205,0.0
2014,Pittsburgh - PA,2.0,2.0,-0.01293946569785475,0.0384555920511484,-0.034687208011746296,0.0
2013,Pittsburgh - PA,2.0,2.0,-0.0088667143136263,0.013767689187079648,-0.043581939768046044,0.0
2012,Pittsburgh - PA,2.0,2.0,-0.00641552545130257,-0.0015108956806361516,-0.055852273013442644,0.0
2011,Pittsburgh - PA,2.0,2.0,0.00018639443442229967,-0.0031859147213399216,-0.04938511131331322,0.0
2010,Pittsburgh - PA,2.0,2.0,0.011747683631256185,-0.027115616519004123,-0.03887748159468172,0.0
2009,Pittsburgh - PA,2.0,2.0,0.01608156692236665,-0.04424932310357692,-0.016287627397105132,0.0
2008,Pittsburgh - PA,2.0,2.0,0.0007765400223433937,-0.04380301564931867,0.012733405223116267,0.0
2007,Pittsburgh - PA,2.0,2.0,-0.004716281779110399,-0.06979733693599699,0.022376659559085958,0.0
2006,Pittsburgh - PA,2.0,2.0,-0.0181056503206492,-0.06366724191606041,0.02407590323127813,0.0
2018,Phoenix - AZ,2.5,2.5,0.0349018163979054,0.07710545169934635,0.04900659201666712,0.0
2017,Phoenix - AZ,2.5,3.0,0.0167899504303933,0.18442373476549995,0.12763092434033763,0.5
2016,Phoenix - AZ,3.0,3.0,0.0144497267901897,0.2802919684648515,0.188127374276519,0.0
2015,Phoenix - AZ,3.0,3.0,0.021929290145635702,0.1870724889338016,0.1253439504653216,0.0
2014,Phoenix - AZ,3.0,3.0,0.010355113074183499,0.1960769440531731,0.12293414399027841,0.0
2013,Phoenix - AZ,3.0,3.0,0.0026069302111863986,0.1557755257934333,0.0984258968383076,0.0
2012,Phoenix - AZ,3.0,3.0,0.0024326369166374,0.12047238798439511,0.0661310106515886,0.0
2011,Phoenix - AZ,3.0,3.0,0.0022042742930353,0.097972893729806,0.051773697137832704,0.0
2010,Phoenix - AZ,3.0,3.0,0.009856297867372583,0.051290109716355906,0.039528244640678306,0.0
2009,Phoenix - AZ,3.0,3.0,-0.03793044202029705,-0.0005064433440565945,0.027455252362415184,0.0
2008,Phoenix - AZ,3.0,3.0,-0.043564428109675694,-0.07736672360450031,-0.020830302732065365,0.0
2007,Phoenix - AZ,3.0,2.5,-0.0072997203096747,-0.1591756575480104,-0.06700166105292746,-0.5
2006,Phoenix - AZ,2.5,2.5,0.0173813179135322,-0.16447716342657812,-0.07673401827923956,0.0
2018,Philadelphia - PA,2.5,2.0,0.0012753717601299008,0.006315576702356492,-0.021783282980322716,-0.5
2017,Philadelphia - PA,2.0,2.5,-0.0026524551212787004,0.03636658178269869,-0.020426228642463615,0.5
2016,Philadelphia - PA,2.5,2.5,-0.005424922332167601,0.07906071420013909,-0.013103879988193415,0.0
2015,Philadelphia - PA,2.5,2.5,-0.0007966402918099975,0.043139297038316794,-0.018589241430163207,0.0
2014,Philadelphia - PA,2.5,2.5,-0.004743907600641202,0.0660177725851536,-0.007125027477741103,0.0
2013,Philadelphia - PA,2.5,2.5,-0.0074221072718501,0.04500707536935809,-0.0123425535857676,0.0
2012,Philadelphia - PA,2.5,2.5,-0.0026750527322293004,0.0333013447150589,-0.021040032617747603,0.0
2011,Philadelphia - PA,2.5,2.5,-0.0018698624335229085,0.025136566363275097,-0.0210626302286982,0.0
2010,Philadelphia - PA,2.5,2.5,0.018809308530762785,-0.0057457052543759095,-0.01750757033005351,0.0
2009,Philadelphia - PA,2.5,2.5,0.02862770168576388,-0.02586331721395251,0.0020983784925192733,0.0
2008,Philadelphia - PA,2.5,2.5,0.013832307886332305,-0.021066433093510577,0.03546998777892436,0.0
2007,Philadelphia - PA,2.5,2.0,0.006291869096457998,-0.03544959355797618,0.05672440293710676,-0.5
2006,Philadelphia - PA,2.0,2.5,-0.016539311036467597,-0.02205182038154448,0.06569132476579406,0.5
2006,Peoria - IL,2.5,2.0,-0.0179049652069807,-0.08519657977297906,0.002546565374359478,-0.5
2018,Pensacola - FL,2.5,2.5,0.02485516294837,0.011765203297137997,-0.016333656385541212,0.0
2017,Pensacola - FL,2.5,2.5,0.005269585177302402,0.10150053338706469,0.04470772296190239,0.0
2016,Pensacola - FL,2.5,2.5,-0.008481692522764199,0.1587092946022747,0.0665447004139422,0.0
2015,Pensacola - FL,2.5,2.5,0.019514180719852503,0.1077460734993219,0.046017535030841904,0.0
2014,Pensacola - FL,2.5,2.5,-0.0139182680286467,0.1253140136152506,0.052171213552355905,0.0
2013,Pensacola - FL,2.5,2.5,-0.00003529526293279822,0.0845885972492397,0.027238968294114003,0.0
2012,Pensacola - FL,2.5,3.0,0.0017580427229403998,0.0566898874156177,0.002348510082811204,0.5
2011,Pensacola - FL,3.0,2.5,-0.00044093793258069905,0.045036164220422496,-0.0011630323715507984,-0.5
2010,Pensacola - FL,2.5,2.5,0.0058322448749094855,0.018639587294310297,0.0068777222186327015,0.0
2009,Pensacola - FL,2.5,2.5,-0.0034171920269727464,-0.034765909332782105,-0.006804213626310316,0.0
2008,Pensacola - FL,2.5,2.5,-0.026973436120897497,-0.052839558497071296,0.003696862375363638,0.0
2007,Pensacola - FL,2.5,2.5,-0.005914057604968501,-0.115415274977684,-0.02324127848260106,0.0
2006,Pensacola - FL,2.5,2.5,0.021803744137287105,-0.1186565239578485,-0.03091337881050996,0.0
2018,Orlando - FL,2.5,2.5,0.006729763001203606,0.054568858675659165,0.026469998992979964,0.0
2017,Orlando - FL,2.5,2.5,0.028638571500778205,0.142404385708273,0.08561157528311067,0.0
2016,Orlando - FL,2.5,2.5,0.007996488362550699,0.19283137514442258,0.10066678095609008,0.0
2015,Orlando - FL,2.5,2.5,0.02452727034688,0.06722135328501466,0.005492814816534665,0.0
2014,Orlando - FL,2.5,2.5,0.010681647807359699,0.1375097814500332,0.0643669813871385,0.0
2013,Orlando - FL,2.5,2.5,0.006450751796364802,0.1359233699738979,0.07857374101877221,0.0
2012,Orlando - FL,2.5,2.5,0.006223544478416401,0.1326361071467399,0.0782947298139334,0.0
2011,Orlando - FL,2.5,2.5,0.005863000173121701,0.10207889938354489,0.0558797027915716,0.0
2010,Orlando - FL,2.5,2.5,-0.006378151112585332,0.0655080796778202,0.05374621460214261,0.0
2009,Orlando - FL,2.5,2.5,-0.010446922853589044,-0.005120902563794515,0.022840793142677274,0.0
2008,Orlando - FL,2.5,2.5,-0.028073003981262397,-0.05482419839070641,0.0017122224817285314,0.0
2007,Orlando - FL,2.5,2.5,-0.02113345405086873,-0.12498552979098161,-0.03281153329589867,0.0
2006,Orlando - FL,2.5,2.5,0.0335502848029137,-0.14791167697252233,-0.060168531825183794,0.0
2018,Omaha - NE,2.5,2.5,-0.004342442378401697,0.00974836093187331,-0.018350498750805903,0.0
2017,Omaha - NE,2.5,2.5,-0.006792815402150099,0.027004936575889614,-0.0297878738492727,0.0
2016,Omaha - NE,2.5,2.5,-0.006770323961973201,0.03269598956406121,-0.05946860462427131,0.0
2015,Omaha - NE,2.5,2.5,0.003222923725843506,0.027112612023949604,-0.034615926444530404,0.0
2014,Omaha - NE,2.5,2.5,-0.007130301557481301,0.05577912884950641,-0.017363671213388297,0.0
2013,Omaha - NE,2.5,2.5,-0.004209974780678801,0.03553666938096291,-0.021812959574162794,0.0
2012,Omaha - NE,2.5,2.0,-0.0053950361907483,0.032660885356366604,-0.021680491976439897,-0.5
2011,Omaha - NE,2.0,2.5,-0.0016346764750778398,0.025916483826935205,-0.020282712765038097,0.5
2010,Omaha - NE,2.5,2.5,-0.005127779557369655,-0.003385200202465133,-0.015147065278142736,0.0
2009,Omaha - NE,2.5,2.0,0.005764020606875451,-0.05145946426782768,-0.023497768561355895,-0.5
2008,Omaha - NE,2.0,2.5,0.0052346778102219035,-0.06713986726943408,-0.010603446396999144,0.5
2007,Omaha - NE,2.5,2.5,-0.004284090362489201,-0.09333279030118138,-0.0011587938060984397,0.0
2006,Omaha - NE,2.5,2.5,-0.0191444922238588,-0.08779099312517788,-0.000047847977839340916,0.0
2018,Olympia - WA,2.5,2.5,0.0122619196772576,0.0162624128609895,-0.011836446821689713,0.0
2017,Olympia - WA,2.5,2.5,0.023000765591859904,0.055712159588933,-0.001080650836229314,0.0
2016,Olympia - WA,2.5,2.5,0.028517607599496807,0.13915464419126522,0.046990050002932694,0.0
2015,Olympia - WA,2.5,2.5,0.0277131907641888,0.1561871948540211,0.0944586563855411,0.0
