CSA Name,Capital Pool,Investment,Property Name,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio, 
"Los Angeles-Long Beach, CA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Metro 417,,,,,,,-0.56%,1.32%,1.06%,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III / BSREP III Forest City Co-Invest / BSREP V,BSREP V US Multifamily / Forest City,The Met Los Angeles,,,,,,,-2.72%,1.32%,0.92%,,,,,,,
"Los Angeles-Long Beach, CA",BSREP IV,BSREP IV North American Logistics Portfolio,14601 Slover Avenue,,,,2.50%,2.09%,0.72%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP IV,BSREP IV North American Logistics Portfolio,1880 Riverview Drive,,,,3.00%,2.09%,0.18%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP IV,Watermark Lodging,Westin Pasadena,12.26%,1.35%,3.21%,,,,,,,,,,,,,
"Los Angeles-Long Beach, CA",DTLA,601 Figueroa,Figueroa at Wilshire,,,,,,,,,,-23.53%,2.44%,0.00%,,,,
"Los Angeles-Long Beach, CA",DTLA,Bank of America Plaza,Bank of America Plaza,,,,,,,,,,-22.75%,2.44%,0.01%,,,,
"Los Angeles-Long Beach, CA",DTLA,Ernst & Young Plaza,Ernst & Young Plaza,,,,,,,,,,-7.31%,2.44%,0.01%,,,,
"Los Angeles-Long Beach, CA",DTLA,FIG at 7th,FIGat7th,,,,,,,,,,5.29%,2.44%,0.00%,,,,
"Los Angeles-Long Beach, CA",DTLA,Wells Fargo Center North,Wells Fargo Center - North Tower,,,,,,,,,,5.15%,2.44%,0.00%,,,,
"Los Angeles-Long Beach, CA",DTLA,Wells Fargo Center South,Wells Fargo Center - South Tower,,,,,,,,,,-24.71%,2.44%,0.01%,,,,
"Los Angeles-Long Beach, CA",US Office Fund,Marina Towers,Marina Towers,,,,,,,,,,1.18%,2.44%,0.68%,,,,
"Louisville/Jefferson County--Elizabethtown, KY-IN",BPY / CIC/BPY Retail,Core Retail,Mall St. Matthews,,,,,,,,,,,,,-3.53%,3.16%,0.30%,
"Louisville/Jefferson County--Elizabethtown, KY-IN",BPY / CIC/BPY Retail,Core Retail,Oxmoor Center Mall,,,,,,,,,,,,,1.27%,3.16%,0.57%,
"Macon-Bibb County--Warner Robins, GA",BPY / CIC/BPY Retail,Core Retail,The Shoppes at River Crossing,,,,,,,,,,,,,8.17%,4.30%,0.22%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",,,,-5.66%,5.25%,3.09%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",,,Mayfair House,10.82%,5.25%,1.49%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,10800 - 10810 NW 92nd Terrace,,,,109.94%,4.83%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,2105 NW 102nd Ave,,,,5.17%,4.83%,0.23%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,3400 NW 74th Ave,,,,3.10%,4.83%,3.09%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,700 Banyan,,,,2.00%,4.83%,0.95%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,7500 NW 35th Terrace,,,,2.99%,4.83%,0.88%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,8800 NW 79th Ave,,,,3.00%,4.83%,0.28%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 1,,,,26.59%,4.83%,0.61%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 2,,,,21.31%,4.83%,0.59%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 4,,,,55.24%,4.83%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 674 Building,,,,18.12%,4.83%,0.34%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 700,,,,9.35%,4.83%,0.40%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 712 Building,,,,14.34%,4.83%,0.43%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 736 Building,,,,6.46%,4.83%,0.48%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Medley Palms,,,,20.11%,4.83%,0.53%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Palmetto Airport Center 1,,,,14.88%,4.83%,0.45%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Palmetto Airport Center 2,,,,22.94%,4.83%,0.44%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,Solano at Miramar,Solano at Miramar,,,,,,,0.40%,2.24%,1.95%,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,Vernon Logistics Portfolio,14290 Northwest 4th Street,,,,2.00%,4.83%,0.21%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / BWS / CIC/BPY Retail,Shops at Merrick Park,Shops at Merrick Park,,,,,,,,,,,,,12.27%,3.72%,1.51%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / CIC/BPY Retail,Core Retail,Miami Design District,,,,,,,,,,,,,8.92%,3.72%,6.40%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Mizner Park,,,,,,,,,,,,,2.57%,3.72%,0.13%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Pembroke Lakes Mall,,,,,,,,,,,,,-3.47%,3.72%,0.54%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,2280 West Copans Road,,,,-5.68%,4.83%,0.44%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,3245 W. McNab Road,,,,4.83%,4.83%,0.17%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,Airport West Commerce Center,,,,4.95%,4.83%,0.67%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,Commerce Center at Countyline,,,,2.63%,4.83%,0.92%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,Hilton Fort Lauderdale Marina,Hilton Ft. Lauderdale,3.72%,5.25%,4.61%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,Marriott Hutchinson Island,Marriott Hutchinson Island,5.31%,5.25%,1.50%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP IV,BSREP IV North American Logistics Portfolio,1500 NW 95th Ave,,,,2.97%,4.83%,0.43%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP IV,Watermark Lodging,Hawk's Cay,-18.66%,5.25%,2.06%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP IV,Watermark Lodging,Ritz Ft. Lauderdale,3.41%,5.25%,3.68%,,,,,,,,,,,,,
"Milwaukee-Racine-Waukesha, WI",,,Mayfair,,,,,,,,,,,,,19.10%,0.96%,1.09%,
"Minneapolis-St. Paul, MN-WI",BPY / CIC/BPY Retail,Core Retail,Ridgedale Center,,,,,,,,,,,,,-3.89%,1.51%,0.56%,
"Nashville-Davidson--Murfreesboro, TN",Brookfield US REIT (NTR),The Burnham,The Burnham Nashville,,,,,,,-10.54%,1.33%,2.39%,,,,,,,
"New Orleans-Metairie-Slidell, LA-MS",BPY / CIC/BPY Retail,Core Retail,Oakwood Center LA,,,,,,,,,,,,,-11.51%,3.19%,0.16%,
"New Orleans-Metairie-Slidell, LA-MS",BPY / CIC/BPY Retail,Core Retail,Oakwood Mall WI,,,,,,,,,,,,,1.77%,3.19%,0.19%,
"New Orleans-Metairie-Slidell, LA-MS",BSREP IV,Watermark Lodging,Hyatt Centric French Quarter,-2.82%,10.13%,1.47%,,,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",,,"Love, Bleecker",,,,,,,,,,-69.80%,1.32%,,,,,
"New York-Newark, NY-NJ-CT-PA",,,Manhattan West - Retail,,,,,,,,,,-48.87%,1.32%,2.24%,,,,
"New York-Newark, NY-NJ-CT-PA",,,Pendry Manhattan West,14.99%,6.37%,4.76%,,,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BOZ / BPY,The Bellslip,The Bellslip,,,,,,,0.52%,2.18%,3.50%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BOZ / BPY / CIC/BPY Retail,The SoNo Collection,The SoNo Collection,,,,,,,,,,,,,2.17%,2.33%,0.37%,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,1 Adams Boulevard,,,,2.50%,3.82%,0.53%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,10 Industrial Avenue,,,,9.06%,3.82%,0.34%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,10 Patton Drive,,,,3.00%,3.82%,0.98%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,100 Commercial St,,,,4.00%,3.82%,0.38%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,111 Kero,,,,2.00%,3.82%,0.68%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,135 Spagnoli Road,,,,3.41%,3.82%,0.64%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,241 Clinton,,,,22.96%,3.82%,0.63%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,303 Smith Street,,,,-14.93%,3.82%,0.25%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,55 Bay Street,,,,3.00%,3.82%,1.06%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,55 Railroad,,,,31.67%,3.82%,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,Vernon Logistics Portfolio,60 Seaview Drive,,,,2.00%,3.82%,0.59%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,15 Cliff,,,,,,,0.92%,2.18%,1.18%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPY,333 West 34th Street,333 W 34th Street,,,,,,,,,,-23.35%,1.32%,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPY,One Blue Slip,One Blue Slip,,,,,,,0.62%,2.18%,2.74%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPY,One New York Plaza,One New York Plaza,,,,,,,,,,-13.70%,1.32%,3.75%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,300 Madison Avenue,,,,,,,,,,-0.09%,1.32%,7.78%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,Brookfield Place - 300 Vesey Street,,,,,,,,,,-6.52%,1.32%,1.86%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,One Manhattan West,,,,,,,,,,3.16%,1.32%,19.92%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,The Lofts at Manhattan West,,,,,,,,,,-65.17%,1.32%,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,Two Blue Slip,Two Blue Slip,,,,,,,0.89%,2.18%,3.68%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,Five Manhattan West - Office,Five Manhattan West,,,,,,,,,,-30.27%,1.32%,20.34%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,Grace Building,Grace Building,,,,,,,,,,-11.49%,1.32%,26.82%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,One Liberty Plaza,One Liberty Plaza,,,,,,,,,,-2.38%,1.32%,10.47%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,The Eugene,The Eugene,,,,,,,7.12%,2.18%,9.86%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,Two Manhattan West,Two Manhattan West,,,,,,,,,,296.37%,1.32%,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,685 Fifth Avenue Retail,,,,,,,,,,,,,0.27%,,0.86%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,730 Fifth Avenue - Retail,,,,,,,,,,,,,3.63%,2.33%,2.62%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,Paramus Park,,,,,,,,,,,,,6.60%,2.33%,0.25%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,Staten Island Mall,,,,,,,,,,,,,-2.59%,2.33%,1.38%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,Willowbrook Mall (NJ),,,,,,,,,,,,,-5.97%,2.33%,1.77%,
"New York-Newark, NY-NJ-CT-PA",BSREP II,BSREP II US Manufactured Housing,Waterside,,,,,,,2.99%,2.18%,8.37%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,125 James,,,,3.75%,3.82%,0.21%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,20 Harry Shupe Blvd,,,,3.23%,3.82%,3.06%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,40 Verona Ave.,,,,0.00%,,0.36%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,426 Eagle Rock,,,,50.90%,3.82%,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,485 S Broadway,,,,47.91%,3.82%,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,80-98 North Main Street,,,,22.06%,3.82%,5.13%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,Belmont Distribution Center,,,,4.95%,3.82%,1.16%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,Monroe 8A Logistics Center,,,,3.92%,3.82%,9.11%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,VYV North,,,,,,,2.20%,2.18%,2.61%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,VYV South,,,,,,,1.92%,2.18%,2.82%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,100 Lake Drive,,,,0.00%,,0.17%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,100 Randolph Road,,,,7.60%,3.82%,0.72%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,106 Kenny Place,,,,3.00%,3.82%,0.60%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,125-127 Kingsland Ave,,,,8.70%,3.82%,0.26%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,50 Randolph Road,,,,2.48%,3.82%,0.24%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,55-40 44th Street,,,,50.66%,3.82%,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,65-75 Kingsland Ave,,,,-4.17%,3.82%,0.20%,,,,,,,,,,
"Oklahoma City-Shawnee, OK",BPY / CIC/BPY Retail,Core Retail,Quail Springs Mall,,,,,,,,,,,,,-7.80%,1.06%,0.15%,
"Oklahoma City-Shawnee, OK",BPY / CIC/BPY Retail,Core Retail,Sooner Mall,,,,,,,,,,,,,-10.84%,1.06%,0.13%,
"Omaha-Fremont, NE-IA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Westroads Mall,,,,,,,,,,,,,5.60%,3.31%,0.42%,
"Orlando-Lakeland-Deltona, FL",BPREP US,National Logistics Portfolio,2002 Directors Row,,,,3.00%,4.79%,0.46%,,,,,,,,,,
"Orlando-Lakeland-Deltona, FL",BPREP US,Vernon Logistics Portfolio,6950 Presidents Drive,,,,2.00%,4.79%,0.08%,,,,,,,,,,
"Orlando-Lakeland-Deltona, FL",BPY / CIC/BPY Retail,Core Retail,Altamonte Mall,,,,,,,,,,,,,-3.08%,3.81%,0.76%,
"Orlando-Lakeland-Deltona, FL",Brookfield US REIT (NTR),Domain,Domain,,,,,,,-3.85%,1.56%,0.92%,,,,,,,
"Orlando-Lakeland-Deltona, FL",Brookfield US REIT (NTR),Mclane Distribution Center,McLane Distribution Center,,,,1.73%,4.79%,0.53%,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",,,,10.29%,3.74%,4.11%,,,,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BPREP US,National Logistics Portfolio,9775 Commerce Circle,,,,83.73%,4.08%,,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BPREP US,Vernon Logistics Portfolio,1511 Lancer Drive,,,,2.00%,4.08%,0.06%,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BPY / CIC/BPY Retail,Core Retail,Christiana Mall,,,,,,,,,,,,,-2.81%,2.18%,2.47%,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Brookfield US REIT (NTR),Briggs + Union,Briggs + Union,,,,,,,2.15%,2.52%,1.62%,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BSREP III / BSREP III Forest City Co-Invest,Forest City,One Franklin Town,,,,,,,0.27%,2.52%,1.05%,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Drake,,,,,,,-1.44%,2.52%,0.48%,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Lofts at 1835 Arch,,,,,,,-1.35%,2.52%,0.70%,,,,,,,
"Phoenix-Mesa, AZ",BPREP US,National Logistics Portfolio,Penhall Phoenix,,,,4.76%,2.24%,0.11%,,,,,,,,,,
"Phoenix-Mesa, AZ",BPREP US,Vernon Logistics Portfolio,640 South 54th Ave,,,,2.00%,2.24%,0.07%,,,,,,,,,,
"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Brookfield US REIT (NTR),2626 South Side Flats,2626 South Side Flats,,,,,,,1.70%,2.77%,0.81%,,,,,,,
"Portland-Lewiston-South Portland, ME",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,The Maine Mall,,,,,,,,,,,,,0.80%,1.83%,0.49%,
"Portland-Vancouver-Salem, OR-WA",BPY / CIC/BPY Retail,Core Retail,Clackamas Town Center,,,,,,,,,,,,,0.53%,1.40%,0.66%,
"Portland-Vancouver-Salem, OR-WA",BPY / CIC/BPY Retail,Core Retail,Pioneer Place,,,,,,,,,,,,,13.14%,1.40%,0.62%,
"Portland-Vancouver-Salem, OR-WA",Brookfield US REIT (NTR),Verso,Verso,,,,,,,-1.39%,1.40%,0.53%,,,,,,,
"Raleigh-Durham-Cary, NC",BPY / CIC/BPY Retail,Core Retail,The Streets at Southpoint,,,,,,,,,,,,,4.08%,4.39%,1.59%,
"Raleigh-Durham-Cary, NC",BSREP IV,Watermark Lodging,Marriott Raleigh,3.89%,3.12%,3.26%,,,,,,,,,,,,,
"Rochester-Austin-Winona, MN",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Apache Mall,,,,,,,,,,,,,-1.05%,0.82%,0.16%,
"Sacramento-Roseville, CA",BPREP US,National Logistics Portfolio,Penhall Sacramento,,,,4.76%,1.93%,0.07%,,,,,,,,,,
"Sacramento-Roseville, CA",BSREP IV,Margaritaville Resort Lake Tahoe,Margaritaville Lake Tahoe,76.81%,5.23%,,,,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT-ID",BPY / CIC/BPY Retail,Core Retail,Fashion Place,,,,,,,,,,,,,3.36%,3.38%,1.43%,
"San Antonio-New Braunfels-Kerrville, TX",BPY / BWS / CIC/BPY Retail,North Star Mall,North Star Mall,,,,,,,,,,,,,1.51%,1.57%,1.89%,
"San Antonio-New Braunfels-Kerrville, TX",BPY / BWS / CIC/BPY Retail,The Shops at La Cantera,The Shops at La Cantera,,,,,,,,,,,,,7.06%,1.57%,2.62%,
"San Jose-San Francisco-Oakland, CA",BPREP US,Mosso,Mosso,,,,,,,1.51%,1.63%,2.17%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,National Logistics Portfolio,M10 Business Park 1,,,,5.75%,1.65%,0.51%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,National Logistics Portfolio,M10 Business Park 2,,,,3.25%,1.65%,0.19%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,National Logistics Portfolio,M10 Business Park 3,,,,3.00%,1.65%,0.12%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,Vernon Logistics Portfolio,33200 Dowe Avenue,,,,2.00%,1.65%,0.14%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,Village at San Antonio Center,The Village Residences,,,,,,,8.72%,1.63%,2.69%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,Vintage,,,,,,,-2.01%,1.63%,1.91%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US / BPY,685 Market Street,685 Market Street,,,,,,,,,,54.61%,2.97%,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US / BPY,One Post Street,One Post Street,,,,,,,,,,23.58%,2.97%,0.20%,,,,
"San Jose-San Francisco-Oakland, CA",BPY / BSREP II,Rouse Properties,NewPark,,,,,,,,,,,,,-0.32%,2.13%,,
"San Jose-San Francisco-Oakland, CA",BPY / BSREP II,Rouse Properties,Southland Mall (CA),,,,,,,,,,,,,-1.36%,2.13%,,
"San Jose-San Francisco-Oakland, CA",BPY / BWS / CIC/BPY Retail,Stonestown Galleria,Stonestown Galleria,,,,,,,,,,,,,-1.46%,2.13%,1.12%,
"San Jose-San Francisco-Oakland, CA",BSREP II,Webster 11,Webster Eleven,,,,,,,2.53%,1.63%,1.53%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Bayside Village,,,,,,,1.79%,1.63%,6.50%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Presidio Landmark,,,,,,,2.77%,1.63%,1.18%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP IV,Watermark Lodging,Fairmont Sonoma,-9.18%,3.32%,3.08%,,,,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP IV,Watermark Lodging,Marriott San Jose,29.45%,3.32%,4.53%,,,,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP IV,Watermark Lodging,Ritz San Francisco,0.16%,3.32%,5.98%,,,,,,,,,,,,,
"Savannah-Hinesville-Statesboro, GA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Oglethorpe Mall,,,,,,,,,,,,,-2.25%,3.67%,0.27%,
"Savannah-Hinesville-Statesboro, GA",BSREP IV,BSREP IV North American Logistics Portfolio,6030 Commerce Boulevard,,,,17.15%,4.81%,1.21%,,,,,,,,,,
"Seattle-Tacoma, WA",BPREP US,Cielo,Cielo,,,,,,,1.78%,2.01%,1.42%,,,,,,,
"Seattle-Tacoma, WA",BPREP US,National Logistics Portfolio,3900 150th Avenue,,,,0.00%,,0.22%,,,,,,,,,,
"Seattle-Tacoma, WA",BPREP US,Vernon Logistics Portfolio,23000 64th Avenue,,,,2.00%,1.55%,0.09%,,,,,,,,,,
"Seattle-Tacoma, WA",BPY / CIC/BPY Retail,Core Retail,Alderwood Mall,,,,,,,,,,,,,3.66%,2.32%,1.73%,
"Seattle-Tacoma, WA",BPY / CIC/BPY Retail,Core Retail,Shops at Bravern,,,,,,,,,,,,,5.75%,2.32%,0.38%,
"Seattle-Tacoma, WA",BPY / CIC/BPY Retail,Core Retail,Westlake Center,,,,,,,,,,,,,0.62%,2.32%,0.14%,
"Seattle-Tacoma, WA",BSREP IV,Watermark Lodging,Marriott Seattle Bellevue,4.56%,3.23%,3.05%,,,,,,,,,,,,,
"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",BPY / CIC/BPY Retail,Core Retail,Spokane Valley Mall,,,,,,,,,,,,,4.82%,2.03%,0.22%,
"St. Louis-St. Charles-Farmington, MO-IL",BPY / CIC/BPY Retail,Core Retail,Plaza Frontenac,,,,,,,,,,,,,6.31%,0.60%,0.62%,
"St. Louis-St. Charles-Farmington, MO-IL",BPY / CIC/BPY Retail,Core Retail,Saint Louis Galleria,,,,,,,,,,,,,-11.27%,0.60%,0.87%,
"Tallahassee-Bainbridge, FL-GA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Governors Square,,,,,,,,,,,,,-5.18%,3.28%,0.19%,
"Tucson-Nogales, AZ",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Tucson Mall,,,,,,,,,,,,,-18.15%,3.43%,0.44%,
"Virginia Beach-Chesapeake, VA-NC",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Lynnhaven Mall,,,,,,,,,,,,,0.00%,5.48%,0.77%,
"Virginia Beach-Chesapeake, VA-NC",BSREP IV,Watermark Lodging,Sanderling Resort,-13.26%,0.42%,1.68%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,,15.51%,1.20%,3.31%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,12th Street Landing - 601 & 701,,,,,,,,,,14.24%,1.63%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,Ballston Quarter,,,,,,,,,,,,,1.83%,2.52%,,
