CSA Name,Capital Pool,Investment,Property Name,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio, 
"Baton Rouge-Hammond, LA",BPY / CIC/BPY Retail,Core Retail,Mall of Louisiana,,,,,,,,,,,,,2.67%,2.85%,1.09%,
"Birmingham-Cullman-Talladega, AL",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Riverchase Galleria,,,,,,,,,,,,,0.51%,3.59%,0.28%,
"Boise City-Mountain Home-Ontario, ID-OR",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Boise Towne Square,,,,,,,,,,,,,6.70%,2.11%,0.57%,
"Boston-Worcester-Providence, MA-RI-NH",BPREP US,Church Park,Church Park,,,,,,,4.03%,3.32%,4.72%,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BPREP US,National Logistics Portfolio,23 Concord Street,,,,46.84%,3.80%,0.28%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BPREP US,National Logistics Portfolio,29 Concord St,,,,71.18%,3.80%,,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BPREP US,National Logistics Portfolio,35-37 Concord St.,,,,-3.15%,3.80%,0.78%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BPREP US,National Logistics Portfolio,39 Concord St.,,,,105.77%,3.80%,,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BPREP US,National Logistics Portfolio,Westborough Industrial 1,,,,3.26%,3.80%,0.73%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BPREP US,National Logistics Portfolio,Westborough Industrial 2,,,,2.75%,3.80%,0.38%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BPREP US,National Logistics Portfolio,Westborough Industrial 3,,,,2.50%,3.80%,0.51%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BPREP US,National Logistics Portfolio,Westborough Industrial 4,,,,55.21%,3.80%,,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BPREP US,Vernon Logistics Portfolio,97 Robert Treat Paine Dr,,,,2.00%,3.80%,0.10%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BPY / CIC/BPY Retail,Core Retail,Natick Mall,,,,,,,,,,,,,-0.91%,2.18%,1.44%,
"Boston-Worcester-Providence, MA-RI-NH",BSREP III,BSREP III US Logistics,1 & 3 Air Force Road,,,,2.00%,3.80%,0.43%,,,,,,,,,,Test 1 & 3
"Boston-Worcester-Providence, MA-RI-NH",BSREP III,BSREP III US Logistics,16-24 Normac,,,,3.00%,3.80%,0.11%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BSREP III,BSREP III US Logistics,25 Sycamore,,,,5.33%,3.80%,0.37%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BSREP III,BSREP III US Logistics,3-15 Normac,,,,-6.93%,3.80%,0.12%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BSREP III,BSREP III US Logistics,4 Enterprise,,,,2.50%,3.80%,0.36%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BSREP III,BSREP III US Logistics,45-47 Dunham,,,,4.34%,3.80%,0.73%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BSREP III / BSREP III Forest City Co-Invest,Forest City,100,,,,,,,3.59%,3.32%,0.98%,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BSREP III / BSREP III Forest City Co-Invest,Forest City,91 Sidney,,,,,,,1.79%,3.32%,0.71%,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BSREP III / BSREP III Forest City Co-Invest,Forest City,KBL,,,,,,,1.51%,3.32%,0.63%,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BSREP III / BSREP III Forest City Co-Invest,Forest City,Loft23,,,,,,,2.44%,3.32%,0.22%,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BSREP IV,BSREP IV North American Logistics Portfolio,1 Industrial Drive,,,,2.83%,3.80%,0.21%,,,,,,,,,,
"Boston-Worcester-Providence, MA-RI-NH",BSREP IV,BSREP IV North American Logistics Portfolio,60 Olympia Ave,,,,15.41%,3.80%,0.55%,,,,,,,,,,
"Cape Coral-Fort Myers-Naples, FL",BPY / CIC/BPY Retail,Core Retail,Coastland Center,,,,,,,,,,,,,3.75%,3.30%,0.19%,
"Cedar Rapids-Iowa City, IA",BPY / CIC/BPY Retail,Core Retail,Coral Ridge Mall,,,,,,,,,,,,,3.89%,1.15%,0.30%,
"Champaign-Urbana-Danville, IL",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Market Place Shopping Center,,,,,,,,,,,,,-1.15%,1.07%,0.17%,
"Charlotte-Concord, NC-SC",BPREP US,National Logistics Portfolio,Nations Crossing,,,,11.38%,4.81%,0.29%,,,,,,,,,,
"Charlotte-Concord, NC-SC",BPREP US,National Logistics Portfolio,Nations West Distribution Center - Bldg 1,,,,0.62%,4.81%,0.48%,,,,,,,,,,
"Charlotte-Concord, NC-SC",BPREP US,National Logistics Portfolio,Reames Road,,,,3.00%,4.81%,0.21%,,,,,,,,,,
"Charlotte-Concord, NC-SC",BPREP US,Vernon Logistics Portfolio,780 Celriver Road,,,,2.00%,4.81%,0.15%,,,,,,,,,,
"Charlotte-Concord, NC-SC",BPY / CIC/BPY Retail,Core Retail,Carolina Place,,,,,,,,,,,,,-22.80%,3.69%,0.51%,
"Charlotte-Concord, NC-SC",BSREP IV,Watermark Lodging,Marriott Charlotte,-0.58%,9.58%,3.50%,,,,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,National Logistics Portfolio,2233 West St,,,,2.00%,3.09%,1.13%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,National Logistics Portfolio,2601 Internationale Parkway,,,,2.47%,3.09%,0.71%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,National Logistics Portfolio,4150 North Knox Ave,,,,2.50%,3.09%,0.14%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,National Logistics Portfolio,700 Meridian Business Campus,,,,3.50%,3.09%,0.17%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,National Logistics Portfolio,Glendale Heights Bus Ctr Bldg A,,,,17.49%,3.09%,0.31%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,National Logistics Portfolio,Rock Run Inventory Facility IV,,,,3.00%,3.09%,0.28%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,National Logistics Portfolio,Turnberry A,,,,3.23%,3.09%,0.27%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,National Logistics Portfolio,Turnberry B,,,,11.42%,3.09%,0.23%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,National Logistics Portfolio,Turnberry Lakes Business Center,,,,13.81%,3.09%,0.13%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,Vernon Logistics Portfolio,2765 Spectrum Drive,,,,2.00%,3.09%,0.17%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPREP US,Vernon Logistics Portfolio,5501 West Ogden Avenue,,,,2.00%,3.09%,0.11%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BPY / CIC/BPY Retail,Core Retail,Northbrook Court,,,,,,,,,,,,,0.56%,1.14%,0.10%,
"Chicago-Naperville, IL-IN-WI",BPY / CIC/BPY Retail,Core Retail,Oakbrook Center,,,,,,,,,,,,,2.86%,1.14%,4.30%,
"Chicago-Naperville, IL-IN-WI",Brookfield US REIT (NTR),6123-6227 Monroe Ct,6123-6227 Monroe Court,,,,13.28%,3.09%,0.41%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BSREP III / BSREP III Forest City Co-Invest,Forest City,1251 S Michigan,,,,,,,6.73%,3.48%,0.15%,,,,,,,
"Chicago-Naperville, IL-IN-WI",BSREP III / BSREP III Forest City Co-Invest,Forest City,Sky55,,,,,,,2.45%,3.48%,1.54%,,,,,,,
"Chicago-Naperville, IL-IN-WI",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Pavilion,,,,,,,3.74%,3.48%,1.95%,,,,,,,
"Chicago-Naperville, IL-IN-WI",BSREP IV,BSREP IV North American Logistics Portfolio,700 Chase Avenue,,,,3.00%,3.09%,0.21%,,,,,,,,,,
"Chicago-Naperville, IL-IN-WI",BSREP IV,Watermark Lodging,Renaissance Chicago,9.57%,9.30%,7.15%,,,,,,,,,,,,,
"Cincinnati-Wilmington, OH-KY-IN",BPY / CIC/BPY Retail,Core Retail,Kenwood Towne Centre,,,,,,,,,,,,,3.24%,1.55%,1.93%,
"Cleveland-Akron-Canton, OH",BPREP US,Vernon Logistics Portfolio,31600 Carter Street,,,,2.00%,3.73%,0.07%,,,,,,,,,,
"Cleveland-Akron-Canton, OH",BPY / CIC/BPY Retail,Core Retail,Beachwood Place,,,,,,,,,,,,,1.97%,1.74%,0.38%,
"Columbia-Jefferson City-Moberly, MO",BPY / CIC/BPY Retail,Core Retail,Columbia Mall MO,,,,,,,,,,,,,4.96%,0.89%,0.14%,
"Columbia-Sumter-Orangeburg, SC",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Columbiana Centre,,,,,,,,,,,,,3.49%,3.95%,0.39%,
"Columbus-Auburn-Opelika, GA-AL",BPY / CIC/BPY Retail,Core Retail,Peachtree Mall,,,,,,,,,,,,,41.40%,3.82%,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Alliance Gateway,,,,43.65%,2.50%,0.43%,,,,,,,,,,test for tooltip 
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Commerce 45 I,,,,2.50%,2.50%,1.57%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Commerce 45 II,,,,12.81%,2.50%,0.94%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Lone Star A,,,,4.00%,2.50%,0.37%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Lone Star B,,,,4.39%,2.50%,0.33%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Lone Star C,,,,3.35%,2.50%,0.62%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Parkway Business Center 1,,,,3.00%,2.50%,0.29%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Parkway Business Center 2,,,,13.28%,2.50%,0.23%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Passport Business Park 100,,,,3.02%,2.50%,0.76%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Passport Business Park 200,,,,3.76%,2.50%,1.18%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Passport Business Park 300,,,,2.25%,2.50%,1.07%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,National Logistics Portfolio,Sterling Street 1,,,,3.92%,2.50%,0.37%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,Vernon Logistics Portfolio,2080 Lonestar Drive,,,,2.00%,2.50%,0.06%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPREP US,Vernon Logistics Portfolio,950 Solon Road,,,,2.00%,2.50%,0.49%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BPY / CIC/BPY Retail,Core Retail,Hulen Mall,,,,,,,,,,,,,1.12%,3.37%,0.46%,
"Dallas-Fort Worth, TX-OK",BPY / CIC/BPY Retail,Core Retail,Stonebriar Centre,,,,,,,,,,,,,1.58%,3.37%,2.17%,
"Dallas-Fort Worth, TX-OK",BPY / CIC/BPY Retail,Core Retail,The Parks Mall at Arlington,,,,,,,,,,,,,0.85%,3.37%,1.01%,
"Dallas-Fort Worth, TX-OK",BPY / CIC/BPY Retail,Core Retail,Town East Mall,,,,,,,,,,,,,-1.54%,3.37%,0.67%,
"Dallas-Fort Worth, TX-OK",BSREP III,BSREP III US Logistics,625 Westport Parkway,,,,2.30%,2.50%,0.45%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BSREP III,BSREP III US Logistics,633 Westport Parkway,,,,7.14%,2.50%,0.13%,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Continental,,,,,,,-0.03%,2.28%,0.36%,,,,,,,
"Dallas-Fort Worth, TX-OK",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Merc,,,,,,,-2.09%,2.28%,0.66%,,,,,,,
"Dallas-Fort Worth, TX-OK",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Wilson Building,,,,,,,-2.35%,2.28%,0.27%,,,,,,,
"Dallas-Fort Worth, TX-OK",BSREP IV,Watermark Lodging,Le Meridian Dallas,6.87%,0.42%,1.67%,,,,,,,,,,,,,
"Denver-Aurora-Greeley, CO",BPREP US,National Logistics Portfolio,Easter Business Center,,,,3.73%,2.10%,0.28%,,,,,,,,,,
"Denver-Aurora-Greeley, CO",BPREP US,National Logistics Portfolio,Penhall Denver,,,,4.76%,2.10%,0.08%,,,,,,,,,,
"Denver-Aurora-Greeley, CO",BPREP US,Vernon Logistics Portfolio,4770 Joliet Street,,,,2.00%,2.10%,0.11%,,,,,,,,,,
"Denver-Aurora-Greeley, CO",BPY,BPY Office US,Republic Plaza,,,,,,,,,,22.25%,1.49%,0.87%,,,,
"Denver-Aurora-Greeley, CO",BPY / BWS / CIC/BPY Retail,Park Meadows,Park Meadows,,,,,,,,,,,,,3.63%,2.72%,3.07%,
"Denver-Aurora-Greeley, CO",BPY / CIC/BPY Retail,Core Retail,Southwest Plaza,,,,,,,,,,,,,-1.49%,2.72%,0.20%,
"Denver-Aurora-Greeley, CO",BSREP IV,Watermark Lodging,Embassy Suites Denver,7.78%,2.86%,3.60%,,,,,,,,,,,,,
"Des Moines-West Des Moines-Ames, IA",BPY / BWS / CIC/BPY Retail,Jordan Creek Town Center,Jordan Creek Town Center,,,,,,,,,,,,,3.34%,1.13%,0.98%,
"Greensboro--Winston-Salem--High Point, NC",BPY / CIC/BPY Retail,Core Retail,Four Seasons Town Centre,,,,,,,,,,,,,1.59%,3.54%,0.28%,
"Greenville-Washington, NC",BPY / BSREP II,Rouse Properties,Greenville Mall,,,,,,,,,,,,,11.23%,3.86%,,
"Houston-Pasadena, TX",,,1600 Smith Street,,,,,,,,,,-62.53%,1.52%,,,,,Test comment Office
"Houston-Pasadena, TX",,,C. Baldwin,2.85%,12.97%,2.25%,,,,,,,,,,,,,
"Houston-Pasadena, TX",BPREP US,National Logistics Portfolio,Beltway Distribution Center,,,,13.30%,2.77%,0.40%,,,,,,,,,,
"Houston-Pasadena, TX",BPREP US,National Logistics Portfolio,Park 10 Business Center 1,,,,11.67%,2.77%,0.32%,,,,,,,,,,
"Houston-Pasadena, TX",BPREP US,National Logistics Portfolio,Park 10 Business Center 2,,,,7.61%,2.77%,0.14%,,,,,,,,,,
"Houston-Pasadena, TX",BPREP US,National Logistics Portfolio,Park 10 Business Center 3,,,,3.28%,2.77%,0.11%,,,,,,,,,,
"Houston-Pasadena, TX",BPREP US,National Logistics Portfolio,Park 10 Business Center 4,,,,11.11%,2.77%,0.09%,,,,,,,,,,
"Houston-Pasadena, TX",BPREP US,National Logistics Portfolio,Park 10 Business Center 5,,,,6.69%,2.77%,0.07%,,,,,,,,,,
"Houston-Pasadena, TX",BPREP US,Vernon Logistics Portfolio,4420 Windfern Road,,,,2.00%,2.77%,0.09%,,,,,,,,,,
"Houston-Pasadena, TX",BPREP US,Village on Memorial,Village on Memorial,,,,,,,1.83%,2.48%,0.88%,,,,,,,
"Houston-Pasadena, TX",BPY,BPY Office US,TotalEnergies Tower,,,,,,,,,,-6.21%,1.52%,0.22%,,,,
"Houston-Pasadena, TX",BPY / BWS / CIC/BPY Retail,The Woodlands Mall,The Woodlands Mall,,,,,,,,,,,,,2.18%,2.06%,1.87%,
"Houston-Pasadena, TX",BPY / CIC/BPY Retail,Core Retail,Baybrook Mall,,,,,,,,,,,,,0.52%,2.06%,1.56%,
"Houston-Pasadena, TX",BPY / CIC/BPY Retail,Core Retail,Deerbrook Mall,,,,,,,,,,,,,0.52%,2.06%,0.83%,
"Houston-Pasadena, TX",BPY / CIC/BPY Retail,Core Retail,First Colony Mall,,,,,,,,,,,,,2.19%,2.06%,1.07%,
"Houston-Pasadena, TX",BPY / CIC/BPY Retail,Core Retail,Willowbrook Mall TX,,,,,,,,,,,,,2.23%,2.06%,1.10%,
"Houston-Pasadena, TX",BSREP III,BSREP III US Logistics,290 Eight Distribution Center,,,,3.00%,2.77%,0.73%,,,,,,,,,,
"Houston-Pasadena, TX",BSREP IV,BSREP IV North American Logistics Portfolio,17506 East Hardy Road,,,,25.80%,2.77%,0.70%,,,,,,,,,,
"Houston-Pasadena, TX",US Office Fund,Allen Center,One Allen Center,,,,,,,,,,-0.72%,1.52%,1.07%,,,,
"Houston-Pasadena, TX",US Office Fund,Allen Center,Three Allen Center,,,,,,,,,,-22.18%,1.52%,1.28%,,,,
"Houston-Pasadena, TX",US Office Fund,Allen Center,Two Allen Center,,,,,,,,,,4.93%,1.52%,2.17%,,,,
"Idaho Falls-Rexburg-Blackfoot, ID",BPY / CIC/BPY Retail,Core Retail,Grand Teton Mall,,,,,,,,,,,,,3.11%,2.18%,0.11%,
"Indianapolis-Carmel-Muncie, IN",Brookfield US REIT (NTR),187 Bartram Parkway,Aisin Logistics Center,,,,0.00%,,0.51%,,,,,,,,,,
"Kansas City-Overland Park-Kansas City, MO-KS",BSREP IV,Watermark Lodging,Marriott Kansas,5.01%,2.99%,1.86%,,,,,,,,,,,,,
"Las Vegas-Henderson, NV",BPREP US,Vernon Logistics Portfolio,4120 Sobb Avenue,,,,2.00%,3.89%,0.12%,,,,,,,,,,
"Las Vegas-Henderson, NV",BPY / BWS / CIC/BPY Retail,Fashion Show Las Vegas,Fashion Show,,,,,,,,,,,,,-1.71%,4.83%,4.56%,
"Las Vegas-Henderson, NV",BPY / BWS / CIC/BPY Retail,Grand Canal Shoppes,The Grand Canal Shoppes,,,,,,,,,,,,,-2.81%,4.83%,3.86%,
"Las Vegas-Henderson, NV",BPY / CIC/BPY Retail,Core Retail,Meadows Mall,,,,,,,,,,,,,-1.27%,4.83%,0.23%,
"Los Angeles-Long Beach, CA",,,Promenade Temecula,,,,,,,,,,,,,-0.56%,2.23%,,
"Los Angeles-Long Beach, CA",,,Victoria Gardens,,,,,,,,,,,,,6.44%,2.23%,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,11171 Venture Drive,,,,35.15%,2.09%,0.24%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,15910 Valley View Ave,,,,3.00%,2.09%,0.70%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,16306 Bloomfield,,,,61.71%,2.09%,,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,16404 Knott Ave,,,,3.00%,2.09%,0.50%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,1729 Apollo Court,,,,113.04%,2.09%,,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,1771 Delilah,,,,-99.92%,2.09%,,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,1901 W. Center Street,,,,3.00%,2.09%,1.56%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,21046 Figueroa,,,,3.48%,2.09%,0.85%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,21112 Figueroa,,,,3.00%,2.09%,0.55%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,3425/3435 Vernon,,,,3.26%,2.09%,1.34%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,3501 Vernon,,,,2.97%,2.09%,0.44%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,4000 Noakes,,,,4.25%,2.09%,1.61%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,4625 District Boulevard,,,,6.16%,2.09%,0.43%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,Canyon Commerce Center,,,,22.01%,2.09%,2.18%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,I-210 Logistics Center II,,,,3.00%,2.09%,4.15%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,National Logistics Portfolio,Penhall Anaheim,,,,4.76%,2.09%,0.54%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2100 38th Street,,,,2.00%,2.09%,0.82%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2200 East 55th Avenue,,,,2.00%,2.09%,1.10%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2450 East Vernon Avenue,,,,2.00%,2.09%,0.25%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2503 East Vernon Avenue,,,,2.00%,2.09%,1.15%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2620 East Vernon Avenue,,,,2.00%,2.09%,0.06%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2651 East Vernon Ave,,,,-0.54%,2.09%,0.65%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2716 East Vernon Ave,,,,2.50%,2.09%,0.23%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,8th and Grand,,,,,,,-5.85%,1.32%,3.24%,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,Alder,,,,,,,1.33%,1.32%,1.33%,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,Atelier,,,,,,,-5.49%,1.32%,2.21%,,,,,,,
"Los Angeles-Long Beach, CA",BPY / CIC/BPY Retail,Core Retail,Galleria at Tyler,,,,,,,,,,,,,-0.54%,2.23%,0.58%,
"Los Angeles-Long Beach, CA",BPY / CIC/BPY Retail,Core Retail,Glendale Galleria,,,,,,,,,,,,,4.34%,2.23%,2.23%,
"Los Angeles-Long Beach, CA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Northridge Fashion Center,,,,,,,,,,,,,-3.22%,2.23%,1.12%,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,14555 Alondra Boulevard,,,,-26.74%,2.09%,1.06%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,1601 Steel,,,,3.00%,2.09%,0.37%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,1603 Steel,,,,3.00%,2.09%,0.42%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,825 E. Central,,,,3.00%,2.09%,1.27%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,890 E. Mill,,,,3.00%,2.09%,1.16%,,,,,,,,,,
