CSA Name,Capital Pool,Investment,Property Name,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio, 
"Seattle-Tacoma, WA",BSREP IV,BSREP IV North American Logistics Portfolio,7700 2nd Ave S,,,,-74.82%,0.78%,,,,,,,,,,,
"Seattle-Tacoma, WA",BSREP IV,Watermark Lodging,Marriott Seattle Bellevue,-1.85%,1.15%,2.51%,,,,,,,,,,,,,
"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",BPY / CIC/BPY Retail,Core Retail,Spokane Valley Mall,,,,,,,,,,,,,3.88%,1.18%,0.22%,
"St. Louis-St. Charles-Farmington, MO-IL",BPY / CIC/BPY Retail,Core Retail,Plaza Frontenac,,,,,,,,,,,,,7.01%,0.58%,0.67%,
"St. Louis-St. Charles-Farmington, MO-IL",BPY / CIC/BPY Retail,Core Retail,Saint Louis Galleria,,,,,,,,,,,,,-9.88%,0.58%,0.86%,
"Tallahassee-Bainbridge, FL-GA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Governors Square,,,,,,,,,,,,,-5.80%,1.47%,0.17%,
"Virginia Beach-Chesapeake, VA-NC",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Lynnhaven Mall,,,,,,,,,,,,,0.45%,3.95%,0.81%,
"Virginia Beach-Chesapeake, VA-NC",BSREP IV,Watermark Lodging,Sanderling Resort,-9.64%,1.55%,0.60%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,,5.12%,2.64%,2.60%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,12th Street Landing - 601 & 701,,,,,,,,,,197.64%,1.03%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,Ballston Quarter,,,,,,,,,,,,,2.89%,1.31%,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US,8421 Broad,8421 Broad,,,,,,,4.61%,1.93%,1.63%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US,Cameron Court,Cameron Court,,,,,,,2.47%,1.93%,2.11%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US,National Logistics Portfolio,2240-2280 Beaver Road,,,,1.11%,2.62%,0.79%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US / BPY,Thayer & Spring,Thayer and Spring,,,,,,,0.26%,1.93%,1.45%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,1250 Connecticut Avenue,,,,,,,,,,-8.19%,1.03%,-0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,1400 K Street,,,,,,,,,,20.19%,1.03%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,3 Bethesda Metro Center,,,,,,,,,,-1.29%,1.03%,0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,650 Massachusetts Avenue,,,,,,,,,,-15.68%,1.03%,0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,77 K Street,,,,,,,,,,-16.37%,1.03%,-0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,799 Ninth Street,,,,,,,,,,-14.35%,1.03%,0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Bethesda Crescent,,,,,,,,,,-69.73%,1.03%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Halley Rise,,,,,,,,,,43.14%,1.03%,-0.07%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Reston Summit,,,,,,,,,,-76.74%,1.03%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Victor Building,,,,,,,,,,-78.09%,1.03%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / BWS / CIC/BPY Retail,Tysons Galleria,Tysons Galleria,,,,,,,,,,,,,3.84%,1.31%,2.43%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,Mondawmin Mall,,,,,,,,,,,,,-3.44%,1.31%,0.19%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,The Mall in Columbia,,,,,,,,,,,,,0.26%,1.31%,1.44%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,Towson Town Center,,,,,,,,,,,,,0.48%,1.31%,0.57%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),1110 Key Federal Hill,1110 Key Federal Hill,,,,,,,2.25%,1.93%,0.90%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),2003 Beaver Road,2003 Beaver Road,,,,3.00%,2.62%,0.15%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),8400 Westphalia Road,8400 Westphalia,,,,2.00%,2.62%,0.54%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),The Parker at Huntington Metro,The Parker at Huntington Metro,,,,,,,1.91%,1.93%,1.40%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP II,Marriott Bethesda North,Marriott Bethesda,-15.85%,2.64%,2.02%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III,BSREP III US Logistics,4653 Hollins Ferry Road,,,,-14.99%,2.62%,0.52%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III,Sofitel Washington DC,Sofitel DC,0.14%,2.64%,3.02%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Estate,,,,,,,-3.04%,1.93%,1.42%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Foundry Lofts,,,,,,,-2.08%,1.93%,0.76%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Guild,,,,,,,-2.92%,1.93%,0.78%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Origin,,,,,,,3.24%,1.93%,2.40%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Grand,,,,,,,-0.18%,1.93%,2.15%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Twelve12,,,,,,,-2.03%,1.93%,1.25%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,10641 Iron Bridge Road,,,,3.00%,2.62%,0.23%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,6619 Iron Place,,,,3.85%,2.62%,0.46%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,8787 Snouffer School Road,,,,3.17%,2.62%,0.44%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,8797 Snouffer School Road,,,,3.34%,2.62%,0.50%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,Hyattsville Small-Bay Portfolio,,,,7.30%,2.62%,0.50%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,Watermark Lodging,Le Meridian Arlington,-1.10%,2.64%,1.27%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",US Office Fund,Silver Spring Metro Center,Silver Spring Metro Plaza,,,,,,,,,,13.10%,1.03%,-0.01%,,,,
All other Markets,,,Ala Moana Center,,,,,,,,,,,,,-4.11%,4.77%,8.00%,
All other Markets,,,Downright Austin,12.99%,4.86%,2.14%,,,,,,,,,,,,,
All other Markets,,,Short Pump Town Center,,,,,,,,,,,,,1.86%,4.77%,,
All other Markets,BPREP US,National Logistics Portfolio,Penhall Austin,,,,0.00%,,0.02%,,,,,,,,,,
All other Markets,BPREP US,National Logistics Portfolio,Penhall San Diego,,,,0.00%,,0.10%,,,,,,,,,,
All other Markets,BPREP US,Vernon Logistics Portfolio,10280 Camino Santa Fe,,,,2.00%,1.89%,0.13%,,,,,,,,,,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Otay Ranch Town Center,,,,,,,,,,,,,4.26%,4.77%,0.53%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Park City Center,,,,,,,,,,,,,5.64%,4.77%,0.73%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Pinnancle Hills,,,,,,,,,,,,,5.11%,4.77%,0.40%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Prince Kuhio Plaza,,,,,,,,,,,,,2.17%,4.77%,0.22%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Valley Plaza Mall,,,,,,,,,,,,,10.76%,4.77%,1.10%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Visalia Mall,,,,,,,,,,,,,2.83%,4.77%,0.47%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Whalers Village,,,,,,,,,,,,,2.40%,4.77%,1.31%,
All other Markets,BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Augusta Mall,,,,,,,,,,,,,-3.59%,4.77%,0.37%,
All other Markets,BSREP III,Kimpton Alma San Diego,Alma San Diego,-9.10%,4.86%,1.30%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Equinox Resort,-12.28%,4.86%,1.12%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Fairmont Sonoma,-2.07%,4.86%,2.58%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Marriott La Jolla,-0.33%,4.86%,3.27%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Ritz Bacara,-12.18%,4.86%,6.72%,,,,,,,,,,,,,
