CSA Name,Capital Pool,Investment,Property Name,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio, 
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,1250 Connecticut Avenue,,,,,,,,,,-8.19%,0.74%,-0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,3 Bethesda Metro Center,,,,,,,,,,-1.29%,0.74%,0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,650 Massachusetts Avenue,,,,,,,,,,-15.68%,0.74%,0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,77 K Street,,,,,,,,,,-16.37%,0.74%,-0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,799 Ninth Street,,,,,,,,,,-14.35%,0.74%,0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Halley Rise,,,,,,,,,,43.14%,0.74%,-0.07%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / BWS / CIC/BPY Retail,Tysons Galleria,Tysons Galleria,,,,,,,,,,,,,3.84%,1.83%,2.43%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,Mondawmin Mall,,,,,,,,,,,,,-3.44%,1.83%,0.19%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,The Mall in Columbia,,,,,,,,,,,,,0.26%,1.83%,1.44%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,Towson Town Center,,,,,,,,,,,,,0.48%,1.83%,0.57%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),1110 Key Federal Hill,1110 Key Federal Hill,,,,,,,2.25%,3.13%,0.90%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),2003 Beaver Road,2003 Beaver Road,,,,3.00%,1.71%,0.15%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),8400 Westphalia Road,8400 Westphalia,,,,2.00%,1.71%,0.54%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),The Parker at Huntington Metro,The Parker at Huntington Metro,,,,,,,1.91%,3.13%,1.40%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP II,Marriott Bethesda North,Marriott Bethesda,-15.85%,2.67%,2.02%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III,BSREP III US Logistics,4653 Hollins Ferry Road,,,,-14.99%,1.71%,0.52%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III,Sofitel Washington DC,Sofitel DC,0.14%,2.67%,3.02%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Estate,,,,,,,-3.04%,3.13%,1.42%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Foundry Lofts,,,,,,,-2.08%,3.13%,0.76%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Guild,,,,,,,-2.92%,3.13%,0.78%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Origin,,,,,,,3.24%,3.13%,2.40%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Grand,,,,,,,-0.18%,3.13%,2.15%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Twelve12,,,,,,,-2.03%,3.13%,1.25%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,10641 Iron Bridge Road,,,,3.00%,1.71%,0.23%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,6619 Iron Place,,,,3.85%,1.71%,0.46%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,8787 Snouffer School Road,,,,3.17%,1.71%,0.44%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,8797 Snouffer School Road,,,,3.34%,1.71%,0.50%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,Hyattsville Small-Bay Portfolio,,,,7.30%,1.71%,0.50%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,Watermark Lodging,Le Meridian Arlington,-1.10%,2.67%,1.27%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",US Office Fund,Silver Spring Metro Center,Silver Spring Metro Plaza,,,,,,,,,,13.10%,0.74%,-0.01%,,,,
All other Markets,,,Ala Moana Center,,,,,,,,,,,,,-4.11%,3.99%,8.00%,
All other Markets,,,Downright Austin,12.99%,3.95%,2.14%,,,,,,,,,,,,,
All other Markets,,,Short Pump Town Center,,,,,,,,,,,,,1.86%,3.99%,,
All other Markets,BPREP US,National Logistics Portfolio,Penhall Austin,,,,0.00%,,0.02%,,,,,,,,,,
All other Markets,BPREP US,National Logistics Portfolio,Penhall San Diego,,,,0.00%,,0.10%,,,,,,,,,,
All other Markets,BPREP US,Vernon Logistics Portfolio,10280 Camino Santa Fe,,,,2.00%,1.49%,0.13%,,,,,,,,,,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Otay Ranch Town Center,,,,,,,,,,,,,4.26%,3.99%,0.53%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Park City Center,,,,,,,,,,,,,5.64%,3.99%,0.73%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Pinnancle Hills,,,,,,,,,,,,,5.11%,3.99%,0.40%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Prince Kuhio Plaza,,,,,,,,,,,,,2.17%,3.99%,0.22%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Valley Plaza Mall,,,,,,,,,,,,,10.76%,3.99%,1.10%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Visalia Mall,,,,,,,,,,,,,2.83%,3.99%,0.47%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Whalers Village,,,,,,,,,,,,,2.40%,3.99%,1.31%,
All other Markets,BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Augusta Mall,,,,,,,,,,,,,-3.59%,3.99%,0.37%,
All other Markets,BSREP III,Kimpton Alma San Diego,Alma San Diego,-9.10%,3.95%,1.30%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Equinox Resort,-12.28%,3.95%,1.12%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Fairmont Sonoma,-2.07%,3.95%,2.58%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Marriott La Jolla,-0.33%,3.95%,3.27%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Ritz Bacara,-12.18%,3.95%,6.72%,,,,,,,,,,,,,
