placebo_coef_lag1,placebo_coef_delta
0.00042736170138914107,0.008141644800821954
0.0012833566811813455,0.002795597293531396
-0.0016493371633914018,-0.0053492436882435655
2.523349365325085e-05,0.0149199431980817
0.0013192482659176235,0.007785931747674447
-0.0012253165536311723,0.006969261713075477
0.0033868677399622143,-0.0019972977987935143
-5.5155696127625e-05,-0.006704190225177419
0.0010826941985100356,-0.0043103416829581255
-0.0012540288633400435,-0.007429958648719081
-0.0010455324468788363,-0.005712062166725284
-0.000458476319578437,-0.0074883626051343724
0.0010462198618291841,-0.0024267547167376963
0.00011481735529148153,0.002026684473958801
0.00032148787650764285,0.004624838518535844
-0.0016298259985268728,-0.0026164373423186674
-0.00013373021189189312,-0.00192818974007917
0.0005225608526261701,0.0057356108596682545
0.000683426251918446,0.0036460495835564143
0.0021669883804528614,-0.00820220581330766
0.0011626410240809428,0.003944475031758563
-0.0015612284526757318,0.0032575291577485537
0.0011208481329076818,-0.006638439354367168
-0.0028805913926215673,0.011221605459979554
-0.0006745183140888507,-0.01127477908366731
0.0010559422549743474,0.009972619066805941
-0.0004155585140344001,0.0005968131798892074
-0.001379049308251309,-0.001356234175620914
-0.0014068038671842386,0.0008642900635773238
-0.001051676851595863,8.462932979132487e-05
0.0005385906298449934,0.0008108070127190405
-0.0021694231663068326,-0.0037053746878852175
0.0006866890811977175,-0.00416695104043347
0.0024472155621517704,-0.0006013887456658591
0.000779949255332177,-0.0005865212736577672
0.0019105740299654379,0.0010362631913930134
-0.00036641973781217994,0.00788788840075839
0.0015117177072871274,-0.008104215458685273
0.00127328977504216,-0.003231802922228065
0.0016164803257649372,-0.0014147182760969599
0.0011574594441524698,0.0017340914609690746
-0.0013568502987766524,0.004448043669179073
0.0016880137981933451,-0.0031569293134072196
0.0011970443509005404,0.0023962541052845922
-0.0015569943785602419,-0.00445877055456913
-0.0005378643878625821,-0.0016106436800827218
-0.0027349839057202335,0.0013004639080429706
4.099932832118535e-05,0.0034316964014849296
0.0009818369567496737,0.01777928070551982
-0.0009790820848226192,-0.004591839814066253
-0.001111720319831907,-0.007337491745567395
-0.0001662604843376011,-0.008339865759418842
0.0016460710433975603,-0.001199956152110755
0.00045667885628609945,0.005631783346600837
0.001047681463558661,0.004629245639663373
0.0001193391432575808,0.009943904679014168
0.0005270515441295767,-0.0020223397806403433
0.0006382366563523657,0.0017619831991951551
-0.001013023549499031,0.0024090497543312332
-0.0012905936038587011,-0.013287411979771116
-0.0023193758175523403,0.0007773258914915443
-0.002149797734254077,0.007564885651627373
-0.0028607340308358844,-0.00036197816093104984
-0.00013393749659460714,-0.013268416751830166
0.0002071778297014351,0.014116171420159208
0.001912921958898828,0.009802073412008252
-0.0011626611454513618,-0.005207927511013028
0.0018151419029554803,0.000828386882336428
0.0001966348990660724,0.014081474432567175
-0.002489857553363208,-0.0044256281412926755
0.0019458749857530456,-2.230429645291076e-05
-0.0010776767628284337,0.00939007833274289
0.00022115892086475362,-0.010715437169390456
0.001356977791572715,0.0031434396652202934
-0.0014757046552866628,0.0018813375577865427
-0.002311582270297643,-0.010316684798076327
-0.00035819921005862985,-0.005193642985969089
0.0004769418157600404,0.00040578828355294265
8.052210859067616e-05,-0.007740070085101826
0.000316767933033351,0.0001289936903053577
-0.002661128225213946,0.006845726713168468
0.001680427288257281,0.009932943519559376
0.0030795861712331267,0.0008363362657639377
0.0023646660994624804,-0.004175742802540011
-0.0006828941770254199,-0.0066236145273804855
-0.001780456362150929,0.00241267945322315
-0.003742391523112186,-0.0037435970899131906
-0.001538695075230946,-0.006396389883192913
0.0004128704588540734,-0.0019379963400120187
-9.344188048933437e-05,0.009716746948702774
-0.0004125803334450839,0.005558916991814961
0.0013438108288805358,-0.003486432450019006
-0.0010587095511981044,0.0032162195109936673
-0.00020828085070159487,-0.005742735699144584
7.026262745473095e-05,0.001963035811893336
0.0006734374925765344,-0.002479447942359889
0.00024165648692093698,-0.0011753364798951088
-0.0018456047993320346,-0.002843492891658969
-0.00013375999258626628,-0.0012031191527334905
-0.0007251869181310055,0.006181037774124752
-0.0013564391065787682,-0.0023921804790342535
-0.0009055819904979767,0.0033027700963677463
-9.822007188335606e-05,-0.003925666329963203
-0.0005264465222107495,-0.004314190903513601
-0.0005072272830546451,0.0014192098040979543
-0.0005776729671119833,-0.010139195071988759
-0.001487248922882052,0.007699935084735467
0.0020447313663267937,0.0009438303919115289
0.0005381886553137278,-0.007076118428298448
0.0007036563482458164,-0.006565635493734469
0.00045151099692410514,-0.007443684809718739
0.0026805040594563546,0.0027654036603670805
0.0021420540898004427,-0.007443325318249252
-0.0012912629039193,0.010262248994561428
0.001206188802460541,-0.000394113547457452
0.003175463599132621,0.0020088543872593045
0.0014451539187759616,0.004537041242961547
-0.0023907444892358374,0.009969747441717983
-0.0016729177632313556,-0.007058760350361804
0.0005068290222706998,0.002816908088872966
-0.001281015195413163,-0.00140403107071163
-0.0007754928264648638,-0.002588810384684161
-0.002005139546162214,0.001503133346292873
0.0027783432416851935,0.013266098805929442
0.0001685146764888045,0.009387211609365065
-0.0018715598916420628,-0.003988308641205106
-0.00026693239847000916,0.0006333610090645813
-0.0012079836243518152,0.006353949990563953
-0.001957615054367839,-0.0015341054412204179
0.0003605667482523773,-0.007144812728047651
-0.001227256090379644,-0.004030341588746515
-0.0025781324995677026,-4.835029590645402e-05
0.004517384948965651,-0.001579048809142823
-0.0009464851483195392,0.00678461268910124
-0.0015186205724838611,-0.0028171761550347747
0.0005888025460096496,0.011507338774418618
0.0015998696190918902,-0.003710315960775866
-0.00023157678814028702,0.0032929810720059892
-0.00018838112694532472,-0.006350944575854106
-0.002693049407174765,-0.008233841351213812
-0.0008607070690553146,0.006543888280446737
0.0014856553127765228,0.00493997257944331
-0.0023608038553722364,-0.001999171854769392
-2.5615041373657594e-06,0.00032170799404304196
0.001129844598404031,0.0007103136066298851
-0.0019855179317929315,0.0011717643169936176
-0.0007397137202966775,0.00622185177450734
0.0017520346194645057,-0.0022848361308060988
0.0016908710853506216,0.0038672183985645086
0.0019043465544013533,0.0019895181118343287
0.0021394225511144086,-0.005475021188884666
0.003108745677085168,-0.0008503763235788519
0.0007509082613004872,-0.0007836254984426709
0.0006388420082922318,-0.00623027762117004
-0.00034886874403143163,-0.007535710472204016
0.0021725850922373192,-0.0021356808789343173
0.001574450637631202,0.004109577635911821
-0.0017307444686532028,-0.00045566425237218917
0.0006229082128980653,-0.0031931575747181752
0.001534205375861761,-0.0015119366171956331
-0.0023847533352876677,0.011262546303425058
-0.000840437437685823,-0.007084722932811358
-2.030394021016562e-05,0.0003814386584270969
-0.0006971001213209098,-0.005252653781567257
0.0020143555819063463,0.009876696375580482
0.0007070062291057327,-0.003856468903104631
-0.0005045234104396804,-3.9956982463951246e-05
-0.0013860880682331866,-0.0005244938992739258
-0.0024546143714711073,-0.0017987901335202033
-0.0002452443734194729,-0.0007785593112529662
-0.0016122654828706914,0.0023967218519065367
-0.0014447698191364677,-0.0006533931589150909
-0.00016704070586592387,-0.008124387127180345
0.0009990729811978892,-0.0013421017997966858
0.0016711448986324571,0.0001197803293105276
0.001314895121480465,-0.010754016312074918
0.001826723076779458,0.001319918536432406
-0.00019124111111431394,-0.004685334887005719
0.0005744462533152244,0.0004716041950294978
-0.0002249983942339936,-0.006489181687155062
-3.2337898067800144e-05,-0.00105120236179823
-0.0018049774657309448,0.008960753954845108
0.0031555282215324177,0.0044084909101662125
0.0016331970199006634,0.0026177356862113503
0.0014742506637436996,0.00238831537423536
0.0005428804604714101,0.002324629252954363
0.002538321111466073,0.0011787441629422526
-0.0013405457364375185,-0.003902279660623349
-0.00291149161875381,0.0068980653106042985
0.0001481473062781436,-0.0015891707590575193
-0.0005094896336645023,0.0048829614120677505
-0.0011916799652844361,0.0008474370151056009
-0.004640011146235731,-0.0068596175198707915
-0.001527957280082484,0.008990287920590272
-0.00024830428369867694,-0.007936383020296945
-0.0027592326002630783,0.0027232263279422355
-0.001630839175912977,0.002867607158744527
0.0019341603251652188,0.0062325629295100805
0.00022647230542002084,0.0020050973402495134
0.0004790795660873867,-0.00845741271784767
0.0025838505640993414,-0.004164364889065611
-0.00048755681769128555,-0.0006848174554508116
-0.0005302596875609888,-0.006541796598583427
-0.0014770469794189182,-0.005606885392238917
-0.0034187210325414483,-0.0027704153318862143
0.0018622253904670364,0.0011035942542776032
