CSA Name,Capital Pool,Investment,Property Name,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio, 
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2503 East Vernon Avenue,,,,2.00%,1.02%,1.17%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2620 East Vernon Avenue,,,,2.00%,1.02%,0.06%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2651 East Vernon Ave,,,,0.49%,1.02%,0.67%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2716 East Vernon Ave,,,,2.00%,1.02%,0.24%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,8th and Grand,,,,,,,-4.62%,1.05%,3.27%,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,Alder,,,,,,,1.63%,1.05%,1.36%,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,Atelier,,,,,,,-4.71%,1.05%,2.22%,,,,,,,
"Los Angeles-Long Beach, CA",BPY / CIC/BPY Retail,Core Retail,Galleria at Tyler,,,,,,,,,,,,,0.69%,1.49%,0.58%,
"Los Angeles-Long Beach, CA",BPY / CIC/BPY Retail,Core Retail,Glendale Galleria,,,,,,,,,,,,,3.54%,1.49%,2.24%,
"Los Angeles-Long Beach, CA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Northridge Fashion Center,,,,,,,,,,,,,-2.29%,1.49%,1.12%,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,14555 Alondra Boulevard,,,,-36.14%,1.02%,1.29%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,1601 Steel,,,,25.92%,1.02%,,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,1603 Steel,,,,3.00%,1.02%,0.36%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,825 E. Central,,,,-23.33%,1.02%,,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,890 E. Mill,,,,33.82%,1.02%,,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Metro 417,,,,,,,-0.33%,1.05%,0.95%,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III / BSREP III Forest City Co-Invest / BSREP V,BSREP V US Multifamily / Forest City,The Met Los Angeles,,,,,,,-2.39%,1.05%,0.83%,,,,,,,
"Los Angeles-Long Beach, CA",BSREP IV,BSREP IV North American Logistics Portfolio,14601 Slover Avenue,,,,-2.47%,1.02%,0.67%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP IV,BSREP IV North American Logistics Portfolio,1880 Riverview Drive,,,,3.00%,1.02%,-0.14%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP IV,Watermark Lodging,Westin Pasadena,10.38%,0.99%,2.86%,,,,,,,,,,,,,
"Los Angeles-Long Beach, CA",DTLA,601 Figueroa,Figueroa at Wilshire,,,,,,,,,,-45.76%,1.49%,,,,,
"Los Angeles-Long Beach, CA",DTLA,Bank of America Plaza,Bank of America Plaza,,,,,,,,,,-30.75%,1.49%,0.01%,,,,
"Los Angeles-Long Beach, CA",DTLA,Ernst & Young Plaza,Ernst & Young Plaza,,,,,,,,,,-3.73%,1.49%,0.00%,,,,
"Los Angeles-Long Beach, CA",DTLA,FIG at 7th,FIGat7th,,,,,,,,,,-14.91%,1.49%,0.00%,,,,
"Los Angeles-Long Beach, CA",DTLA,Wells Fargo Center North,Wells Fargo Center - North Tower,,,,,,,,,,6.99%,1.49%,-0.08%,,,,
"Los Angeles-Long Beach, CA",DTLA,Wells Fargo Center South,Wells Fargo Center - South Tower,,,,,,,,,,-30.43%,1.49%,0.01%,,,,
"Los Angeles-Long Beach, CA",US Office Fund,Marina Towers,Marina Towers,,,,,,,,,,1.36%,1.49%,0.70%,,,,
"Louisville/Jefferson County--Elizabethtown, KY-IN",BPY / CIC/BPY Retail,Core Retail,Mall St. Matthews,,,,,,,,,,,,,-5.01%,3.19%,0.30%,
"Louisville/Jefferson County--Elizabethtown, KY-IN",BPY / CIC/BPY Retail,Core Retail,Oxmoor Center Mall,,,,,,,,,,,,,1.85%,3.19%,0.57%,
"Macon-Bibb County--Warner Robins, GA",BPY / CIC/BPY Retail,Core Retail,The Shoppes at River Crossing,,,,,,,,,,,,,6.50%,3.45%,0.22%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",,,,-2.10%,5.13%,2.10%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",,,Mayfair House,5.80%,5.13%,1.05%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,10800 - 10810 NW 92nd Terrace,,,,61.66%,3.89%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,1900 NW 92nd Ave,,,,-52.00%,3.89%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,2105 NW 102nd Ave,,,,4.59%,3.89%,0.26%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,3400 NW 74th Ave,,,,3.10%,3.89%,3.35%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,700 Banyan,,,,2.00%,3.89%,1.08%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,7500 NW 35th Terrace,,,,3.01%,3.89%,1.03%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,8800 NW 79th Ave,,,,3.00%,3.89%,0.32%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 1,,,,27.78%,3.89%,0.70%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 2,,,,14.00%,3.89%,0.69%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 3,,,,-37.61%,3.89%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 4,,,,63.97%,3.89%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 674 Building,,,,14.65%,3.89%,0.50%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 700,,,,6.52%,3.89%,0.52%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 712 Building,,,,27.97%,3.89%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 736 Building,,,,7.79%,3.89%,0.61%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Medley Palms,,,,16.76%,3.89%,0.62%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Palmetto Airport Center 1,,,,11.08%,3.89%,0.57%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Palmetto Airport Center 2,,,,22.40%,3.89%,0.54%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,Solano at Miramar,Solano at Miramar,,,,,,,1.17%,2.03%,1.97%,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,Vernon Logistics Portfolio,14290 Northwest 4th Street,,,,2.00%,3.89%,0.21%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / BWS / CIC/BPY Retail,Shops at Merrick Park,Shops at Merrick Park,,,,,,,,,,,,,13.11%,2.85%,1.55%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / CIC/BPY Retail,Core Retail,Miami Design District,,,,,,,,,,,,,9.33%,2.85%,6.45%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Mizner Park,,,,,,,,,,,,,2.16%,2.85%,0.37%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Pembroke Lakes Mall,,,,,,,,,,,,,-2.47%,2.85%,0.54%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,2280 West Copans Road,,,,-8.88%,3.89%,0.75%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,3245 W. McNab Road,,,,9.60%,3.89%,0.23%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,Airport West Commerce Center,,,,3.92%,3.89%,0.72%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,Commerce Center at Countyline,,,,3.50%,3.89%,1.07%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,Hilton Fort Lauderdale Marina,Hilton Ft. Lauderdale,6.87%,5.13%,2.41%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,Marriott Hutchinson Island,Marriott Hutchinson Island,8.82%,5.13%,1.34%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP IV,BSREP IV North American Logistics Portfolio,1500 NW 95th Ave,,,,-23.53%,3.89%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP IV,Watermark Lodging,Hawk's Cay,-12.33%,5.13%,1.41%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP IV,Watermark Lodging,Ritz Ft. Lauderdale,3.06%,5.13%,2.50%,,,,,,,,,,,,,
"Milwaukee-Racine-Waukesha, WI",,,Mayfair,,,,,,,,,,,,,12.92%,0.41%,1.09%,
"Minneapolis-St. Paul, MN-WI",BPY / CIC/BPY Retail,Core Retail,Ridgedale Center,,,,,,,,,,,,,-4.71%,1.04%,0.56%,
"Nashville-Davidson--Murfreesboro, TN",Brookfield US REIT (NTR),The Burnham,The Burnham Nashville,,,,,,,-9.28%,1.59%,2.42%,,,,,,,
"New Orleans-Metairie-Slidell, LA-MS",BPY / CIC/BPY Retail,Core Retail,Oakwood Center LA,,,,,,,,,,,,,-14.75%,2.21%,0.15%,
"New Orleans-Metairie-Slidell, LA-MS",BPY / CIC/BPY Retail,Core Retail,Oakwood Mall WI,,,,,,,,,,,,,0.17%,2.21%,0.19%,
"New Orleans-Metairie-Slidell, LA-MS",BSREP IV,Watermark Lodging,Hyatt Centric French Quarter,-0.52%,6.36%,1.16%,,,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",,,"Love, Bleecker",,,,,,,,,,-95.48%,0.95%,,,,,
"New York-Newark, NY-NJ-CT-PA",,,Manhattan West - Retail,,,,,,,,,,-54.44%,0.95%,,,,,
"New York-Newark, NY-NJ-CT-PA",,,Pendry Manhattan West,14.88%,5.99%,5.17%,,,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BOZ / BPY,The Bellslip,The Bellslip,,,,,,,1.15%,1.86%,3.35%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BOZ / BPY / CIC/BPY Retail,The SoNo Collection,The SoNo Collection,,,,,,,,,,,,,-0.39%,1.83%,0.37%,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,1 Adams Boulevard,,,,2.50%,3.25%,0.57%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,10 Industrial Avenue,,,,6.69%,3.25%,0.47%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,10 Patton Drive,,,,3.00%,3.25%,1.19%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,100 Commercial St,,,,4.00%,3.25%,0.46%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,111 Kero,,,,2.01%,3.25%,0.82%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,135 Spagnoli Road,,,,3.35%,3.25%,0.86%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,241 Clinton,,,,12.39%,3.25%,0.73%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,303 Smith Street,,,,-11.32%,3.25%,0.29%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,55 Bay Street,,,,3.00%,3.25%,1.45%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,55 Railroad,,,,31.67%,3.25%,0.33%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,Vernon Logistics Portfolio,60 Seaview Drive,,,,2.00%,3.25%,0.61%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,15 Cliff,,,,,,,1.03%,1.86%,1.20%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPY,333 West 34th Street,333 W 34th Street,,,,,,,,,,-49.18%,0.95%,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPY,One Blue Slip,One Blue Slip,,,,,,,0.68%,1.86%,2.87%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPY,One New York Plaza,One New York Plaza,,,,,,,,,,-9.96%,0.95%,3.58%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,300 Madison Avenue,,,,,,,,,,0.04%,0.95%,8.18%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,Brookfield Place - 300 Vesey Street,,,,,,,,,,-4.92%,0.95%,1.93%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,One Manhattan West,,,,,,,,,,2.59%,0.95%,20.57%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,The Lofts at Manhattan West,,,,,,,,,,-63.29%,0.95%,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,Two Blue Slip,Two Blue Slip,,,,,,,0.79%,1.86%,3.74%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,Five Manhattan West - Office,Five Manhattan West,,,,,,,,,,-25.05%,0.95%,20.78%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,Grace Building,Grace Building,,,,,,,,,,-15.60%,0.95%,27.70%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,One Liberty Plaza,One Liberty Plaza,,,,,,,,,,4.36%,0.95%,10.75%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,The Eugene,The Eugene,,,,,,,5.80%,1.86%,9.73%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,Two Manhattan West,Two Manhattan West,,,,,,,,,,119.40%,0.95%,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,685 Fifth Avenue Retail,,,,,,,,,,,,,0.37%,1.83%,0.86%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,730 Fifth Avenue - Retail,,,,,,,,,,,,,4.00%,1.83%,2.63%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,Paramus Park,,,,,,,,,,,,,10.48%,1.83%,0.26%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,Staten Island Mall,,,,,,,,,,,,,-1.77%,1.83%,1.38%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,Willowbrook Mall (NJ),,,,,,,,,,,,,-5.48%,1.83%,1.78%,
"New York-Newark, NY-NJ-CT-PA",BSREP II,BSREP II US Manufactured Housing,Waterside,,,,,,,2.44%,1.86%,8.56%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,125 James,,,,4.00%,3.25%,0.21%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,20 Harry Shupe Blvd,,,,3.00%,3.25%,3.13%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,40 Verona Ave.,,,,0.00%,,0.47%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,426 Eagle Rock,,,,30.85%,3.25%,0.67%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,485 S Broadway,,,,159.08%,3.25%,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,80-98 North Main Street,,,,26.58%,3.25%,4.99%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,Belmont Distribution Center,,,,-21.57%,3.25%,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,Monroe 8A Logistics Center,,,,2.91%,3.25%,8.67%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,VYV North,,,,,,,1.29%,1.86%,2.62%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,VYV South,,,,,,,0.92%,1.86%,2.84%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,100 Lake Drive,,,,0.00%,,0.16%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,100 Randolph Road,,,,9.47%,3.25%,0.76%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,106 Kenny Place,,,,2.62%,3.25%,0.40%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,125-127 Kingsland Ave,,,,10.67%,3.25%,0.32%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,50 Randolph Road,,,,2.54%,3.25%,0.02%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,55-40 44th Street,,,,77.55%,3.25%,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,65-75 Kingsland Ave,,,,-3.71%,3.25%,0.23%,,,,,,,,,,
"Oklahoma City-Shawnee, OK",BPY / CIC/BPY Retail,Core Retail,Quail Springs Mall,,,,,,,,,,,,,-7.60%,0.59%,0.15%,
"Oklahoma City-Shawnee, OK",BPY / CIC/BPY Retail,Core Retail,Sooner Mall,,,,,,,,,,,,,-11.45%,0.59%,0.13%,
"Omaha-Fremont, NE-IA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Westroads Mall,,,,,,,,,,,,,2.90%,3.04%,0.42%,
"Orlando-Lakeland-Deltona, FL",BPREP US,National Logistics Portfolio,2002 Directors Row,,,,-23.33%,3.93%,,,,,,,,,,,
"Orlando-Lakeland-Deltona, FL",BPREP US,Vernon Logistics Portfolio,6950 Presidents Drive,,,,2.00%,3.93%,0.08%,,,,,,,,,,
"Orlando-Lakeland-Deltona, FL",BPY / CIC/BPY Retail,Core Retail,Altamonte Mall,,,,,,,,,,,,,-2.84%,2.79%,0.76%,
"Orlando-Lakeland-Deltona, FL",Brookfield US REIT (NTR),Domain,Domain,,,,,,,-2.93%,1.96%,0.93%,,,,,,,
"Orlando-Lakeland-Deltona, FL",Brookfield US REIT (NTR),Mclane Distribution Center,McLane Distribution Center,,,,1.72%,3.93%,0.57%,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",,,,1.97%,2.72%,3.41%,,,,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BPREP US,National Logistics Portfolio,9775 Commerce Circle,,,,52.58%,3.62%,,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BPREP US,Vernon Logistics Portfolio,1511 Lancer Drive,,,,2.00%,3.62%,0.06%,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BPY / CIC/BPY Retail,Core Retail,Christiana Mall,,,,,,,,,,,,,-3.51%,1.48%,2.47%,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Brookfield US REIT (NTR),Briggs + Union,Briggs + Union,,,,,,,2.11%,2.61%,1.63%,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BSREP III / BSREP III Forest City Co-Invest,Forest City,One Franklin Town,,,,,,,-0.96%,2.61%,1.02%,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Lofts at 1835 Arch,,,,,,,-1.43%,2.61%,0.62%,,,,,,,
"Phoenix-Mesa, AZ",BPREP US,National Logistics Portfolio,Penhall Phoenix,,,,2.33%,1.25%,0.12%,,,,,,,,,,
"Phoenix-Mesa, AZ",BPREP US,Vernon Logistics Portfolio,640 South 54th Ave,,,,2.00%,1.25%,0.07%,,,,,,,,,,
"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Brookfield US REIT (NTR),2626 South Side Flats,2626 South Side Flats,,,,,,,0.71%,4.22%,0.82%,,,,,,,
"Portland-Lewiston-South Portland, ME",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,The Maine Mall,,,,,,,,,,,,,1.06%,0.83%,0.49%,
"Portland-Vancouver-Salem, OR-WA",BPY / CIC/BPY Retail,Core Retail,Clackamas Town Center,,,,,,,,,,,,,1.21%,1.14%,0.61%,
"Portland-Vancouver-Salem, OR-WA",BPY / CIC/BPY Retail,Core Retail,Pioneer Place,,,,,,,,,,,,,22.58%,1.14%,0.62%,
"Portland-Vancouver-Salem, OR-WA",Brookfield US REIT (NTR),Verso,Verso,,,,,,,-2.29%,1.37%,0.55%,,,,,,,
"Raleigh-Durham-Cary, NC",BPY / CIC/BPY Retail,Core Retail,The Streets at Southpoint,,,,,,,,,,,,,5.31%,3.48%,1.60%,
"Raleigh-Durham-Cary, NC",BSREP IV,Watermark Lodging,Marriott Raleigh,1.87%,1.19%,3.21%,,,,,,,,,,,,,
"Rochester-Austin-Winona, MN",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Apache Mall,,,,,,,,,,,,,-3.38%,0.14%,0.16%,
"Sacramento-Roseville, CA",BPREP US,National Logistics Portfolio,Penhall Sacramento,,,,2.33%,0.95%,0.08%,,,,,,,,,,
"Sacramento-Roseville, CA",BSREP IV,Margaritaville Resort Lake Tahoe,Margaritaville Lake Tahoe,29.61%,5.82%,3.39%,,,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT-ID",BPY / CIC/BPY Retail,Core Retail,Fashion Place,,,,,,,,,,,,,3.51%,2.62%,1.44%,
"San Antonio-New Braunfels-Kerrville, TX",BPY / BWS / CIC/BPY Retail,North Star Mall,North Star Mall,,,,,,,,,,,,,1.24%,0.97%,1.90%,
"San Antonio-New Braunfels-Kerrville, TX",BPY / BWS / CIC/BPY Retail,The Shops at La Cantera,The Shops at La Cantera,,,,,,,,,,,,,6.82%,0.97%,2.62%,
"San Jose-San Francisco-Oakland, CA",BPREP US,Mosso,Mosso,,,,,,,3.93%,1.33%,2.21%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,National Logistics Portfolio,M10 Business Park 1,,,,4.02%,0.57%,0.60%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,National Logistics Portfolio,M10 Business Park 2,,,,3.25%,0.57%,0.24%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,National Logistics Portfolio,M10 Business Park 3,,,,3.00%,0.57%,0.14%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,Vernon Logistics Portfolio,33200 Dowe Avenue,,,,2.00%,0.57%,0.15%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,Village at San Antonio Center,The Village Residences,,,,,,,9.10%,1.33%,2.77%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,Vintage,,,,,,,-1.04%,1.33%,1.94%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US / BPY,685 Market Street,685 Market Street,,,,,,,,,,-42.98%,1.65%,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US / BPY,One Post Street,One Post Street,,,,,,,,,,8.20%,1.65%,0.11%,,,,
"San Jose-San Francisco-Oakland, CA",BPY / BSREP II,Rouse Properties,NewPark,,,,,,,,,,,,,0.21%,1.47%,,
"San Jose-San Francisco-Oakland, CA",BPY / BSREP II,Rouse Properties,Southland Mall (CA),,,,,,,,,,,,,2.21%,1.47%,,
"San Jose-San Francisco-Oakland, CA",BPY / BWS / CIC/BPY Retail,Stonestown Galleria,Stonestown Galleria,,,,,,,,,,,,,-2.55%,1.47%,1.14%,
"San Jose-San Francisco-Oakland, CA",BSREP II,Webster 11,Webster Eleven,,,,,,,4.88%,1.33%,1.54%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Bayside Village,,,,,,,2.71%,1.33%,6.53%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Presidio Landmark,,,,,,,3.22%,1.33%,1.10%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP IV,Watermark Lodging,Fairmont Sonoma,-6.85%,3.37%,3.33%,,,,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP IV,Watermark Lodging,Marriott San Jose,20.78%,3.37%,3.68%,,,,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP IV,Watermark Lodging,Ritz San Francisco,4.49%,3.37%,6.57%,,,,,,,,,,,,,
"Savannah-Hinesville-Statesboro, GA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Oglethorpe Mall,,,,,,,,,,,,,-2.73%,2.68%,0.27%,
"Savannah-Hinesville-Statesboro, GA",BSREP IV,BSREP IV North American Logistics Portfolio,6030 Commerce Boulevard,,,,4.52%,4.66%,1.08%,,,,,,,,,,
"Seattle-Tacoma, WA",BPREP US,Cielo,Cielo,,,,,,,0.64%,1.99%,1.42%,,,,,,,
"Seattle-Tacoma, WA",BPREP US,National Logistics Portfolio,3900 150th Avenue,,,,0.75%,0.33%,0.25%,,,,,,,,,,
