YEAR,MET_NAME,PPL_IN_RENTALS,RENTAL_UNITS,PPL_PER_RENTAL,costar_name
2009,"Alexandria, LA",34649.0,16122.0,2.1491750403175787,Alexandria - LA USA
2016,"Blacksburg-Christiansburg-Radford, VA",63422.0,26884.0,2.3590983484600505,Blacksburg - VA USA
2010,"Midland, TX",33467.0,15117.0,2.213865184891182,Midland - TX USA
2022,"Mount Vernon-Anacortes, WA",34486.0,14079.0,2.449463740322466,
2009,"Huntsville, AL",89827.0,43621.0,2.059260447949382,Huntsville - AL USA
2018,"St. Joseph, MO-KS",31275.0,14385.0,2.1741397288842546,
2020,"Monroe, MI",22647.0,11757.0,1.92625669813728,Monroe - MI USA
2019,"Owensboro, KY",35853.0,14507.0,2.4714275866822915,Owensboro - KY USA
2009,"Urban Honolulu, HI",368223.0,139617.0,2.6373794022217925,Honolulu - HI USA
2008,"San Angelo, TX",35793.0,14901.0,2.4020535534527885,San Angelo - TX USA
2006,"Decatur, AL",32898.0,13404.0,2.454341987466428,Decatur - AL USA
2012,"Grand Rapids-Wyoming, MI",217211.0,93139.0,2.3321165140274216,Grand Rapids - MI USA
2006,"Decatur, IL",25356.0,13300.0,1.9064661654135338,Decatur - IL USA
2016,"Providence-Warwick, RI-MA",536931.0,254712.0,2.107992556298879,Providence - RI USA
2007,"Owensboro, KY",34428.0,13766.0,2.5009443556588695,Owensboro - KY USA
2010,"Gainesville, GA",61280.0,21014.0,2.9161511373370135,Gainesville - GA USA
2011,"Yuma, AZ",60308.0,20273.0,2.974794061066443,Yuma - AZ USA
2022,"Kalamazoo-Portage, MI",94512.0,49409.0,1.9128498856483636,Kalamazoo - MI USA
2022,"Prescott, AZ",60468.0,26571.0,2.2757141244213615,Prescott - AZ USA
2011,"Niles-Benton Harbor, MI",32783.0,14414.0,2.274386013597891,Niles-Benton Harbor - MI USA
2020,"Minneapolis-St. Paul-Bloomington, MN-WI",875245.0,438109.0,1.9977790915046256,Minneapolis - MN USA
2010,"Boston-Cambridge-Newton, MA-NH",1431209.0,677445.0,2.1126571160758436,Boston - MA USA
2014,"Yuma, AZ",68536.0,24049.0,2.849848226537486,Yuma - AZ USA
2023,"Boston-Cambridge-Newton, MA-NH",1561720.0,756073.0,2.0655677427973225,Boston - MA USA
2006,"New York-Newark-Jersey City, NY-NJ-PA",7428502.0,3162853.0,2.3486712787473842,New York - NY USA
2010,"Portland-Vancouver-Hillsboro, OR-WA",754290.0,331861.0,2.272909441000901,Portland - OR USA
2018,"College Station-Bryan, TX",94672.0,44445.0,2.130093373832827,College Station-Bryan - TX USA
2005,"Jacksonville, FL",344188.0,153528.0,2.241858162680423,Jacksonville - FL USA
2020,"Hanford-Corcoran, CA",53376.0,18612.0,2.86782720825274,Hanford-Corcoran - CA USA
2012,"Huntsville, AL",113587.0,49382.0,2.3001701024664856,Huntsville - AL USA
2005,"Albuquerque, NM",221748.0,101531.0,2.184042312200215,Albuquerque - NM USA
2019,"Rockford, IL",100382.0,42888.0,2.3405614624137288,Rockford - IL USA
2006,"La Crosse-Onalaska, WI-MN",25627.0,13784.0,1.8591845618107952,La Crosse-Onalaska - WI USA
2006,"Hammond, LA",31787.0,13076.0,2.4309421841541754,Hammond - LA USA
2014,"Syracuse, NY",187276.0,87267.0,2.1460116653488717,Syracuse - NY USA
2017,"San Antonio-New Braunfels, TX",692298.0,291381.0,2.375920186971697,San Antonio - TX USA
2006,"Santa Fe, NM",37563.0,16832.0,2.2316421102661597,Santa Fe - NM USA
2014,"Corpus Christi, TX",170568.0,67395.0,2.5308702425995993,Corpus Christi - TX USA
2014,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1593596.0,740627.0,2.1516849912304035,Philadelphia - PA USA
2022,"Oklahoma City, OK",450906.0,203964.0,2.2107136553509443,Oklahoma City - OK USA
2011,"La Crosse-Onalaska, WI-MN",40502.0,15779.0,2.5668293301223146,La Crosse-Onalaska - WI USA
2008,"Gainesville, FL",85090.0,43193.0,1.9699951381010812,Gainesville - FL USA
2007,"Stockton-Lodi, CA",226072.0,75979.0,2.9754537437976283,Stockton - CA USA
2014,"Orlando-Kissimmee-Sanford, FL",777666.0,313121.0,2.483595798429361,Orlando - FL USA
2015,"Fort Wayne, IN",103535.0,46378.0,2.2324162318340592,Fort Wayne - IN USA
2012,"Lincoln, NE",92984.0,47203.0,1.9698747960934686,Lincoln - NE USA
2012,"Anniston-Oxford-Jacksonville, AL",36674.0,14916.0,2.4587020648967552,Anniston-Oxford - AL USA
2013,"Houma-Thibodaux, LA",41501.0,16804.0,2.4697095929540587,Houma-Thibodaux - LA USA
2012,"Tucson, AZ",331514.0,148350.0,2.234674755645433,Tucson - AZ USA
2021,"Muncie, IN",31981.0,15152.0,2.1106784582893345,Muncie - IN USA
2005,"Kalamazoo-Portage, MI",86389.0,40134.0,2.1525140778392386,Kalamazoo - MI USA
2017,"Bellingham, WA",81869.0,35209.0,2.325229344769803,Bellingham - WA USA
2008,"Omaha-Council Bluffs, NE-IA",238649.0,115106.0,2.073297656073532,Omaha - NE USA
2017,"Lynchburg, VA",62510.0,29485.0,2.1200610479905038,Lynchburg - VA USA
2011,"Ann Arbor, MI",106043.0,54363.0,1.9506465794750105,Ann Arbor - MI USA
2005,"Medford, OR",58573.0,26881.0,2.1789739965031063,Medford - OR USA
2006,"Yuba City, CA",62721.0,21633.0,2.8993204825960337,Yuba City - CA USA
2005,"Palm Bay-Melbourne-Titusville, FL",114917.0,56030.0,2.050990540781724,Melbourne - FL USA
2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1813163.0,765078.0,2.3699060749361505,Washington - DC USA
2019,"Chattanooga, TN-GA",167044.0,74296.0,2.2483579196726606,Chattanooga - TN USA
2015,"Winston-Salem, NC",201602.0,87071.0,2.3153748090638673,Winston-Salem - NC USA
2009,"Vineland-Bridgeton, NJ",45374.0,16754.0,2.708248776411603,Vineland - NJ USA
2022,"Canton-Massillon, OH",107309.0,49099.0,2.185563860771095,Canton - OH USA
2018,"Raleigh, NC",422266.0,185367.0,2.2779998597377094,Raleigh - NC USA
2021,"San Diego-Carlsbad, CA",1320522.0,526582.0,2.507723393507564,San Diego - CA USA
2021,"Allentown-Bethlehem-Easton, PA-NJ",238922.0,105663.0,2.26116994596027,Lehigh Valley - PA USA
2022,"Albany-Schenectady-Troy, NY",249153.0,135287.0,1.841662539637955,Albany - NY USA
2009,"Eugene, OR",126144.0,57228.0,2.204235688823653,Eugene - OR USA
2005,"Ocala, FL",61381.0,25696.0,2.3887375466998755,Ocala - FL USA
2017,"Dover, DE",41585.0,17804.0,2.33571107616266,Dover - DE USA
2011,"Greenville-Anderson-Mauldin, SC",261374.0,111137.0,2.3518180263998487,Greenville - SC USA
2006,"Riverside-San Bernardino-Ontario, CA",1188179.0,399132.0,2.976907389034204,Inland Empire - CA USA
2008,"Yakima, WA",73532.0,26392.0,2.7861473173688998,Yakima - WA USA
2013,"Wenatchee, WA",42869.0,15886.0,2.6985395946116078,
2008,"Greeley, CO",70701.0,27043.0,2.6143918943904154,Greeley - CO USA
2005,"Billings, MT",37981.0,18165.0,2.0908890723919624,Billings - MT USA
2023,"Gainesville, FL",107610.0,53464.0,2.012756247194374,Gainesville - FL USA
2017,"Cleveland-Elyria, OH",625842.0,307012.0,2.0384936093703176,Cleveland - OH USA
2022,"Springfield, OH",38005.0,17864.0,2.127463054187192,Springfield - OH USA
2021,"Rockford, IL",97190.0,43323.0,2.243381113957944,Rockford - IL USA
2014,"Asheville, NC",129292.0,64731.0,1.997373746736494,
2016,"Gainesville, GA",62546.0,21712.0,2.880711127487104,Gainesville - GA USA
2006,"Hanford-Corcoran, CA",60239.0,17304.0,3.4812182154415163,Hanford-Corcoran - CA USA
2011,"Hattiesburg, MS",48606.0,21180.0,2.2949008498583567,Hattiesburg - MS USA
2005,"Rochester, NY",249086.0,123104.0,2.0233786067065247,Rochester - NY USA
2022,"Albuquerque, NM",212617.0,108935.0,1.9517785835590031,Albuquerque - NM USA
2019,"Baltimore-Columbia-Towson, MD",784885.0,352934.0,2.223886052349731,Baltimore - MD USA
2023,"St. Louis, MO-IL",715095.0,355193.0,2.0132575810897175,Saint Louis - MO USA
2014,"Midland, TX",45218.0,18229.0,2.4805529650556806,Midland - TX USA
2006,"Midland, TX",32694.0,14759.0,2.2151907310793413,Midland - TX USA
2012,"Santa Maria-Santa Barbara, CA",182506.0,67090.0,2.7203159934416457,Santa Barbara - CA USA
2014,"Sheboygan, WI",29382.0,14598.0,2.012741471434443,Sheboygan - WI USA
2023,"Minneapolis-St. Paul-Bloomington, MN-WI",841121.0,435906.0,1.9295926185920818,Minneapolis - MN USA
2006,"Miami-Fort Lauderdale-West Palm Beach, FL",1547921.0,652981.0,2.3705452379165703,Miami - FL USA
2018,"Tucson, AZ",345256.0,152255.0,2.267616827033595,Tucson - AZ USA
2012,"Brownsville-Harlingen, TX",137873.0,44468.0,3.1004992354052354,Brownsville-Harlingen - TX USA
2006,"Tyler, TX",48232.0,19596.0,2.4613186364564195,Tyler - TX USA
2010,"Fort Collins, CO",83698.0,38609.0,2.1678365148022483,Fort Collins - CO USA
2017,"Decatur, AL",32503.0,13999.0,2.321808700621473,Decatur - AL USA
2016,"San Jose-Sunnyvale-Santa Clara, CA",763849.0,276065.0,2.766917211526271,San Jose - CA USA
2019,"Redding, CA",66320.0,27129.0,2.4446164620885398,Redding - CA USA
2017,"Mansfield, OH",29820.0,15172.0,1.965462694437121,Mansfield - OH USA
2008,"Charleston-North Charleston, SC",179423.0,78620.0,2.2821546680234035,Charleston - SC USA
2005,"Knoxville, TN",216356.0,100632.0,2.1499721758486365,Knoxville - TN USA
2021,"Worcester, MA-CT",271907.0,123981.0,2.1931344318887573,Worcester - MA USA
2007,"Fresno, CA",363753.0,123513.0,2.9450584149036945,Fresno - CA USA
2016,"Laredo, TX",86235.0,26372.0,3.2699453966327923,Laredo - TX USA
2018,"San Antonio-New Braunfels, TX",705066.0,306301.0,2.301872994211576,San Antonio - TX USA
2021,"Jackson, TN",35725.0,16107.0,2.217979760352642,Jackson - TN USA
2017,"El Paso, TX",273383.0,103594.0,2.638984883294399,El Paso - TX USA
2011,"Denver-Aurora-Lakewood, CO",835768.0,372832.0,2.2416745343747317,Denver - CO USA
2020,"Santa Maria-Santa Barbara, CA",186771.0,67645.0,2.76104664054993,Santa Barbara - CA USA
2010,"Odessa, TX",40676.0,18621.0,2.1844154449277697,Odessa - TX USA
2013,"Milwaukee-Waukesha-West Allis, WI",531920.0,245918.0,2.1629974219048624,Milwaukee - WI USA
2018,"Joplin, MO",61746.0,24609.0,2.5090820431549434,Joplin - MO USA
2006,"Pittsburgh, PA",509206.0,274347.0,1.8560654936995848,Pittsburgh - PA USA
2014,"Reading, PA",111029.0,45943.0,2.416668480508456,Reading - PA USA
2015,"Monroe, LA",54728.0,23594.0,2.319572772738832,Monroe - LA USA
2005,"Iowa City, IA",36861.0,19816.0,1.8601635042389988,Iowa City - IA USA
2006,"Bakersfield, CA",280148.0,90729.0,3.0877448224933595,Bakersfield - CA USA
2006,"Charlotte-Concord-Gastonia, NC-SC",511648.0,227575.0,2.2482610128529057,Charlotte - NC USA
2022,"Muskegon, MI",29670.0,13769.0,2.154840583920401,Muskegon - MI USA
2021,"Modesto, CA",197353.0,68184.0,2.894418045289217,Modesto - CA USA
2016,"Bellingham, WA",79311.0,34241.0,2.316258286849099,Bellingham - WA USA
2010,"Naples-Immokalee-Marco Island, FL",74779.0,30110.0,2.483527067419462,Naples - FL USA
2012,"Port St. Lucie, FL",119060.0,46626.0,2.553510916655943,Port St. Lucie - FL USA
2020,"Denver-Aurora-Lakewood, CO",885908.0,426441.0,2.077445648987785,Denver - CO USA
2005,"Santa Maria-Santa Barbara, CA",157440.0,57043.0,2.7600231404379154,Santa Barbara - CA USA
2015,"Eau Claire, WI",37503.0,19635.0,1.910007639419404,Eau Claire - WI USA
2019,"Tucson, AZ",340873.0,151519.0,2.2497046575016997,Tucson - AZ USA
2014,"Columbia, SC",225060.0,99975.0,2.2511627906976743,
2018,"Spartanburg, SC",77569.0,33457.0,2.3184684819320323,Spartanburg - SC USA
2005,"Gadsden, AL",30034.0,11000.0,2.7303636363636365,Gadsden - AL USA
2012,"Midland, TX",38652.0,17185.0,2.2491707884783243,Midland - TX USA
2009,"Kalamazoo-Portage, MI",83105.0,41977.0,1.979774638492508,Kalamazoo - MI USA
2011,"Clarksville, TN-KY",113329.0,42061.0,2.6943962340410357,Clarksville - TN USA
2005,"Davenport-Moline-Rock Island, IA-IL",73916.0,37005.0,1.9974598027293609,Davenport - IA USA
2010,"Virginia Beach-Norfolk-Newport News, VA-NC",527435.0,222802.0,2.367281263184352,Norfolk - VA USA
2011,"Fresno, CA",394587.0,130116.0,3.0325786221525406,Fresno - CA USA
2009,"Spartanburg, SC",66977.0,29646.0,2.2592255278958375,Spartanburg - SC USA
2009,"Anniston-Oxford-Jacksonville, AL",28053.0,13591.0,2.064086527849312,Anniston-Oxford - AL USA
2015,"Palm Bay-Melbourne-Titusville, FL",151873.0,67149.0,2.261731373512636,Melbourne - FL USA
2006,"Jackson, TN",31168.0,13575.0,2.295985267034991,Jackson - TN USA
2006,"Omaha-Council Bluffs, NE-IA",250207.0,114965.0,2.1763754186056627,Omaha - NE USA
2007,"Springfield, MA",176483.0,83603.0,2.110964917526883,Springfield - MA USA
2020,"Jackson, MI",35826.0,16830.0,2.128698752228164,Jackson - MI USA
2010,"St. Cloud, MN",39427.0,20038.0,1.9676115380776524,St. Cloud - MN USA
2019,"Ocala, FL",96001.0,41070.0,2.337496956415875,Ocala - FL USA
2009,"Lakeland-Winter Haven, FL",163542.0,63867.0,2.560665132227911,Lakeland - FL USA
2018,"Portland-South Portland, ME",125517.0,65861.0,1.9057864289943973,Portland - ME USA
2016,"North Port-Sarasota-Bradenton, FL",189798.0,84155.0,2.255338363733587,Sarasota - FL USA
2013,"Grand Junction, CO",43908.0,18171.0,2.416377744758131,Grand Junction - CO USA
2013,"Minneapolis-St. Paul-Bloomington, MN-WI",885040.0,408843.0,2.1647429453359845,Minneapolis - MN USA
2005,"Beaumont-Port Arthur, TX",109056.0,48919.0,2.2293178519593613,Beaumont - TX USA
2014,"Reno, NV",170095.0,72194.0,2.35608222289941,Reno - NV USA
2010,"Hartford-West Hartford-East Hartford, CT",321904.0,150224.0,2.142826712109916,Hartford - CT USA
2015,"Sacramento--Roseville--Arden-Arcade, CA",838719.0,333215.0,2.517050552946296,Sacramento - CA USA
2008,"Madera, CA",53455.0,17297.0,3.0904203040989766,Madera - CA USA
2007,"Trenton, NJ",90691.0,38704.0,2.343194501860273,Trenton - NJ USA
2008,"Hattiesburg, MS",35606.0,16139.0,2.206208563107999,Hattiesburg - MS USA
2023,"Asheville, NC",131128.0,64276.0,2.0400771672163796,
2022,"Lima, OH",32739.0,13322.0,2.4575138868037834,
2013,"Salisbury, MD-DE",105936.0,39371.0,2.690711437352366,Salisbury - MD USA
2006,"Baton Rouge, LA",209818.0,89828.0,2.335775036736875,Baton Rouge - LA USA
2013,"Spartanburg, SC",87996.0,34493.0,2.5511263154843014,Spartanburg - SC USA
2019,"Richmond, VA",350279.0,164813.0,2.1253117169155344,Richmond - VA USA
2017,"Augusta-Richmond County, GA-SC",150245.0,63823.0,2.3540886514266015,Augusta - GA USA
2005,"Chicago-Naperville-Elgin, IL-IN-WI",2448020.0,1055453.0,2.3194021903391246,Chicago - IL USA
2016,"Roanoke, VA",89596.0,41499.0,2.1589917829345286,
2009,"Provo-Orem, UT",128312.0,40466.0,3.1708594869767213,Provo - UT USA
2016,"Tyler, TX",60619.0,24703.0,2.4539124802655548,Tyler - TX USA
2020,"Los Angeles-Long Beach-Anaheim, CA",5768489.0,2222004.0,2.5960749845634843,Los Angeles - CA USA
2005,"Owensboro, KY",25589.0,13073.0,1.957393100283026,Owensboro - KY USA
2006,"Muncie, IN",32260.0,14970.0,2.1549766199064795,Muncie - IN USA
2013,"Blacksburg-Christiansburg-Radford, VA",61018.0,27033.0,2.2571671660563015,Blacksburg - VA USA
2014,"Springfield, IL",54373.0,26206.0,2.074830191559185,Springfield - IL USA
2010,"Racine, WI",51711.0,23601.0,2.191051226642939,Racine - WI USA
2007,"Evansville, IN-KY",62168.0,30110.0,2.064696114247758,Evansville - IN USA
2005,"Springfield, IL",55554.0,26548.0,2.092587012204309,Springfield - IL USA
2023,"Jackson, MS",156570.0,76221.0,2.054158302829929,Jackson - MS USA
2017,"Oklahoma City, OK",452624.0,193943.0,2.3337991059228744,Oklahoma City - OK USA
2014,"Baltimore-Columbia-Towson, MD",798325.0,352378.0,2.2655358734086692,Baltimore - MD USA
2009,"Bridgeport-Stamford-Norwalk, CT",223363.0,98140.0,2.275962910128388,Stamford - CT USA
2022,"Lubbock, TX",128642.0,58338.0,2.205115019369879,Lubbock - TX USA
2022,"Homosassa Springs, FL",22663.0,9360.0,2.421260683760684,
2020,"York-Hanover, PA",101186.0,46269.0,2.1869070003674165,York - PA USA
2020,"Redding, CA",47986.0,20699.0,2.3182762452292383,Redding - CA USA
2019,"Bremerton-Silverdale, WA",78943.0,32232.0,2.449211963266319,Bremerton - WA USA
2015,"Homosassa Springs, FL",25342.0,11161.0,2.2705850730221306,
2018,"Fort Wayne, IN",97356.0,45307.0,2.1488070276116273,Fort Wayne - IN USA
2020,"Santa Fe, NM",34797.0,20438.0,1.7025638516488892,Santa Fe - NM USA
2009,"Shreveport-Bossier City, LA",121814.0,57872.0,2.1048866463920377,Shreveport - LA USA
2015,"Colorado Springs, CO",245611.0,99812.0,2.460736184025969,Colorado Springs - CO USA
2007,"Port St. Lucie, FL",102646.0,38723.0,2.650776024584872,Port St. Lucie - FL USA
2005,"Amarillo, TX",57242.0,27808.0,2.0584723820483313,Amarillo - TX USA
2005,"Toledo, OH",156094.0,76936.0,2.0288811479671414,Toledo - OH USA
2021,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",92844.0,38326.0,2.4224808224182017,San Luis Obispo - CA USA
2012,"Vallejo-Fairfield, CA",157088.0,57256.0,2.743607656839458,Vallejo-Fairfield - CA USA
2011,"Redding, CA",62514.0,24572.0,2.544115253133648,Redding - CA USA
2018,"Daphne-Fairhope-Foley, AL",46535.0,20581.0,2.2610660317768816,Daphne-Fairhope-Foley - AL USA
2017,"Buffalo-Cheektowaga-Niagara Falls, NY",334355.0,164543.0,2.0320220246379366,Buffalo - NY USA
2009,"Grand Rapids-Wyoming, MI",178293.0,79225.0,2.2504638687283056,Grand Rapids - MI USA
2007,"Boise City, ID",140936.0,58799.0,2.3969115121005458,Boise - ID USA
2011,"Stockton-Lodi, CA",271459.0,88938.0,3.0522273943646137,Stockton - CA USA
2014,"Greenville, NC",76393.0,33138.0,2.3052990524473413,Greenville - NC USA
2019,"Minneapolis-St. Paul-Bloomington, MN-WI",875714.0,423671.0,2.066967056985255,Minneapolis - MN USA
2023,"Tuscaloosa, AL",67949.0,34271.0,1.9826967406845437,
2008,"Chicago-Naperville-Elgin, IL-IN-WI",2526069.0,1090541.0,2.3163448233491453,Chicago - IL USA
2018,"Jackson, TN",35665.0,16072.0,2.2190766550522647,Jackson - TN USA
2010,"Bridgeport-Stamford-Norwalk, CT",245254.0,101857.0,2.4078266589434207,Stamford - CT USA
2011,"Baton Rouge, LA",213817.0,90120.0,2.3725810031069683,Baton Rouge - LA USA
2012,"Monroe, LA",56984.0,23405.0,2.4346934415723136,Monroe - LA USA
2023,"Jacksonville, FL",516854.0,228371.0,2.2632208117493025,Jacksonville - FL USA
2018,"Racine, WI",57006.0,24505.0,2.3263007549479697,Racine - WI USA
2021,"Columbus, OH",729781.0,318615.0,2.2904791048757907,Columbus - OH USA
2020,"Fayetteville-Springdale-Rogers, AR-MO",178193.0,73891.0,2.411565684589463,Northwest Arkansas - AR USA
2005,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1435393.0,646837.0,2.2190953826079833,Washington - DC USA
2023,"Worcester, MA-CT",276256.0,127004.0,2.1751755850209444,Worcester - MA USA
2016,"Detroit-Warren-Dearborn, MI",1167662.0,536806.0,2.175202959728468,Detroit - MI USA
2023,"Winston-Salem, NC",204601.0,90996.0,2.248461470833883,Winston-Salem - NC USA
2018,"Lebanon, PA",37309.0,15253.0,2.44601062086147,Lebanon - PA USA
2013,"Pittsburgh, PA",558781.0,292242.0,1.9120489183621794,Pittsburgh - PA USA
2005,"Bellingham, WA",60664.0,28715.0,2.112624064078008,Bellingham - WA USA
2022,"Phoenix-Mesa-Scottsdale, AZ",1533579.0,628657.0,2.439452674510902,Phoenix - AZ USA
2021,"Naples-Immokalee-Marco Island, FL",117674.0,44576.0,2.63985104091888,Naples - FL USA
2012,"Amarillo, TX",76811.0,33452.0,2.296155685758699,Amarillo - TX USA
2012,"Rochester, NY",297471.0,145197.0,2.0487406764602576,Rochester - NY USA
2008,"Lafayette, LA",110673.0,47857.0,2.3125770524688134,Lafayette - LA USA
2005,"Seattle-Tacoma-Bellevue, WA",1018975.0,481689.0,2.115420945880018,Seattle - WA USA
2015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1638837.0,731692.0,2.2397907862871262,Philadelphia - PA USA
2018,"Chico, CA",89173.0,37020.0,2.4087790383576446,Chico - CA USA
2006,"Pensacola-Ferry Pass-Brent, FL",114201.0,48085.0,2.3749818030570866,Pensacola - FL USA
2011,"New York-Newark-Jersey City, NY-NJ-PA",8181020.0,3376699.0,2.4227862773673343,New York - NY USA
2019,"El Paso, TX",280588.0,105483.0,2.660030526245935,El Paso - TX USA
2022,"Las Vegas-Henderson-Paradise, NV",893317.0,359927.0,2.481939393265857,Las Vegas - NV USA
2010,"Bremerton-Silverdale, WA",78033.0,34111.0,2.2876198293805516,Bremerton - WA USA
2007,"Pittsfield, MA",32843.0,17053.0,1.9259367853163667,Pittsfield - MA USA
2017,"Clarksville, TN-KY",122266.0,48246.0,2.534220453509099,Clarksville - TN USA
2011,"Springfield, IL",57492.0,27251.0,2.109720744192874,Springfield - IL USA
2020,"Bend-Redmond, OR",56375.0,24540.0,2.297269763651182,Bend - OR USA
2010,"Hattiesburg, MS",42080.0,18715.0,2.248463799091638,Hattiesburg - MS USA
2006,"Charlottesville, VA",47261.0,25227.0,1.873429262298331,Charlottesville - VA USA
2017,"Springfield, OH",44553.0,18632.0,2.391208673250322,Springfield - OH USA
2023,"Fort Collins, CO",119716.0,57731.0,2.073686580866432,Fort Collins - CO USA
2015,"Los Angeles-Long Beach-Anaheim, CA",6027009.0,2244766.0,2.684916378811867,Los Angeles - CA USA
2019,"La Crosse-Onalaska, WI-MN",30445.0,16663.0,1.827101962431735,La Crosse-Onalaska - WI USA
2012,"St. Joseph, MO-KS",35742.0,15796.0,2.2627247404406177,
2022,"Virginia Beach-Norfolk-Newport News, VA-NC",546721.0,249155.0,2.194300736489334,Norfolk - VA USA
2014,"Grand Junction, CO",37495.0,18392.0,2.0386581122227057,Grand Junction - CO USA
2007,"Grand Junction, CO",32516.0,14573.0,2.2312495711246827,Grand Junction - CO USA
2007,"Medford, OR",67505.0,30055.0,2.24604891033106,Medford - OR USA
2008,"Billings, MT",33040.0,17843.0,1.8517065515888584,Billings - MT USA
2020,"Lima, OH",36557.0,16406.0,2.228270145068877,
2009,"Oxnard-Thousand Oaks-Ventura, CA",268277.0,91173.0,2.942504908251346,Ventura - CA USA
2016,"East Stroudsburg, PA",35740.0,14647.0,2.440090120843859,East Stroudsburg - PA USA
2014,"Baton Rouge, LA",246512.0,105113.0,2.345209441267969,Baton Rouge - LA USA
2022,"Iowa City, IA",42634.0,24915.0,1.7111780052177403,Iowa City - IA USA
2020,"Las Vegas-Henderson-Paradise, NV",881768.0,358172.0,2.461856314843148,Las Vegas - NV USA
2021,"Syracuse, NY",180952.0,88792.0,2.037931345166231,Syracuse - NY USA
2013,"Saginaw, MI",45865.0,21445.0,2.138726975985078,Saginaw - MI USA
2021,"Yakima, WA",89988.0,33161.0,2.7136696722053015,Yakima - WA USA
2018,"Lincoln, NE",100271.0,48931.0,2.0492325928348083,Lincoln - NE USA
2009,"New York-Newark-Jersey City, NY-NJ-PA",7740827.0,3272465.0,2.36544225835876,New York - NY USA
2021,"Sacramento--Roseville--Arden-Arcade, CA",836887.0,334054.0,2.5052446610428256,Sacramento - CA USA
2018,"Cape Coral-Fort Myers, FL",172734.0,75668.0,2.282787968493947,Fort Myers - FL USA
2005,"Saginaw, MI",40948.0,18619.0,2.199258821633815,Saginaw - MI USA
2016,"Boston-Cambridge-Newton, MA-NH",1512551.0,701301.0,2.156778615744167,Boston - MA USA
2014,"Toledo, OH",197203.0,92605.0,2.1295070460558283,Toledo - OH USA
2007,"Charlottesville, VA",58978.0,25626.0,2.3014906735346914,Charlottesville - VA USA
2012,"Johnstown, PA",27363.0,13783.0,1.9852717115286949,Johnstown - PA USA
2009,"Lake Havasu City-Kingman, AZ",62602.0,23314.0,2.685167710388608,Lake Havasu - AZ USA
2009,"Auburn-Opelika, AL",41171.0,21930.0,1.8773825809393525,Auburn-Opelika - AL USA
2013,"North Port-Sarasota-Bradenton, FL",195567.0,82747.0,2.363433115399954,Sarasota - FL USA
2017,"Seattle-Tacoma-Bellevue, WA",1332331.0,592960.0,2.2469154749055584,Seattle - WA USA
2008,"Albuquerque, NM",228394.0,104934.0,2.176549068938571,Albuquerque - NM USA
2009,"Los Angeles-Long Beach-Anaheim, CA",5564811.0,2037280.0,2.7314905167674546,Los Angeles - CA USA
2016,"Ocala, FL",90790.0,37538.0,2.4186158026533113,Ocala - FL USA
2013,"Binghamton, NY",59723.0,28442.0,2.0998171717882004,Binghamton - NY USA
2011,"Monroe, LA",61687.0,25175.0,2.450327706057597,Monroe - LA USA
2008,"Fort Collins, CO",82704.0,36975.0,2.2367545638945234,Fort Collins - CO USA
2017,"York-Hanover, PA",111012.0,44378.0,2.5015097570868448,York - PA USA
2015,"Madera, CA",60931.0,17305.0,3.521005489742849,Madera - CA USA
2021,"Goldsboro, NC",42645.0,18915.0,2.254559873116574,Goldsboro - NC USA
2019,"Reading, PA",105050.0,46790.0,2.245137849967942,Reading - PA USA
2019,"College Station-Bryan, TX",92584.0,41150.0,2.2499149453219927,College Station-Bryan - TX USA
2021,"Rochester, NY",291093.0,148402.0,1.961516691149715,Rochester - NY USA
2013,"Palm Bay-Melbourne-Titusville, FL",142080.0,61741.0,2.301226089632497,Melbourne - FL USA
2015,"Jacksonville, FL",460109.0,194607.0,2.364298303760913,Jacksonville - FL USA
2023,"Cheyenne, WY",29016.0,14048.0,2.0654897494305238,
2021,"Yuba City, CA",76653.0,26809.0,2.8592263792010146,Yuba City - CA USA
2015,"Spokane-Spokane Valley, WA",204771.0,88030.0,2.3261501760763377,Spokane - WA USA
2018,"Dallas-Fort Worth-Arlington, TX",2524076.0,1058488.0,2.384605210451134,Dallas-Fort Worth - TX USA
2023,"Augusta-Richmond County, GA-SC",140995.0,61332.0,2.298881497423857,Augusta - GA USA
2023,"Ann Arbor, MI",112322.0,57335.0,1.959047702101683,Ann Arbor - MI USA
2015,"Fayetteville, NC",134620.0,59291.0,2.270496365384291,Fayetteville - NC USA
2014,"Riverside-San Bernardino-Ontario, CA",1571817.0,511549.0,3.0726616609552555,Inland Empire - CA USA
2012,"Morgantown, WV",35335.0,19946.0,1.7715331394765867,Morgantown - WV USA
2009,"Springfield, OH",35843.0,16954.0,2.11413235814557,Springfield - OH USA
2017,"Lebanon, PA",34949.0,15815.0,2.2098640531141323,Lebanon - PA USA
2020,"Clarksville, TN-KY",108654.0,46071.0,2.3584033339845023,Clarksville - TN USA
2011,"Greensboro-High Point, NC",246615.0,104261.0,2.365361928237788,Greensboro - NC USA
