YEAR,MET_NAME,PPL_IN_RENTALS,RENTAL_UNITS,PPL_PER_RENTAL,costar_name
2019,"Boise City, ID",191837.0,79160.0,2.4234082870136433,Boise - ID USA
2007,"Jackson, MS",126900.0,55015.0,2.3066436426429155,Jackson - MS USA
2011,"Las Vegas-Henderson-Paradise, NV",834800.0,322388.0,2.5894264054493346,Las Vegas - NV USA
2020,"St. George, UT",52133.0,17852.0,2.9202890432444546,
2017,"Reading, PA",100967.0,42785.0,2.3598691130068947,Reading - PA USA
2010,"Miami-Fort Lauderdale-West Palm Beach, FL",1742425.0,707450.0,2.4629655806064035,Miami - FL USA
2020,"Baltimore-Columbia-Towson, MD",713881.0,350772.0,2.0351709942640803,Baltimore - MD USA
2012,"Jackson, TN",30755.0,14698.0,2.092461559395836,Jackson - TN USA
2015,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",118609.0,49875.0,2.378125313283208,
2018,"Monroe, LA",51492.0,23215.0,2.2180486754253717,Monroe - LA USA
2021,"Decatur, IL",27979.0,13503.0,2.0720580611715915,Decatur - IL USA
2013,"Goldsboro, NC",56392.0,20966.0,2.689688066393208,Goldsboro - NC USA
2005,"Yakima, WA",73113.0,26259.0,2.7843025248486235,Yakima - WA USA
2015,"Syracuse, NY",186749.0,86344.0,2.162848605577689,Syracuse - NY USA
2022,"Spokane-Spokane Valley, WA",196492.0,91104.0,2.15678784685634,Spokane - WA USA
2023,"Iowa City, IA",46428.0,25883.0,1.793764246802921,Iowa City - IA USA
2009,"Youngstown-Warren-Boardman, OH-PA",125555.0,61884.0,2.0288766078469394,Youngstown - OH USA
2015,"Chattanooga, TN-GA",152568.0,67590.0,2.2572569906790947,Chattanooga - TN USA
2016,"Toledo, OH",218915.0,100588.0,2.1763530441006878,Toledo - OH USA
2021,"Jefferson City, MO",27686.0,13985.0,1.9796925277082589,
2005,"Montgomery, AL",98015.0,42345.0,2.3146770575038373,Montgomery - AL USA
2022,"Hanford-Corcoran, CA",51901.0,18183.0,2.854369465984711,Hanford-Corcoran - CA USA
2007,"Wichita Falls, TX",41589.0,17022.0,2.443249911878745,Wichita Falls - TX USA
2009,"Reno, NV",153157.0,62331.0,2.4571561502302224,Reno - NV USA
2018,"Miami-Fort Lauderdale-West Palm Beach, FL",2056572.0,854121.0,2.407822779208098,Miami - FL USA
2014,"Seattle-Tacoma-Bellevue, WA",1276034.0,571219.0,2.233878775040746,Seattle - WA USA
2023,"Roanoke, VA",99510.0,43948.0,2.2642668608355327,
2016,"Des Moines-West Des Moines, IA",177327.0,82157.0,2.1583918594885403,
2012,"Columbia, MO",67237.0,29241.0,2.2994083649669985,Columbia - MO USA
2018,"Riverside-San Bernardino-Ontario, CA",1445546.0,482351.0,2.9968757191339916,Inland Empire - CA USA
2015,"Midland, TX",36423.0,17364.0,2.0976157567380787,Midland - TX USA
2005,"Deltona-Daytona Beach-Ormond Beach, FL",141885.0,66658.0,2.128551711722524,Daytona Beach - FL USA
2015,"Laredo, TX",90193.0,27879.0,3.2351590803113455,Laredo - TX USA
2005,"Fresno, CA",356033.0,117106.0,3.040262668010179,Fresno - CA USA
2014,"Milwaukee-Waukesha-West Allis, WI",532805.0,250367.0,2.1280959551378578,Milwaukee - WI USA
2022,"Raleigh, NC",384458.0,183552.0,2.0945454149232914,Raleigh - NC USA
2013,"Gadsden, AL",24941.0,11132.0,2.2404779015450953,Gadsden - AL USA
2020,"Wenatchee, WA",43070.0,18366.0,2.3450941957965807,
2010,"Amarillo, TX",75165.0,33538.0,2.241189098932554,Amarillo - TX USA
2019,"Palm Bay-Melbourne-Titusville, FL",110991.0,52130.0,2.1291195089200077,Melbourne - FL USA
2021,"Blacksburg-Christiansburg-Radford, VA",58024.0,27549.0,2.1062107517514246,Blacksburg - VA USA
2010,"Vallejo-Fairfield, CA",148958.0,52478.0,2.8384846983497845,Vallejo-Fairfield - CA USA
2007,"Kalamazoo-Portage, MI",82133.0,38892.0,2.1118224827728067,Kalamazoo - MI USA
2023,"Knoxville, TN",230534.0,104800.0,2.1997519083969466,Knoxville - TN USA
2009,"Wichita, KS",167578.0,76835.0,2.1810112578902845,Wichita - KS USA
2007,"Phoenix-Mesa-Scottsdale, AZ",1154484.0,459785.0,2.510921408919386,Phoenix - AZ USA
2012,"Detroit-Warren-Dearborn, MI",1127328.0,504785.0,2.233283477123924,Detroit - MI USA
2011,"Springfield, MO",133102.0,60451.0,2.201816347124117,Springfield - MO USA
2006,"Vallejo-Fairfield, CA",129203.0,46906.0,2.7545090180360723,Vallejo-Fairfield - CA USA
2017,"Reno, NV",175254.0,75274.0,2.328214257246858,Reno - NV USA
2018,"Florence, SC",59056.0,25134.0,2.349645897986791,
2023,"Deltona-Daytona Beach-Ormond Beach, FL",162297.0,73379.0,2.2117635835865848,Daytona Beach - FL USA
2010,"El Centro, CA",64320.0,20734.0,3.102151056236134,El Centro - CA USA
2006,"San Jose-Sunnyvale-Santa Clara, CA",574795.0,231067.0,2.487568540726283,San Jose - CA USA
2012,"Youngstown-Warren-Boardman, OH-PA",152238.0,69578.0,2.1880192014717297,Youngstown - OH USA
2011,"Elkhart-Goshen, IN",48704.0,19450.0,2.5040616966580975,Elkhart - IN USA
2018,"Providence-Warwick, RI-MA",507999.0,241283.0,2.10540734324424,Providence - RI USA
2007,"El Centro, CA",67129.0,23613.0,2.8428831575826874,El Centro - CA USA
2023,"Colorado Springs, CO",231508.0,101358.0,2.2840624321711163,Colorado Springs - CO USA
2023,"Blacksburg-Christiansburg-Radford, VA",56089.0,26367.0,2.1272423863162286,Blacksburg - VA USA
2016,"Elkhart-Goshen, IN",58167.0,24003.0,2.4233220847394077,Elkhart - IN USA
2007,"Oklahoma City, OK",369553.0,163061.0,2.2663481764493043,Oklahoma City - OK USA
2005,"Wichita, KS",153877.0,69802.0,2.2044783817082605,Wichita - KS USA
2005,"State College, PA",43740.0,20658.0,2.1173395294801045,State College - PA USA
2022,"East Stroudsburg, PA",28060.0,11185.0,2.5087170317389362,East Stroudsburg - PA USA
2014,"Decatur, AL",35761.0,15574.0,2.2961987928598946,Decatur - AL USA
2006,"Deltona-Daytona Beach-Ormond Beach, FL",142122.0,64253.0,2.211912284251319,Daytona Beach - FL USA
2006,"Detroit-Warren-Dearborn, MI",927288.0,429572.0,2.1586323130930323,Detroit - MI USA
2023,"Las Vegas-Henderson-Paradise, NV",883350.0,372628.0,2.37059480232296,Las Vegas - NV USA
2014,"Erie, PA",82511.0,37554.0,2.197129466900996,Erie - PA USA
2010,"Modesto, CA",209455.0,67425.0,3.106488691138302,Modesto - CA USA
2015,"Merced, CA",129813.0,38496.0,3.372116583541147,Merced - CA USA
2013,"Clarksville, TN-KY",111792.0,43793.0,2.5527367387482016,Clarksville - TN USA
2021,"Lansing-East Lansing, MI",117351.0,64221.0,1.8272994814780212,Lansing - MI USA
2022,"Boston-Cambridge-Newton, MA-NH",1600995.0,754975.0,2.1205933971323554,Boston - MA USA
2011,"Lake Havasu City-Kingman, AZ",65804.0,26856.0,2.450253202263926,Lake Havasu - AZ USA
2007,"Oxnard-Thousand Oaks-Ventura, CA",226247.0,81840.0,2.7645039100684263,Ventura - CA USA
2017,"Jackson, TN",30733.0,14368.0,2.138989420935412,Jackson - TN USA
2015,"Ocala, FL",67004.0,29541.0,2.268169662502962,Ocala - FL USA
2009,"Fayetteville-Springdale-Rogers, AR-MO",131962.0,54978.0,2.4002691985885263,Northwest Arkansas - AR USA
2016,"Santa Fe, NM",33202.0,18014.0,1.8431220162096147,Santa Fe - NM USA
2019,"Gainesville, FL",87119.0,47083.0,1.850328143916063,Gainesville - FL USA
2012,"Nashville-Davidson--Murfreesboro--Franklin, TN",541424.0,242457.0,2.233072256111393,Nashville - TN USA
2019,"Springfield, OH",40658.0,17425.0,2.3333142037302728,Springfield - OH USA
2007,"Greenville, NC",60531.0,29503.0,2.0516896586787783,Greenville - NC USA
2013,"York-Hanover, PA",95507.0,41177.0,2.3194258930956604,York - PA USA
2022,"Muncie, IN",32677.0,15744.0,2.0755208333333335,Muncie - IN USA
2021,"Decatur, AL",31365.0,15140.0,2.071664464993395,Decatur - AL USA
2017,"Yuba City, CA",64472.0,23089.0,2.7923253497336393,Yuba City - CA USA
2022,"New Haven-Milford, CT",279408.0,133690.0,2.0899693320368016,New Haven - CT USA
2016,"Wilmington, NC",93398.0,43880.0,2.1284867821330904,
2009,"Vallejo-Fairfield, CA",128974.0,47381.0,2.722061585867753,Vallejo-Fairfield - CA USA
2007,"Buffalo-Cheektowaga-Niagara Falls, NY",313854.0,153500.0,2.0446514657980455,Buffalo - NY USA
2016,"Oshkosh-Neenah, WI",49360.0,24369.0,2.0255242316057287,
2022,"St. George, UT",45645.0,17044.0,2.678068528514433,
2015,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",99626.0,41981.0,2.373121173864367,San Luis Obispo - CA USA
2014,"Flagstaff, AZ",47037.0,18789.0,2.503432859651924,Flagstaff - AZ USA
2008,"Tyler, TX",46054.0,19378.0,2.3766126535246155,Tyler - TX USA
2007,"Kansas City, MO-KS",482680.0,221395.0,2.180175704058357,Kansas City - MO USA
2012,"Augusta-Richmond County, GA-SC",151392.0,63910.0,2.3688311688311687,Augusta - GA USA
2005,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",96953.0,38858.0,2.4950589325235475,San Luis Obispo - CA USA
2009,"York-Hanover, PA",96098.0,39108.0,2.457246599161297,York - PA USA
2018,"Johnstown, PA",28925.0,14441.0,2.0029776331279,Johnstown - PA USA
2006,"Rockford, IL",77413.0,33547.0,2.3075982949295017,Rockford - IL USA
2005,"Hanford-Corcoran, CA",52272.0,16671.0,3.1355047687601223,Hanford-Corcoran - CA USA
2015,"El Paso, TX",262083.0,101689.0,2.5772994129158513,El Paso - TX USA
2023,"Ogden-Clearfield, UT",131536.0,52264.0,2.5167610592377163,Ogden - UT USA
2020,"St. Joseph, MO-KS",30844.0,14247.0,2.1649470063873095,
2013,"Burlington-South Burlington, VT",57775.0,27772.0,2.0803327092035144,Burlington - VT USA
2018,"Dover, DE",53757.0,21365.0,2.5161245026913175,Dover - DE USA
2016,"Jacksonville, FL",450341.0,191418.0,2.352657534819087,Jacksonville - FL USA
2007,"Akron, OH",176730.0,85996.0,2.055095585841202,Akron - OH USA
2019,"Joplin, MO",50806.0,22586.0,2.2494465598158153,Joplin - MO USA
2022,"Rochester, NY",295451.0,150221.0,1.966775617257241,Rochester - NY USA
2011,"Cape Coral-Fort Myers, FL",170987.0,69235.0,2.469661298476204,Fort Myers - FL USA
2016,"Canton-Massillon, OH",105814.0,49123.0,2.154062251898296,Canton - OH USA
2014,"Brownsville-Harlingen, TX",121149.0,38678.0,3.132245721081752,Brownsville-Harlingen - TX USA
2022,"Racine, WI",40585.0,21481.0,1.889344071505051,Racine - WI USA
2012,"Oklahoma City, OK",414665.0,183384.0,2.2611841818261134,Oklahoma City - OK USA
2018,"Clarksville, TN-KY",119256.0,47261.0,2.5233490615941263,Clarksville - TN USA
2011,"Wausau, WI",30990.0,14547.0,2.130336151783873,Wausau - WI USA
2016,"Albuquerque, NM",252542.0,109737.0,2.3013386551482182,Albuquerque - NM USA
2010,"Springfield, IL",65203.0,30193.0,2.15954029079588,Springfield - IL USA
2010,"San Antonio-New Braunfels, TX",729064.0,288514.0,2.5269622964570178,San Antonio - TX USA
2006,"Athens-Clarke County, GA",68460.0,28674.0,2.3875287717095626,Athens - GA USA
2014,"Urban Honolulu, HI",385105.0,141442.0,2.722706126893002,Honolulu - HI USA
2022,"Detroit-Warren-Dearborn, MI",1034291.0,510892.0,2.0244807121661723,Detroit - MI USA
2020,"Gainesville, GA",55937.0,21431.0,2.610097522280808,Gainesville - GA USA
2009,"Williamsport, PA",33648.0,15486.0,2.1728012398295236,Williamsport - PA USA
2011,"Yakima, WA",91227.0,32886.0,2.774037584382412,Yakima - WA USA
2016,"St. George, UT",46370.0,13756.0,3.3708927013666763,
2022,"Columbia, SC",208810.0,96404.0,2.1659889631135636,
2017,"Norwich-New London, CT",75999.0,35524.0,2.1393705663776603,Norwich - CT USA
2022,"Ogden-Clearfield, UT",135144.0,51519.0,2.623187561870378,Ogden - UT USA
2017,"Ocala, FL",75105.0,32622.0,2.302280669486849,Ocala - FL USA
2009,"Altoona, PA",27674.0,13963.0,1.9819523025137864,Altoona - PA USA
2017,"Lima, OH",29382.0,13695.0,2.1454545454545455,
2019,"Nashville-Davidson--Murfreesboro--Franklin, TN",604186.0,266244.0,2.269294331515452,Nashville - TN USA
2015,"Port St. Lucie, FL",121437.0,48690.0,2.4940850277264324,Port St. Lucie - FL USA
2005,"Bakersfield, CA",250278.0,85570.0,2.9248334696739513,Bakersfield - CA USA
2019,"Pueblo, CO",48803.0,21063.0,2.3170013768219153,Pueblo - CO USA
2023,"Baltimore-Columbia-Towson, MD",769175.0,369861.0,2.079632618740554,Baltimore - MD USA
2012,"Portland-Vancouver-Hillsboro, OR-WA",809225.0,346647.0,2.334435318926747,Portland - OR USA
2017,"Denver-Aurora-Lakewood, CO",903077.0,402886.0,2.2415199336785094,Denver - CO USA
2015,"Joplin, MO",55511.0,22900.0,2.424061135371179,Joplin - MO USA
2005,"Burlington, NC",37351.0,15557.0,2.4009127723854213,Burlington - NC USA
2015,"Santa Cruz-Watsonville, CA",110369.0,42249.0,2.6123458543397478,Santa Cruz - CA USA
2018,"Utica-Rome, NY",80661.0,37281.0,2.163595397119176,Utica - NY USA
2007,"Tyler, TX",50886.0,21307.0,2.3882292204439857,Tyler - TX USA
2009,"Owensboro, KY",31136.0,13903.0,2.2395166510825,Owensboro - KY USA
2021,"Santa Maria-Santa Barbara, CA",210973.0,71939.0,2.9326651746618664,Santa Barbara - CA USA
2015,"Knoxville, TN",265541.0,119167.0,2.228309850881536,Knoxville - TN USA
2005,"Pittsburgh, PA",500237.0,264285.0,1.892793764307471,Pittsburgh - PA USA
2012,"Boise City, ID",198587.0,79009.0,2.5134731486286372,Boise - ID USA
2018,"El Paso, TX",263332.0,105241.0,2.5021807090392527,El Paso - TX USA
2015,"Monroe, MI",22689.0,11082.0,2.0473741201949105,Monroe - MI USA
2014,"Janesville-Beloit, WI",53771.0,20552.0,2.6163390424289608,Janesville-Beloit - WI USA
2011,"Joplin, MO",47964.0,20374.0,2.3541768921174047,Joplin - MO USA
2021,"Riverside-San Bernardino-Ontario, CA",1464681.0,499331.0,2.9332867376549823,Inland Empire - CA USA
2006,"Charleston-North Charleston, SC",188406.0,82557.0,2.282132344925324,Charleston - SC USA
2018,"York-Hanover, PA",98183.0,43119.0,2.27702404972286,York - PA USA
2010,"New Orleans-Metairie, LA",394735.0,168223.0,2.346498397959851,New Orleans - LA USA
2019,"Columbia, SC",236896.0,100970.0,2.346201842131326,
2017,"Spartanburg, SC",86656.0,36110.0,2.399778454721684,Spartanburg - SC USA
2008,"Killeen-Temple, TX",132109.0,49898.0,2.6475810653733616,Killeen - TX USA
2020,"Blacksburg-Christiansburg-Radford, VA",60207.0,26919.0,2.23659868494372,Blacksburg - VA USA
2019,"Portland-South Portland, ME",123652.0,63691.0,1.9414359956665777,Portland - ME USA
2021,"Redding, CA",59999.0,27136.0,2.211048054245283,Redding - CA USA
2020,"Salt Lake City, UT",322529.0,144297.0,2.2351746744561565,Salt Lake City - UT USA
2006,"Greenville, NC",54793.0,27134.0,2.0193484189577653,Greenville - NC USA
2011,"Eau Claire, WI",42077.0,21997.0,1.9128517525117061,Eau Claire - WI USA
2011,"Santa Maria-Santa Barbara, CA",198056.0,69930.0,2.8322036322036324,Santa Barbara - CA USA
2016,"Glens Falls, NY",30322.0,14666.0,2.067503068321287,Glens Falls - NY USA
2012,"Ocala, FL",84893.0,34398.0,2.4679632536775395,Ocala - FL USA
2021,"Bridgeport-Stamford-Norwalk, CT",266597.0,116884.0,2.28086821121796,Stamford - CT USA
2011,"Sumter, SC",34843.0,14209.0,2.4521781969174468,Sumter - SC USA
2016,"Charleston, WV",48730.0,25587.0,1.9044827451440185,
2022,"Olympia-Tumwater, WA",81069.0,39302.0,2.062719454480688,Olympia - WA USA
2017,"Lawrence, KS",44173.0,22709.0,1.9451759214408384,
2013,"Lafayette-West Lafayette, IN",71439.0,32694.0,2.1850798311616813,
2018,"Homosassa Springs, FL",25307.0,10689.0,2.3675741416409393,
2008,"Oklahoma City, OK",386378.0,166801.0,2.3164009808094677,Oklahoma City - OK USA
2008,"Grand Junction, CO",44693.0,17144.0,2.606917872141857,Grand Junction - CO USA
2006,"Burlington, NC",49175.0,19803.0,2.4832096147048426,Burlington - NC USA
2009,"Tallahassee, FL",121568.0,56578.0,2.148679698822864,Tallahassee - FL USA
2017,"Florence, SC",62329.0,27009.0,2.3077122440667925,
2023,"Dothan, AL",51064.0,20730.0,2.4632899179932464,
2013,"Birmingham-Hoover, AL",305465.0,135468.0,2.254886762925562,Birmingham - AL USA
2023,"Barnstable Town, MA",54744.0,26542.0,2.0625423856529275,Barnstable Town - MA USA
2020,"Baton Rouge, LA",178033.0,88657.0,2.0081099067191537,Baton Rouge - LA USA
2005,"Visalia-Porterville, CA",163273.0,48643.0,3.3565569557798653,Visalia - CA USA
2010,"Lansing-East Lansing, MI",131727.0,59005.0,2.2324718244216593,Lansing - MI USA
2015,"Shreveport-Bossier City, LA",147984.0,62920.0,2.3519389701207882,Shreveport - LA USA
2008,"Santa Rosa, CA",154810.0,65519.0,2.362826050458646,Santa Rosa - CA USA
2022,"New Orleans-Metairie, LA",343429.0,167181.0,2.0542346319258766,New Orleans - LA USA
2017,"Columbus, OH",657555.0,292678.0,2.246684069181831,Columbus - OH USA
2022,"Charleston-North Charleston, SC",199822.0,100323.0,1.9917865295096837,Charleston - SC USA
2018,"Blacksburg-Christiansburg-Radford, VA",51900.0,23701.0,2.18978102189781,Blacksburg - VA USA
2005,"Charleston-North Charleston, SC",189844.0,81423.0,2.331577072817263,Charleston - SC USA
2021,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1679977.0,803040.0,2.0920215680414427,Philadelphia - PA USA
2020,"Ocean City, NJ",23676.0,10571.0,2.2397124207738153,Ocean City - NJ USA
2023,"Grand Rapids-Wyoming, MI",212526.0,99267.0,2.1409531868596816,Grand Rapids - MI USA
2009,"Atlantic City-Hammonton, NJ",71336.0,30317.0,2.353003265494607,Atlantic City - NJ USA
2019,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1868410.0,814381.0,2.2942701266360586,Washington - DC USA
2015,"Louisville/Jefferson County, KY-IN",367306.0,163494.0,2.246602321797742,Louisville - KY USA
2011,"Springfield, MA",191204.0,86869.0,2.201061368267161,Springfield - MA USA
2007,"Valdosta, GA",40196.0,16548.0,2.429054870679236,Valdosta - GA USA
2013,"Hickory-Lenoir-Morganton, NC",102960.0,45720.0,2.251968503937008,Hickory - NC USA
2023,"Amarillo, TX",70600.0,35153.0,2.0083634398202146,Amarillo - TX USA
2016,"Joplin, MO",51922.0,22258.0,2.3327342977805734,Joplin - MO USA
2023,"Lincoln, NE",111443.0,59012.0,1.8884803090896767,Lincoln - NE USA
2008,"Fresno, CA",387434.0,128745.0,3.009312983028467,Fresno - CA USA
2010,"Kingsport-Bristol-Bristol, TN-VA",83127.0,39546.0,2.1020330754058563,Kingsport - TN USA
2011,"Visalia-Porterville, CA",196843.0,56005.0,3.514739755378984,Visalia - CA USA
2005,"Akron, OH",160069.0,79397.0,2.0160585412547074,Akron - OH USA
2017,"Akron, OH",201787.0,96375.0,2.093769130998703,Akron - OH USA
2021,"Bakersfield, CA",339577.0,114868.0,2.9562367238917715,Bakersfield - CA USA
2011,"State College, PA",53617.0,24770.0,2.1645942672587806,State College - PA USA
2019,"Salt Lake City, UT",311596.0,133281.0,2.3378876208911996,Salt Lake City - UT USA
2017,"Greensboro-High Point, NC",255116.0,114506.0,2.227970586694147,Greensboro - NC USA
2011,"Urban Honolulu, HI",367356.0,139559.0,2.6322630572016137,Honolulu - HI USA
2007,"Hickory-Lenoir-Morganton, NC",81854.0,35496.0,2.306006310570205,Hickory - NC USA
2022,"Salt Lake City, UT",347842.0,149563.0,2.3257222708825043,Salt Lake City - UT USA
2017,"Fort Collins, CO",95891.0,45005.0,2.1306743695144985,Fort Collins - CO USA
2010,"McAllen-Edinburg-Mission, TX",204780.0,67114.0,3.0512262717167804,McAllen - TX USA
2015,"Kansas City, MO-KS",639842.0,287835.0,2.222947174596557,Kansas City - MO USA
2014,"College Station-Bryan, TX",107411.0,44338.0,2.4225495060670306,College Station-Bryan - TX USA
2010,"Detroit-Warren-Dearborn, MI",1074933.0,477220.0,2.2524894178785466,Detroit - MI USA
2020,"Erie, PA",64086.0,32526.0,1.9703006825308984,Erie - PA USA
2021,"Lewiston-Auburn, ME",26833.0,14562.0,1.842672709792611,Lewiston-Auburn - ME USA
2008,"Los Angeles-Long Beach-Anaheim, CA",5372606.0,2018313.0,2.6619290466840377,Los Angeles - CA USA
2008,"Louisville/Jefferson County, KY-IN",301407.0,140702.0,2.1421657119301787,Louisville - KY USA
2020,"Merced, CA",121922.0,39612.0,3.0779056851459154,Merced - CA USA
2007,"Bellingham, WA",63920.0,28715.0,2.226014278251785,Bellingham - WA USA
2022,"Ithaca, NY",33911.0,18003.0,1.8836305060267733,
2005,"Denver-Aurora-Lakewood, CO",647282.0,300884.0,2.1512675981441354,Denver - CO USA
2014,"Johnstown, PA",33507.0,15015.0,2.2315684315684314,Johnstown - PA USA
2021,"Tucson, AZ",337992.0,151614.0,2.229292809371166,Tucson - AZ USA
2018,"Columbus, OH",652702.0,296007.0,2.205022178529562,Columbus - OH USA
2019,"Rocky Mount, NC",51029.0,22067.0,2.3124575157474965,Rocky Mount - NC USA
2005,"New Orleans-Metairie, LA",394103.0,179758.0,2.1924086827846327,New Orleans - LA USA
2013,"Wausau, WI",30700.0,14922.0,2.057364964481973,Wausau - WI USA
2007,"Eugene, OR",105798.0,50320.0,2.102503974562798,Eugene - OR USA
2017,"Rocky Mount, NC",47090.0,21878.0,2.152390529298839,Rocky Mount - NC USA
2009,"Bellingham, WA",61233.0,29352.0,2.086161079313164,Bellingham - WA USA
2012,"Tampa-St. Petersburg-Clearwater, FL",901667.0,404861.0,2.227102635225423,Tampa - FL USA
2014,"Dover, DE",54478.0,19601.0,2.779347992449365,Dover - DE USA
2015,"Modesto, CA",224398.0,75435.0,2.974719957579373,Modesto - CA USA
2008,"Lancaster, PA",124531.0,54247.0,2.2956292513871737,Lancaster - PA USA
2010,"Brownsville-Harlingen, TX",119796.0,37494.0,3.195071211393823,Brownsville-Harlingen - TX USA
2017,"Topeka, KS",60275.0,30624.0,1.9682275339602926,
2013,"New Orleans-Metairie, LA",412640.0,186517.0,2.21234525539227,New Orleans - LA USA
2014,"Fayetteville, NC",141085.0,59837.0,2.35782208332637,Fayetteville - NC USA
2005,"Kingsport-Bristol-Bristol, TN-VA",81465.0,36831.0,2.211859574814694,Kingsport - TN USA
2011,"Manchester-Nashua, NH",103992.0,48415.0,2.147929360735309,Manchester - NH USA
2016,"Hartford-West Hartford-East Hartford, CT",344623.0,164942.0,2.089358683658498,Hartford - CT USA
2006,"Janesville-Beloit, WI",32098.0,15296.0,2.0984571129707112,Janesville-Beloit - WI USA
2021,"Minneapolis-St. Paul-Bloomington, MN-WI",850345.0,414757.0,2.0502245893378532,Minneapolis - MN USA
2018,"Little Rock-North Little Rock-Conway, AR",202525.0,95391.0,2.123103856757975,Little Rock - AR USA
2010,"Ann Arbor, MI",100282.0,49622.0,2.020918141147072,Ann Arbor - MI USA
2005,"Little Rock-North Little Rock-Conway, AR",184649.0,83869.0,2.201635884534214,Little Rock - AR USA
2008,"Oxnard-Thousand Oaks-Ventura, CA",254048.0,86509.0,2.936665549249211,Ventura - CA USA
2014,"Trenton, NJ",114809.0,47528.0,2.415607641811143,Trenton - NJ USA
2012,"Lewiston-Auburn, ME",30634.0,15627.0,1.9603250783899662,Lewiston-Auburn - ME USA
2013,"Jacksonville, FL",405692.0,175923.0,2.3060770905452954,Jacksonville - FL USA
2009,"Yuba City, CA",68523.0,21034.0,3.257725587144623,Yuba City - CA USA
2010,"Columbia, MO",56580.0,26332.0,2.148716390703327,Columbia - MO USA
2018,"Scranton--Wilkes-Barre--Hazleton, PA",143312.0,66155.0,2.1663064016325295,Scranton - PA USA
2017,"Charlotte-Concord-Gastonia, NC-SC",760377.0,329980.0,2.3043123825686407,Charlotte - NC USA
2011,"Johnstown, PA",28492.0,13762.0,2.0703386135736084,Johnstown - PA USA
2011,"Orlando-Kissimmee-Sanford, FL",689395.0,284832.0,2.420356561060555,Orlando - FL USA
2006,"Panama City, FL",61784.0,26616.0,2.3213104899308687,Panama City - FL USA
2013,"Deltona-Daytona Beach-Ormond Beach, FL",158398.0,68014.0,2.3289028729379244,Daytona Beach - FL USA
2011,"Bend-Redmond, OR",58852.0,23794.0,2.4733966546188113,Bend - OR USA
2007,"San Antonio-New Braunfels, TX",588210.0,250622.0,2.347000662352068,San Antonio - TX USA
2021,"Oklahoma City, OK",460966.0,209598.0,2.199286252731419,Oklahoma City - OK USA
2015,"Decatur, AL",35129.0,16445.0,2.136150805716023,Decatur - AL USA
2013,"Orlando-Kissimmee-Sanford, FL",727526.0,300257.0,2.4230109539494498,Orlando - FL USA
2019,"Auburn-Opelika, AL",41906.0,21192.0,1.9774443186107966,Auburn-Opelika - AL USA
2017,"Lafayette-West Lafayette, IN",58629.0,28148.0,2.0828833309648997,
2018,"Houma-Thibodaux, LA",46973.0,20987.0,2.2381950731405156,Houma-Thibodaux - LA USA
2012,"Decatur, IL",32304.0,14406.0,2.2423990004164933,Decatur - IL USA
2011,"Laredo, TX",88702.0,26109.0,3.3973725535256043,Laredo - TX USA
2016,"Indianapolis-Carmel-Anderson, IN",593802.0,274015.0,2.1670419502581977,Indianapolis - IN USA
2021,"Miami-Fort Lauderdale-West Palm Beach, FL",2165095.0,905897.0,2.390001291537559,Miami - FL USA
2017,"Ithaca, NY",34102.0,17937.0,1.9012097898199254,
2014,"St. Joseph, MO-KS",32051.0,14336.0,2.2357003348214284,
2017,"Provo-Orem, UT",165549.0,54431.0,3.041446969557789,Provo - UT USA
2017,"Palm Bay-Melbourne-Titusville, FL",126534.0,59541.0,2.1251574545271326,Melbourne - FL USA
2013,"Allentown-Bethlehem-Easton, PA-NJ",230792.0,96905.0,2.381631494762912,Lehigh Valley - PA USA
2021,"Little Rock-North Little Rock-Conway, AR",227040.0,105181.0,2.15856475979502,Little Rock - AR USA
2022,"Austin-Round Rock, TX",853849.0,413943.0,2.062721195913447,Austin - TX USA
2007,"Springfield, MO",101690.0,49243.0,2.0650650853928476,Springfield - MO USA
2015,"Youngstown-Warren-Boardman, OH-PA",137652.0,68927.0,1.9970693632393692,Youngstown - OH USA
2018,"San Francisco-Oakland-Hayward, CA",1812949.0,761618.0,2.380391482344167,San Francisco - CA USA
2014,"Naples-Immokalee-Marco Island, FL",104569.0,38212.0,2.7365487281482257,Naples - FL USA
2010,"Waco, TX",82555.0,34087.0,2.421891043506322,Waco - TX USA
2018,"Morgantown, WV",40767.0,19370.0,2.104646360351058,Morgantown - WV USA
2023,"Pittsfield, MA",33125.0,17620.0,1.8799659477866062,Pittsfield - MA USA
2018,"Lake Havasu City-Kingman, AZ",63355.0,27880.0,2.2724175035868006,Lake Havasu - AZ USA
2020,"Greensboro-High Point, NC",234470.0,115198.0,2.035365197312453,Greensboro - NC USA
2012,"Pensacola-Ferry Pass-Brent, FL",136252.0,61835.0,2.2034769952292392,Pensacola - FL USA
2008,"Clarksville, TN-KY",90659.0,32802.0,2.763825376501433,Clarksville - TN USA
2008,"Urban Honolulu, HI",335439.0,126717.0,2.6471507374701106,Honolulu - HI USA
